t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,T,Vpz,Vms,gamma_dot,tau,mu_en_bal,mu_current_relation
1505832156.76,0.0,0.0,111.637,111.812,111.903,111.641,2.632,0.0,0.0,0.0,2.335,40.9419349432,2947819.18457,0.00284731266264,71999.9967919
1505832156.77,0.0,0.0,111.85,111.812,111.522,123.016,2.619,0.058,0.0,0.138709677419,2.348,40.9427152618,2903061.27751,0.00286122437507,70905.4409057
1505832156.79,0.0,0.0,111.85,111.392,111.522,123.016,2.648,0.0,0.0,0.0516129032258,2.361,40.9432039754,2858239.18158,0.00287515200914,69809.8561924
1505832156.8,0.0,0.0,111.85,111.392,111.522,123.016,2.613,0.0,0.0,0.0,2.387,40.94339141,2800634.19504,0.0029049189354,68402.594377
1505832156.81,0.0,0.0,111.85,111.392,111.522,123.016,2.639,0.065,0.0,0.138709677419,2.374,40.9432684694,2781189.6978,0.00288725519025,67927.8866043
1505832156.83,0.0,0.0,111.85,111.392,111.522,123.016,2.61,0.0,0.0,0.00967741935484,2.387,40.9428266578,2736255.83846,0.00290125635779,66831.1414191
1505832156.84,0.0,0.0,111.85,111.392,111.522,123.016,2.623,0.01,0.0,0.0225806451613,2.374,40.9420580783,2716774.03844,0.00288370127719,66356.5576808
1505832156.85,0.0,0.0,111.85,111.392,111.522,123.016,2.635,0.032,0.0,0.109677419355,2.374,40.9409554334,2684556.59102,0.00288199363856,65571.4201734
1505832156.86,0.0,0.0,111.85,111.392,111.522,123.016,2.639,0.0,0.0,0.0,2.374,40.9395120253,2652344.56923,0.0028803340743,64786.9121545
1505832156.87,0.0,0.0,111.85,111.392,111.522,123.016,2.626,0.061,0.0,0.154838709677,2.374,40.9377217562,2620146.24613,0.00287872384267,64003.2257226
1505832156.88,0.0,0.0,111.85,111.392,111.522,123.016,2.642,0.0,0.0,0.0,2.374,40.935579129,2587970.06804,0.00287716412964,63220.5558858
1505832156.9,0.0,0.0,111.85,111.392,111.522,123.016,2.639,0.035,0.0,0.0903225806452,2.361,40.9330792481,2568557.27217,0.00285990899245,62750.1600014
1505832156.91,0.0,0.0,108.951,111.392,111.522,123.016,2.645,0.006,0.0,0.0612903225806,2.361,40.9302178132,2536452.28484,0.00285846160787,61970.1633745
1505832156.92,0.0,0.0,108.951,109.255,109.281,123.016,2.629,0.0,0.0,0.0,2.361,40.9269910837,2504398.12929,0.00285706771666,61191.8458447
1505832156.93,0.0,0.0,108.951,109.255,109.281,109.898,2.606,0.048,0.0,0.138709677419,2.374,40.9233957688,2459673.48925,0.00287145240492,60104.3350154
1505832156.94,0.0,0.0,108.951,109.255,109.281,109.898,2.632,0.0,0.0,0.0,2.361,40.9194288194,2440486.41392,0.00285444451481,59641.2629485
1505832156.95,0.0,0.0,108.951,109.255,109.281,109.898,2.645,0.055,0.0,0.135483870968,2.361,40.9150872011,2408648.57265,0.00285321707822,58869.4473708
1505832156.97,0.0,0.0,108.951,109.255,109.281,109.898,2.665,0.0,0.0,0.0225806451613,2.361,40.9103677634,2376901.40934,0.00285204695696,58100.2210268
1505832156.98,0.0,0.0,108.951,109.255,109.281,109.898,2.626,0.003,0.0,0.0129032258065,2.361,40.9052672121,2345255.5169,0.00285093517716,57333.8270775
1505832156.99,0.0,0.0,108.951,109.255,109.281,109.898,2.597,0.029,0.0,0.103225806452,2.361,40.8997821103,2313723.27343,0.00284988289277,56570.5525568
