t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,pv,T,Vpz,Vms
1507542001.925866, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.413, 0.055, 0.000, 16.437, 0.138709677419, 0.000 
1507542001.938101, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542001.949903, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.426, 0.026, 0.000, 16.437, 0.0483870967742, 0.000 
1507542001.961506, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.010, 0.000, 16.437, 0.0612903225806, 0.000 
1507542001.973128, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542001.984638, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.045, 0.000, 16.437, 0.11935483871, 0.000 
1507542001.996160, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.007661, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.052, 0.000, 16.437, 0.11935483871, 0.000 
1507542002.019160, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.487, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.030655, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.016, 0.000, 16.437, 0.0322580645161, 0.000 
1507542002.042259, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.506, 0.023, 0.000, 16.437, 0.0741935483871, 0.000 
1507542002.053768, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.065309, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.052, 0.000, 16.437, 0.129032258065, 0.000 
1507542002.076817, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.088312, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.045, 0.000, 16.437, 0.106451612903, 0.000 
1507542002.099811, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.000, 0.000, 16.437, 0.0161290322581, 0.000 
1507542002.111349, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.006, 0.000, 16.437, 0.0, 0.000 
1507542002.122934, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.029, 0.000, 16.437, 0.0935483870968, 0.000 
1507542002.134420, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.481, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.145911, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.500, 0.055, 0.000, 16.437, 0.135483870968, 0.000 
1507542002.157412, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.168895, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.494, 0.035, 0.000, 16.437, 0.0903225806452, 0.000 
1507542002.180386, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.000, 0.000, 16.437, 0.0322580645161, 0.000 
1507542002.191882, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.203454, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.426, 0.035, 0.000, 16.437, 0.103225806452, 0.000 
1507542002.214980, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.487, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.226475, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.477, 0.055, 0.000, 16.437, 0.132258064516, 0.000 
1507542002.237963, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.249446, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.029, 0.000, 16.437, 0.0677419354839, 0.000 
1507542002.260936, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.006, 0.000, 16.437, 0.0516129032258, 0.000 
1507542002.272479, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.283968, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.487, 0.042, 0.000, 16.437, 0.109677419355, 0.000 
1507542002.295464, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.306945, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.052, 0.000, 16.437, 0.125806451613, 0.000 
1507542002.318430, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.329904, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.029, 0.000, 16.437, 0.0516129032258, 0.000 
1507542002.341383, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.010, 0.000, 16.437, 0.0612903225806, 0.000 
1507542002.352932, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.364650, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.426, 0.045, 0.000, 16.437, 0.11935483871, 0.000 
1507542002.376314, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.387832, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.048, 0.000, 16.437, 0.109677419355, 0.000 
1507542002.399355, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.477, 0.000, 0.000, 16.437, 0.0129032258065, 0.000 
1507542002.410856, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.006, 0.000, 16.437, 0.0129032258065, 0.000 
1507542002.422438, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.029, 0.000, 16.437, 0.0870967741935, 0.000 
1507542002.433924, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.435, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.445428, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.055, 0.000, 16.437, 0.132258064516, 0.000 
1507542002.456912, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.429, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.468400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.042, 0.000, 16.437, 0.0935483870968, 0.000 
1507542002.479919, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.000, 16.437, 0.0322580645161, 0.000 
1507542002.491502, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.503109, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.481, 0.032, 0.000, 16.437, 0.1, 0.000 
1507542002.514613, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.484, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.526101, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.494, 0.058, 0.000, 16.437, 0.135483870968, 0.000 
1507542002.537584, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.549072, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.035, 0.000, 16.437, 0.0741935483871, 0.000 
1507542002.560568, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.474, 0.000, 0.000, 16.437, 0.0451612903226, 0.000 
1507542002.572137, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.583724, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.045, 0.000, 16.437, 0.112903225806, 0.000 
1507542002.595304, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.606793, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.052, 0.000, 16.437, 0.125806451613, 0.000 
1507542002.618361, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.629870, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.026, 0.000, 16.437, 0.041935483871, 0.000 
1507542002.641506, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.016, 0.000, 16.437, 0.0709677419355, 0.000 
1507542002.653128, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.416, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.664651, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.435, 0.048, 0.000, 16.437, 0.122580645161, 0.000 
1507542002.676202, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.687701, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.506, 0.048, 0.000, 16.437, 0.109677419355, 0.000 
1507542002.699311, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.419, 0.000, 0.000, 16.437, 0.0161290322581, 0.000 
1507542002.710814, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.006, 0.000, 16.437, 0.00645161290323, 0.000 
1507542002.722408, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.029, 0.000, 16.437, 0.0903225806452, 0.000 
1507542002.733911, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.426, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.745448, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.058, 0.000, 16.437, 0.135483870968, 0.000 
1507542002.756954, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.768447, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.035, 0.000, 16.437, 0.0903225806452, 0.000 
1507542002.779995, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.000, 0.000, 16.437, 0.0354838709677, 0.000 
1507542002.791707, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.416, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.803424, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.039, 0.000, 16.437, 0.109677419355, 0.000 
1507542002.814990, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.826563, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.055, 0.000, 16.437, 0.125806451613, 0.000 
1507542002.838058, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.849563, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.435, 0.026, 0.000, 16.437, 0.0483870967742, 0.000 
1507542002.861063, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.419, 0.013, 0.000, 16.437, 0.0645161290323, 0.000 
1507542002.872664, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.884208, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.052, 0.000, 16.437, 0.122580645161, 0.000 
1507542002.895696, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.907286, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.048, 0.000, 16.437, 0.112903225806, 0.000 
1507542002.918773, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.000, 16.437, 0.00645161290323, 0.000 
1507542002.930273, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.010, 0.000, 16.437, 0.0161290322581, 0.000 
1507542002.941807, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.026, 0.000, 16.437, 0.0838709677419, 0.000 
1507542002.953420, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.000, 0.000, 16.437, 0.0, 0.000 
1507542002.964977, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.419, 0.052, 0.334, 16.437, 0.129032258065, 0.000 
1507542002.976857, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.000, 0.334, 16.437, 0.0, 0.000 
1507542002.988687, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.035, 0.334, 16.437, 0.0741935483871, 0.000 
1507542003.000364, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.003, 0.334, 16.437, 0.0516129032258, 0.000 
1507542003.011980, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.000, 0.334, 16.437, 0.0, 0.000 
1507542003.023599, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.045, 0.334, 16.437, 0.116129032258, 0.000 
1507542003.035208, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.477, 0.000, 0.334, 16.437, 0.0, 0.000 
1507542003.046712, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.052, 0.334, 16.437, 0.122580645161, 0.000 
1507542003.058256, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.494, 0.000, 0.334, 16.437, 0.0, 0.000 
1507542003.069771, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.413, 0.019, 0.334, 16.437, 0.0322580645161, 0.000 
1507542003.081336, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.477, 0.019, 0.334, 16.437, 0.0741935483871, 0.000 
1507542003.092945, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.000, 0.334, 16.437, 0.0, 0.000 
1507542003.104456, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.048, 0.334, 16.437, 0.125806451613, 0.000 
1507542003.116015, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.000, 0.334, 16.437, 0.0, 0.000 
1507542003.127561, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.048, 0.334, 16.437, 0.106451612903, 0.000 
1507542003.139072, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.474, 0.000, 0.334, 16.437, 0.0193548387097, 0.000 
1507542003.150604, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.003, 0.334, 16.437, 0.0, 0.000 
1507542003.162248, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.497, 0.035, 0.334, 16.437, 0.0935483870968, 0.000 
1507542003.173757, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.000, 0.334, 16.437, 0.0, 0.000 
1507542003.185261, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.058, 0.334, 16.437, 0.132258064516, 0.000 
1507542003.196783, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.435, 0.000, 0.334, 16.437, 0.0, 0.013 
1507542003.208351, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.042, 0.334, 16.437, 0.0806451612903, 0.013 
1507542003.219896, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.000, 0.334, 16.437, 0.041935483871, 0.013 
1507542003.231579, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.487, 0.000, 0.334, 16.437, 0.0, 0.013 
1507542003.243358, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.484, 0.042, 0.334, 16.437, 0.112903225806, 0.013 
1507542003.254863, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.000, 0.334, 16.437, 0.0, 0.026 
1507542003.266372, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.055, 0.334, 16.437, 0.125806451613, 0.026 
1507542003.277874, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.429, 0.000, 0.334, 16.437, 0.0, 0.026 
1507542003.289364, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.019, 0.334, 16.437, 0.041935483871, 0.039 
1507542003.300864, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.474, 0.013, 0.334, 16.437, 0.0677419354839, 0.026 
1507542003.312457, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.000, 0.334, 16.437, 0.0, 0.026 
1507542003.323998, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.410, 0.048, 0.334, 16.437, 0.122580645161, 0.026 
1507542003.335541, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.000, 0.334, 16.437, 0.0, 0.026 
1507542003.347060, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.435, 0.052, 0.334, 16.437, 0.112903225806, 0.039 
1507542003.358562, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.429, 0.000, 0.334, 16.437, 0.00967741935484, 0.026 
1507542003.370087, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.010, 0.334, 16.437, 0.0129032258065, 0.039 
1507542003.381606, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.484, 0.026, 0.334, 16.437, 0.0870967741935, 0.039 
1507542003.393238, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.423, 0.000, 0.334, 16.437, 0.0, 0.039 
1507542003.404741, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.052, 0.334, 16.437, 0.132258064516, 0.039 
1507542003.416289, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.429, 0.000, 0.334, 16.437, 0.0, 0.039 
1507542003.427839, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.429, 0.042, 0.334, 16.437, 0.0935483870968, 0.052 
1507542003.439337, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.000, 0.334, 16.437, 0.0354838709677, 0.052 
1507542003.450901, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.000, 0.334, 16.437, 0.0, 0.052 
1507542003.462505, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.484, 0.035, 0.334, 16.437, 0.103225806452, 0.052 
1507542003.474014, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.000, 0.334, 16.437, 0.0, 0.052 
1507542003.485637, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.052, 0.334, 16.437, 0.129032258065, 0.052 
1507542003.497264, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.497, 0.000, 0.334, 16.437, 0.0, 0.052 
1507542003.508867, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.026, 0.334, 16.437, 0.058064516129, 0.052 
1507542003.520401, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.477, 0.013, 0.334, 16.437, 0.0645161290323, 0.052 
1507542003.531980, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.000, 0.334, 16.437, 0.0, 0.065 
1507542003.543644, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.048, 0.334, 16.437, 0.11935483871, 0.065 
1507542003.555189, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.000, 0.334, 16.437, 0.0, 0.065 
1507542003.566694, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.052, 0.334, 16.437, 0.116129032258, 0.065 
1507542003.578208, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.000, 0.334, 16.437, 0.00645161290323, 0.065 
1507542003.589709, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.006, 0.334, 16.437, 0.0193548387097, 0.065 
1507542003.601332, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.023, 0.334, 16.437, 0.0806451612903, 0.065 
1507542003.612980, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.000, 0.334, 16.437, 0.0, 0.065 
1507542003.624549, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.058, 0.334, 16.437, 0.132258064516, 0.065 
1507542003.636100, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.490, 0.000, 0.334, 16.437, 0.0, 0.065 
1507542003.647604, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.426, 0.042, 0.334, 16.437, 0.0935483870968, 0.065 
1507542003.659367, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.000, 0.334, 16.437, 0.0387096774194, 0.065 
1507542003.670905, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.000, 0.334, 16.437, 0.0, 0.077 
1507542003.682587, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.039, 0.334, 16.437, 0.106451612903, 0.065 
1507542003.694150, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.000, 0.334, 16.437, 0.0, 0.077 
1507542003.705648, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.055, 0.334, 16.437, 0.132258064516, 0.077 
1507542003.717155, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.429, 0.000, 0.334, 16.437, 0.0, 0.077 
1507542003.728652, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.026, 0.334, 16.437, 0.058064516129, 0.077 
1507542003.740188, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.006, 0.334, 16.437, 0.0612903225806, 0.077 
1507542003.751740, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.000, 0.334, 16.437, 0.0, 0.077 
1507542003.763390, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.048, 0.334, 16.437, 0.11935483871, 0.077 
1507542003.774878, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.000, 0.334, 16.437, 0.0, 0.077 
1507542003.786426, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.487, 0.052, 0.334, 16.437, 0.116129032258, 0.077 
1507542003.797979, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.000, 0.334, 16.437, 0.00645161290323, 0.090 
1507542003.809555, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.435, 0.016, 0.334, 16.437, 0.0193548387097, 0.090 
1507542003.821073, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.026, 0.334, 16.437, 0.0774193548387, 0.090 
1507542003.832692, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.000, 0.334, 16.437, 0.0, 0.090 
1507542003.844233, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.052, 0.334, 16.437, 0.129032258065, 0.090 
1507542003.855720, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.000, 0.334, 16.437, 0.0, 0.090 
1507542003.867310, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.045, 0.334, 16.437, 0.0967741935484, 0.090 
1507542003.878802, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.334, 16.437, 0.0258064516129, 0.090 
1507542003.890289, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.000, 0.334, 16.437, 0.0, 0.090 
1507542003.901809, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.429, 0.032, 0.334, 16.437, 0.0967741935484, 0.103 
1507542003.913398, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.000, 0.334, 16.437, 0.0, 0.090 
1507542003.924938, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.055, 0.334, 16.437, 0.132258064516, 0.116 
1507542003.936489, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.481, 0.000, 0.334, 16.437, 0.0, 0.103 
1507542003.948059, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.435, 0.032, 0.334, 16.437, 0.0709677419355, 0.103 
1507542003.959617, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.429, 0.006, 0.334, 16.437, 0.0516129032258, 0.103 
1507542003.971156, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.000, 0.334, 16.437, 0.0, 0.103 
1507542003.982770, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.474, 0.042, 0.334, 16.437, 0.112903225806, 0.103 
1507542003.995263, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.000, 0.669, 16.437, 0.0, 0.103 
1507542004.007379, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.039, 0.669, 16.437, 0.0903225806452, 0.103 
1507542004.019264, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.474, 0.000, 0.669, 16.437, 0.0451612903226, 0.103 
1507542004.031014, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.490, 0.000, 0.669, 16.437, 0.0, 0.103 
1507542004.042882, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.045, 0.669, 16.437, 0.112903225806, 0.103 
1507542004.054413, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.000, 0.669, 16.437, 0.0, 0.116 
1507542004.065930, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.048, 0.669, 16.437, 0.122580645161, 0.116 
1507542004.077443, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.000, 0.669, 16.437, 0.0, 0.116 
1507542004.088952, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.016, 0.669, 16.437, 0.0354838709677, 0.116 
1507542004.100668, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.023, 0.669, 16.437, 0.0774193548387, 0.116 
1507542004.112326, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.000, 0.669, 16.437, 0.0, 0.116 
1507542004.123893, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.055, 0.669, 16.437, 0.129032258065, 0.116 
1507542004.135483, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.419, 0.000, 0.669, 16.437, 0.0, 0.116 
1507542004.146972, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.042, 0.669, 16.437, 0.0967741935484, 0.116 
1507542004.158473, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.000, 0.669, 16.437, 0.0225806451613, 0.116 
1507542004.169972, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.474, 0.003, 0.669, 16.437, 0.0, 0.116 
