t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,pv,T,Vpz,Vms
1507542031.158407, 204.532, 204.719, 208.330, 207.509, 208.226, 207.984, 2.461, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.170168, 208.673, 209.433, 208.330, 208.815, 208.226, 207.984, 2.468, 0.026, 9.365, 16.500, 0.041935483871, 0.748 
1507542031.181927, 208.673, 209.433, 208.330, 208.815, 208.226, 207.984, 2.432, 0.019, 9.365, 16.500, 0.0774193548387, 0.761 
1507542031.193809, 208.673, 209.433, 208.330, 208.815, 208.226, 207.984, 2.461, 0.000, 9.365, 16.500, 0.0, 0.761 
1507542031.205614, 208.673, 209.433, 208.330, 208.815, 208.226, 207.984, 2.474, 0.052, 9.365, 16.500, 0.132258064516, 0.710 
1507542031.217380, 208.673, 209.433, 208.330, 208.815, 210.784, 207.984, 2.465, 0.000, 9.365, 16.500, 0.0, 0.735 
1507542031.229160, 208.673, 209.433, 211.811, 208.815, 210.784, 210.849, 2.429, 0.035, 9.365, 16.500, 0.0774193548387, 0.748 
1507542031.240924, 211.933, 212.005, 211.811, 211.387, 210.784, 210.849, 2.471, 0.006, 9.365, 16.500, 0.0516129032258, 0.748 
1507542031.252809, 211.933, 212.005, 211.811, 211.387, 210.784, 210.849, 2.445, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.264577, 211.933, 212.005, 211.811, 211.387, 210.784, 210.849, 2.468, 0.048, 9.365, 16.500, 0.11935483871, 0.761 
1507542031.276364, 211.933, 212.005, 211.811, 211.387, 210.784, 210.849, 2.442, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.288140, 211.933, 212.005, 211.811, 211.387, 217.878, 210.849, 2.477, 0.045, 9.365, 16.500, 0.103225806452, 0.748 
1507542031.299959, 211.933, 212.005, 218.134, 211.387, 217.878, 218.687, 2.494, 0.000, 9.365, 16.500, 0.0322580645161, 0.735 
1507542031.311976, 216.767, 218.729, 218.134, 218.175, 217.878, 218.687, 2.435, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.323875, 216.767, 218.729, 218.134, 218.175, 217.878, 218.687, 2.445, 0.045, 9.365, 16.500, 0.112903225806, 0.735 
1507542031.335698, 216.767, 218.729, 218.134, 218.175, 217.878, 218.687, 2.455, 0.000, 9.365, 16.500, 0.0, 0.761 
1507542031.347526, 216.767, 218.729, 218.134, 218.175, 217.878, 218.687, 2.442, 0.055, 9.365, 16.500, 0.116129032258, 0.761 
1507542031.359322, 216.767, 218.729, 218.134, 218.175, 216.898, 218.687, 2.452, 0.000, 9.365, 16.500, 0.0161290322581, 0.748 
1507542031.371302, 219.609, 218.729, 217.508, 218.710, 216.898, 212.845, 2.490, 0.003, 9.365, 16.500, 0.0, 0.748 
1507542031.383209, 219.609, 218.147, 217.508, 218.710, 216.898, 212.845, 2.468, 0.035, 9.365, 16.500, 0.103225806452, 0.748 
1507542031.395016, 219.609, 218.147, 217.508, 218.710, 216.898, 212.845, 2.435, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.406756, 219.609, 218.147, 217.508, 218.710, 216.898, 212.845, 2.471, 0.055, 9.365, 16.500, 0.125806451613, 0.748 
1507542031.418689, 219.609, 218.147, 217.508, 218.710, 216.898, 212.845, 2.458, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.430486, 219.609, 218.147, 217.508, 218.710, 221.455, 226.374, 2.445, 0.013, 9.365, 16.500, 0.0225806451613, 0.748 
1507542031.442554, 222.009, 218.147, 216.541, 222.315, 221.455, 226.374, 2.471, 0.026, 9.365, 16.500, 0.0935483870968, 0.748 
1507542031.454383, 222.009, 222.674, 216.541, 222.315, 221.455, 226.374, 2.458, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.466337, 222.009, 222.674, 216.541, 222.315, 221.455, 226.374, 2.445, 0.058, 9.365, 16.500, 0.129032258065, 0.761 
1507542031.478311, 222.009, 222.674, 216.541, 222.315, 221.455, 226.374, 2.426, 0.000, 9.365, 16.500, 0.0, 0.774 
1507542031.490206, 222.009, 222.674, 216.541, 222.315, 223.874, 226.374, 2.465, 0.016, 9.365, 16.500, 0.0322580645161, 0.748 
1507542031.502105, 222.009, 222.674, 230.351, 222.315, 223.874, 224.239, 2.452, 0.019, 9.365, 16.500, 0.0806451612903, 0.748 
1507542031.514069, 224.962, 225.106, 230.351, 224.252, 223.874, 224.239, 2.390, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.525842, 224.962, 225.106, 230.351, 224.252, 223.874, 224.239, 2.471, 0.055, 9.365, 16.500, 0.132258064516, 0.761 
1507542031.537679, 224.962, 225.106, 230.351, 224.252, 223.874, 224.239, 2.423, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.549475, 224.962, 225.106, 230.351, 224.252, 223.874, 224.239, 2.461, 0.032, 9.365, 16.500, 0.0645161290323, 0.748 
1507542031.561303, 224.962, 225.106, 230.351, 224.252, 230.865, 231.220, 2.471, 0.010, 9.365, 16.500, 0.0677419354839, 0.748 
1507542031.573279, 231.135, 225.106, 228.641, 231.811, 230.865, 231.220, 2.481, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.585133, 231.135, 231.471, 228.641, 231.811, 230.865, 231.220, 2.461, 0.055, 9.365, 16.500, 0.129032258065, 0.761 
1507542031.596893, 231.135, 231.471, 228.641, 231.811, 230.865, 231.220, 2.455, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.609049, 231.135, 231.471, 228.641, 231.811, 230.865, 231.220, 2.458, 0.035, 9.365, 16.500, 0.0774193548387, 0.748 
1507542031.620856, 231.135, 231.471, 228.641, 231.811, 229.302, 231.220, 2.435, 0.000, 9.365, 16.500, 0.0548387096774, 0.748 
1507542031.632786, 231.135, 231.471, 232.220, 231.811, 229.302, 229.541, 2.455, 0.000, 9.365, 16.500, 0.0, 0.774 
1507542031.644762, 229.523, 230.581, 232.220, 230.270, 229.302, 229.541, 2.494, 0.055, 9.365, 16.500, 0.125806451613, 0.748 
1507542031.656652, 229.523, 230.581, 232.220, 230.270, 229.302, 229.541, 2.471, 0.000, 9.365, 16.500, 0.0, 0.774 
1507542031.668532, 229.523, 230.581, 232.220, 230.270, 229.302, 229.541, 2.494, 0.039, 9.365, 16.500, 0.0935483870968, 0.748 
1507542031.680364, 229.523, 230.581, 232.220, 230.270, 229.302, 229.541, 2.461, 0.000, 9.365, 16.500, 0.041935483871, 0.774 
1507542031.692250, 229.523, 230.581, 234.159, 230.270, 233.893, 234.112, 2.448, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.704155, 235.353, 230.581, 234.159, 234.643, 233.893, 234.112, 2.474, 0.045, 9.365, 16.500, 0.11935483871, 0.748 
1507542031.716187, 235.353, 230.670, 234.159, 234.643, 233.893, 234.112, 2.439, 0.000, 9.365, 16.500, 0.0, 0.761 
1507542031.727992, 235.353, 230.670, 234.159, 234.643, 233.893, 234.112, 2.448, 0.048, 9.365, 16.500, 0.106451612903, 0.748 
1507542031.739922, 235.353, 230.670, 234.159, 234.643, 233.893, 234.112, 2.452, 0.000, 9.365, 16.500, 0.0354838709677, 0.761 
1507542031.751767, 235.353, 230.670, 234.159, 234.643, 236.235, 234.112, 2.471, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.763850, 237.259, 230.670, 236.850, 236.466, 236.235, 230.464, 2.471, 0.045, 9.365, 16.500, 0.116129032258, 0.761 
1507542031.775624, 237.259, 242.099, 236.850, 236.466, 236.235, 230.464, 2.429, 0.000, 9.365, 16.500, 0.0, 0.761 
1507542031.787599, 237.259, 242.099, 236.850, 236.466, 236.235, 230.464, 2.468, 0.052, 9.365, 16.500, 0.112903225806, 0.748 
1507542031.799405, 237.259, 242.099, 236.850, 236.466, 236.235, 230.464, 2.458, 0.000, 9.365, 16.500, 0.0354838709677, 0.761 
1507542031.811972, 237.259, 242.099, 236.850, 236.466, 242.632, 230.464, 2.455, 0.000, 9.365, 16.500, 0.0, 0.761 
1507542031.823994, 242.852, 242.099, 242.840, 243.721, 242.632, 249.381, 2.442, 0.042, 9.365, 16.500, 0.11935483871, 0.748 
1507542031.835883, 242.852, 243.396, 242.840, 243.721, 242.632, 249.381, 2.435, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.847824, 242.852, 243.396, 242.840, 243.721, 242.632, 249.381, 2.477, 0.048, 9.365, 16.500, 0.106451612903, 0.748 
1507542031.859619, 242.852, 243.396, 242.840, 243.721, 242.632, 249.381, 2.461, 0.000, 9.365, 16.500, 0.0258064516129, 0.761 
1507542031.871462, 242.852, 243.396, 242.840, 243.721, 240.809, 249.381, 2.445, 0.000, 9.365, 16.500, 0.0, 0.748 
1507542031.883639, 242.852, 243.396, 241.360, 243.721, 240.809, 241.290, 2.445, 0.039, 9.365, 16.500, 0.112903225806, 0.761 
1507542031.895686, 241.095, 241.868, 241.360, 241.566, 240.809, 241.290, 2.448, 0.000, 9.365, 16.500, 0.0, 0.774 
1507542031.907608, 241.095, 241.868, 241.360, 241.566, 240.809, 241.290, 2.461, 0.048, 9.365, 16.500, 0.112903225806, 0.761 
1507542031.919447, 241.095, 241.868, 241.360, 241.566, 240.809, 241.290, 2.442, 0.000, 9.365, 16.500, 0.0225806451613, 0.774 
1507542031.931528, 241.095, 241.868, 241.360, 241.566, 245.086, 241.290, 2.484, 0.000, 9.365, 16.500, 0.0, 0.929 
1507542031.943535, 241.095, 241.868, 245.479, 241.566, 245.086, 245.278, 2.452, 0.045, 9.365, 16.500, 0.112903225806, 0.761 
1507542031.955498, 238.496, 245.873, 245.479, 238.739, 245.086, 245.278, 2.490, 0.000, 9.699, 16.500, 0.0, 0.787 
1507542031.967761, 238.496, 245.873, 245.479, 238.739, 245.086, 245.278, 2.477, 0.045, 9.699, 16.500, 0.103225806452, 0.761 
1507542031.979948, 238.496, 245.873, 245.479, 238.739, 245.086, 245.278, 2.448, 0.000, 9.699, 16.500, 0.0387096774194, 0.748 
1507542031.991940, 238.496, 245.873, 245.479, 238.739, 245.086, 245.278, 2.435, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.004319, 238.496, 245.873, 247.733, 238.739, 238.712, 247.386, 2.484, 0.042, 9.699, 16.500, 0.122580645161, 0.761 
1507542032.016228, 256.630, 248.534, 247.733, 255.163, 238.712, 247.386, 2.429, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.028071, 256.630, 248.534, 247.733, 255.163, 238.712, 247.386, 2.481, 0.045, 9.699, 16.500, 0.0967741935484, 0.761 
1507542032.040173, 256.630, 248.534, 247.733, 255.163, 238.712, 247.386, 2.439, 0.000, 9.699, 16.500, 0.0451612903226, 0.761 
1507542032.052159, 256.630, 248.534, 247.733, 255.163, 263.306, 247.386, 2.471, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.064040, 256.630, 248.534, 253.845, 255.163, 263.306, 254.259, 2.484, 0.045, 9.699, 16.500, 0.11935483871, 0.748 
1507542032.075936, 253.966, 254.078, 253.845, 254.634, 263.306, 254.259, 2.455, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.088022, 253.966, 254.078, 253.845, 254.634, 263.306, 254.259, 2.474, 0.048, 9.699, 16.500, 0.103225806452, 0.787 
1507542032.099957, 253.966, 254.078, 253.845, 254.634, 263.306, 254.259, 2.461, 0.000, 9.699, 16.500, 0.041935483871, 0.761 
1507542032.111790, 253.966, 254.078, 253.845, 254.634, 251.471, 254.259, 2.455, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.123788, 253.966, 254.078, 251.958, 254.634, 251.471, 251.602, 2.445, 0.042, 9.699, 16.500, 0.116129032258, 0.774 
1507542032.135910, 250.778, 252.717, 251.958, 251.720, 251.471, 251.602, 2.458, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.147843, 250.778, 252.717, 251.958, 251.720, 251.471, 251.602, 2.455, 0.045, 9.699, 16.500, 0.106451612903, 0.787 
1507542032.159657, 250.778, 252.717, 251.958, 251.720, 251.471, 251.602, 2.477, 0.000, 9.699, 16.500, 0.0290322580645, 0.761 
1507542032.171596, 250.778, 252.717, 251.958, 251.720, 255.812, 251.602, 2.452, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.183591, 256.788, 252.717, 255.964, 251.720, 255.812, 255.959, 2.452, 0.042, 9.699, 16.500, 0.116129032258, 0.761 
1507542032.195832, 256.788, 257.026, 255.964, 250.728, 255.812, 255.959, 2.494, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.207597, 256.788, 257.026, 255.964, 250.728, 255.812, 255.959, 2.429, 0.045, 9.699, 16.500, 0.109677419355, 0.774 
1507542032.219529, 256.788, 257.026, 255.964, 250.728, 255.812, 255.959, 2.484, 0.000, 9.699, 16.500, 0.0258064516129, 0.865 
1507542032.231375, 256.788, 257.026, 255.964, 250.728, 257.851, 255.959, 2.461, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.243426, 260.015, 257.026, 258.469, 264.657, 257.851, 257.409, 2.439, 0.035, 9.699, 16.500, 0.112903225806, 0.774 
1507542032.255257, 260.015, 258.527, 258.469, 264.657, 257.851, 257.409, 2.487, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.267280, 260.015, 258.527, 258.469, 264.657, 257.851, 257.409, 2.477, 0.048, 9.699, 16.500, 0.116129032258, 0.787 
1507542032.279190, 260.015, 258.527, 258.469, 264.657, 257.851, 257.409, 2.458, 0.000, 9.699, 16.500, 0.0193548387097, 0.774 
1507542032.291258, 260.015, 258.527, 258.469, 264.657, 264.155, 265.403, 2.448, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.303406, 264.298, 258.527, 261.739, 265.177, 264.155, 265.403, 2.481, 0.039, 9.699, 16.500, 0.112903225806, 0.774 
1507542032.315459, 264.298, 261.079, 261.739, 265.177, 264.155, 265.403, 2.490, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.327398, 264.298, 261.079, 261.739, 265.177, 264.155, 265.403, 2.429, 0.052, 9.699, 16.500, 0.112903225806, 0.787 
1507542032.339184, 264.298, 261.079, 261.739, 265.177, 264.155, 265.403, 2.435, 0.000, 9.699, 16.500, 0.0161290322581, 0.774 
1507542032.351015, 264.298, 261.079, 264.760, 265.177, 261.592, 261.788, 2.468, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.363076, 262.537, 266.487, 264.760, 262.495, 261.592, 261.788, 2.458, 0.039, 9.699, 16.500, 0.109677419355, 0.774 
1507542032.374960, 262.537, 266.487, 264.760, 262.495, 261.592, 261.788, 2.429, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.386750, 262.537, 266.487, 264.760, 262.495, 261.592, 261.788, 2.455, 0.052, 9.699, 16.500, 0.11935483871, 0.761 
1507542032.398580, 262.537, 266.487, 264.760, 262.495, 266.015, 261.788, 2.477, 0.000, 9.699, 16.500, 0.0, 0.658 
1507542032.410470, 262.537, 266.487, 266.109, 262.495, 266.015, 265.864, 2.468, 0.013, 9.699, 16.500, 0.0129032258065, 0.761 
1507542032.422615, 264.527, 267.051, 266.109, 265.586, 266.015, 265.864, 2.468, 0.026, 9.699, 16.500, 0.0967741935484, 0.787 
1507542032.434525, 264.527, 267.051, 266.109, 265.586, 266.015, 265.864, 2.442, 0.000, 9.699, 16.500, 0.0, 0.787 
1507542032.446378, 264.527, 267.051, 266.109, 265.586, 266.015, 265.864, 2.474, 0.052, 9.699, 16.500, 0.129032258065, 0.787 
1507542032.458267, 264.527, 267.051, 266.109, 265.586, 267.681, 265.864, 2.471, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.470220, 270.484, 267.051, 268.264, 268.697, 267.681, 265.252, 2.487, 0.013, 9.699, 16.500, 0.0290322580645, 0.787 
1507542032.482167, 270.484, 268.274, 268.264, 268.697, 267.681, 265.252, 2.426, 0.026, 9.699, 16.500, 0.0903225806452, 0.774 
1507542032.494006, 270.484, 268.274, 268.264, 268.697, 267.681, 265.252, 2.494, 0.000, 9.699, 16.500, 0.0, 0.787 
1507542032.505923, 270.484, 268.274, 268.264, 268.697, 267.681, 265.252, 2.432, 0.055, 9.699, 16.500, 0.129032258065, 0.774 
1507542032.517772, 270.484, 268.274, 274.018, 268.697, 273.777, 277.259, 2.461, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.529696, 273.852, 274.478, 274.018, 274.826, 273.777, 277.259, 2.458, 0.029, 9.699, 16.500, 0.041935483871, 0.761 
1507542032.541525, 273.852, 274.478, 274.018, 274.826, 273.777, 277.259, 2.465, 0.019, 9.699, 16.500, 0.0741935483871, 0.774 
1507542032.553423, 273.852, 274.478, 274.018, 274.826, 273.777, 277.259, 2.471, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.565214, 273.852, 274.478, 274.018, 274.826, 271.346, 277.259, 2.458, 0.052, 9.699, 16.500, 0.129032258065, 0.774 
1507542032.577125, 273.852, 274.478, 271.365, 274.826, 271.346, 271.194, 2.474, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.589149, 266.439, 271.803, 271.365, 267.285, 271.346, 271.194, 2.455, 0.032, 9.699, 16.500, 0.0612903225806, 0.761 
1507542032.601011, 266.439, 271.803, 271.365, 267.285, 271.346, 271.194, 2.445, 0.013, 9.699, 16.500, 0.0677419354839, 0.761 
1507542032.612864, 266.439, 271.803, 271.365, 267.285, 271.346, 271.194, 2.465, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.624704, 266.439, 271.803, 271.365, 267.285, 275.382, 275.305, 2.474, 0.048, 9.699, 16.500, 0.125806451613, 0.761 
1507542032.636524, 281.723, 271.803, 275.382, 280.736, 275.382, 275.305, 2.445, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.648497, 281.723, 273.597, 275.382, 280.736, 275.382, 275.305, 2.497, 0.039, 9.699, 16.500, 0.0806451612903, 0.774 
1507542032.660357, 281.723, 273.597, 275.382, 280.736, 275.382, 275.305, 2.461, 0.003, 9.699, 16.500, 0.0516129032258, 0.787 
1507542032.672214, 281.723, 273.597, 275.382, 280.736, 275.382, 275.305, 2.455, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.684531, 281.723, 273.597, 277.623, 280.736, 269.741, 277.029, 2.465, 0.045, 9.699, 16.500, 0.125806451613, 0.774 
1507542032.696853, 276.625, 280.463, 277.623, 276.681, 269.741, 277.029, 2.432, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.708788, 276.625, 280.463, 277.623, 276.681, 269.741, 277.029, 2.494, 0.032, 9.699, 16.500, 0.0709677419355, 0.761 
1507542032.720690, 276.625, 280.463, 277.623, 276.681, 269.741, 277.029, 2.439, 0.013, 9.699, 16.500, 0.0612903225806, 0.774 
1507542032.732592, 276.625, 280.463, 277.623, 276.681, 291.030, 283.780, 2.439, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.744590, 284.360, 280.463, 279.169, 284.327, 291.030, 283.780, 2.458, 0.052, 9.699, 16.500, 0.125806451613, 0.774 
1507542032.756656, 284.360, 274.409, 279.169, 284.327, 291.030, 283.780, 2.455, 0.000, 9.699, 16.500, 0.0, 0.761 
1507542032.768427, 284.360, 274.409, 279.169, 284.327, 291.030, 283.780, 2.471, 0.042, 9.699, 16.500, 0.0838709677419, 0.774 
1507542032.780325, 284.360, 274.409, 279.169, 284.327, 280.050, 283.780, 2.458, 0.000, 9.699, 16.500, 0.0483870967742, 0.774 
1507542032.792216, 284.360, 274.409, 285.106, 284.327, 280.050, 280.122, 2.455, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.804255, 273.294, 290.326, 285.106, 274.218, 280.050, 280.122, 2.435, 0.052, 9.699, 16.500, 0.122580645161, 0.774 
1507542032.816127, 273.294, 290.326, 285.106, 274.218, 280.050, 280.122, 2.445, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.828053, 273.294, 290.326, 285.106, 274.218, 280.050, 280.122, 2.432, 0.042, 9.699, 16.500, 0.0967741935484, 0.787 
1507542032.840183, 273.294, 290.326, 284.587, 274.218, 284.327, 284.549, 2.487, 0.000, 9.699, 16.500, 0.0516129032258, 0.774 
1507542032.852198, 293.106, 285.915, 284.587, 292.130, 284.327, 284.549, 2.474, 0.000, 9.699, 16.500, 0.0, 0.800 
1507542032.864086, 293.106, 285.915, 284.587, 292.130, 284.327, 284.549, 2.429, 0.045, 9.699, 16.500, 0.11935483871, 0.774 
1507542032.875989, 293.106, 285.915, 284.587, 292.130, 284.327, 284.549, 2.448, 0.000, 9.699, 16.500, 0.0, 0.800 
1507542032.887879, 293.106, 285.915, 284.587, 292.130, 286.074, 284.549, 2.432, 0.042, 9.699, 16.500, 0.0967741935484, 0.774 
1507542032.902113, 293.106, 285.915, 284.587, 292.130, 286.074, 285.883, 2.477, 0.019, 9.699, 16.500, 0.0935483870968, 0.774 
1507542032.914062, 293.106, 261.479, 284.587, 239.832, 286.074, 285.883, 2.461, 0.000, 9.699, 16.500, 0.0, 0.787 
1507542032.925929, 293.106, 261.479, 284.587, 239.832, 286.074, 285.883, 2.461, 0.058, 9.699, 16.500, 0.129032258065, 0.761 
1507542032.937781, 293.106, 261.479, 284.587, 239.832, 292.021, 285.883, 2.426, 0.000, 9.699, 16.500, 0.0, 0.774 
1507542032.949655, 144.704, 261.479, 144.620, 364.813, 292.021, 292.826, 2.468, 0.019, 9.699, 16.500, 0.0387096774194, 0.761 
1507542032.961521, 144.704, 325.167, 144.620, 364.813, 292.021, 292.826, 2.455, 0.023, 9.699, 16.500, 0.0806451612903, 0.774 
1507542032.973546, 144.704, 325.167, 144.620, 364.813, 292.021, 292.826, 2.429, 0.000, 9.699, 16.500, 0.0, 0.787 
1507542032.985407, 144.704, 325.167, 144.620, 364.813, 292.021, 292.826, 2.458, 0.052, 10.033, 16.500, 0.129032258065, 0.774 
1507542032.997722, 144.704, 325.167, 288.884, 364.813, 288.024, 288.274, 2.452, 0.000, 10.033, 16.500, 0.0, 0.761 
1507542033.009810, 289.191, 289.341, 288.884, 289.112, 288.024, 288.274, 2.423, 0.019, 10.033, 16.500, 0.0322580645161, 0.774 
1507542033.021778, 289.191, 289.341, 288.884, 289.112, 288.024, 288.274, 2.484, 0.023, 10.033, 16.500, 0.0870967741935, 0.774 
1507542033.033696, 289.191, 289.341, 288.884, 289.112, 288.024, 288.274, 2.445, 0.000, 10.033, 16.500, 0.0, 0.774 
1507542033.045529, 289.191, 289.341, 288.884, 289.112, 293.181, 293.061, 2.458, 0.055, 10.033, 16.500, 0.132258064516, 0.774 
1507542033.057460, 292.803, 293.945, 289.441, 293.341, 293.181, 293.061, 2.429, 0.000, 10.033, 16.500, 0.0, 0.774 
1507542033.069381, 292.803, 293.945, 289.441, 293.341, 293.181, 293.061, 2.500, 0.026, 10.033, 16.500, 0.0516129032258, 0.787 
1507542033.081173, 292.803, 293.945, 289.441, 293.341, 293.181, 293.061, 2.471, 0.016, 10.033, 16.500, 0.0741935483871, 0.787 
1507542033.093355, 292.803, 293.945, 289.441, 293.341, 294.117, 293.061, 2.481, 0.000, 10.033, 16.500, 0.0, 0.774 
1507542033.105759, 295.275, 293.945, 298.323, 293.991, 294.117, 291.409, 2.439, 0.052, 10.033, 16.500, 0.125806451613, 0.787 
1507542033.117619, 295.275, 294.406, 298.323, 293.991, 294.117, 291.409, 2.500, 0.000, 10.033, 16.500, 0.0, 0.787 
1507542033.129494, 295.275, 294.406, 298.323, 293.991, 294.117, 291.409, 2.468, 0.026, 10.033, 16.500, 0.041935483871, 0.787 
1507542033.141300, 295.275, 294.406, 298.323, 293.991, 300.409, 291.409, 2.429, 0.013, 10.033, 16.500, 0.0741935483871, 0.787 
1507542033.153272, 300.139, 294.406, 300.295, 301.145, 300.409, 303.643, 2.465, 0.000, 10.033, 16.500, 0.0, 0.774 
1507542033.165079, 300.139, 300.680, 300.295, 301.145, 300.409, 303.643, 2.442, 0.058, 10.033, 16.500, 0.132258064516, 0.787 
1507542033.176935, 300.139, 300.680, 300.295, 301.145, 300.409, 303.643, 2.458, 0.000, 10.033, 16.500, 0.0, 0.813 
1507542033.188723, 300.139, 300.680, 300.295, 301.145, 300.409, 303.643, 2.452, 0.029, 10.033, 16.500, 0.0677419354839, 0.787 
1507542033.200642, 300.139, 300.680, 296.953, 301.145, 296.226, 296.701, 2.455, 0.006, 10.033, 16.500, 0.0612903225806, 0.787 
1507542033.212596, 297.466, 297.501, 296.953, 297.248, 296.226, 296.701, 2.423, 0.000, 10.033, 16.500, 0.0, 0.787 
1507542033.224504, 297.466, 297.501, 296.953, 297.248, 296.226, 296.701, 2.455, 0.052, 10.033, 16.500, 0.125806451613, 0.787 
1507542033.236351, 297.466, 297.501, 296.953, 297.248, 296.226, 296.701, 2.445, 0.000, 10.033, 16.500, 0.0, 0.787 
1507542033.248168, 297.466, 297.501, 300.981, 297.248, 300.921, 300.855, 2.445, 0.035, 10.033, 16.500, 0.0838709677419, 0.787 
1507542033.260032, 301.247, 301.902, 300.981, 301.380, 300.921, 300.855, 2.445, 0.006, 10.033, 16.500, 0.0483870967742, 0.826 
1507542033.271948, 301.247, 301.902, 300.981, 301.380, 300.921, 300.855, 2.468, 0.000, 10.033, 16.500, 0.0, 0.800 
1507542033.283851, 301.247, 301.902, 300.981, 301.380, 300.921, 300.855, 2.435, 0.045, 10.033, 16.500, 0.122580645161, 0.800 
1507542033.295709, 301.247, 301.902, 300.981, 301.380, 302.207, 301.950, 2.455, 0.000, 10.033, 16.500, 0.0, 0.787 
1507542033.307840, 302.718, 302.371, 301.562, 301.902, 302.207, 301.950, 2.439, 0.045, 10.033, 16.500, 0.0967741935484, 0.787 
1507542033.319849, 302.718, 302.371, 301.562, 301.902, 302.207, 301.950, 2.410, 0.000, 10.033, 16.500, 0.041935483871, 0.800 
1507542033.331763, 302.718, 302.371, 301.562, 301.902, 302.207, 301.950, 2.471, 0.000, 10.033, 16.500, 0.0, 0.787 
1507542033.343823, 302.718, 302.371, 301.562, 301.902, 308.267, 308.979, 2.442, 0.042, 10.033, 16.500, 0.11935483871, 0.787 
1507542033.355771, 308.406, 308.573, 309.279, 309.176, 308.267, 308.979, 2.448, 0.000, 10.033, 16.500, 0.0, 0.787 
1507542033.367925, 308.406, 308.573, 309.279, 309.176, 308.267, 308.979, 2.448, 0.042, 10.033, 16.500, 0.0967741935484, 0.787 
1507542033.379883, 308.406, 308.573, 309.279, 309.176, 308.267, 308.979, 2.474, 0.000, 10.033, 16.500, 0.0451612903226, 0.800 
1507542033.391705, 308.406, 308.573, 309.279, 309.176, 304.210, 303.092, 2.471, 0.000, 10.033, 16.500, 0.0, 0.800 
1507542033.403942, 305.250, 308.573, 304.878, 304.953, 304.210, 303.092, 2.487, 0.045, 10.033, 16.500, 0.11935483871, 0.787 
1507542033.416080, 305.250, 302.992, 304.878, 304.953, 304.210, 303.092, 2.442, 0.000, 10.033, 16.500, 0.0, 0.800 
1507542033.427968, 305.250, 302.992, 304.878, 304.953, 304.210, 303.092, 2.529, 0.042, 10.033, 16.500, 0.0967741935484, 0.813 
1507542033.439805, 305.250, 302.992, 304.878, 304.953, 308.750, 309.880, 2.484, 0.000, 10.033, 16.500, 0.0451612903226, 0.787 
1507542033.452127, 309.018, 302.992, 308.819, 309.424, 308.750, 309.880, 2.452, 0.000, 10.033, 16.500, 0.0, 0.787 
1507542033.463763, 309.018, 312.078, 308.819, 309.424, 308.750, 309.880, 2.471, 0.048, 10.033, 16.500, 0.11935483871, 0.787 
1507542033.475346, 309.018, 312.078, 308.819, 309.424, 308.750, 309.880, 2.461, 0.000, 10.033, 16.500, 0.0, 0.787 
1507542033.486895, 309.018, 312.078, 308.819, 309.424, 309.874, 309.880, 2.458, 0.048, 10.033, 16.500, 0.112903225806, 0.787 
