t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,Tc,Vpz,Vms,gamma_dot,tau,mu_en_bal,mu_current_relation
1507719197.5,300.102,1394.043,214.856,214.786,215.035,213.691,2.565,0.0,-5.85589048773e-06,0.0,0.376519661335,1898.31802514,-125.794063288,8.90011038613e-08,-0.0662660637586
1507719197.51,300.102,1394.043,214.856,214.786,215.035,213.691,2.535,0.055,-6.05758446212e-06,0.135483870968,0.377044388844,1884.49737422,-130.126778293,9.04104972851e-08,-0.0690511857817
1507719197.52,300.102,1394.043,214.856,214.786,215.035,213.691,2.542,0.0,-6.24915665351e-06,0.0258064516129,0.377598011199,1870.92452456,-134.242060916,9.18364368122e-08,-0.07175172443
1507719197.53,300.102,27025.155,214.856,214.786,210.843,213.691,2.552,0.0,-6.4305063585e-06,0.0,0.378180565357,1857.60139764,-138.137747885,9.32784129828e-08,-0.0743635034192
1507719197.55,300.102,27025.155,212.799,214.786,210.843,212.742,2.561,0.048,-6.60157446365e-06,0.148387096774,0.378792063563,1844.52942878,-141.812569348,9.47359046337e-08,-0.0768827903394
1507719197.56,209.969,688.863,212.799,210.784,210.843,212.742,2.539,0.0,-6.76232440064e-06,0.0,0.379432492145,1831.70976871,-145.265739756,9.62083637514e-08,-0.0793060899915
1507719197.57,209.969,688.863,212.799,210.784,210.843,212.742,2.552,0.042,-6.91273519279e-06,0.0903225806452,0.380101810296,1819.14328385,-148.496808497,9.76952176481e-08,-0.0816300781886
1507719197.58,209.969,688.863,212.799,210.784,210.843,212.742,2.532,0.01,-7.0528155272e-06,0.0741935483871,0.380799948845,1806.83035638,-151.505962184,9.91958898304e-08,-0.0838517914254
1507719197.59,209.969,688.863,212.799,210.784,210.843,212.742,2.552,0.0,-7.18261959927e-06,0.0,0.381526807724,1794.77072628,-154.294365023,1.00709818377e-07,-0.0859688442445
1507719197.61,209.969,688.863,212.799,210.784,213.874,212.742,2.561,0.055,-7.30224717763e-06,0.138709677419,0.38228225309,1782.96345552,-156.864160205,1.02236465297e-07,-0.0879794589842
1507719197.62,209.969,688.863,211.688,210.784,213.874,212.61,2.561,0.0,-7.41182011285e-06,0.0,0.383066116067,1771.40693283,-159.21796528,1.03775326596e-07,-0.0898822073737
1507719197.63,210.081,211.191,211.688,212.128,213.874,212.61,2.59,0.052,-7.51144467847e-06,0.109677419355,0.383878191795,1760.09887777,-161.358063176,1.05325945716e-07,-0.0916755673296
1507719197.64,210.081,211.191,211.688,212.128,213.874,212.61,2.542,0.0,-7.6011792785e-06,0.0645161290323,0.384718245223,1749.03634237,-163.285708506,1.06887929103e-07,-0.093357527543
1507719197.65,210.081,211.191,211.688,212.128,213.874,212.61,2.548,0.0,-7.68103644737e-06,0.0,0.385586033666,1738.21571124,-165.001170532,1.08460961463e-07,-0.0949256006978
1507719197.67,210.081,211.191,211.688,212.128,213.874,212.61,2.594,0.052,-7.75101107935e-06,0.145161290323,0.386481333199,1727.63270305,-166.504339572,1.1004481782e-07,-0.0963771635474
1507719197.68,210.081,211.191,211.688,212.128,205.229,212.61,2.565,0.0,-7.81107423466e-06,0.0,0.387403960165,1717.28237412,-167.794593953,1.11639380822e-07,-0.0977093787733
1507719197.69,352.51,365.738,205.333,212.128,205.229,205.244,2.51,0.035,-7.8611530734e-06,0.0387096774194,0.388353793587,1707.15912299,-168.870368957,1.13244661655e-07,-0.0989189388868
1507719197.7,352.51,45035.476,205.333,205.415,205.229,205.244,2.584,0.029,-7.9011650418e-06,0.135483870968,0.389330775725,1697.2567651,-169.729891193,1.14860795162e-07,-0.100002483232
1507719197.72,352.51,28187.527,205.333,205.415,205.229,205.244,2.558,0.0,-7.93105035663e-06,0.0,0.390334881441,1687.56878887,-170.37187642,1.16487999103e-07,-0.100956996564
1507719197.73,352.51,28187.527,205.333,205.415,205.229,205.244,2.552,0.048,-7.95074819238e-06,0.112903225806,0.391366091096,1678.08867059,-170.795018008,1.18126532449e-07,-0.101779495328
1507719197.74,352.51,430.085,205.333,205.415,205.229,205.244,2.587,0.0,-7.96017100298e-06,0.0548387096774,0.392424382093,1668.80995555,-170.997435323,1.19776688262e-07,-0.102466691761
1507719197.75,291.902,28250.813,205.333,205.415,208.204,208.516,2.584,0.0,-7.95918575095e-06,0.0,0.393509726523,1659.7260984,-170.976270505,1.21438821234e-07,-0.103014750849
1507719197.77,291.902,28250.813,208.189,208.42,208.204,208.516,2.529,0.042,-7.94758939545e-06,0.112903225806,0.394622089441,1650.83035536,-170.727161906,1.23113371863e-07,-0.103418962071
1507719197.78,291.902,28250.813,208.189,208.42,208.204,208.516,2.548,0.0,-7.9251311924e-06,0.0516129032258,0.395761427786,1642.11587353,-170.244723134,1.24800853182e-07,-0.103674001255
1507719197.79,291.902,28250.813,208.189,208.42,208.204,208.516,2.555,0.0,-7.89157148798e-06,0.0,0.396927688643,1633.57582299,-169.523806035,1.26501820946e-07,-0.103774678622
1507719197.81,291.902,28250.813,208.189,208.42,208.204,208.516,2.568,0.048,-7.84669947172e-06,0.135483870968,0.398120806514,1625.20344304,-168.559882057,1.28216862734e-07,-0.103716173368
1507719197.82,291.902,43210.549,208.189,208.42,208.204,208.516,2.542,0.0,-7.79030967936e-06,0.0,0.399340700587,1616.99206878,-167.348537493,1.29946598249e-07,-0.103493728092
1507719197.83,291.902,43210.549,207.463,208.42,207.472,206.839,2.552,0.023,-7.72219381187e-06,0.0354838709677,0.400587273285,1608.93522661,-165.885297741,1.31691665178e-07,-0.103102533277
1507719197.84,190.971,43210.549,207.463,206.74,207.472,206.839,2.558,0.035,-7.64215419459e-06,0.112903225806,0.401860410426,1601.02677576,-164.165916427,1.33452691411e-07,-0.102537895626
1507719197.86,190.971,618.891,207.463,206.74,207.472,206.839,2.548,0.0,-7.55000830694e-06,0.0,0.403159981379,1593.26093744,-162.186472712,1.35230285535e-07,-0.101795298498
1507719197.87,190.971,618.891,207.463,206.74,207.472,206.839,2.519,0.058,-7.44559375379e-06,0.148387096774,0.404485837578,1585.63205743,-159.943478083,1.37025071966e-07,-0.100870487156
1507719197.88,190.971,618.891,207.463,206.74,207.472,206.839,2.529,0.0,-7.32880288103e-06,0.00322580645161,0.405837810062,1578.13421452,-157.434619957,1.3883775e-07,-0.0997599687709
1507719197.89,190.971,618.891,207.463,206.74,207.472,206.839,2.568,0.013,-7.19961662558e-06,0.0258064516129,0.407215707322,1570.7609608,-154.659488825,1.40669136277e-07,-0.0984615054009
1507719197.9,190.971,618.891,209.018,206.74,208.8,209.664,2.561,0.035,-7.05808266355e-06,0.11935483871,0.40861931314,1563.50525896,-151.61910885,1.42520189353e-07,-0.096973840018
1507719197.92,207.756,207.831,209.018,209.219,208.8,209.664,2.568,0.0,-6.90425649558e-06,0.0,0.410048384097,1556.35948468,-148.314672275,1.44392033165e-07,-0.0952958964393
1507719197.93,207.756,207.831,209.018,209.219,208.8,209.664,2.529,0.042,-6.73817172321e-06,0.0967741935484,0.411502647414,1549.31542715,-144.746900915,1.46285975165e-07,-0.0934263600415
1507719197.94,207.756,207.831,209.018,209.219,208.8,209.664,2.555,0.006,-6.55986027652e-06,0.0709677419355,0.412981799158,1542.36428835,-140.916480681,1.48203513283e-07,-0.0913639415447
1507719197.95,207.756,207.831,209.018,209.219,208.8,209.664,2.529,0.0,-6.36938795666e-06,0.0,0.414485503717,1535.49668344,-136.82482509,1.50146339471e-07,-0.0891078610362
1507719197.97,207.756,207.831,209.018,209.219,204.198,209.664,2.555,0.052,-6.16687377896e-06,0.138709677419,0.416013404452,1528.70264294,-132.474490783,1.52116351341e-07,-0.0866581158828
1507719197.98,347594.254,207.831,203.837,209.219,204.198,203.685,2.526,0.0,-5.95249592631e-06,0.0,0.417565153681,1521.972151,-127.869305419,1.54115566767e-07,-0.0840155355899
1507719197.99,1342.177,195.989,203.837,203.308,204.198,203.685,2.565,0.01,-5.7264929619e-06,0.0,0.419140437558,1515.29675641,-123.014393725,1.56145806598e-07,-0.0811817178417
1507719198.01,1342.177,195.989,203.837,203.308,204.198,203.685,2.539,0.058,-5.48915464902e-06,0.145161290323,0.420738969393,1508.6706532,-117.915980288,1.58208444906e-07,-0.0781588612712
1507719198.02,1342.177,195.989,203.837,203.308,204.198,203.685,2.548,0.0,-5.24080812707e-06,0.0,0.422360470043,1502.08962245,-112.581092594,1.60304586685e-07,-0.0749496507476
1507719198.03,1342.177,47021.345,203.837,203.308,204.198,203.685,2.542,0.026,-4.98181726718e-06,0.0322580645161,0.424004658568,1495.5495072,-107.017547188,1.62435368725e-07,-0.071557341748
1507719198.05,31192.147,1353.671,207.865,203.308,208.151,207.825,2.523,0.042,-4.71259681869e-06,0.138709677419,0.42567124899,1489.04594573,-101.234253561,1.64602014145e-07,-0.0679859838117
1507719198.06,31192.147,1353.671,207.865,208.902,208.151,207.825,2.539,0.0,-4.43363498626e-06,0.0,0.427359947372,1482.57470977,-95.241699145,1.66805754499e-07,-0.0642407418103
1507719198.07,31192.147,1353.671,207.865,208.902,208.151,207.825,2.565,0.029,-4.14550369638e-06,0.058064516129,0.429070449525,1476.13184974,-89.0521698514,1.69047791534e-07,-0.0603280593582
1507719198.08,31192.147,1353.671,207.865,208.902,208.151,207.825,2.561,0.023,-3.84882866446e-06,0.0935483870968,0.430802438715,1469.71367206,-82.6791070662,1.71329305836e-07,-0.0562552479695
1507719198.1,31192.147,1353.671,207.865,208.902,208.151,207.825,2.532,0.0,-3.5442483938e-06,0.0,0.432555582715,1463.31671747,-76.1362268802,1.73651469146e-07,-0.0520299030083
1507719198.11,31192.147,48695.48,207.865,208.902,208.151,207.825,2.548,0.058,-3.23241520304e-06,0.11935483871,0.434329530513,1456.93783648,-69.4375421598,1.76015421713e-07,-0.0476599209803
1507719198.12,31192.147,19947.546,207.871,208.902,207.231,207.558,2.548,0.0,-2.91402150004e-06,0.0677419354839,0.436123909348,1450.57443965,-62.5979269537,1.78422196945e-07,-0.0431538880342
1507719198.13,192.636,651.04,207.871,207.337,207.231,207.558,2.568,0.0,-2.58980086862e-06,0.0,0.437938322378,1444.22468315,-55.6331398365,1.80872662449e-07,-0.0385211113518
1507719198.15,192.636,651.04,207.871,207.337,207.231,207.558,2.574,0.055,-2.26049631188e-06,0.148387096774,0.439772346347,1437.88718718,-48.5591417249,1.83367584477e-07,-0.0337711763188
1507719198.16,192.636,651.04,207.871,207.337,207.231,207.558,2.561,0.0,-1.92682163054e-06,0.0,0.441625528584,1431.56046894,-41.3912662208,1.85907775883e-07,-0.0289133900516
1507719198.17,192.636,651.04,207.871,207.337,207.231,207.558,2.561,0.039,-1.58944461291e-06,0.0967741935484,0.443497384008,1425.24259059,-34.1438585044,1.88494196731e-07,-0.0239565241242
1507719198.18,192.636,651.04,207.871,207.337,210.855,207.558,2.565,0.006,-1.24899497996e-06,0.0741935483871,0.445387393088,1418.93108433,-26.8304460074,1.91127983652e-07,-0.0189089141141
1507719198.2,192.636,651.04,209.465,207.337,210.855,210.054,2.545,0.0,-9.06077622716e-07,0.0,0.44729500045,1412.62295488,-19.4640227741,1.93810459312e-07,-0.0137786397332
1507719198.21,208.206,209.38,209.465,209.52,210.855,210.054,2.552,0.058,-5.61288958579e-07,0.145161290323,0.449219612825,1406.31468144,-12.0574008217,1.9654314129e-07,-0.00857375733956
1507719198.22,208.206,209.38,209.465,209.52,210.855,210.054,2.558,0.0,-2.15235355335e-07,0.0,0.45116059634,1400.00221762,-4.62360591743,1.99327751056e-07,-0.00330257042398
1507719198.23,208.206,209.38,209.465,209.52,210.855,210.054,2.558,0.039,1.31464121461e-07,0.0903225806452,0.453117275429,1393.68099013,2.82406340246,2.02166229983e-07,0.00202633416289
1507719198.24,208.206,209.38,209.465,209.52,210.855,210.054,2.555,0.013,4.78187725743e-07,0.0741935483871,0.455088943357,1387.34589861,10.27225102,2.05060765993e-07,0.00740424650429
1507719198.26,208.206,209.38,209.465,209.52,204.085,210.054,2.584,0.0,8.2432184604e-07,0.0,0.457074891766,1380.99131757,17.7077755617,2.08013830864e-07,0.0128225104217
1507719198.27,357.142,209.38,205.111,209.52,204.085,204.893,2.581,0.055,1.16928602836e-06,0.103225806452,0.459074435084,1374.61109903,25.1181679306,2.11028222461e-07,0.0182729267561
1507719198.28,357.142,357469.091,205.111,205.612,204.085,204.893,2.565,0.0,1.5125682564e-06,0.0838709677419,0.461086905937,1368.19912667,32.4924291826,2.14106927147e-07,0.0237483189027
1507719198.3,357.142,32463.653,205.111,205.612,204.085,204.893,2.584,0.0,1.85373865516e-06,0.0,0.463111641508,1361.75102172,39.8213249027,2.17252585085e-07,0.029242735469
1507719198.31,357.142,651.296,205.111,205.612,204.085,204.893,2.565,0.055,2.19244368096e-06,0.151612903226,0.465147980766,1355.26539774,47.0972603972,2.20467037148e-07,0.0347513191703
1507719198.32,357.142,45327.493,205.111,205.612,204.085,204.893,2.584,0.0,2.52840327173e-06,0.0225806451613,0.467195265223,1348.74293288,54.3142194768,2.23751546458e-07,0.0402702532503
1507719198.34,46707.171,24662.705,211.065,205.612,214.045,210.816,2.59,0.0,2.86141811988e-06,0.0,0.469252837207,1342.18493989,61.4679206894,2.27107221916e-07,0.0457969083565
1507719198.35,20493.342,24662.705,211.065,211.638,214.045,210.816,2.577,0.058,3.19138752647e-06,0.122580645161,0.471320036843,1335.59320279,68.5562008584,2.30535061067e-07,0.0513301510633
1507719198.36,20493.342,24662.705,211.065,211.638,214.045,210.816,2.539,0.0,3.51831019727e-06,0.0516129032258,0.473396198668,1328.97028223,75.5790321814,2.34035826836e-07,0.056870370385
1507719198.38,20493.342,24662.705,211.065,211.638,214.045,210.816,2.581,0.0,3.84224615173e-06,0.0,0.475480648208,1322.31950303,82.5377039738,2.37610008573e-07,0.0624188812042
1507719198.39,20493.342,47021.345,211.065,211.638,214.045,210.816,2.526,0.016,4.1632744112e-06,0.00645161290323,0.477572698884,1315.64486933,89.4339137432,2.41257805096e-07,0.067977245097
1507719198.41,20493.342,47021.345,212.239,211.638,212.887,212.73,2.542,0.048,4.48146221461e-06,0.141935483871,0.479671649556,1308.95116472,96.2691058909,2.44979043472e-07,0.0735467513882
1507719198.42,204.057,608.029,212.239,212.548,212.887,212.73,2.577,0.0,4.79683843954e-06,0.0,0.481776782068,1302.2440589,103.043900755,2.48773088979e-07,0.0791279484441
1507719198.43,204.057,608.029,212.239,212.548,212.887,212.73,2.574,0.039,5.1094080339e-06,0.0806451612903,0.483887358467,1295.52983694,109.758404623,2.5263891057e-07,0.0847208620702
1507719198.44,204.057,608.029,212.239,212.548,212.887,212.73,2.581,0.016,5.41920821093e-06,0.0838709677419,0.486002618537,1288.81481938,116.413416898,2.56575298044e-07,0.0903259453162
1507719198.46,204.057,608.029,212.239,212.548,212.887,212.73,2.516,0.0,5.72633493488e-06,0.0,0.488121777665,1282.1049536,123.010999047,2.60581025929e-07,0.0959445626519
1507719198.47,204.057,608.029,212.239,212.548,216.732,212.73,2.542,0.055,6.03089844296e-06,0.141935483871,0.490244025022,1275.40571368,129.553519146,2.64654879948e-07,0.101578280352
1507719198.48,204.057,608.029,217.439,212.548,216.732,217.108,2.552,0.0,6.33295722144e-06,0.0,0.492368521743,1268.72210307,136.042233574,2.68795634668e-07,0.107227763467
1507719198.49,243.061,216.653,217.439,216.967,216.732,217.108,2.584,0.039,6.63251145684e-06,0.0838709677419,0.494494397492,1262.05865689,142.477146338,2.73002055579e-07,0.112892650085
1507719198.5,243.061,216.653,217.439,216.967,216.732,217.108,2.561,0.013,6.92955673273e-06,0.0774193548387,0.496620745715,1255.41944248,148.858162567,2.77272929267e-07,0.118572452783
1507719198.52,243.061,216.653,217.439,216.967,216.732,217.108,2.548,0.0,7.22412420233e-06,0.0,0.498746621179,1248.80805899,155.185951482,2.81607092198e-07,0.124267256577
1507719198.53,243.061,216.653,217.439,216.967,216.732,217.108,2.513,0.065,7.51625743177e-06,0.145161290323,0.500871042359,1242.22763783,161.461448954,2.86003434816e-07,0.129977343956
1507719198.54,243.061,216.653,217.439,216.967,212.877,217.108,2.597,0.0,7.8059605292e-06,0.00645161290323,0.502993004788,1235.68084479,167.684743233,2.90460898091e-07,0.135702308521
1507719198.55,243.061,216.653,212.947,212.305,212.877,211.536,2.545,0.01,8.09319612914e-06,0.0161290322581,0.505111510109,1229.16988264,173.855031648,2.94978503064e-07,0.141441011616
1507719198.57,243.061,44119.607,212.947,212.305,212.877,211.536,2.574,0.042,8.37792926237e-06,0.138709677419,0.507225587357,1222.69656126,179.971563004,2.99555367237e-07,0.147192335945
1507719198.58,243.061,44119.607,212.947,212.305,212.877,211.536,2.571,0.0,8.66015450478e-06,0.0,0.509334283681,1216.26257086,186.034220781,3.04190591678e-07,0.152955640697
1507719198.59,243.061,44119.607,212.947,212.305,212.877,211.536,2.568,0.023,8.93990599408e-06,0.0483870967742,0.511436646438,1209.86989055,192.043738312,3.08883049665e-07,0.158730901407
1507719198.61,155.899,402.082,212.947,212.305,218.042,211.536,2.526,0.026,9.21725544292e-06,0.112903225806,0.513531718192,1203.52099414,198.001656103,3.13631257175e-07,0.164518655734
1507719198.62,18608.27,402.082,219.42,212.305,218.042,220.216,2.571,0.0,9.49227942635e-06,0.0,0.515618536193,1197.21867868,203.909619111,3.18433416472e-07,0.170319443508
1507719198.63,18608.27,402.082,219.42,218.608,218.042,220.216,2.545,0.048,9.7650296672e-06,0.106451612903,0.517696129926,1190.96577582,209.768738425,3.2328753213e-07,0.176133305158
1507719198.64,18608.27,402.082,219.42,218.608,218.042,220.216,2.558,0.01,1.00355350994e-05,0.0677419354839,0.519763518976,1184.76505499,215.579635594,3.28191454964e-07,0.181959819532
1507719198.66,18608.27,402.082,219.42,218.608,218.042,220.216,2.574,0.0,1.03038149328e-05,0.0,0.521819711555,1178.61927239,221.342723278,3.33142856575e-07,0.187798323397
1507719198.67,315.192,258.3,219.42,218.608,218.042,220.216,2.552,0.052,1.05698946454e-05,0.141935483871,0.523863702377,1172.5311735,227.058548783,3.38139229239e-07,0.193648197945
1507719198.68,315.192,258.3,221.19,218.608,222.959,221.897,2.545,0.0,1.08338130769e-05,0.0258064516129,0.525894469893,1166.50338192,232.727946452,3.43177947947e-07,0.199509019913
1507719198.7,315.192,258.3,221.19,224.091,222.959,221.897,2.568,0.003,1.10956066279e-05,0.0,0.52791097418,1160.53823121,238.351698226,3.48256362233e-07,0.205380307013
1507719198.71,315.192,258.3,221.19,224.091,222.959,221.897,2.558,0.045,1.13553003227e-05,0.132258064516,0.529912163862,1154.63765382,243.930341669,3.53371875126e-07,0.211261377854
1507719198.72,315.192,258.3,221.19,224.091,222.959,221.897,2.574,0.0,1.16129231995e-05,0.0,0.531896999473,1148.80315508,249.46450057,3.58522003574e-07,0.21715164993
1507719198.73,315.192,258.3,221.19,224.091,222.959,221.897,2.558,0.052,1.18685264896e-05,0.129032258065,0.533864469096,1143.03581562,254.955275461,3.63704421759e-07,0.223050994534
1507719198.74,315.192,258.3,221.19,224.091,227.542,221.897,2.568,0.0,1.21221908943e-05,0.0290322580645,0.535813572756,1137.3362937,260.404399936,3.689169779e-07,0.228959896364
1507719198.76,226.771,258.3,228.421,228.074,227.542,227.352,2.555,0.0,1.23740237041e-05,0.0,0.537743300387,1131.70482747,265.814178771,3.7415770076e-07,0.234879424669
1507719198.77,226.771,228.478,228.421,228.074,227.542,227.352,2.571,0.055,1.26241521605e-05,0.141935483871,0.539652635263,1126.14123675,271.187345318,3.79424822549e-07,0.240811131383
1507719198.78,226.771,228.478,228.421,228.074,227.542,227.352,2.552,0.0,1.28727194904e-05,0.0,0.541540580645,1120.64492447,276.526976326,3.84716821676e-07,0.246756997054
1507719198.79,226.771,228.478,228.421,228.074,227.542,227.352,2.561,0.019,1.31198804028e-05,0.0354838709677,0.543406177077,1115.21487822,281.836395196,3.90032459895e-07,0.252719364401
1507719198.81,226.771,228.478,228.421,228.074,226.664,227.352,2.594,0.042,1.33658028467e-05,0.122580645161,0.54524849649,1109.84967209,287.119209747,3.95370806897e-07,0.258700990744
1507719198.82,409.848,228.478,227.67,228.074,226.664,227.988,2.535,0.0,1.36106852701e-05,0.0,0.547066646004,1104.5474691,292.379682962,4.0073128256e-07,0.26470540302
1507719198.83,409.848,215.822,227.67,228.704,226.664,227.988,2.584,0.055,1.38547630475e-05,0.109677419355,0.548859782375,1099.30602443,297.622871073,4.06113701348e-07,0.270737050884
1507719198.85,409.848,215.822,227.67,228.704,226.664,227.988,2.565,0.016,1.40982993435e-05,0.0838709677419,0.550627103595,1094.12268916,302.854427279,4.11518289558e-07,0.276801157933
1507719198.86,409.848,215.822,227.67,228.704,226.664,227.988,2.581,0.0,1.43415942346e-05,0.0,0.552367828542,1088.99441338,308.080797716,4.16945705595e-07,0.282903928552
1507719198.87,409.848,624.301,227.67,228.704,226.664,227.988,2.561,0.052,1.45850026407e-05,0.145161290323,0.554081188543,1083.91774908,313.309606642,4.2239707604e-07,0.289052934973
1507719198.88,403.627,624.301,235.887,228.704,233.162,235.298,2.552,0.0,1.48289289904e-05,0.0,0.555766426361,1078.88885474,318.549541838,4.27874021382e-07,0.295257051212
1507719198.89,403.627,624.301,235.887,236.533,233.162,235.298,2.558,0.035,1.50737995508e-05,0.0838709677419,0.557422795179,1073.90350124,323.809760216,4.3337866524e-07,0.301525937704
1507719198.91,403.627,624.301,235.887,236.533,233.162,235.298,2.584,0.006,1.53200445327e-05,0.0677419354839,0.559049556635,1068.95707657,329.099503408,4.38913649808e-07,0.307869708356
1507719198.92,403.627,624.301,235.887,236.533,233.162,235.298,2.523,0.0,1.55681041612e-05,0.0,0.560645977893,1064.04458862,334.428228163,4.44482169117e-07,0.314299073308
1507719198.93,403.627,225.303,235.887,236.533,233.162,235.298,2.577,0.052,1.58184237084e-05,0.138709677419,0.562211328721,1059.16066665,339.805499652,4.50087996672e-07,0.320825263202
1507719198.94,403.627,225.303,235.887,236.533,242.17,240.081,2.565,0.0,1.60714393785e-05,0.0,0.56374488729,1054.29956077,345.240688253,4.55735516386e-07,0.327459766749
1507719198.95,237.623,225.303,235.025,240.246,242.17,240.081,2.535,0.045,1.63275843142e-05,0.103225806452,0.565245962421,1049.45514006,350.743098571,4.6142978526e-07,0.334214474905
1507719198.97,237.623,225.303,235.025,240.246,242.17,240.081,2.513,0.006,1.65872716884e-05,0.058064516129,0.566713916796,1044.62089118,356.321606239,4.67176582845e-07,0.341101359591
1507719198.98,237.623,225.303,235.025,240.246,242.17,240.081,2.558,0.0,1.68508370048e-05,0.0,0.568148176902,1039.78991826,361.98341842,4.72982419669e-07,0.348131302356
1507719198.99,237.623,225.303,235.025,240.246,242.17,240.081,2.574,0.052,1.71185202554e-05,0.132258064516,0.569548230086,1034.95494382,367.733690532,4.7885456444e-07,0.355313719432
1507719199.0,237.623,225.303,235.025,240.246,247.955,248.781,2.545,0.0,1.73905158902e-05,0.0,0.570913606838,1030.10831051,373.576599681,4.84801112563e-07,0.362657592285
1507719199.01,247.774,225.303,253.216,249.551,247.955,248.781,2.561,0.045,1.7667013705e-05,0.122580645161,0.572243870587,1025.24198316,379.516222986,4.90831059399e-07,0.370172339037
1507719199.02,247.774,252.029,253.216,249.551,247.955,248.781,2.574,0.0,1.79482007023e-05,0.0451612903226,0.573538638775,1020.34755114,385.556577566,4.96954376598e-07,0.377867891322
1507719199.04,247.774,252.029,253.216,249.551,247.955,248.781,2.526,0.0,1.82342597802e-05,0.0,0.574797604281,1015.4162309,391.701592372,5.03182092402e-07,0.385754708713
1507719199.05,247.774,252.029,253.216,249.551,247.955,248.781,2.565,0.045,1.85253595832e-05,0.129032258065,0.576020526245,1010.43886841,397.954890162,5.09526343545e-07,0.393843608559
1507719199.06,247.774,252.029,253.216,249.551,250.288,250.912,2.545,0.0,1.88216331943e-05,0.0,0.577207213504,1005.40594139,404.319329774,5.16000417154e-07,0.402145355552
1507719199.07,247.774,252.029,250.711,252.249,250.288,250.912,2.561,0.048,1.9123175318e-05,0.125806451613,0.578357530242,1000.30756135,410.796945616,5.22618835331e-07,0.410670639201
1507719199.08,325982.176,277.331,250.711,252.249,250.288,250.912,2.523,0.0,1.94300443454e-05,0.0451612903226,0.57947142285,995.133977868,417.388992024,5.29396939456e-07,0.419429947431
1507719199.1,325982.176,277.331,250.711,252.249,250.288,250.912,2.574,0.0,1.9742249161e-05,0.0,0.580548937476,989.877589585,424.095659851,5.36348772907e-07,0.428432428729
1507719199.11,325982.176,277.331,250.711,252.249,250.288,250.912,2.594,0.045,2.00597603389e-05,0.135483870968,0.581590204815,984.535959635,430.916316982,5.43483605742e-07,0.437684690706
1507719199.12,411.534,277.331,265.463,252.249,260.074,261.365,2.535,0.0,2.03825615784e-05,0.0,0.582595414614,979.113324783,437.850613249,5.50803783347e-07,0.447190945283
1507719199.13,411.534,277.331,265.463,262.95,260.074,261.365,2.581,0.048,2.07106754018e-05,0.112903225806,0.583564804304,973.619092269,444.899032468,5.58305775083e-07,0.456953890902
1507719199.15,411.534,277.331,265.463,262.95,260.074,261.365,2.539,0.0,2.10441419011e-05,0.0516129032258,0.58449865568,968.064830732,452.062435885,5.65983083225e-07,0.466975373481
1507719199.16,411.534,277.331,265.463,262.95,260.074,261.365,2.535,0.0,2.13829893195e-05,0.0,0.585397291925,962.462264972,459.341430204,5.73828309181e-07,0.477256560513
1507719199.17,411.534,239.609,265.463,262.95,268.092,261.365,2.519,0.048,2.17271922975e-05,0.135483870968,0.586261074315,956.822776297,466.735470664,5.81833637857e-07,0.487797199467
1507719199.18,266.33,239.609,267.895,267.733,268.092,266.818,2.535,0.0,2.20766209562e-05,0.0,0.587090398293,951.15740439,474.241767256,5.89990758296e-07,0.49859441252
1507719199.19,266.33,239.609,267.895,267.733,268.092,266.818,2.535,0.045,2.24310173062e-05,0.109677419355,0.587885689561,945.476848461,481.854777945,5.98290809831e-07,0.509642069744
1507719199.21,266.33,239.609,267.895,267.733,268.092,266.818,2.565,0.0,2.27900105259e-05,0.0483870967742,0.588647400503,939.791468096,489.566536881,6.06724367328e-07,0.520931029384
1507719199.22,266.33,239.609,267.895,267.733,268.092,266.818,2.513,0.0,2.31531474964e-05,0.0,0.589376006305,934.111284665,497.367310333,6.15281444295e-07,0.53244973966
1507719199.23,266.33,239.609,267.895,267.733,275.699,277.131,2.561,0.042,2.35199022778e-05,0.125806451613,0.590072001727,928.445983405,505.245800253,6.23951480206e-07,0.544184378288
1507719199.24,274.524,276.723,271.136,276.835,275.699,277.131,2.548,0.0,2.38896726011e-05,0.0,0.590735899843,922.804915889,513.189068924,6.32723320419e-07,0.556118698641
1507719199.25,274.524,276.723,271.136,276.835,275.699,277.131,2.577,0.052,2.42618026542e-05,0.132258064516,0.591368230469,917.197102804,521.183028434,6.41585225522e-07,0.568234490537
1507719199.26,274.524,276.723,271.136,276.835,275.699,277.131,2.548,0.0,2.46356222995e-05,0.0225806451613,0.591969535999,911.631236846,529.213283135,6.50524900214e-07,0.58051245037
1507719199.28,274.524,276.723,271.136,276.835,275.699,277.131,2.568,0.006,2.50104666172e-05,0.0,0.592540366647,906.115685337,537.265549467,6.59529508306e-07,0.592932622359
1507719199.29,274.524,276.723,278.665,276.835,269.668,273.448,2.555,0.032,2.53856748607e-05,0.116129032258,0.593081277355,900.65849253,545.325633519,6.68585674057e-07,0.605474370188
1507719199.3,474.666,276.723,278.665,272.38,269.668,273.448,2.561,0.0,2.57605869583e-05,0.0,0.593592826351,895.267382101,553.379355876,6.77679487025e-07,0.618116293456
1507719199.31,474.666,326.634,278.665,272.38,269.668,273.448,2.565,0.058,2.61345436768e-05,0.138709677419,0.594075574005,889.949760583,561.412555132,6.86796514403e-07,0.630836233682
