t,dr,cr,cr2a,cr2b,pv,fdr,fcr
1491855474.126352, 1.350, 1.792, 2.588, 2.630, 66, 1.350, 1.792 
1491855474.227016, 1.379, 1.827, 2.588, 2.607, 66, 1.379, 1.827 
1491855474.327678, 1.685, 1.830, 2.668, 2.655, 66, 1.685, 1.830 
1491855474.428344, 1.373, 1.814, 2.552, 2.552, 66, 1.373, 1.814 
1491855474.529000, 1.431, 1.869, 2.630, 2.649, 67, 1.431, 1.869 
1491855474.629787, 1.289, 1.859, 2.649, 2.630, 67, 1.289, 1.859 
1491855474.730444, 1.547, 1.805, 2.575, 2.617, 67, 1.547, 1.805 
1491855474.831109, 1.560, 1.850, 2.704, 2.681, 67, 1.560, 1.850 
1491855474.931770, 1.415, 1.805, 2.617, 2.562, 67, 1.415, 1.805 
1491855475.032427, 1.737, 1.847, 2.649, 2.691, 67, 1.737, 1.847 
1491855475.133085, 1.360, 1.805, 2.604, 2.565, 67, 1.360, 1.805 
1491855475.233738, 1.499, 1.837, 2.665, 2.681, 67, 1.499, 1.837 
1491855475.334403, 1.228, 1.805, 2.588, 2.552, 67, 1.228, 1.805 
1491855475.435065, 1.344, 1.847, 2.659, 2.701, 67, 1.344, 1.847 
1491855475.535812, 1.602, 1.805, 2.575, 2.601, 68, 1.602, 1.805 
1491855475.636602, 1.363, 1.798, 2.581, 2.617, 68, 1.363, 1.798 
1491855475.737267, 1.756, 1.843, 2.630, 2.691, 68, 1.756, 1.843 
1491855475.837935, 1.495, 0.883, 2.604, 2.588, 68, 1.495, 0.883 
1491855475.938599, 1.524, 1.805, 2.565, 2.575, 68, 1.524, 1.805 
1491855476.039259, 1.383, 1.830, 2.684, 2.691, 68, 1.383, 1.830 
1491855476.139924, 1.402, 1.824, 2.565, 2.575, 68, 1.402, 1.824 
1491855476.240581, 1.386, 1.782, 2.633, 2.630, 68, 1.386, 1.782 
1491855476.341275, 1.566, 1.866, 2.723, 2.655, 68, 1.566, 1.866 
1491855476.441950, 1.776, 1.818, 2.630, 2.604, 68, 1.776, 1.818 
1491855476.542607, 1.305, 1.840, 2.639, 2.668, 69, 1.305, 1.840 
1491855476.643388, 1.653, 1.814, 2.630, 2.604, 69, 1.653, 1.814 
1491855476.744049, 1.515, 1.805, 2.630, 2.597, 69, 1.515, 1.805 
1491855476.844714, 1.289, 1.840, 2.659, 2.655, 69, 1.289, 1.840 
1491855476.945374, 1.395, 1.840, 2.704, 2.672, 69, 1.395, 1.840 
1491855477.046133, 1.553, 1.872, 2.655, 2.649, 69, 1.553, 1.872 
1491855477.146794, 1.689, 1.847, 2.633, 2.588, 69, 1.689, 1.847 
1491855477.247473, 1.576, 1.808, 2.630, 2.552, 69, 1.576, 1.808 
1491855477.348436, 1.453, 1.795, 2.527, 2.607, 69, 1.453, 1.795 
1491855477.449130, 1.363, 1.792, 2.630, 2.633, 69, 1.363, 1.792 
1491855477.549797, 1.586, 1.843, 2.655, 2.704, 70, 1.586, 1.843 
1491855477.650586, 1.547, 1.805, 2.568, 2.552, 70, 1.547, 1.805 
1491855477.751248, 1.379, 1.818, 2.617, 2.597, 70, 1.379, 1.818 
1491855477.851913, 1.615, 1.859, 2.681, 2.607, 70, 1.615, 1.859 
1491855477.952575, 1.428, 1.853, 2.655, 2.672, 70, 1.428, 1.853 
1491855478.053235, 1.444, 1.830, 2.665, 2.668, 70, 1.444, 1.830 
1491855478.153894, 1.598, 1.805, 2.630, 2.633, 70, 1.598, 1.805 
1491855478.254549, 1.689, 1.792, 2.575, 2.581, 70, 1.689, 1.792 
1491855478.355213, 1.634, 1.805, 2.552, 2.572, 70, 1.634, 1.805 
1491855478.455935, 1.357, 1.805, 2.552, 2.562, 70, 1.357, 1.805 
1491855478.556608, 1.289, 1.805, 2.597, 2.565, 71, 1.289, 1.805 
1491855478.657392, 1.250, 1.830, 2.675, 2.681, 71, 1.250, 1.830 
1491855478.758056, 1.479, 1.805, 2.597, 2.578, 71, 1.479, 1.805 
1491855478.858724, 1.531, 1.866, 2.704, 2.604, 71, 1.531, 1.866 
1491855478.959412, 1.511, 1.808, 2.630, 2.649, 71, 1.511, 1.808 
1491855479.060074, 1.611, 1.805, 2.575, 2.562, 71, 1.611, 1.805 
1491855479.160732, 1.772, 1.879, 2.617, 2.575, 71, 1.772, 1.879 
1491855479.261386, 1.615, 1.837, 2.649, 2.701, 71, 1.615, 1.837 
1491855479.362051, 1.540, 1.805, 2.588, 2.578, 71, 1.540, 1.805 
1491855479.462715, 1.557, 1.830, 2.617, 2.565, 71, 1.557, 1.830 
1491855479.563387, 1.447, 1.866, 2.704, 2.639, 72, 1.447, 1.866 
1491855479.664171, 1.634, 1.824, 2.655, 2.630, 72, 1.634, 1.824 
1491855479.764832, 1.618, 1.808, 2.630, 2.681, 72, 1.618, 1.808 
1491855479.865495, 1.792, 1.814, 2.601, 2.552, 72, 1.792, 1.814 
1491855479.966199, 1.689, 1.824, 2.678, 2.649, 72, 1.689, 1.824 
1491855480.066856, 1.805, 1.805, 2.578, 2.565, 72, 1.805, 1.805 
1491855480.167513, 1.540, 1.859, 2.684, 2.691, 72, 1.540, 1.859 
1491855480.268168, 1.740, 1.805, 2.630, 2.630, 72, 1.740, 1.805 
1491855480.368831, 1.586, 1.830, 2.630, 2.565, 72, 1.586, 1.830 
1491855480.469493, 1.521, 1.830, 2.652, 2.672, 72, 1.521, 1.830 
1491855480.570164, 1.363, 1.805, 2.552, 2.597, 73, 1.363, 1.805 
1491855480.670952, 1.550, 1.808, 2.617, 2.633, 73, 1.550, 1.808 
1491855480.771611, 1.441, 1.866, 2.701, 2.617, 73, 1.441, 1.866 
1491855480.872272, 1.463, 1.808, 2.565, 2.601, 73, 1.463, 1.808 
1491855480.972930, 1.660, 1.830, 2.643, 2.678, 73, 1.660, 1.830 
1491855481.073588, 1.515, 1.853, 2.655, 2.572, 73, 1.515, 1.853 
1491855481.174249, 1.772, 1.795, 2.562, 2.588, 73, 1.772, 1.795 
1491855481.274903, 1.692, 1.853, 2.678, 2.620, 73, 1.692, 1.853 
1491855481.375564, 1.772, 1.805, 2.575, 2.552, 73, 1.772, 1.805 
1491855481.476239, 1.418, 1.814, 2.655, 2.672, 73, 1.418, 1.814 
1491855481.576909, 1.547, 1.808, 2.604, 2.575, 74, 1.547, 1.808 
1491855481.677688, 1.392, 1.824, 2.562, 2.575, 74, 1.392, 1.824 
1491855481.778350, 1.428, 1.808, 2.578, 2.562, 74, 1.428, 1.808 
1491855481.879014, 1.579, 1.792, 2.617, 2.562, 74, 1.579, 1.792 
1491855481.979672, 1.521, 1.814, 2.665, 2.633, 74, 1.521, 1.814 
1491855482.080328, 1.560, 1.859, 2.684, 2.681, 74, 1.560, 1.859 
1491855482.180985, 1.647, 1.808, 2.572, 2.565, 74, 1.647, 1.808 
1491855482.281641, 1.750, 1.805, 2.552, 2.575, 74, 1.750, 1.805 
1491855482.382306, 1.592, 1.808, 2.655, 2.720, 74, 1.592, 1.808 
1491855482.483003, 1.611, 1.847, 2.720, 2.691, 74, 1.611, 1.847 
1491855482.583674, 1.444, 1.814, 2.607, 2.575, 75, 1.444, 1.814 
1491855482.684457, 1.505, 1.879, 2.578, 2.572, 75, 1.505, 1.879 
1491855482.785120, 1.511, 1.882, 2.655, 2.575, 75, 1.511, 1.882 
1491855482.885825, 1.598, 1.850, 2.630, 2.588, 75, 1.598, 1.850 
1491855482.986491, 1.598, 1.814, 2.617, 2.581, 75, 1.598, 1.814 
1491855483.087156, 1.544, 1.805, 2.597, 2.572, 75, 1.544, 1.805 
1491855483.187820, 1.482, 1.814, 2.572, 2.565, 75, 1.482, 1.814 
1491855483.288475, 1.392, 1.792, 2.572, 2.588, 75, 1.392, 1.792 
1491855483.389143, 1.702, 1.805, 2.552, 2.604, 75, 1.702, 1.805 
1491855483.489804, 1.511, 1.795, 2.607, 2.630, 75, 1.511, 1.795 
1491855483.590476, 1.598, 1.856, 2.704, 2.733, 76, 1.598, 1.856 
1491855483.691388, 1.576, 1.840, 2.665, 2.665, 76, 1.576, 1.840 
1491855483.792064, 1.557, 1.805, 2.655, 2.630, 76, 1.557, 1.805 
1491855483.892724, 1.727, 1.795, 2.630, 2.665, 76, 1.727, 1.795 
1491855483.993385, 1.711, 1.808, 2.588, 2.562, 76, 1.711, 1.808 
1491855484.094045, 1.566, 1.805, 2.597, 2.588, 76, 1.566, 1.805 
1491855484.194706, 1.830, 1.808, 2.578, 2.552, 76, 1.830, 1.808 
1491855484.295361, 1.495, 1.814, 2.530, 2.597, 76, 1.495, 1.814 
1491855484.396075, 1.341, 1.818, 2.581, 2.575, 76, 1.341, 1.818 
1491855484.496735, 1.505, 1.866, 2.649, 2.575, 76, 1.505, 1.866 
1491855484.597411, 1.424, 1.814, 2.575, 2.604, 77, 1.424, 1.814 
1491855484.698192, 1.505, 1.866, 2.678, 2.720, 77, 1.505, 1.866 
1491855484.798860, 1.392, 1.792, 2.617, 2.655, 77, 1.392, 1.792 
1491855484.899520, 1.689, 1.808, 2.572, 2.581, 77, 1.689, 1.808 
1491855485.000186, 1.366, 1.866, 2.678, 2.668, 77, 1.366, 1.866 
1491855485.100843, 1.640, 1.795, 2.607, 2.630, 77, 1.640, 1.795 
1491855485.201500, 1.569, 1.808, 2.617, 2.552, 77, 1.569, 1.808 
1491855485.302159, 1.943, 1.879, 2.701, 2.630, 77, 1.943, 1.879 
1491855485.402825, 1.428, 1.830, 2.633, 2.678, 77, 1.428, 1.830 
1491855485.503487, 1.834, 1.805, 2.565, 2.588, 77, 1.834, 1.805 
1491855485.604158, 1.515, 1.795, 2.617, 2.630, 78, 1.515, 1.795 
1491855485.704936, 1.843, 1.866, 2.707, 2.704, 78, 1.843, 1.866 
1491855485.805601, 1.660, 1.805, 2.552, 2.562, 78, 1.660, 1.805 
1491855485.906268, 1.718, 1.866, 2.678, 2.630, 78, 1.718, 1.866 
1491855486.006933, 1.689, 1.805, 2.617, 2.630, 78, 1.689, 1.805 
1491855486.107594, 1.602, 1.818, 2.617, 2.588, 78, 1.602, 1.818 
1491855486.208256, 1.695, 1.834, 2.633, 2.672, 78, 1.695, 1.834 
1491855486.308920, 1.569, 1.805, 2.527, 2.588, 78, 1.569, 1.805 
1491855486.409584, 1.592, 1.872, 2.701, 2.578, 78, 1.592, 1.872 
1491855486.510250, 1.473, 1.805, 2.630, 2.639, 78, 1.473, 1.805 
1491855486.610918, 1.489, 1.795, 2.575, 2.633, 79, 1.489, 1.795 
1491855486.711695, 1.711, 1.840, 2.655, 2.701, 79, 1.711, 1.840 
1491855486.812359, 1.660, 1.830, 2.588, 2.601, 79, 1.660, 1.830 
1491855486.913018, 1.408, 1.808, 2.617, 2.655, 79, 1.408, 1.808 
1491855487.013678, 1.669, 1.866, 2.655, 2.633, 79, 1.669, 1.866 
1491855487.114339, 1.392, 1.792, 2.601, 2.617, 79, 1.392, 1.792 
1491855487.214997, 1.470, 1.859, 2.691, 2.630, 79, 1.470, 1.859 
1491855487.315744, 1.573, 1.792, 2.578, 2.630, 79, 1.573, 1.792 
1491855487.416415, 1.876, 1.859, 2.730, 2.597, 79, 1.876, 1.859 
1491855487.517079, 1.363, 1.805, 2.552, 2.552, 79, 1.363, 1.805 
1491855487.617749, 1.618, 1.830, 2.575, 2.601, 80, 1.618, 1.830 
1491855487.718532, 1.756, 1.805, 2.575, 2.552, 80, 1.756, 1.805 
1491855487.819196, 1.772, 1.795, 2.617, 2.630, 80, 1.772, 1.795 
1491855487.919860, 1.486, 1.847, 2.691, 2.691, 80, 1.486, 1.847 
1491855488.020520, 1.711, 1.830, 2.575, 2.575, 80, 1.711, 1.830 
1491855488.121179, 1.808, 1.795, 2.597, 2.604, 80, 1.808, 1.795 
1491855488.221838, 1.805, 1.866, 2.672, 2.678, 80, 1.805, 1.866 
1491855488.322497, 1.627, 1.830, 2.630, 2.601, 80, 1.627, 1.830 
1491855488.423164, 1.586, 1.805, 2.597, 2.633, 80, 1.586, 1.805 
1491855488.523821, 1.689, 1.856, 2.681, 2.655, 80, 1.689, 1.856 
1491855488.624479, 1.795, 1.805, 2.639, 2.633, 81, 1.795, 1.805 
1491855488.725267, 1.737, 1.798, 2.630, 2.630, 81, 1.737, 1.798 
1491855488.826024, 1.698, 1.840, 2.704, 2.675, 81, 1.698, 1.840 
1491855488.926695, 1.598, 1.856, 2.649, 2.630, 81, 1.598, 1.856 
1491855489.027378, 1.631, 1.850, 2.630, 2.588, 81, 1.631, 1.850 
1491855489.128045, 1.495, 1.808, 2.552, 2.588, 81, 1.495, 1.808 
1491855489.228709, 1.879, 1.805, 2.588, 2.568, 81, 1.879, 1.805 
1491855489.329368, 1.798, 1.795, 2.575, 2.630, 81, 1.798, 1.795 
1491855489.430072, 1.740, 1.805, 2.630, 2.649, 81, 1.740, 1.805 
1491855489.530734, 1.830, 1.840, 2.681, 2.672, 81, 1.830, 1.840 
1491855489.631411, 1.695, 1.805, 2.575, 2.552, 82, 1.695, 1.805 
1491855489.732200, 1.714, 1.824, 2.572, 2.575, 82, 1.714, 1.824 
1491855489.832867, 1.534, 1.866, 2.665, 2.572, 82, 1.534, 1.866 
1491855489.933528, 1.789, 1.869, 2.597, 2.630, 82, 1.789, 1.869 
1491855490.034309, 1.673, 1.824, 2.597, 2.514, 82, 1.673, 1.824 
1491855490.134974, 1.569, 1.808, 2.597, 2.562, 82, 1.569, 1.808 
1491855490.235710, 1.521, 1.805, 2.536, 2.581, 82, 1.521, 1.805 
1491855490.336379, 1.660, 1.805, 2.565, 2.578, 82, 1.660, 1.805 
1491855490.437050, 1.727, 1.795, 2.581, 2.588, 82, 1.727, 1.795 
1491855490.537709, 1.531, 1.795, 2.601, 2.639, 82, 1.531, 1.795 
1491855490.638383, 1.586, 1.879, 2.726, 2.617, 83, 1.586, 1.879 
1491855490.739158, 1.640, 1.818, 2.597, 2.649, 83, 1.640, 1.818 
1491855490.839830, 1.689, 1.795, 2.552, 2.617, 83, 1.689, 1.795 
1491855490.940492, 1.898, 1.830, 2.604, 2.552, 83, 1.898, 1.830 
1491855491.041155, 1.531, 1.847, 2.639, 2.617, 83, 1.531, 1.847 
1491855491.141817, 1.853, 1.856, 2.675, 2.672, 83, 1.853, 1.856 
1491855491.242471, 1.634, 1.830, 2.672, 2.701, 83, 1.634, 1.830 
1491855491.343133, 1.756, 1.805, 2.639, 2.665, 83, 1.756, 1.805 
1491855491.443801, 1.669, 1.805, 2.565, 2.601, 83, 1.669, 1.805 
1491855491.544486, 1.859, 1.805, 2.581, 2.527, 84, 1.859, 1.805 
1491855491.645255, 1.934, 1.805, 2.597, 2.655, 84, 1.934, 1.805 
1491855491.746005, 1.814, 1.824, 2.604, 2.597, 84, 1.814, 1.824 
1491855491.846673, 1.750, 1.830, 2.691, 2.684, 84, 1.750, 1.830 
1491855491.947331, 1.598, 1.805, 2.552, 2.630, 84, 1.598, 1.805 
1491855492.047994, 1.727, 1.830, 2.633, 2.588, 84, 1.727, 1.830 
1491855492.148654, 1.711, 1.827, 2.655, 2.665, 84, 1.711, 1.827 
1491855492.249314, 1.676, 1.805, 2.527, 2.597, 84, 1.676, 1.805 
1491855492.349975, 1.711, 1.876, 2.617, 2.601, 84, 1.711, 1.876 
1491855492.450640, 1.911, 1.824, 2.678, 2.649, 84, 1.911, 1.824 
1491855492.551305, 1.598, 1.805, 2.552, 2.597, 85, 1.598, 1.805 
1491855492.652084, 1.569, 1.785, 2.617, 2.630, 85, 1.569, 1.785 
1491855492.752749, 1.901, 1.850, 2.704, 2.668, 85, 1.901, 1.850 
1491855492.853416, 2.011, 1.808, 2.630, 2.597, 85, 2.011, 1.808 
1491855492.954078, 1.792, 1.808, 2.630, 2.672, 85, 1.792, 1.808 
1491855493.054738, 1.740, 1.830, 2.617, 2.597, 85, 1.740, 1.830 
1491855493.155396, 1.776, 1.814, 2.617, 2.639, 85, 1.776, 1.814 
1491855493.256125, 2.024, 1.879, 2.630, 2.597, 85, 2.024, 1.879 
1491855493.356793, 1.753, 1.795, 2.588, 2.617, 85, 1.753, 1.795 
1491855493.457459, 1.711, 1.866, 2.659, 2.630, 85, 1.711, 1.866 
1491855493.558129, 1.618, 1.792, 2.568, 2.659, 86, 1.618, 1.792 
1491855493.658908, 1.969, 1.824, 2.630, 2.552, 86, 1.969, 1.824 
1491855493.759564, 1.727, 1.805, 2.556, 2.597, 86, 1.727, 1.805 
1491855493.860226, 1.647, 1.805, 2.630, 2.655, 86, 1.647, 1.805 
1491855493.960889, 1.598, 1.859, 2.668, 2.691, 86, 1.598, 1.859 
1491855494.061552, 1.763, 1.840, 2.649, 2.630, 86, 1.763, 1.840 
1491855494.162218, 1.547, 1.814, 2.578, 2.588, 86, 1.547, 1.814 
1491855494.262875, 1.776, 1.792, 2.630, 2.617, 86, 1.776, 1.792 
1491855494.363541, 1.692, 1.840, 2.665, 2.704, 86, 1.692, 1.840 
1491855494.464202, 1.582, 1.879, 2.655, 2.588, 86, 1.582, 1.879 
1491855494.564867, 1.647, 1.808, 2.565, 2.581, 87, 1.647, 1.808 
1491855494.665687, 1.934, 1.843, 2.601, 2.588, 87, 1.934, 1.843 
1491855494.766350, 1.637, 1.840, 2.617, 2.588, 87, 1.637, 1.840 
1491855494.867012, 1.963, 1.801, 2.601, 2.568, 87, 1.963, 1.801 
1491855494.967677, 1.750, 1.824, 2.588, 2.604, 87, 1.750, 1.824 
1491855495.068334, 1.911, 1.827, 2.565, 2.575, 87, 1.911, 1.827 
1491855495.168997, 1.895, 1.808, 2.536, 2.572, 87, 1.895, 1.808 
1491855495.269653, 1.634, 1.792, 2.530, 2.597, 87, 1.634, 1.792 
1491855495.370358, 1.885, 1.808, 2.588, 2.649, 87, 1.885, 1.808 
1491855495.471025, 1.669, 1.830, 2.652, 2.720, 87, 1.669, 1.830 
1491855495.571693, 1.792, 1.876, 2.672, 2.604, 88, 1.792, 1.876 
1491855495.672472, 1.660, 1.805, 2.597, 2.630, 88, 1.660, 1.805 
1491855495.773128, 1.721, 1.805, 2.565, 2.588, 88, 1.721, 1.805 
1491855495.873791, 1.685, 1.814, 2.630, 2.527, 88, 1.685, 1.814 
1491855495.974450, 1.885, 1.818, 2.575, 2.581, 88, 1.885, 1.818 
1491855496.075110, 1.689, 1.824, 2.630, 2.575, 88, 1.689, 1.824 
1491855496.175817, 1.792, 1.824, 2.536, 2.581, 88, 1.792, 1.824 
1491855496.276475, 1.511, 1.834, 2.601, 2.575, 88, 1.511, 1.834 
1491855496.377270, 1.927, 1.808, 2.572, 2.546, 88, 1.927, 1.808 
1491855496.477942, 1.598, 1.805, 2.597, 2.552, 88, 1.598, 1.805 
1491855496.578611, 1.856, 1.805, 2.552, 2.588, 89, 1.856, 1.805 
1491855496.679394, 1.460, 1.866, 2.691, 2.604, 89, 1.460, 1.866 
1491855496.780053, 1.876, 1.795, 2.630, 2.601, 89, 1.876, 1.795 
1491855496.880720, 1.660, 1.814, 2.588, 2.565, 89, 1.660, 1.814 
1491855496.981381, 1.959, 1.843, 2.597, 2.588, 89, 1.959, 1.843 
1491855497.082042, 1.598, 1.872, 2.707, 2.607, 89, 1.598, 1.872 
1491855497.182699, 1.598, 1.847, 2.704, 2.681, 89, 1.598, 1.847 
1491855497.283353, 1.927, 1.808, 2.601, 2.649, 89, 1.927, 1.808 
1491855497.384018, 1.901, 1.805, 2.520, 2.630, 89, 1.901, 1.805 
1491855497.484677, 2.001, 1.818, 2.565, 2.568, 89, 2.001, 1.818 
1491855497.585340, 1.943, 1.814, 2.565, 2.565, 90, 1.943, 1.814 
1491855497.686159, 1.660, 1.850, 2.681, 2.733, 90, 1.660, 1.850 
1491855497.786821, 1.624, 1.824, 2.630, 2.562, 90, 1.624, 1.824 
1491855497.887489, 2.056, 1.866, 2.665, 2.575, 90, 2.056, 1.866 
1491855497.988148, 1.637, 1.808, 2.630, 2.665, 90, 1.637, 1.808 
1491855498.088812, 1.776, 1.824, 2.588, 2.562, 90, 1.776, 1.824 
1491855498.189469, 1.743, 1.853, 2.701, 2.643, 90, 1.743, 1.853 
1491855498.290138, 1.830, 1.805, 2.588, 2.588, 90, 1.830, 1.805 
1491855498.390805, 1.711, 1.830, 2.617, 2.588, 90, 1.711, 1.830 
1491855498.491467, 2.101, 1.843, 2.630, 2.678, 90, 2.101, 1.843 
1491855498.592135, 1.557, 1.824, 2.639, 2.633, 91, 1.557, 1.824 
1491855498.692916, 1.763, 1.830, 2.659, 2.691, 91, 1.763, 1.830 
1491855498.793577, 1.805, 1.869, 2.633, 2.572, 91, 1.805, 1.869 
1491855498.894235, 1.843, 1.805, 2.597, 2.617, 91, 1.843, 1.805 
1491855498.994899, 1.917, 1.866, 2.701, 2.607, 91, 1.917, 1.866 
1491855499.095562, 1.847, 1.805, 2.588, 2.530, 91, 1.847, 1.805 
1491855499.196222, 1.647, 1.850, 2.701, 2.701, 91, 1.647, 1.850 
1491855499.296879, 1.615, 1.824, 2.530, 2.578, 91, 1.615, 1.824 
1491855499.397544, 2.011, 1.840, 2.668, 2.701, 91, 2.011, 1.840 
1491855499.498209, 1.895, 1.818, 2.578, 2.552, 91, 1.895, 1.818 
1491855499.598878, 1.685, 1.876, 2.707, 2.684, 92, 1.685, 1.876 
1491855499.699656, 1.531, 1.866, 2.684, 2.630, 92, 1.531, 1.866 
1491855499.800321, 1.689, 1.814, 2.617, 2.597, 92, 1.689, 1.814 
1491855499.900981, 1.776, 1.805, 2.604, 2.630, 92, 1.776, 1.805 
1491855500.001640, 2.030, 1.876, 2.707, 2.588, 92, 2.030, 1.876 
1491855500.102298, 1.879, 1.805, 2.581, 2.620, 92, 1.879, 1.805 
1491855500.202957, 1.998, 1.840, 2.649, 2.691, 92, 1.998, 1.840 
1491855500.303614, 1.895, 1.834, 2.565, 2.597, 92, 1.895, 1.834 
1491855500.404277, 1.998, 1.795, 2.655, 2.630, 92, 1.998, 1.795 
1491855500.504939, 1.756, 1.866, 2.678, 2.607, 92, 1.756, 1.866 
1491855500.605614, 1.602, 1.805, 2.630, 2.678, 93, 1.602, 1.805 
1491855500.706389, 1.747, 1.792, 2.575, 2.601, 93, 1.747, 1.792 
1491855500.807072, 1.537, 1.840, 2.678, 2.691, 93, 1.537, 1.840 
1491855500.907734, 1.750, 1.859, 2.701, 2.659, 93, 1.750, 1.859 
1491855501.008396, 1.743, 0.000, 2.575, 2.562, 93, 1.743, 0.000 
1491855501.109059, 1.830, 1.805, 2.552, 2.562, 93, 1.830, 1.805 
1491855501.209722, 1.908, 1.805, 2.601, 2.655, 93, 1.908, 1.805 
1491855501.310383, 1.727, 1.843, 2.704, 2.720, 93, 1.727, 1.843 
1491855501.411051, 1.721, 1.876, 2.639, 2.617, 93, 1.721, 1.876 
1491855501.511718, 1.673, 1.830, 2.601, 2.575, 93, 1.673, 1.830 
1491855501.612388, 1.847, 1.824, 2.665, 2.655, 94, 1.847, 1.824 
1491855501.713162, 1.711, 1.792, 2.604, 2.597, 94, 1.711, 1.792 
1491855501.813824, 1.772, 1.805, 2.575, 2.630, 94, 1.772, 1.805 
1491855501.914486, 1.547, 1.798, 2.597, 2.597, 94, 1.547, 1.798 
1491855502.015144, 1.866, 1.792, 2.617, 2.655, 94, 1.866, 1.792 
1491855502.115878, 1.756, 1.824, 2.675, 2.681, 94, 1.756, 1.824 
1491855502.216535, 2.140, 1.830, 2.675, 2.691, 94, 2.140, 1.830 
1491855502.317194, 1.830, 1.856, 2.701, 2.701, 94, 1.830, 1.856 
1491855502.417905, 1.979, 1.866, 2.665, 2.630, 94, 1.979, 1.866 
1491855502.518567, 1.934, 1.840, 2.578, 2.578, 94, 1.934, 1.840 
1491855502.619245, 1.772, 1.805, 2.597, 2.578, 95, 1.772, 1.805 
1491855502.720147, 1.946, 1.805, 2.565, 2.536, 95, 1.946, 1.805 
1491855502.820817, 1.792, 1.834, 2.630, 2.617, 95, 1.792, 1.834 
1491855502.921478, 1.830, 1.859, 2.630, 2.581, 95, 1.830, 1.859 
1491855503.022136, 1.669, 1.876, 2.639, 2.601, 95, 1.669, 1.876 
1491855503.122794, 2.040, 1.853, 2.630, 2.601, 95, 2.040, 1.853 
1491855503.223454, 1.937, 1.879, 2.759, 2.597, 95, 1.937, 1.879 
1491855503.324114, 1.740, 1.859, 2.588, 2.617, 95, 1.740, 1.859 
1491855503.424778, 1.808, 1.882, 2.575, 2.630, 95, 1.808, 1.882 
1491855503.525437, 1.721, 1.879, 2.601, 2.588, 95, 1.721, 1.879 
1491855503.626176, 1.979, 1.805, 2.572, 2.581, 96, 1.979, 1.805 
1491855503.726951, 1.805, 1.853, 2.691, 2.668, 96, 1.805, 1.853 
1491855503.827619, 1.772, 1.805, 2.617, 2.672, 96, 1.772, 1.805 
1491855503.928282, 1.850, 1.808, 2.633, 2.588, 96, 1.850, 1.808 
1491855504.028942, 2.062, 1.830, 2.588, 2.601, 96, 2.062, 1.830 
1491855504.129611, 2.140, 1.866, 2.649, 2.601, 96, 2.140, 1.866 
1491855504.230262, 1.660, 1.850, 2.704, 2.565, 96, 1.660, 1.850 
1491855504.330927, 1.763, 1.850, 2.675, 2.604, 96, 1.763, 1.850 
1491855504.431593, 1.866, 1.827, 2.684, 2.691, 96, 1.866, 1.827 
1491855504.532259, 1.830, 1.805, 2.630, 2.633, 96, 1.830, 1.805 
1491855504.632931, 1.747, 1.824, 2.655, 2.665, 97, 1.747, 1.824 
1491855504.733707, 2.269, 1.843, 2.617, 2.597, 97, 2.269, 1.843 
1491855504.834370, 2.037, 1.830, 2.678, 2.684, 97, 2.037, 1.830 
1491855504.935031, 1.837, 1.814, 2.607, 2.572, 97, 1.837, 1.814 
1491855505.035769, 2.024, 1.850, 2.704, 2.665, 97, 2.024, 1.850 
1491855505.136432, 1.669, 1.795, 2.572, 2.597, 97, 1.669, 1.795 
1491855505.237092, 2.050, 1.872, 2.649, 2.617, 97, 2.050, 1.872 
1491855505.337756, 2.101, 1.805, 2.597, 2.655, 97, 2.101, 1.805 
1491855505.438420, 1.856, 1.830, 2.588, 2.572, 97, 1.856, 1.830 
1491855505.539081, 1.792, 1.830, 2.675, 2.672, 97, 1.792, 1.830 
1491855505.639751, 1.763, 1.805, 2.597, 2.630, 98, 1.763, 1.805 
1491855505.740531, 1.705, 1.827, 2.691, 2.678, 98, 1.705, 1.827 
1491855505.841195, 1.843, 1.866, 2.633, 2.588, 98, 1.843, 1.866 
1491855505.941855, 1.879, 1.805, 2.588, 2.552, 98, 1.879, 1.805 
1491855506.042512, 2.101, 1.840, 2.668, 2.655, 98, 2.101, 1.840 
1491855506.143172, 1.869, 1.840, 2.575, 2.581, 98, 1.869, 1.840 
1491855506.243825, 1.818, 1.805, 2.588, 2.617, 98, 1.818, 1.805 
1491855506.344486, 1.711, 1.866, 2.720, 2.681, 98, 1.711, 1.866 
1491855506.445153, 1.824, 1.808, 2.588, 2.552, 98, 1.824, 1.808 
1491855506.545899, 1.731, 1.824, 2.649, 2.675, 98, 1.731, 1.824 
1491855506.646574, 1.911, 1.814, 2.552, 2.552, 99, 1.911, 1.814 
1491855506.747345, 2.072, 1.824, 2.578, 2.498, 99, 2.072, 1.824 
1491855506.848014, 2.004, 1.824, 2.575, 2.565, 99, 2.004, 1.824 
1491855506.948678, 2.085, 1.805, 2.565, 2.581, 99, 2.085, 1.805 
1491855507.049342, 1.969, 1.805, 2.578, 2.630, 99, 1.969, 1.805 
1491855507.150002, 1.934, 1.830, 2.665, 2.639, 99, 1.934, 1.830 
1491855507.250665, 2.082, 1.859, 2.733, 2.630, 99, 2.082, 1.859 
1491855507.351331, 1.934, 1.824, 2.630, 2.552, 99, 1.934, 1.824 
1491855507.452113, 2.030, 1.792, 2.633, 2.633, 99, 2.030, 1.792 
