t,dr,cr,cr2a,cr2b,pv,fdr,fcr
1491855440.699549, 1.109, 1.814, 2.588, 2.588, 33, 1.109, 1.814 
1491855440.800209, 0.993, 1.830, 2.701, 2.649, 33, 0.993, 1.830 
1491855440.900877, 0.951, 1.805, 2.581, 2.581, 33, 0.951, 1.805 
1491855441.001538, 0.735, 1.847, 2.588, 2.617, 33, 0.735, 1.847 
1491855441.102203, 1.028, 1.824, 2.639, 2.652, 33, 1.028, 1.824 
1491855441.202861, 0.996, 1.795, 2.597, 2.601, 33, 0.996, 1.795 
1491855441.303522, 1.186, 1.853, 2.649, 2.655, 33, 1.186, 1.853 
1491855441.404184, 1.005, 1.805, 2.601, 2.617, 33, 1.005, 1.805 
1491855441.504857, 0.922, 1.792, 2.588, 2.588, 34, 0.922, 1.792 
1491855441.605638, 0.703, 1.830, 2.630, 2.633, 34, 0.703, 1.830 
1491855441.706309, 0.857, 1.818, 2.601, 2.597, 34, 0.857, 1.818 
1491855441.806975, 0.896, 1.814, 2.607, 2.630, 34, 0.896, 1.814 
1491855441.907641, 0.999, 1.859, 2.649, 2.562, 34, 0.999, 1.859 
1491855442.008302, 1.057, 1.805, 2.630, 2.604, 34, 1.057, 1.805 
1491855442.108967, 0.980, 1.814, 2.607, 2.530, 34, 0.980, 1.814 
1491855442.209626, 1.018, 1.814, 2.630, 2.649, 34, 1.018, 1.814 
1491855442.310289, 0.902, 1.814, 2.617, 2.604, 34, 0.902, 1.814 
1491855442.410952, 0.931, 1.805, 2.633, 2.630, 34, 0.931, 1.805 
1491855442.511623, 0.906, 1.805, 2.562, 2.597, 35, 0.906, 1.805 
1491855442.612408, 0.899, 1.795, 2.597, 2.588, 35, 0.899, 1.795 
1491855442.713076, 1.015, 1.847, 2.678, 2.655, 35, 1.015, 1.847 
1491855442.813740, 0.825, 1.805, 2.552, 2.552, 35, 0.825, 1.805 
1491855442.914404, 0.922, 1.808, 2.604, 2.617, 35, 0.922, 1.808 
1491855443.015067, 0.980, 1.866, 2.649, 2.630, 35, 0.980, 1.866 
1491855443.115822, 1.109, 1.805, 2.562, 2.597, 35, 1.109, 1.805 
1491855443.216482, 0.896, 1.859, 2.668, 2.678, 35, 0.896, 1.859 
1491855443.317145, 0.964, 1.805, 2.630, 2.572, 35, 0.964, 1.805 
1491855443.417811, 1.022, 1.824, 2.655, 2.630, 35, 1.022, 1.824 
1491855443.518486, 0.767, 1.805, 2.581, 2.588, 36, 0.767, 1.805 
1491855443.619265, 0.947, 1.789, 2.601, 2.565, 36, 0.947, 1.789 
1491855443.719933, 0.999, 1.818, 2.668, 2.655, 36, 0.999, 1.818 
1491855443.820600, 1.102, 1.856, 2.668, 2.652, 36, 1.102, 1.856 
1491855443.921287, 0.864, 1.814, 2.601, 2.536, 36, 0.864, 1.814 
1491855444.021948, 0.867, 1.795, 2.552, 2.546, 36, 0.867, 1.795 
1491855444.122611, 0.947, 1.837, 2.649, 2.630, 36, 0.947, 1.837 
1491855444.223273, 1.005, 1.859, 2.601, 2.575, 36, 1.005, 1.859 
1491855444.323935, 1.086, 1.805, 2.578, 2.578, 36, 1.086, 1.805 
1491855444.424638, 1.015, 1.792, 2.607, 2.575, 36, 1.015, 1.792 
1491855444.525311, 1.051, 1.866, 2.633, 2.617, 37, 1.051, 1.866 
1491855444.626207, 1.034, 1.840, 2.597, 2.552, 37, 1.034, 1.840 
1491855444.726877, 1.022, 1.853, 2.630, 2.633, 37, 1.022, 1.853 
1491855444.827543, 1.102, 1.805, 2.575, 2.546, 37, 1.102, 1.805 
1491855444.928204, 1.044, 1.808, 2.588, 2.575, 37, 1.044, 1.808 
1491855445.028867, 0.960, 1.792, 2.552, 2.578, 37, 0.960, 1.792 
1491855445.129529, 0.912, 1.792, 2.546, 2.575, 37, 0.912, 1.792 
1491855445.230185, 0.935, 1.789, 2.630, 2.601, 37, 0.935, 1.789 
1491855445.330852, 1.041, 1.821, 2.639, 2.639, 37, 1.041, 1.821 
1491855445.431522, 1.067, 1.830, 2.678, 2.639, 37, 1.067, 1.830 
1491855445.532193, 1.012, 1.805, 2.617, 2.588, 38, 1.012, 1.805 
1491855445.633099, 1.070, 1.824, 2.614, 2.581, 38, 1.070, 1.824 
1491855445.733776, 1.038, 1.853, 2.649, 2.630, 38, 1.038, 1.853 
1491855445.834440, 1.028, 1.853, 2.652, 2.665, 38, 1.028, 1.853 
1491855445.935102, 1.047, 1.840, 2.668, 2.707, 38, 1.047, 1.840 
1491855446.035851, 1.260, 1.830, 2.601, 2.668, 38, 1.260, 1.830 
1491855446.136511, 1.054, 1.814, 2.630, 2.617, 38, 1.054, 1.814 
1491855446.237178, 0.947, 1.792, 2.617, 2.633, 38, 0.947, 1.792 
1491855446.337836, 1.167, 1.805, 2.588, 2.588, 38, 1.167, 1.805 
1491855446.438507, 1.212, 1.795, 2.572, 2.530, 38, 1.212, 1.795 
1491855446.539178, 1.257, 1.808, 2.639, 2.630, 39, 1.257, 1.808 
1491855446.639966, 0.960, 1.805, 2.546, 2.588, 39, 0.960, 1.805 
1491855446.740636, 1.109, 1.856, 2.759, 2.684, 39, 1.109, 1.856 
1491855446.841299, 1.109, 1.824, 2.630, 2.617, 39, 1.109, 1.824 
1491855446.941961, 1.005, 1.792, 2.601, 2.578, 39, 1.005, 1.792 
1491855447.042622, 1.109, 1.814, 2.572, 2.601, 39, 1.109, 1.814 
1491855447.143281, 0.973, 1.850, 2.701, 2.672, 39, 0.973, 1.850 
1491855447.243936, 0.967, 1.814, 2.630, 2.649, 39, 0.967, 1.814 
1491855447.344602, 1.073, 1.792, 2.572, 2.581, 39, 1.073, 1.792 
1491855447.445268, 1.067, 1.824, 2.581, 2.536, 39, 1.067, 1.824 
1491855447.546040, 1.083, 1.814, 2.601, 2.552, 40, 1.083, 1.814 
1491855447.646824, 0.941, 1.840, 2.659, 2.665, 40, 0.941, 1.840 
1491855447.747498, 0.983, 1.805, 2.562, 2.552, 40, 0.983, 1.805 
1491855447.848167, 1.121, 1.843, 2.691, 2.675, 40, 1.121, 1.843 
1491855447.948833, 1.034, 1.805, 2.562, 2.562, 40, 1.034, 1.805 
1491855448.049494, 1.051, 1.856, 2.678, 2.678, 40, 1.051, 1.856 
1491855448.150158, 0.957, 1.792, 2.572, 2.630, 40, 0.957, 1.792 
1491855448.250819, 0.893, 1.805, 2.597, 2.565, 40, 0.893, 1.805 
1491855448.351485, 1.218, 1.814, 2.597, 2.630, 40, 1.218, 1.814 
1491855448.452153, 1.118, 1.814, 2.572, 2.617, 40, 1.118, 1.814 
1491855448.552830, 1.144, 1.834, 2.601, 2.581, 41, 1.144, 1.834 
1491855448.653605, 1.099, 1.805, 2.575, 2.514, 41, 1.099, 1.805 
1491855448.754271, 1.034, 1.808, 2.630, 2.575, 41, 1.034, 1.808 
1491855448.854936, 1.163, 1.859, 2.649, 2.630, 41, 1.163, 1.859 
1491855448.955603, 1.031, 1.792, 2.536, 2.572, 41, 1.031, 1.792 
1491855449.056269, 1.005, 1.818, 2.630, 2.633, 41, 1.005, 1.818 
1491855449.156934, 1.054, 1.866, 2.701, 2.691, 41, 1.054, 1.866 
1491855449.257590, 1.022, 1.808, 2.581, 2.581, 41, 1.022, 1.808 
1491855449.358261, 1.128, 1.792, 2.565, 2.578, 41, 1.128, 1.792 
1491855449.458921, 1.144, 1.843, 2.655, 2.678, 41, 1.144, 1.843 
1491855449.559596, 0.925, 1.814, 2.623, 2.633, 42, 0.925, 1.814 
1491855449.660383, 1.147, 1.808, 2.655, 2.630, 42, 1.147, 1.808 
1491855449.761052, 1.134, 1.850, 2.684, 2.704, 42, 1.134, 1.850 
1491855449.861716, 0.983, 1.853, 2.655, 2.597, 42, 0.983, 1.853 
1491855449.962378, 1.186, 1.824, 2.630, 2.572, 42, 1.186, 1.824 
1491855450.063037, 1.115, 1.818, 2.575, 2.597, 42, 1.115, 1.818 
1491855450.163699, 0.947, 1.805, 2.588, 2.575, 42, 0.947, 1.805 
1491855450.264357, 1.134, 1.805, 2.630, 2.630, 42, 1.134, 1.805 
1491855450.365022, 1.270, 1.830, 2.630, 2.655, 42, 1.270, 1.830 
1491855450.465750, 1.005, 1.866, 2.720, 2.639, 43, 1.005, 1.866 
1491855450.566527, 1.025, 1.805, 2.575, 2.607, 43, 1.025, 1.805 
1491855450.667187, 1.212, 1.805, 2.588, 2.581, 43, 1.212, 1.805 
1491855450.767853, 1.170, 1.805, 2.572, 2.588, 43, 1.170, 1.805 
1491855450.868516, 0.989, 1.789, 2.601, 2.601, 43, 0.989, 1.789 
1491855450.969180, 0.915, 1.814, 2.581, 2.588, 43, 0.915, 1.814 
1491855451.069840, 1.283, 1.805, 2.575, 2.565, 43, 1.283, 1.805 
1491855451.170498, 1.009, 1.805, 2.601, 2.575, 43, 1.009, 1.805 
1491855451.271154, 0.999, 1.830, 2.588, 2.581, 43, 0.999, 1.830 
1491855451.371852, 1.228, 1.814, 2.588, 2.578, 43, 1.228, 1.814 
1491855451.472528, 0.896, 1.808, 2.597, 2.617, 44, 0.896, 1.808 
1491855451.573307, 1.109, 1.792, 2.630, 2.601, 44, 1.109, 1.792 
1491855451.673975, 1.057, 1.814, 2.597, 2.562, 44, 1.057, 1.814 
1491855451.774638, 1.212, 1.847, 2.601, 2.601, 44, 1.212, 1.847 
1491855451.875301, 1.005, 1.853, 2.678, 2.723, 44, 1.005, 1.853 
1491855451.976174, 1.186, 1.814, 2.649, 2.655, 44, 1.186, 1.814 
1491855452.076842, 0.980, 1.824, 2.649, 2.639, 44, 0.980, 1.824 
1491855452.177506, 1.173, 1.805, 2.604, 2.536, 44, 1.173, 1.805 
1491855452.278168, 1.083, 1.805, 2.562, 2.556, 44, 1.083, 1.805 
1491855452.378834, 1.234, 1.859, 2.572, 2.617, 44, 1.234, 1.859 
1491855452.479493, 1.054, 1.850, 2.639, 2.701, 45, 1.054, 1.850 
1491855452.580274, 1.154, 1.859, 2.639, 2.601, 45, 1.154, 1.859 
1491855452.680932, 1.121, 1.808, 2.633, 2.617, 45, 1.121, 1.808 
1491855452.781594, 1.267, 1.814, 2.617, 2.607, 45, 1.267, 1.814 
1491855452.882253, 1.202, 1.814, 2.578, 2.633, 45, 1.202, 1.814 
1491855452.982917, 1.012, 1.824, 2.633, 2.597, 45, 1.012, 1.824 
1491855453.083577, 1.244, 1.824, 2.633, 2.668, 45, 1.244, 1.824 
1491855453.184236, 1.109, 1.818, 2.588, 2.607, 45, 1.109, 1.818 
1491855453.284891, 0.996, 1.824, 2.617, 2.649, 45, 0.996, 1.824 
1491855453.385559, 1.434, 1.814, 2.604, 2.597, 45, 1.434, 1.814 
1491855453.486217, 1.099, 1.840, 2.691, 2.655, 46, 1.099, 1.840 
1491855453.586989, 1.086, 1.843, 2.649, 2.701, 46, 1.086, 1.843 
1491855453.687673, 1.273, 1.866, 2.675, 2.604, 46, 1.273, 1.866 
1491855453.788333, 1.070, 1.827, 2.630, 2.565, 46, 1.070, 1.827 
1491855453.889023, 1.034, 1.792, 2.630, 2.588, 46, 1.034, 1.792 
1491855453.989704, 1.392, 1.850, 2.665, 2.665, 46, 1.392, 1.850 
1491855454.090366, 1.102, 1.824, 2.630, 2.575, 46, 1.102, 1.824 
1491855454.191027, 1.022, 1.792, 2.552, 2.552, 46, 1.022, 1.792 
1491855454.291686, 1.308, 1.830, 2.649, 2.649, 46, 1.308, 1.830 
1491855454.392347, 1.092, 1.869, 2.675, 2.630, 46, 1.092, 1.869 
1491855454.493006, 1.015, 1.792, 2.552, 2.562, 47, 1.015, 1.792 
1491855454.593789, 1.499, 1.808, 2.562, 2.552, 47, 1.499, 1.808 
1491855454.694454, 1.047, 1.805, 2.601, 2.562, 47, 1.047, 1.805 
1491855454.795118, 0.960, 1.805, 2.552, 2.575, 47, 0.960, 1.805 
1491855454.895851, 1.212, 1.792, 2.581, 2.630, 47, 1.212, 1.792 
1491855454.996519, 1.270, 1.830, 2.633, 2.633, 47, 1.270, 1.830 
1491855455.097184, 1.225, 1.853, 2.668, 2.723, 47, 1.225, 1.853 
1491855455.197849, 1.267, 1.859, 2.707, 2.672, 47, 1.267, 1.859 
1491855455.298507, 1.186, 1.818, 2.601, 2.597, 47, 1.186, 1.818 
1491855455.399177, 1.179, 1.808, 2.588, 2.552, 47, 1.179, 1.808 
1491855455.499839, 1.199, 1.805, 2.575, 2.601, 48, 1.199, 1.805 
1491855455.600626, 1.215, 1.814, 2.604, 2.597, 48, 1.215, 1.814 
1491855455.701289, 1.128, 1.866, 2.665, 2.581, 48, 1.128, 1.866 
1491855455.801961, 1.176, 1.853, 2.704, 2.704, 48, 1.176, 1.853 
1491855455.902622, 1.299, 1.843, 2.659, 2.684, 48, 1.299, 1.843 
1491855456.003282, 1.173, 1.830, 2.665, 2.659, 48, 1.173, 1.830 
1491855456.103943, 1.196, 1.805, 2.659, 2.668, 48, 1.196, 1.805 
1491855456.204603, 1.321, 1.792, 2.617, 2.604, 48, 1.321, 1.792 
1491855456.305262, 1.018, 1.795, 2.581, 2.597, 48, 1.018, 1.795 
1491855456.405996, 1.070, 1.805, 2.527, 2.565, 48, 1.070, 1.805 
1491855456.506659, 1.196, 1.805, 2.597, 2.604, 49, 1.196, 1.805 
1491855456.607443, 1.112, 1.853, 2.675, 2.655, 49, 1.112, 1.853 
1491855456.708103, 1.125, 1.805, 2.633, 2.617, 49, 1.125, 1.805 
1491855456.808770, 1.179, 1.805, 2.575, 2.565, 49, 1.179, 1.805 
1491855456.909430, 1.134, 1.866, 2.630, 2.588, 49, 1.134, 1.866 
1491855457.010094, 1.196, 1.824, 2.639, 2.652, 49, 1.196, 1.824 
1491855457.110753, 1.160, 1.798, 2.575, 2.604, 49, 1.160, 1.798 
1491855457.211410, 1.325, 1.834, 2.617, 2.597, 49, 1.325, 1.834 
1491855457.312071, 1.299, 1.840, 2.649, 2.678, 49, 1.299, 1.840 
1491855457.412853, 1.212, 1.792, 2.530, 2.604, 49, 1.212, 1.792 
1491855457.513524, 1.125, 1.792, 2.572, 2.552, 50, 1.125, 1.792 
1491855457.614297, 1.141, 1.792, 2.604, 2.588, 50, 1.141, 1.792 
1491855457.714957, 1.192, 1.876, 2.655, 2.597, 50, 1.192, 1.876 
1491855457.815621, 1.428, 1.805, 2.588, 2.568, 50, 1.428, 1.805 
1491855457.916282, 1.315, 1.853, 2.701, 2.678, 50, 1.315, 1.853 
1491855458.016943, 1.237, 1.805, 2.568, 2.578, 50, 1.237, 1.805 
1491855458.117610, 1.470, 1.843, 2.701, 2.678, 50, 1.470, 1.843 
1491855458.218277, 1.379, 1.808, 2.565, 2.578, 50, 1.379, 1.808 
1491855458.319069, 1.218, 1.847, 2.707, 2.691, 50, 1.218, 1.847 
1491855458.419742, 1.205, 1.805, 2.575, 2.588, 50, 1.205, 1.805 
1491855458.520410, 1.360, 1.840, 2.675, 2.665, 51, 1.360, 1.840 
1491855458.621195, 1.086, 1.856, 2.681, 2.701, 51, 1.086, 1.856 
1491855458.721862, 1.083, 1.830, 2.630, 2.581, 51, 1.083, 1.830 
1491855458.822522, 1.231, 1.795, 2.552, 2.530, 51, 1.231, 1.795 
1491855458.923185, 1.102, 1.830, 2.710, 2.678, 51, 1.102, 1.830 
1491855459.023844, 1.144, 1.853, 2.597, 2.604, 51, 1.144, 1.853 
1491855459.124504, 1.289, 1.805, 2.552, 2.552, 51, 1.289, 1.805 
1491855459.225165, 1.186, 1.830, 2.655, 2.681, 51, 1.186, 1.830 
1491855459.325939, 1.215, 1.876, 2.630, 2.617, 51, 1.215, 1.876 
1491855459.426611, 1.057, 1.805, 2.562, 2.556, 51, 1.057, 1.805 
1491855459.527276, 1.273, 1.853, 2.701, 2.617, 52, 1.273, 1.853 
1491855459.628065, 1.192, 1.830, 2.633, 2.681, 52, 1.192, 1.830 
1491855459.728734, 1.260, 1.853, 2.675, 2.668, 52, 1.260, 1.853 
1491855459.829400, 1.476, 1.856, 2.691, 2.665, 52, 1.476, 1.856 
1491855459.930070, 1.466, 1.827, 2.601, 2.597, 52, 1.466, 1.827 
1491855460.030733, 1.083, 1.805, 2.597, 2.562, 52, 1.083, 1.805 
1491855460.131394, 1.028, 1.795, 2.597, 2.617, 52, 1.028, 1.795 
1491855460.232055, 1.370, 1.792, 2.588, 2.630, 52, 1.370, 1.792 
1491855460.332717, 1.189, 1.834, 2.630, 2.675, 52, 1.189, 1.834 
1491855460.433382, 1.186, 1.843, 2.665, 2.678, 52, 1.186, 1.843 
1491855460.534049, 1.144, 1.876, 2.575, 2.597, 53, 1.144, 1.876 
1491855460.634835, 1.363, 1.853, 2.678, 2.691, 53, 1.363, 1.853 
1491855460.735568, 1.350, 1.830, 2.633, 2.630, 53, 1.350, 1.830 
1491855460.836235, 1.125, 1.824, 2.630, 2.684, 53, 1.125, 1.824 
1491855460.936901, 1.299, 1.805, 2.655, 2.630, 53, 1.299, 1.805 
1491855461.037564, 1.444, 1.795, 2.552, 2.601, 53, 1.444, 1.795 
1491855461.138229, 1.163, 1.805, 2.562, 2.581, 53, 1.163, 1.805 
1491855461.238888, 1.022, 1.795, 2.552, 2.568, 53, 1.022, 1.795 
1491855461.339550, 1.370, 1.805, 2.588, 2.520, 53, 1.370, 1.805 
1491855461.440215, 1.283, 1.792, 2.581, 2.552, 53, 1.283, 1.792 
1491855461.540889, 1.051, 1.792, 2.617, 2.649, 54, 1.051, 1.792 
1491855461.641666, 1.273, 1.850, 2.568, 2.575, 54, 1.273, 1.850 
1491855461.742333, 1.431, 1.853, 2.720, 2.672, 54, 1.431, 1.853 
1491855461.842998, 1.196, 1.814, 2.620, 2.639, 54, 1.196, 1.814 
1491855461.943658, 1.173, 1.805, 2.552, 2.565, 54, 1.173, 1.805 
1491855462.044319, 1.237, 1.814, 2.588, 2.572, 54, 1.237, 1.814 
1491855462.144985, 1.624, 1.856, 2.707, 2.701, 54, 1.624, 1.856 
1491855462.245741, 1.241, 1.830, 2.668, 2.630, 54, 1.241, 1.830 
1491855462.346403, 1.070, 1.792, 2.607, 2.617, 54, 1.070, 1.792 
1491855462.447074, 1.244, 1.814, 2.575, 2.552, 54, 1.244, 1.814 
1491855462.547745, 1.412, 1.808, 2.572, 2.597, 55, 1.412, 1.808 
1491855462.648544, 1.083, 1.805, 2.630, 2.607, 55, 1.083, 1.805 
1491855462.749207, 1.115, 1.866, 2.597, 2.575, 55, 1.115, 1.866 
1491855462.849878, 1.428, 1.805, 2.639, 2.630, 55, 1.428, 1.805 
1491855462.950538, 1.482, 1.827, 2.617, 2.617, 55, 1.482, 1.827 
1491855463.051201, 1.005, 1.814, 2.655, 2.630, 55, 1.005, 1.814 
1491855463.151856, 1.179, 1.830, 2.575, 2.575, 55, 1.179, 1.830 
1491855463.252513, 1.479, 1.830, 2.630, 2.655, 55, 1.479, 1.830 
1491855463.353209, 1.489, 1.821, 2.568, 2.578, 55, 1.489, 1.821 
1491855463.453885, 1.099, 1.830, 2.655, 2.672, 55, 1.099, 1.830 
1491855463.554553, 1.128, 1.792, 2.601, 2.601, 56, 1.128, 1.792 
1491855463.655335, 1.473, 1.853, 2.678, 2.668, 56, 1.473, 1.853 
1491855463.756099, 1.453, 1.814, 2.575, 2.552, 56, 1.453, 1.814 
1491855463.856767, 1.167, 1.814, 2.639, 2.630, 56, 1.167, 1.814 
1491855463.957431, 1.167, 1.876, 2.659, 2.601, 56, 1.167, 1.876 
1491855464.058097, 1.321, 1.805, 2.607, 2.552, 56, 1.321, 1.805 
1491855464.158758, 1.302, 1.830, 2.655, 2.655, 56, 1.302, 1.830 
1491855464.259411, 1.315, 1.859, 2.601, 2.597, 56, 1.315, 1.859 
1491855464.360076, 1.257, 1.792, 2.597, 2.604, 56, 1.257, 1.792 
1491855464.460737, 1.205, 1.853, 2.691, 2.678, 56, 1.205, 1.853 
1491855464.561404, 1.698, 1.805, 2.588, 2.572, 57, 1.698, 1.805 
1491855464.662319, 1.083, 1.795, 2.655, 2.617, 57, 1.083, 1.795 
1491855464.762987, 1.167, 1.805, 2.601, 2.633, 57, 1.167, 1.805 
1491855464.863652, 1.315, 1.840, 2.675, 2.684, 57, 1.315, 1.840 
1491855464.964311, 1.350, 1.850, 2.684, 2.668, 57, 1.350, 1.850 
1491855465.064971, 1.537, 1.876, 2.704, 2.588, 57, 1.537, 1.876 
1491855465.165636, 1.157, 1.808, 2.562, 2.575, 57, 1.157, 1.808 
1491855465.266299, 1.212, 1.805, 2.601, 2.578, 57, 1.212, 1.805 
1491855465.366966, 1.373, 1.792, 2.572, 2.565, 57, 1.373, 1.792 
1491855465.467631, 1.276, 1.824, 2.633, 2.684, 57, 1.276, 1.824 
1491855465.568299, 1.179, 1.853, 2.633, 2.588, 58, 1.179, 1.853 
1491855465.669081, 1.147, 1.866, 2.707, 2.678, 58, 1.147, 1.866 
1491855465.769751, 1.621, 1.856, 2.681, 2.691, 58, 1.621, 1.856 
1491855465.870415, 1.476, 1.856, 2.672, 2.701, 58, 1.476, 1.856 
1491855465.971079, 1.163, 1.847, 2.675, 2.672, 58, 1.163, 1.847 
1491855466.071736, 1.144, 1.843, 2.678, 2.701, 58, 1.144, 1.843 
1491855466.172402, 1.237, 1.830, 2.701, 2.675, 58, 1.237, 1.830 
1491855466.273061, 1.405, 1.847, 2.649, 2.630, 58, 1.405, 1.847 
1491855466.373727, 1.441, 1.843, 2.691, 2.691, 58, 1.441, 1.843 
1491855466.474388, 1.086, 1.847, 2.675, 2.704, 58, 1.086, 1.847 
1491855466.575054, 1.328, 1.853, 2.630, 2.601, 59, 1.328, 1.853 
1491855466.675905, 1.637, 1.843, 2.630, 2.701, 59, 1.637, 1.843 
1491855466.776575, 1.328, 1.824, 2.617, 2.630, 59, 1.328, 1.824 
1491855466.877238, 1.150, 1.792, 2.556, 2.552, 59, 1.150, 1.792 
1491855466.977903, 1.041, 1.814, 2.575, 2.581, 59, 1.041, 1.814 
1491855467.078564, 1.247, 1.872, 2.601, 2.578, 59, 1.247, 1.872 
1491855467.179229, 1.602, 1.850, 2.655, 2.665, 59, 1.602, 1.850 
1491855467.279883, 1.218, 1.847, 2.655, 2.630, 59, 1.218, 1.847 
1491855467.380553, 1.067, 1.824, 2.630, 2.655, 59, 1.067, 1.824 
1491855467.481266, 1.325, 1.792, 2.581, 2.604, 59, 1.325, 1.792 
1491855467.581936, 1.299, 1.830, 2.668, 2.665, 60, 1.299, 1.830 
1491855467.682717, 1.521, 1.805, 2.588, 2.588, 60, 1.521, 1.805 
1491855467.783379, 1.321, 1.856, 2.691, 2.704, 60, 1.321, 1.856 
1491855467.884040, 1.157, 1.805, 2.601, 2.617, 60, 1.157, 1.805 
1491855467.984698, 1.257, 1.814, 2.617, 2.552, 60, 1.257, 1.814 
1491855468.085358, 1.434, 1.850, 2.665, 2.720, 60, 1.434, 1.850 
1491855468.186087, 1.763, 1.798, 2.552, 2.575, 60, 1.763, 1.798 
1491855468.286756, 1.325, 1.808, 2.630, 2.581, 60, 1.325, 1.808 
1491855468.387423, 1.270, 1.850, 2.701, 2.659, 60, 1.270, 1.850 
1491855468.488094, 1.379, 1.795, 2.565, 2.597, 60, 1.379, 1.795 
1491855468.588768, 1.608, 1.795, 2.572, 2.581, 61, 1.608, 1.795 
1491855468.689559, 1.660, 1.847, 2.655, 2.684, 61, 1.660, 1.847 
1491855468.790225, 1.247, 1.805, 2.578, 2.552, 61, 1.247, 1.805 
1491855468.890894, 1.247, 1.840, 2.668, 2.668, 61, 1.247, 1.840 
1491855468.991555, 1.337, 1.814, 2.588, 2.562, 61, 1.337, 1.814 
1491855469.092219, 1.602, 1.843, 2.668, 2.655, 61, 1.602, 1.843 
1491855469.192880, 1.779, 1.814, 2.649, 2.552, 61, 1.779, 1.814 
1491855469.293538, 1.292, 1.840, 2.668, 2.691, 61, 1.292, 1.840 
1491855469.394199, 1.205, 1.814, 2.575, 2.552, 61, 1.205, 1.814 
1491855469.494863, 1.270, 1.830, 2.655, 2.678, 61, 1.270, 1.830 
1491855469.595536, 1.486, 1.814, 2.633, 2.655, 62, 1.486, 1.814 
1491855469.696320, 1.782, 1.847, 2.668, 2.720, 62, 1.782, 1.847 
1491855469.796990, 1.289, 1.814, 2.562, 2.588, 62, 1.289, 1.814 
1491855469.897655, 1.060, 1.805, 2.562, 2.581, 62, 1.060, 1.805 
1491855469.998314, 1.450, 1.840, 2.678, 2.672, 62, 1.450, 1.840 
1491855470.098979, 1.602, 1.830, 2.588, 2.630, 62, 1.602, 1.830 
1491855470.199639, 1.705, 1.805, 2.581, 2.601, 62, 1.705, 1.805 
1491855470.300307, 1.331, 1.853, 2.701, 2.655, 62, 1.331, 1.853 
1491855470.401003, 1.260, 1.827, 2.630, 2.565, 62, 1.260, 1.827 
1491855470.501670, 1.154, 1.805, 2.597, 2.617, 62, 1.154, 1.805 
1491855470.602360, 1.315, 1.808, 2.572, 2.552, 63, 1.315, 1.808 
1491855470.703139, 1.618, 1.808, 2.581, 2.562, 63, 1.618, 1.808 
1491855470.803803, 1.363, 1.792, 2.617, 2.630, 63, 1.363, 1.792 
1491855470.904464, 1.395, 1.805, 2.633, 2.620, 63, 1.395, 1.805 
1491855471.005249, 1.170, 1.847, 2.652, 2.668, 63, 1.170, 1.847 
1491855471.105989, 1.315, 1.843, 2.617, 2.581, 63, 1.315, 1.843 
1491855471.206647, 1.673, 1.808, 2.572, 2.575, 63, 1.673, 1.808 
1491855471.307312, 1.466, 1.805, 2.607, 2.552, 63, 1.466, 1.805 
1491855471.407976, 1.544, 1.798, 2.630, 2.578, 63, 1.544, 1.798 
1491855471.508644, 1.196, 1.847, 2.691, 2.681, 64, 1.196, 1.847 
1491855471.609415, 1.225, 1.814, 2.601, 2.575, 64, 1.225, 1.814 
1491855471.710078, 1.511, 1.872, 2.604, 2.578, 64, 1.511, 1.872 
1491855471.810741, 1.569, 1.879, 2.588, 2.575, 64, 1.569, 1.879 
1491855471.911403, 1.486, 1.866, 2.668, 2.630, 64, 1.486, 1.866 
1491855472.012063, 1.357, 1.859, 2.701, 2.649, 64, 1.357, 1.859 
1491855472.112721, 1.334, 1.859, 2.726, 2.691, 64, 1.334, 1.859 
1491855472.213380, 1.302, 1.843, 2.675, 2.655, 64, 1.302, 1.843 
1491855472.314040, 1.495, 1.837, 2.678, 2.655, 64, 1.495, 1.837 
1491855472.414701, 1.673, 1.830, 2.665, 2.681, 64, 1.673, 1.830 
1491855472.515380, 1.537, 1.843, 2.668, 2.665, 65, 1.537, 1.843 
1491855472.616255, 1.344, 1.753, 2.630, 2.597, 65, 1.344, 1.753 
1491855472.716914, 1.225, 1.840, 2.672, 2.733, 65, 1.225, 1.840 
1491855472.817580, 1.244, 1.792, 2.552, 2.588, 65, 1.244, 1.792 
1491855472.918239, 1.598, 1.805, 2.630, 2.597, 65, 1.598, 1.805 
1491855473.018901, 1.569, 1.866, 2.655, 2.668, 65, 1.569, 1.866 
1491855473.119560, 1.489, 1.805, 2.630, 2.639, 65, 1.489, 1.805 
1491855473.220223, 1.412, 1.805, 2.546, 2.565, 65, 1.412, 1.805 
1491855473.320884, 1.228, 1.830, 2.639, 2.617, 65, 1.228, 1.830 
1491855473.421554, 1.418, 1.859, 2.720, 2.691, 65, 1.418, 1.859 
1491855473.522215, 1.418, 1.837, 2.655, 2.668, 66, 1.418, 1.837 
1491855473.622992, 1.663, 1.859, 2.639, 2.675, 66, 1.663, 1.859 
1491855473.723648, 1.521, 1.814, 2.565, 2.617, 66, 1.521, 1.814 
1491855473.824313, 1.360, 1.847, 2.684, 2.707, 66, 1.360, 1.847 
1491855473.924975, 1.421, 1.805, 2.575, 2.568, 66, 1.421, 1.805 
1491855474.025690, 1.199, 1.869, 2.720, 2.597, 66, 1.199, 1.869 
