t,dr,cr,cr2a,cr2b,pv,fdr,fcr,T,Vpz1,Vpz2,Vpzbg,Vadcbg
1502799570.391140, 0.119, 0.851, 1.602, 1.624, 128, 0.119, 0.851, 0.000, 0.75732421875, 0.03544921875, 0.038671875, 0.02578125 
1502799570.492395, 0.831, 0.754, 1.473, 1.470, 39, 0.831, 0.754, 0.000, 0.734765625, 0.02578125, 0.02900390625, 0.0322265625 
1502799570.593598, 0.097, 0.812, 1.602, 1.579, 114, 0.097, 0.812, 0.000, 0.786328125, 0.0451171875, 0.02900390625, 0.02900390625 
1502799570.694777, 0.667, 0.754, 1.473, 1.473, 43, 0.667, 0.754, 0.000, 0.74765625, 0.02900390625, 0.0322265625, 0.03544921875 
1502799570.796005, 0.116, 0.754, 1.473, 1.457, 35, 0.116, 0.754, 0.000, 0.75087890625, 0.0064453125, 0.0, 0.00322265625 
1502799570.897218, 0.802, 0.751, 1.473, 1.470, 0, 0.802, 0.751, 0.000, 0.73798828125, 0.00322265625, 0.0, 0.0 
1502799570.998504, 0.754, 0.757, 1.492, 1.492, 16, 0.754, 0.757, 0.000, 0.73798828125, 0.0, 0.0, 0.0 
1502799571.100096, 0.699, 0.780, 1.511, 1.508, 16, 0.699, 0.780, 0.000, 0.73798828125, 0.0, 0.0, 0.0 
1502799571.201468, 0.738, 0.777, 1.492, 1.473, 16, 0.738, 0.777, 0.000, 0.74765625, 0.0, 0.0, 0.0 
1502799571.302753, 0.648, 0.799, 1.547, 1.518, 16, 0.648, 0.799, 0.000, 0.7541015625, 0.0064453125, 0.00322265625, 0.0 
1502799571.404429, 0.151, 0.780, 1.502, 1.492, 16, 0.151, 0.780, 0.000, 0.75087890625, 0.01611328125, 0.00322265625, 0.0 
1502799571.506506, 0.780, 0.780, 1.492, 1.502, 16, 0.780, 0.780, 0.000, 0.75087890625, 0.01611328125, 0.0064453125, 0.012890625 
1502799571.608364, 0.016, 0.780, 1.534, 1.502, 16, 0.016, 0.780, 0.000, 0.75087890625, 0.02578125, 0.0064453125, 0.00322265625 
1502799571.710201, 0.045, 0.780, 1.508, 1.492, 16, 0.045, 0.780, 0.000, 0.73798828125, 0.01611328125, 0.0064453125, 0.01611328125 
1502799571.811964, 0.016, 0.786, 1.518, 1.518, 16, 0.016, 0.786, 0.000, 0.74765625, 0.0064453125, 0.00322265625, 0.0 
1502799571.913728, 0.822, 0.786, 1.540, 1.511, 16, 0.822, 0.786, 0.000, 0.74765625, 0.012890625, 0.00322265625, 0.0064453125 
1502799572.015636, 0.129, 0.799, 1.544, 1.518, 16, 0.129, 0.799, 0.000, 0.73798828125, 0.0, 0.0, 0.0 
1502799572.117375, 0.171, 0.799, 1.540, 1.511, 16, 0.171, 0.799, 0.000, 0.72509765625, 0.0, 0.0, 0.0 
1502799572.219196, 0.812, 0.790, 1.502, 1.473, 16, 0.812, 0.790, 0.000, 0.7283203125, 0.0, 0.0, 0.0064453125 
1502799572.320904, 0.029, 0.777, 1.502, 1.502, 16, 0.029, 0.777, 0.000, 0.72509765625, 0.0, 0.0, 0.0 
1502799572.422600, 0.048, 0.780, 1.502, 1.492, 16, 0.048, 0.780, 0.000, 0.721875, 0.0064453125, 0.0064453125, 0.012890625 
1502799572.524322, 0.116, 0.780, 1.518, 1.502, 16, 0.116, 0.780, 0.000, 0.734765625, 0.0064453125, 0.0064453125, 0.0064453125 
1502799572.626513, 0.161, 0.786, 1.544, 1.534, 16, 0.161, 0.786, 0.000, 0.734765625, 0.0064453125, 0.0064453125, 0.00322265625 
1502799572.728391, 0.006, 0.799, 1.550, 1.534, 16, 0.006, 0.799, 0.000, 0.734765625, 0.0064453125, 0.0064453125, 0.012890625 
1502799572.830436, 0.016, 0.780, 1.508, 1.502, 16, 0.016, 0.780, 0.000, 0.7283203125, 0.00322265625, 0.0, 0.0 
1502799572.932258, 0.013, 0.780, 1.508, 1.489, 16, 0.013, 0.780, 0.000, 0.7154296875, 0.00322265625, 0.00322265625, 0.0064453125 
1502799573.034130, 0.048, 0.777, 1.492, 1.476, 16, 0.048, 0.777, 0.000, 0.71865234375, 0.0, 0.0, 0.0 
1502799573.135914, 0.751, 0.777, 1.502, 1.492, 16, 0.751, 0.777, 0.000, 0.7154296875, 0.0, 0.0, 0.00322265625 
1502799573.237722, 0.097, 0.786, 1.534, 1.534, 16, 0.097, 0.786, 0.000, 0.72509765625, 0.00322265625, 0.0, 0.0 
1502799573.339606, 0.145, 0.790, 1.540, 1.534, 16, 0.145, 0.790, 0.000, 0.71865234375, 0.00322265625, 0.00322265625, 0.00322265625 
1502799573.442319, 0.802, 0.780, 1.518, 1.473, 16, 0.802, 0.780, 0.000, 0.69931640625, 0.0064453125, 0.0064453125, 0.012890625 
1502799573.544589, 0.029, 0.777, 1.502, 1.476, 16, 0.029, 0.777, 0.000, 0.708984375, 0.00322265625, 0.0064453125, 0.00322265625 
1502799573.646166, 0.815, 0.780, 1.508, 1.476, 16, 0.815, 0.780, 0.000, 0.69931640625, 0.0064453125, 0.0064453125, 0.012890625 
1502799573.748147, 0.106, 0.780, 1.511, 1.476, 16, 0.106, 0.780, 0.000, 0.68642578125, 0.00322265625, 0.00322265625, 0.00322265625 
1502799573.850174, 0.635, 0.780, 1.502, 1.492, 16, 0.635, 0.780, 0.000, 0.69287109375, 0.0, 0.0, 0.0 
1502799573.952057, 0.822, 0.780, 1.540, 1.508, 16, 0.822, 0.780, 0.000, 0.708984375, 0.0, 0.0, 0.00322265625 
1502799574.053810, 0.119, 0.790, 1.534, 1.511, 16, 0.119, 0.790, 0.000, 0.708984375, 0.0, 0.0, 0.0 
1502799574.155891, 0.661, 0.790, 1.547, 1.534, 16, 0.661, 0.790, 0.000, 0.708984375, 0.00322265625, 0.00322265625, 0.00322265625 
1502799574.257825, 0.068, 0.799, 1.534, 1.511, 16, 0.068, 0.799, 0.000, 0.708984375, 0.00322265625, 0.0, 0.0 
1502799574.359802, 0.006, 0.780, 1.518, 1.540, 16, 0.006, 0.780, 0.000, 0.69287109375, 0.012890625, 0.0064453125, 0.012890625 
1502799574.462163, 0.683, 0.799, 1.511, 1.534, 16, 0.683, 0.799, 0.000, 0.69287109375, 0.0064453125, 0.0064453125, 0.0064453125 
1502799574.564069, 0.161, 0.780, 1.502, 1.502, 27, 0.161, 0.780, 0.000, 0.68642578125, 0.0064453125, 0.00322265625, 0.00322265625 
1502799574.666427, 0.090, 0.822, 1.605, 1.560, 58, 0.090, 0.822, 0.000, 0.708984375, 0.02900390625, 0.0064453125, 0.0064453125 
1502799574.767888, 0.180, 0.828, 1.605, 1.595, 121, 0.180, 0.828, 0.000, 0.73798828125, 0.03544921875, 0.03544921875, 0.038671875 
1502799574.869232, 0.677, 0.812, 1.534, 1.502, 75, 0.677, 0.812, 0.000, 0.71865234375, 0.02578125, 0.0064453125, 0.0064453125 
1502799574.970489, 0.802, 0.754, 1.473, 1.457, 0, 0.802, 0.754, 0.000, 0.708984375, 0.012890625, 0.0, 0.0 
1502799575.071686, 0.770, 0.751, 1.473, 1.450, 24, 0.770, 0.751, 0.000, 0.69931640625, 0.00322265625, 0.0, 0.0 
1502799575.172927, 0.667, 0.819, 1.576, 1.563, 101, 0.667, 0.819, 0.000, 0.7541015625, 0.0322265625, 0.02578125, 0.01611328125 
1502799575.274200, 0.683, 0.754, 1.473, 1.473, 16, 0.683, 0.754, 0.000, 0.7154296875, 0.0322265625, 0.0064453125, 0.00322265625 
1502799575.375559, 0.635, 0.799, 1.544, 1.518, 63, 0.635, 0.799, 0.000, 0.734765625, 0.02578125, 0.0064453125, 0.012890625 
1502799575.476807, 0.790, 0.828, 1.595, 1.605, 128, 0.790, 0.828, 0.000, 0.7798828125, 0.05478515625, 0.038671875, 0.04189453125 
1502799575.578212, 0.039, 0.754, 1.473, 1.457, 16, 0.039, 0.754, 0.000, 0.73798828125, 0.02578125, 0.00322265625, 0.00322265625 
1502799575.679934, 0.148, 0.751, 1.492, 1.473, 16, 0.148, 0.751, 0.000, 0.734765625, 0.0064453125, 0.0064453125, 0.0064453125 
1502799575.781354, 0.728, 0.777, 1.492, 1.473, 16, 0.728, 0.777, 0.000, 0.73798828125, 0.0064453125, 0.0064453125, 0.00322265625 
1502799575.882653, 0.667, 0.767, 1.492, 1.457, 16, 0.667, 0.767, 0.000, 0.734765625, 0.0064453125, 0.0064453125, 0.00322265625 
1502799575.983858, 0.725, 0.777, 1.502, 1.473, 16, 0.725, 0.777, 0.000, 0.734765625, 0.012890625, 0.00322265625, 0.00322265625 
1502799576.085029, 0.116, 0.777, 1.492, 1.492, 16, 0.116, 0.777, 0.000, 0.734765625, 0.0064453125, 0.0, 0.0 
1502799576.186296, 0.751, 0.780, 1.540, 1.511, 16, 0.751, 0.780, 0.000, 0.734765625, 0.01611328125, 0.0, 0.00322265625 
1502799576.288637, 0.780, 0.780, 1.502, 1.502, 16, 0.780, 0.780, 0.000, 0.7283203125, 0.00322265625, 0.0, 0.0 
1502799576.390275, 0.013, 0.773, 1.492, 1.492, 16, 0.013, 0.773, 0.000, 0.734765625, 0.0064453125, 0.0, 0.0 
1502799576.492172, 0.055, 0.780, 1.540, 1.511, 16, 0.055, 0.780, 0.000, 0.73798828125, 0.02578125, 0.0064453125, 0.012890625 
1502799576.594057, 0.200, 0.799, 1.511, 1.511, 16, 0.200, 0.799, 0.000, 0.734765625, 0.0064453125, 0.00322265625, 0.00322265625 
1502799576.695850, 0.161, 0.777, 1.508, 1.492, 16, 0.161, 0.777, 0.000, 0.7283203125, 0.0064453125, 0.00322265625, 0.00322265625 
1502799576.797742, 0.806, 0.780, 1.534, 1.502, 16, 0.806, 0.780, 0.000, 0.721875, 0.012890625, 0.0064453125, 0.012890625 
1502799576.899734, 0.052, 0.786, 1.534, 1.511, 16, 0.052, 0.786, 0.000, 0.7283203125, 0.02578125, 0.00322265625, 0.0 
1502799577.001624, 0.790, 0.799, 1.560, 1.511, 16, 0.790, 0.799, 0.000, 0.721875, 0.02578125, 0.0, 0.00322265625 
1502799577.103771, 0.770, 0.767, 1.479, 1.492, 16, 0.770, 0.767, 0.000, 0.71865234375, 0.00322265625, 0.0, 0.00322265625 
1502799577.205743, 0.016, 0.790, 1.563, 1.518, 16, 0.016, 0.790, 0.000, 0.72509765625, 0.0064453125, 0.0, 0.0 
1502799577.307858, 0.151, 0.854, 1.647, 1.644, 103, 0.151, 0.854, 0.000, 0.75087890625, 0.02578125, 0.0064453125, 0.012890625 
1502799577.410965, 0.116, 0.777, 1.502, 1.534, 58, 0.116, 0.777, 0.000, 0.72509765625, 0.0322265625, 0.0064453125, 0.0064453125 
1502799577.513153, 0.090, 0.802, 1.576, 1.576, 80, 0.090, 0.802, 0.000, 0.75087890625, 0.0322265625, 0.0064453125, 0.0064453125 
1502799577.615039, 0.180, 0.780, 1.511, 1.502, 70, 0.180, 0.780, 0.000, 0.7283203125, 0.02578125, 0.012890625, 0.01611328125 
1502799577.716878, 0.709, 0.822, 1.576, 1.576, 128, 0.709, 0.822, 0.000, 0.7798828125, 0.038671875, 0.02900390625, 0.02900390625 
1502799577.818894, 0.161, 0.757, 1.476, 1.457, 13, 0.161, 0.757, 0.000, 0.734765625, 0.0451171875, 0.0322265625, 0.02578125 
1502799577.920774, 0.719, 0.802, 1.534, 1.550, 100, 0.719, 0.802, 0.000, 0.77021484375, 0.04189453125, 0.02578125, 0.01611328125 
1502799578.022658, 0.132, 0.754, 1.473, 1.470, 13, 0.132, 0.754, 0.000, 0.7541015625, 0.02900390625, 0.0064453125, 0.0064453125 
1502799578.124510, 0.142, 0.799, 1.518, 1.492, 56, 0.142, 0.799, 0.000, 0.7541015625, 0.012890625, 0.0, 0.00322265625 
1502799578.226460, 0.029, 0.754, 1.470, 1.470, 0, 0.029, 0.754, 0.000, 0.75087890625, 0.012890625, 0.0, 0.0 
1502799578.328505, 0.693, 0.754, 1.492, 1.473, 16, 0.693, 0.754, 0.000, 0.75087890625, 0.0064453125, 0.00322265625, 0.0 
1502799578.431262, 0.651, 0.780, 1.534, 1.492, 16, 0.651, 0.780, 0.000, 0.75087890625, 0.0064453125, 0.0064453125, 0.0064453125 
1502799578.533328, 0.645, 0.770, 1.492, 1.492, 16, 0.645, 0.770, 0.000, 0.73798828125, 0.0064453125, 0.0064453125, 0.00322265625 
1502799578.634970, 0.806, 0.780, 1.518, 1.502, 16, 0.806, 0.780, 0.000, 0.73798828125, 0.0064453125, 0.0064453125, 0.0064453125 
1502799578.736280, 0.151, 0.777, 1.492, 1.492, 16, 0.151, 0.777, 0.000, 0.734765625, 0.0064453125, 0.00322265625, 0.00322265625 
1502799578.837525, 0.619, 0.799, 1.550, 1.502, 16, 0.619, 0.799, 0.000, 0.75087890625, 0.00322265625, 0.0, 0.0 
1502799578.938788, 0.000, 0.799, 1.544, 1.502, 16, 0.000, 0.799, 0.000, 0.75087890625, 0.0064453125, 0.00322265625, 0.0064453125 
1502799579.039996, 0.029, 0.780, 1.502, 1.492, 16, 0.029, 0.780, 0.000, 0.75087890625, 0.0064453125, 0.0, 0.0 
1502799579.141257, 0.812, 0.777, 1.502, 1.492, 16, 0.812, 0.777, 0.000, 0.73798828125, 0.0064453125, 0.00322265625, 0.0064453125 
1502799579.244748, 0.068, 0.777, 1.492, 1.470, 16, 0.068, 0.777, 0.000, 0.734765625, 0.0, 0.0, 0.0 
1502799579.346342, 0.761, 0.780, 1.511, 1.502, 16, 0.761, 0.780, 0.000, 0.7283203125, 0.00322265625, 0.00322265625, 0.0064453125 
1502799579.447632, 0.693, 0.799, 1.544, 1.508, 16, 0.693, 0.799, 0.000, 0.73798828125, 0.0064453125, 0.0064453125, 0.0064453125 
1502799579.548966, 0.052, 0.780, 1.534, 1.518, 16, 0.052, 0.780, 0.000, 0.734765625, 0.0064453125, 0.00322265625, 0.0 
1502799579.650580, 0.719, 0.777, 1.518, 1.473, 16, 0.719, 0.777, 0.000, 0.72509765625, 0.01611328125, 0.0064453125, 0.0064453125 
1502799579.751917, 0.645, 0.780, 1.502, 1.492, 16, 0.645, 0.780, 0.000, 0.72509765625, 0.02578125, 0.0064453125, 0.0064453125 
1502799579.853182, 0.200, 0.780, 1.502, 1.502, 16, 0.200, 0.780, 0.000, 0.72509765625, 0.0064453125, 0.00322265625, 0.00322265625 
1502799579.954477, 0.045, 0.780, 1.502, 1.476, 16, 0.045, 0.780, 0.000, 0.71865234375, 0.0064453125, 0.0064453125, 0.0064453125 
1502799580.055744, 0.116, 0.799, 1.553, 1.534, 16, 0.116, 0.799, 0.000, 0.72509765625, 0.00322265625, 0.0, 0.0 
1502799580.157282, 0.770, 0.780, 1.534, 1.508, 16, 0.770, 0.780, 0.000, 0.7283203125, 0.012890625, 0.0, 0.00322265625 
1502799580.258746, 0.767, 0.857, 1.647, 1.582, 103, 0.767, 0.857, 0.000, 0.75732421875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799580.361566, 0.090, 0.780, 1.534, 1.511, 66, 0.090, 0.780, 0.000, 0.734765625, 0.01611328125, 0.0064453125, 0.0064453125 
1502799580.462964, 0.203, 0.754, 1.473, 1.492, 9, 0.203, 0.754, 0.000, 0.71865234375, 0.0064453125, 0.0, 0.00322265625 
1502799580.564200, 0.016, 0.838, 1.611, 1.605, 121, 0.016, 0.838, 0.000, 0.77021484375, 0.0451171875, 0.02578125, 0.02578125 
1502799580.665392, 0.754, 0.838, 1.605, 1.605, 128, 0.754, 0.838, 0.000, 0.7798828125, 0.05478515625, 0.03544921875, 0.038671875 
1502799580.766609, 0.799, 0.838, 1.595, 1.534, 125, 0.799, 0.838, 0.000, 0.79921875, 0.0580078125, 0.04189453125, 0.038671875 
1502799580.867807, 0.728, 0.770, 1.502, 1.492, 89, 0.728, 0.770, 0.000, 0.79921875, 0.04189453125, 0.03544921875, 0.03544921875 
1502799580.969139, 0.686, 0.767, 1.534, 1.534, 89, 0.686, 0.767, 0.000, 0.79921875, 0.0515625, 0.01611328125, 0.01611328125 
1502799581.070333, 0.203, 0.754, 1.476, 1.473, 65, 0.203, 0.754, 0.000, 0.7798828125, 0.04189453125, 0.0064453125, 0.012890625 
1502799581.171499, 0.151, 0.754, 1.473, 1.473, 0, 0.151, 0.754, 0.000, 0.77666015625, 0.02900390625, 0.0, 0.0 
1502799581.272690, 0.790, 0.767, 1.502, 1.489, 24, 0.790, 0.767, 0.000, 0.7798828125, 0.01611328125, 0.0, 0.0 
1502799581.373930, 0.748, 0.780, 1.511, 1.476, 24, 0.748, 0.780, 0.000, 0.7798828125, 0.012890625, 0.0, 0.0 
1502799581.475709, 0.699, 0.790, 1.518, 1.534, 24, 0.699, 0.790, 0.000, 0.7798828125, 0.02578125, 0.0, 0.0 
1502799581.577553, 0.719, 0.799, 1.502, 1.502, 24, 0.719, 0.799, 0.000, 0.77666015625, 0.012890625, 0.0, 0.0 
1502799581.680057, 0.619, 0.780, 1.502, 1.502, 24, 0.619, 0.780, 0.000, 0.7798828125, 0.012890625, 0.0, 0.0 
1502799581.782268, 0.751, 0.799, 1.553, 1.502, 24, 0.751, 0.799, 0.000, 0.7798828125, 0.01611328125, 0.0064453125, 0.0064453125 
1502799581.884208, 0.693, 0.780, 1.502, 1.502, 24, 0.693, 0.780, 0.000, 0.77666015625, 0.01611328125, 0.0064453125, 0.0064453125 
1502799581.985977, 0.625, 0.799, 1.534, 1.534, 24, 0.625, 0.799, 0.000, 0.7798828125, 0.01611328125, 0.00322265625, 0.00322265625 
1502799582.087745, 0.029, 0.780, 1.502, 1.502, 24, 0.029, 0.780, 0.000, 0.7669921875, 0.01611328125, 0.0064453125, 0.0064453125 
1502799582.189649, 0.709, 0.802, 1.540, 1.511, 24, 0.709, 0.802, 0.000, 0.7798828125, 0.012890625, 0.0, 0.0 
1502799582.291455, 0.661, 0.780, 1.511, 1.518, 24, 0.661, 0.780, 0.000, 0.7798828125, 0.012890625, 0.0, 0.0 
1502799582.395042, 0.193, 0.777, 1.508, 1.502, 24, 0.193, 0.777, 0.000, 0.77666015625, 0.0064453125, 0.0, 0.0 
1502799582.497213, 0.812, 0.802, 1.508, 1.502, 24, 0.812, 0.802, 0.000, 0.75732421875, 0.012890625, 0.00322265625, 0.00322265625 
1502799582.599193, 0.699, 0.780, 1.508, 1.502, 24, 0.699, 0.780, 0.000, 0.77021484375, 0.0064453125, 0.00322265625, 0.00322265625 
1502799582.700930, 0.686, 0.802, 1.553, 1.502, 24, 0.686, 0.802, 0.000, 0.7541015625, 0.01611328125, 0.00322265625, 0.00322265625 
1502799582.802679, 0.197, 0.780, 1.511, 1.518, 24, 0.197, 0.780, 0.000, 0.7669921875, 0.01611328125, 0.0064453125, 0.0064453125 
1502799582.904485, 0.686, 0.780, 1.502, 1.492, 24, 0.686, 0.780, 0.000, 0.75087890625, 0.01611328125, 0.00322265625, 0.0064453125 
1502799583.006452, 0.799, 0.790, 1.534, 1.511, 24, 0.799, 0.790, 0.000, 0.7541015625, 0.02578125, 0.0064453125, 0.0064453125 
1502799583.108692, 0.625, 0.780, 1.511, 1.492, 24, 0.625, 0.780, 0.000, 0.75087890625, 0.00966796875, 0.0, 0.0 
1502799583.210563, 0.751, 0.799, 1.544, 1.534, 24, 0.751, 0.799, 0.000, 0.7541015625, 0.0064453125, 0.0, 0.0 
1502799583.312369, 0.719, 0.780, 1.518, 1.502, 24, 0.719, 0.780, 0.000, 0.75087890625, 0.01611328125, 0.0, 0.0 
1502799583.414278, 0.790, 0.860, 1.647, 1.576, 104, 0.790, 0.860, 0.000, 0.7798828125, 0.0580078125, 0.01611328125, 0.01611328125 
1502799583.516708, 0.645, 0.854, 1.605, 1.579, 127, 0.645, 0.854, 0.000, 0.77021484375, 0.0580078125, 0.04189453125, 0.038671875 
1502799583.618890, 0.715, 0.757, 1.476, 1.473, 7, 0.715, 0.757, 0.000, 0.7541015625, 0.0580078125, 0.0322265625, 0.02578125 
1502799583.720724, 0.074, 0.838, 1.624, 1.602, 105, 0.074, 0.838, 0.000, 0.78955078125, 0.05478515625, 0.03544921875, 0.0322265625 
1502799583.822452, 0.735, 0.812, 1.624, 1.602, 128, 0.735, 0.812, 0.000, 0.812109375, 0.05478515625, 0.06767578125, 0.0451171875 
1502799583.924251, 0.751, 0.831, 1.605, 1.544, 124, 0.751, 0.831, 0.000, 0.78955078125, 0.02900390625, 0.038671875, 0.038671875 
1502799584.026008, 0.944, 0.757, 1.476, 1.470, 56, 0.944, 0.757, 0.000, 0.7798828125, 0.0451171875, 0.0322265625, 0.0322265625 
1502799584.127760, 0.193, 0.767, 1.492, 1.450, 1, 0.193, 0.767, 0.000, 0.77666015625, 0.012890625, 0.0, 0.0 
1502799584.229574, 0.184, 0.754, 1.473, 1.470, 49, 0.184, 0.754, 0.000, 0.77021484375, 0.012890625, 0.0, 0.0 
1502799584.331253, 0.780, 0.767, 1.476, 1.473, 0, 0.780, 0.767, 0.000, 0.7798828125, 0.012890625, 0.0, 0.0 
1502799584.433024, 0.751, 0.777, 1.534, 1.492, 24, 0.751, 0.777, 0.000, 0.7798828125, 0.01611328125, 0.00322265625, 0.00322265625 
1502799584.535410, 0.725, 0.799, 1.544, 1.540, 24, 0.725, 0.799, 0.000, 0.7798828125, 0.02578125, 0.00322265625, 0.0 
1502799584.637088, 0.722, 0.780, 1.502, 1.476, 24, 0.722, 0.780, 0.000, 0.77666015625, 0.01611328125, 0.00322265625, 0.0064453125 
1502799584.738533, 0.635, 0.799, 1.560, 1.511, 24, 0.635, 0.799, 0.000, 0.7798828125, 0.01611328125, 0.0064453125, 0.00322265625 
1502799584.844730, 0.751, 0.780, 1.502, 1.492, 24, 0.751, 0.780, 0.000, 0.77021484375, 0.01611328125, 0.0, 0.0 
1502799584.948172, 0.709, 0.790, 1.511, 1.511, 24, 0.709, 0.790, 0.000, 0.77666015625, 0.00322265625, 0.0, 0.0 
1502799585.049991, 0.632, 0.799, 1.502, 1.492, 24, 0.632, 0.799, 0.000, 0.7541015625, 0.00322265625, 0.0, 0.0 
1502799585.151292, 0.032, 0.780, 1.502, 1.502, 24, 0.032, 0.780, 0.000, 0.77021484375, 0.0064453125, 0.00322265625, 0.0064453125 
1502799585.252538, 0.625, 0.780, 1.502, 1.502, 24, 0.625, 0.780, 0.000, 0.75732421875, 0.01611328125, 0.0, 0.0 
1502799585.353742, 0.677, 0.799, 1.534, 1.534, 24, 0.677, 0.799, 0.000, 0.7798828125, 0.02578125, 0.00322265625, 0.00322265625 
1502799585.455231, 0.193, 0.780, 1.502, 1.502, 24, 0.193, 0.780, 0.000, 0.7669921875, 0.012890625, 0.00322265625, 0.00322265625 
1502799585.556560, 0.819, 0.790, 1.534, 1.511, 24, 0.819, 0.790, 0.000, 0.7669921875, 0.02578125, 0.0064453125, 0.0064453125 
1502799585.657848, 0.725, 0.780, 1.508, 1.508, 24, 0.725, 0.780, 0.000, 0.7541015625, 0.0064453125, 0.0064453125, 0.0064453125 
1502799585.759221, 0.677, 0.799, 1.534, 1.502, 24, 0.677, 0.799, 0.000, 0.7669921875, 0.01611328125, 0.0064453125, 0.0064453125 
1502799585.860478, 0.619, 0.780, 1.502, 1.502, 24, 0.619, 0.780, 0.000, 0.75087890625, 0.01611328125, 0.00322265625, 0.00322265625 
1502799585.967629, 0.677, 0.780, 1.511, 1.502, 14, 0.677, 0.780, 0.000, 0.75087890625, 0.0, 0.0, 0.0 
1502799586.069365, 0.000, 0.860, 1.647, 1.644, 124, 0.000, 0.860, 0.000, 0.7798828125, 0.0580078125, 0.03544921875, 0.0322265625 
1502799586.170901, 0.139, 0.831, 1.579, 1.579, 92, 0.139, 0.831, 0.000, 0.786328125, 0.0322265625, 0.02900390625, 0.02578125 
1502799586.272253, 0.129, 0.757, 1.473, 1.470, 12, 0.129, 0.757, 0.000, 0.77666015625, 0.04189453125, 0.02578125, 0.01611328125 
1502799586.373514, 0.151, 0.854, 1.644, 1.595, 128, 0.151, 0.854, 0.000, 0.80244140625, 0.0837890625, 0.05478515625, 0.05478515625 
1502799586.475484, 0.677, 0.754, 1.473, 1.473, 26, 0.677, 0.754, 0.000, 0.77021484375, 0.0451171875, 0.02900390625, 0.0322265625 
1502799586.577238, 0.068, 0.831, 1.611, 1.605, 123, 0.068, 0.831, 0.000, 0.812109375, 0.05478515625, 0.038671875, 0.038671875 
1502799586.679032, 0.754, 0.754, 1.492, 1.473, 28, 0.754, 0.754, 0.000, 0.77021484375, 0.0580078125, 0.0580078125, 0.0580078125 
1502799586.780764, 0.064, 0.828, 1.605, 1.605, 126, 0.064, 0.828, 0.000, 0.8185546875, 0.0451171875, 0.0322265625, 0.02578125 
1502799586.882453, 0.880, 0.754, 1.476, 1.473, 0, 0.880, 0.754, 0.000, 0.7541015625, 0.064453125, 0.0515625, 0.0515625 
1502799586.984202, 0.052, 0.754, 1.473, 1.457, 24, 0.052, 0.754, 0.000, 0.7541015625, 0.04189453125, 0.0064453125, 0.0064453125 
1502799587.086504, 0.081, 0.767, 1.476, 1.457, 24, 0.081, 0.767, 0.000, 0.75087890625, 0.05478515625, 0.012890625, 0.01611328125 
1502799587.188931, 0.751, 0.770, 1.502, 1.476, 24, 0.751, 0.770, 0.000, 0.7541015625, 0.04833984375, 0.01611328125, 0.012890625 
1502799587.290935, 0.754, 0.770, 1.476, 1.476, 24, 0.754, 0.770, 0.000, 0.7541015625, 0.05478515625, 0.01611328125, 0.01611328125 
1502799587.392725, 0.686, 0.777, 1.502, 1.479, 24, 0.686, 0.777, 0.000, 0.7669921875, 0.0515625, 0.01611328125, 0.01611328125 
1502799587.494496, 0.171, 0.780, 1.502, 1.508, 24, 0.171, 0.780, 0.000, 0.7669921875, 0.04833984375, 0.01611328125, 0.01611328125 
1502799587.596294, 0.058, 0.780, 1.502, 1.502, 24, 0.058, 0.780, 0.000, 0.75087890625, 0.0451171875, 0.012890625, 0.01611328125 
1502799587.698426, 0.699, 0.780, 1.508, 1.492, 24, 0.699, 0.780, 0.000, 0.7541015625, 0.038671875, 0.00322265625, 0.0064453125 
1502799587.800284, 0.735, 0.780, 1.511, 1.511, 24, 0.735, 0.780, 0.000, 0.7541015625, 0.0322265625, 0.0, 0.0 
1502799587.902647, 0.664, 0.777, 1.511, 1.502, 24, 0.664, 0.777, 0.000, 0.74765625, 0.02900390625, 0.0, 0.0 
1502799588.004152, 0.197, 0.799, 1.534, 1.518, 24, 0.197, 0.799, 0.000, 0.7541015625, 0.02578125, 0.0, 0.0 
1502799588.105473, 0.090, 0.780, 1.502, 1.476, 24, 0.090, 0.780, 0.000, 0.73798828125, 0.02578125, 0.00322265625, 0.0064453125 
1502799588.206744, 0.664, 0.799, 1.550, 1.511, 24, 0.664, 0.799, 0.000, 0.75087890625, 0.02578125, 0.0, 0.0 
1502799588.308033, 0.686, 0.773, 1.502, 1.492, 24, 0.686, 0.773, 0.000, 0.75087890625, 0.05478515625, 0.01611328125, 0.01611328125 
1502799588.409367, 0.654, 0.802, 1.534, 1.492, 24, 0.654, 0.802, 0.000, 0.7541015625, 0.0580078125, 0.02900390625, 0.02578125 
1502799588.510658, 0.728, 0.780, 1.511, 1.499, 24, 0.728, 0.780, 0.000, 0.75087890625, 0.0580078125, 0.02900390625, 0.02900390625 
1502799588.611878, 0.754, 0.777, 1.492, 1.489, 24, 0.754, 0.777, 0.000, 0.75087890625, 0.0580078125, 0.02578125, 0.02578125 
1502799588.713088, 0.200, 0.780, 1.511, 1.534, 24, 0.200, 0.780, 0.000, 0.7541015625, 0.064453125, 0.0322265625, 0.02900390625 
1502799588.814351, 0.780, 0.780, 1.511, 1.518, 24, 0.780, 0.780, 0.000, 0.77666015625, 0.0580078125, 0.0451171875, 0.04189453125 
