t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,pv,T,Vpz,Vms
1505830557.035163, 0.000, 0.000, 57.636, 57.449, 57.221, 57.227, 2.490, 0.019, 9.365, 0.000, 0.0870967741935, 1.484 
1505830557.046742, 0.000, 0.000, 57.636, 57.449, 57.221, 57.227, 2.465, 0.000, 9.365, 0.000, 0.0, 1.484 
1505830557.058288, 0.000, 0.000, 57.636, 57.449, 57.221, 57.227, 2.494, 0.052, 9.365, 0.000, 0.141935483871, 1.497 
1505830557.069893, 0.000, 0.000, 57.636, 57.449, 57.221, 57.227, 2.500, 0.000, 9.365, 0.000, 0.0, 1.497 
1505830557.081479, 0.000, 0.000, 57.636, 57.449, 57.221, 57.227, 2.494, 0.048, 9.365, 0.000, 0.125806451613, 1.497 
1505830557.093070, 0.000, 0.000, 57.636, 57.449, 57.221, 57.227, 2.481, 0.000, 9.365, 0.000, 0.0290322580645, 1.497 
1505830557.104649, 0.000, 0.000, 57.636, 57.449, 57.221, 57.227, 2.523, 0.006, 9.365, 0.000, 0.00645161290323, 1.484 
1505830557.116194, 0.000, 0.000, 57.636, 57.449, 57.221, 57.227, 2.474, 0.032, 9.365, 0.000, 0.109677419355, 1.497 
1505830557.127773, 0.000, 0.000, 57.659, 57.449, 57.221, 57.227, 2.481, 0.000, 9.365, 0.000, 0.0, 1.497 
1505830557.139362, 0.000, 0.000, 57.659, 57.449, 57.221, 57.227, 2.426, 0.052, 9.365, 0.000, 0.154838709677, 1.510 
1505830557.151053, 0.000, 0.000, 57.659, 57.678, 57.637, 57.227, 2.503, 0.000, 9.365, 0.000, 0.0, 1.497 
1505830557.162686, 0.000, 0.000, 57.659, 57.678, 57.637, 57.227, 2.542, 0.039, 9.365, 0.000, 0.0870967741935, 1.484 
1505830557.174202, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.510, 0.006, 9.365, 0.000, 0.0645161290323, 1.497 
1505830557.185924, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.455, 0.000, 9.365, 0.000, 0.0, 1.484 
1505830557.197440, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.503, 0.045, 9.365, 0.000, 0.132258064516, 1.510 
1505830557.209064, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.529, 0.000, 9.365, 0.000, 0.0, 1.497 
1505830557.220761, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.484, 0.055, 9.365, 0.000, 0.141935483871, 1.497 
1505830557.232326, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.468, 0.000, 9.365, 0.000, 0.00967741935484, 1.497 
1505830557.243977, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.503, 0.016, 9.365, 0.000, 0.0354838709677, 1.497 
1505830557.255482, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.510, 0.019, 9.365, 0.000, 0.0935483870968, 1.510 
1505830557.267181, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.497, 0.000, 9.365, 0.000, 0.0, 1.497 
1505830557.278818, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.487, 0.058, 9.365, 0.000, 0.151612903226, 1.497 
1505830557.290439, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.500, 0.000, 9.365, 0.000, 0.0, 1.497 
1505830557.302068, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.513, 0.045, 9.365, 0.000, 0.109677419355, 1.497 
1505830557.313567, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.516, 0.000, 9.365, 0.000, 0.0451612903226, 1.510 
1505830557.325185, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.516, 0.000, 9.365, 0.000, 0.0, 1.497 
1505830557.336800, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.494, 0.039, 9.365, 0.000, 0.122580645161, 1.497 
1505830557.348301, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.490, 0.000, 9.365, 0.000, 0.0, 1.497 
1505830557.359877, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.477, 0.058, 9.365, 0.000, 0.151612903226, 1.497 
1505830557.371473, 0.000, 0.000, 57.659, 57.678, 57.637, 57.876, 2.503, 0.000, 9.365, 0.000, 0.0, 1.587 
1505830557.382998, 0.000, 0.000, 59.496, 57.678, 57.637, 57.876, 2.487, 0.029, 9.365, 0.000, 0.0709677419355, 1.497 
1505830557.394651, 0.000, 0.000, 59.496, 57.678, 57.637, 57.876, 2.506, 0.010, 9.365, 0.000, 0.0741935483871, 1.497 
1505830557.406248, 0.000, 0.000, 59.496, 59.769, 59.370, 57.876, 2.506, 0.000, 9.365, 0.000, 0.0, 1.497 
1505830557.417933, 0.000, 0.000, 59.496, 59.769, 59.370, 57.876, 2.529, 0.052, 9.365, 0.000, 0.141935483871, 1.497 
1505830557.429614, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.526, 0.000, 9.365, 0.000, 0.0, 1.523 
1505830557.441351, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.477, 0.052, 9.365, 0.000, 0.129032258065, 1.497 
1505830557.453175, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.484, 0.000, 9.365, 0.000, 0.0354838709677, 1.510 
1505830557.464918, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.503, 0.000, 9.365, 0.000, 0.0, 1.510 
1505830557.476579, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.474, 0.035, 9.365, 0.000, 0.11935483871, 1.497 
1505830557.488112, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.477, 0.000, 9.365, 0.000, 0.0, 1.497 
1505830557.499741, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.487, 0.058, 9.365, 0.000, 0.151612903226, 1.510 
1505830557.511384, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.471, 0.000, 9.699, 0.000, 0.0, 1.497 
1505830557.523505, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.500, 0.023, 9.699, 0.000, 0.0483870967742, 1.510 
1505830557.535317, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.484, 0.026, 9.699, 0.000, 0.1, 1.510 
1505830557.547531, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.477, 0.000, 9.699, 0.000, 0.0, 1.497 
1505830557.559512, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.510, 0.055, 9.699, 0.000, 0.132258064516, 1.510 
1505830557.572577, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.497, 0.000, 9.699, 0.000, 0.0258064516129, 1.510 
1505830557.584653, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.523, 0.003, 9.699, 0.000, 0.00322580645161, 1.510 
1505830557.596307, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.510, 0.035, 9.699, 0.000, 0.116129032258, 1.523 
1505830557.608016, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.494, 0.000, 9.699, 0.000, 0.0, 1.510 
1505830557.619669, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.477, 0.055, 9.699, 0.000, 0.154838709677, 1.510 
1505830557.631345, 0.000, 0.000, 59.496, 59.769, 59.370, 59.529, 2.497, 0.000, 9.699, 0.000, 0.0, 1.510 
1505830557.643116, 0.000, 0.000, 58.998, 59.769, 59.370, 59.529, 2.471, 0.026, 9.699, 0.000, 0.0645161290323, 1.523 
1505830557.654676, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.523, 0.016, 9.699, 0.000, 0.0774193548387, 1.510 
1505830557.666385, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.490, 0.000, 9.699, 0.000, 0.0, 1.510 
1505830557.677951, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.529, 0.052, 9.699, 0.000, 0.141935483871, 1.510 
1505830557.689531, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.500, 0.000, 9.699, 0.000, 0.0, 1.510 
1505830557.701225, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.545, 0.048, 9.699, 0.000, 0.132258064516, 1.510 
1505830557.712743, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.500, 0.000, 9.699, 0.000, 0.0193548387097, 1.510 
1505830557.724324, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.500, 0.010, 9.699, 0.000, 0.0129032258065, 1.510 
1505830557.735939, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.468, 0.032, 9.699, 0.000, 0.106451612903, 1.510 
1505830557.747431, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.497, 0.000, 9.699, 0.000, 0.0, 1.510 
1505830557.759020, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.503, 0.058, 9.699, 0.000, 0.154838709677, 1.510 
1505830557.770728, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.484, 0.000, 9.699, 0.000, 0.0, 1.548 
1505830557.782357, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.468, 0.042, 9.699, 0.000, 0.0967741935484, 1.535 
1505830557.793964, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.494, 0.003, 9.699, 0.000, 0.058064516129, 1.523 
1505830557.805469, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.513, 0.000, 9.699, 0.000, 0.0, 1.523 
1505830557.817070, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.497, 0.042, 9.699, 0.000, 0.129032258065, 1.510 
1505830557.828614, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.503, 0.000, 9.699, 0.000, 0.0, 1.523 
1505830557.840214, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.494, 0.055, 9.699, 0.000, 0.145161290323, 1.523 
1505830557.851846, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.513, 0.000, 9.699, 0.000, 0.0, 1.523 
1505830557.863335, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.490, 0.019, 9.699, 0.000, 0.058064516129, 1.523 
1505830557.875144, 0.000, 0.000, 58.998, 59.401, 59.733, 65.888, 2.432, 0.019, 9.699, 0.000, 0.0903225806452, 1.523 
1505830557.886838, 0.000, 0.000, 60.555, 59.401, 59.733, 65.888, 2.503, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830557.898546, 0.000, 0.000, 60.555, 59.401, 60.132, 65.888, 2.484, 0.052, 9.699, 0.000, 0.145161290323, 1.523 
1505830557.910370, 0.000, 0.000, 60.555, 60.249, 60.132, 65.888, 2.474, 0.000, 9.699, 0.000, 0.0, 1.523 
1505830557.922007, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.494, 0.045, 9.699, 0.000, 0.106451612903, 1.523 
1505830557.933661, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.535, 0.000, 9.699, 0.000, 0.0516129032258, 1.535 
1505830557.945172, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.458, 0.000, 9.699, 0.000, 0.0, 1.523 
1505830557.956804, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.487, 0.042, 9.699, 0.000, 0.125806451613, 1.523 
1505830557.968416, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.484, 0.000, 9.699, 0.000, 0.0, 1.523 
1505830557.979965, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.503, 0.061, 9.699, 0.000, 0.151612903226, 1.523 
1505830557.991668, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.481, 0.000, 9.699, 0.000, 0.0, 1.523 
1505830558.003298, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.506, 0.029, 9.699, 0.000, 0.058064516129, 1.523 
1505830558.014952, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.474, 0.019, 9.699, 0.000, 0.0870967741935, 1.523 
1505830558.026544, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.494, 0.000, 9.699, 0.000, 0.0, 1.523 
1505830558.038106, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.487, 0.052, 9.699, 0.000, 0.145161290323, 1.535 
1505830558.049735, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.484, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.061292, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.487, 0.048, 9.699, 0.000, 0.129032258065, 1.548 
1505830558.072895, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.503, 0.000, 9.699, 0.000, 0.0290322580645, 1.535 
1505830558.084485, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.481, 0.003, 9.699, 0.000, 0.00645161290323, 1.523 
1505830558.095968, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.455, 0.035, 9.699, 0.000, 0.109677419355, 1.535 
1505830558.107649, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.513, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.119209, 0.000, 0.000, 60.555, 60.249, 60.132, 60.357, 2.494, 0.055, 9.699, 0.000, 0.158064516129, 1.548 
1505830558.130912, 0.000, 0.000, 60.135, 60.249, 60.132, 60.357, 2.535, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.142565, 0.000, 0.000, 60.135, 60.249, 60.132, 60.357, 2.481, 0.032, 9.699, 0.000, 0.0838709677419, 1.523 
1505830558.154084, 0.000, 0.000, 60.135, 60.040, 60.141, 60.357, 2.471, 0.006, 9.699, 0.000, 0.0677419354839, 1.535 
1505830558.165756, 0.000, 0.000, 60.135, 60.040, 60.141, 60.357, 2.516, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.177359, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.468, 0.052, 9.699, 0.000, 0.135483870968, 1.548 
1505830558.189023, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.497, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.200742, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.506, 0.055, 9.699, 0.000, 0.138709677419, 1.523 
1505830558.212293, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.542, 0.000, 9.699, 0.000, 0.0129032258065, 1.535 
1505830558.223919, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.465, 0.013, 9.699, 0.000, 0.0290322580645, 1.535 
1505830558.235411, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.513, 0.026, 9.699, 0.000, 0.0935483870968, 1.548 
1505830558.247049, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.474, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.259008, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.513, 0.058, 9.699, 0.000, 0.154838709677, 1.548 
1505830558.270842, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.487, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.282532, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.481, 0.035, 9.699, 0.000, 0.0870967741935, 1.535 
1505830558.294103, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.458, 0.006, 9.699, 0.000, 0.0677419354839, 1.535 
1505830558.305926, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.484, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.317548, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.461, 0.052, 9.699, 0.000, 0.135483870968, 1.535 
1505830558.329229, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.494, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.340885, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.477, 0.055, 9.699, 0.000, 0.135483870968, 1.548 
1505830558.352503, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.481, 0.000, 9.699, 0.000, 0.0193548387097, 1.535 
1505830558.364116, 0.000, 0.000, 60.135, 60.040, 60.141, 59.869, 2.474, 0.013, 9.699, 0.000, 0.0193548387097, 1.535 
1505830558.375610, 0.000, 0.000, 61.571, 60.040, 60.141, 59.869, 2.506, 0.026, 9.699, 0.000, 0.1, 1.535 
1505830558.387269, 0.000, 0.000, 61.571, 60.040, 60.141, 59.869, 2.490, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.398836, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.490, 0.058, 9.699, 0.000, 0.154838709677, 1.535 
1505830558.410518, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.494, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.422204, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.474, 0.042, 9.699, 0.000, 0.0967741935484, 1.535 
1505830558.433736, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.519, 0.003, 9.699, 0.000, 0.058064516129, 1.535 
1505830558.445386, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.535, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.456947, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.503, 0.045, 9.699, 0.000, 0.129032258065, 1.535 
1505830558.468568, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.510, 0.000, 9.699, 0.000, 0.0, 1.535 
1505830558.480303, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.490, 0.052, 9.699, 0.000, 0.145161290323, 1.535 
1505830558.491826, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.535, 0.000, 9.699, 0.000, 0.0, 1.548 
1505830558.503433, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.490, 0.019, 9.699, 0.000, 0.0451612903226, 1.535 
1505830558.517942, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.490, 0.042, 10.033, 0.000, 0.135483870968, 1.535 
1505830558.530149, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.494, 0.000, 10.033, 0.000, 0.0, 1.561 
1505830558.542113, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.452, 0.035, 10.033, 0.000, 0.0838709677419, 1.535 
1505830558.554425, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.494, 0.016, 10.033, 0.000, 0.0838709677419, 1.548 
1505830558.566653, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.494, 0.000, 10.033, 0.000, 0.0, 1.535 
1505830558.579526, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.490, 0.052, 10.033, 0.000, 0.125806451613, 1.548 
1505830558.592825, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.506, 0.000, 10.033, 0.000, 0.0354838709677, 1.548 
1505830558.604620, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.490, 0.000, 10.033, 0.000, 0.0, 1.548 
1505830558.616270, 0.000, 0.000, 61.571, 61.689, 61.619, 67.961, 2.465, 0.035, 10.033, 0.000, 0.116129032258, 1.561 
1505830558.627989, 0.000, 0.000, 61.449, 61.689, 61.619, 67.961, 2.445, 0.000, 10.033, 0.000, 0.0, 1.548 
1505830558.639587, 0.000, 0.000, 61.449, 61.689, 61.506, 67.961, 2.481, 0.058, 10.033, 0.000, 0.148387096774, 1.561 
1505830558.651519, 0.000, 0.000, 61.449, 61.171, 61.506, 67.961, 2.497, 0.000, 10.033, 0.000, 0.0, 1.561 
1505830558.663050, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.516, 0.035, 10.033, 0.000, 0.0645161290323, 1.574 
1505830558.674697, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.490, 0.019, 10.033, 0.000, 0.0838709677419, 1.561 
1505830558.686316, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.471, 0.000, 10.033, 0.000, 0.0, 1.561 
1505830558.697811, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.500, 0.048, 10.033, 0.000, 0.141935483871, 1.561 
1505830558.709425, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.474, 0.000, 10.033, 0.000, 0.0, 1.561 
1505830558.721045, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.519, 0.052, 10.033, 0.000, 0.132258064516, 1.574 
1505830558.732863, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.494, 0.000, 10.033, 0.000, 0.0387096774194, 1.561 
1505830558.744623, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.523, 0.003, 10.033, 0.000, 0.0, 1.574 
1505830558.756297, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.510, 0.042, 10.033, 0.000, 0.122580645161, 1.561 
1505830558.768005, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.477, 0.000, 10.033, 0.000, 0.0, 1.561 
1505830558.779550, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.510, 0.058, 10.033, 0.000, 0.151612903226, 1.561 
1505830558.791309, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.487, 0.000, 10.033, 0.000, 0.0, 1.561 
1505830558.802816, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.497, 0.029, 10.033, 0.000, 0.0709677419355, 1.574 
1505830558.814419, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.506, 0.016, 10.033, 0.000, 0.0774193548387, 1.561 
1505830558.826026, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.529, 0.000, 10.033, 0.000, 0.0, 1.561 
1505830558.837514, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.455, 0.045, 10.033, 0.000, 0.138709677419, 1.561 
1505830558.849127, 0.000, 0.000, 61.449, 61.171, 61.506, 61.627, 2.487, 0.000, 10.033, 0.000, 0.0, 1.561 
1505830558.860738, 0.000, 0.000, 62.696, 61.171, 61.506, 61.627, 2.500, 0.048, 10.033, 0.000, 0.132258064516, 1.561 
1505830558.872342, 0.000, 0.000, 62.696, 61.171, 61.506, 61.627, 2.497, 0.000, 10.033, 0.000, 0.0193548387097, 1.561 
1505830558.884045, 0.000, 0.000, 62.696, 63.041, 62.415, 61.627, 2.490, 0.013, 10.033, 0.000, 0.0193548387097, 1.497 
1505830558.895582, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.539, 0.032, 10.033, 0.000, 0.106451612903, 1.561 
1505830558.907293, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.497, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830558.918875, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.487, 0.058, 10.033, 0.000, 0.154838709677, 1.574 
1505830558.930631, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.497, 0.000, 10.033, 0.000, 0.0, 1.561 
1505830558.942250, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.481, 0.035, 10.033, 0.000, 0.0903225806452, 1.561 
1505830558.953768, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.503, 0.003, 10.033, 0.000, 0.0612903225806, 1.561 
1505830558.965384, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.471, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830558.976922, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.461, 0.042, 10.033, 0.000, 0.129032258065, 1.561 
1505830558.988473, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.471, 0.000, 10.033, 0.000, 0.0, 1.561 
1505830559.000078, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.487, 0.055, 10.033, 0.000, 0.145161290323, 1.561 
1505830559.011632, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.494, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830559.023417, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.484, 0.019, 10.033, 0.000, 0.041935483871, 1.561 
1505830559.035007, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.506, 0.023, 10.033, 0.000, 0.0903225806452, 1.574 
1505830559.046617, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.516, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830559.058305, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.516, 0.055, 10.033, 0.000, 0.151612903226, 1.574 
1505830559.069819, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.506, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830559.081547, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.481, 0.048, 10.033, 0.000, 0.116129032258, 1.561 
1505830559.093089, 0.000, 0.000, 62.696, 63.041, 62.415, 62.891, 2.494, 0.000, 10.033, 0.000, 0.0387096774194, 1.574 
1505830559.104736, 0.000, 0.000, 63.193, 63.041, 62.415, 62.891, 2.506, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830559.116441, 0.000, 0.000, 63.193, 63.393, 63.762, 62.891, 2.487, 0.039, 10.033, 0.000, 0.122580645161, 1.574 
1505830559.128014, 0.000, 0.000, 63.193, 63.393, 63.762, 62.891, 2.503, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830559.139705, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.455, 0.061, 10.033, 0.000, 0.151612903226, 1.574 
1505830559.151568, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.477, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830559.163313, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.474, 0.023, 10.033, 0.000, 0.0483870967742, 1.574 
1505830559.174943, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.471, 0.023, 10.033, 0.000, 0.0903225806452, 1.574 
1505830559.186558, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.484, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830559.198186, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.442, 0.052, 10.033, 0.000, 0.148387096774, 1.574 
1505830559.209686, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.458, 0.000, 10.033, 0.000, 0.0, 1.587 
1505830559.221405, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.497, 0.048, 10.033, 0.000, 0.116129032258, 1.574 
1505830559.232957, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.474, 0.000, 10.033, 0.000, 0.0322580645161, 1.574 
1505830559.244498, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.497, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830559.256124, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.461, 0.032, 10.033, 0.000, 0.116129032258, 1.587 
1505830559.267613, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.523, 0.000, 10.033, 0.000, 0.0, 1.600 
1505830559.279223, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.481, 0.058, 10.033, 0.000, 0.158064516129, 1.574 
1505830559.290881, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.516, 0.000, 10.033, 0.000, 0.0, 1.574 
1505830559.302371, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.500, 0.039, 10.033, 0.000, 0.0838709677419, 1.600 
1505830559.313974, 0.000, 0.000, 63.193, 63.393, 63.762, 63.360, 2.477, 0.006, 10.033, 0.000, 0.0677419354839, 1.574 
