t,dr,cr,pv
1488984094,2.649,2.329980469,128
1488984094,2.684,1.144042969,128
1488984094,2.771,2.365429688,128
1488984095,2.346,2.278417969,128
1488984095,2.742,2.462109375,128
1488984095,2.875,2.271972656,128
1488984095,2.794,2.475,128
1488984095,2.871,2.26875,128
1488984095,2.324,2.44921875,128
1488984095,2.701,2.307421875,128
1488984095,2.862,2.34609375,128
1488984095,2.829,2.391210938,128
1488984095,2.665,2.323535156,128
1488984096,2.423,2.407324219,128
1488984096,2.836,2.288085938,128
1488984096,3.078,2.442773438,128
1488984096,3.029,2.291308594,128
1488984096,2.639,2.410546875,128
1488984096,2.382,2.304199219,128
1488984096,2.855,2.4234375,128
1488984096,3.081,2.304199219,128
1488984096,2.939,2.410546875,128
1488984096,2.32,2.29453125,128
1488984097,2.562,2.462109375,128
1488984097,3.01,2.265527344,128
1488984097,3.236,2.365429688,128
1488984097,2.994,2.4234375,128
1488984097,2.278,2.307421875,128
1488984097,2.684,2.487890625,128
1488984097,2.926,2.333203125,128
1488984097,3.297,2.34609375,128
1488984097,2.826,2.4234375,128
1488984097,2.185,2.288085938,128
1488984098,2.907,2.494335938,128
1488984098,3.068,2.323535156,128
