t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,pv,Tc,Vpz,Vms
1507542384.0467,1555.52,1560.536,1557.792,1722.743,1649.439,1572.471,2.51,0,43.144,16.687,0.0064516129,2.8
1507542384.0584,1588.671,1585.109,1588.471,1585.948,1591.686,1915.732,2.552,0.003,43.144,16.687,0.0096774194,2.8
1507542384.06998,1570.979,1573.966,1572.982,1574.478,1572.51,1571.646,2.532,0.023,43.144,16.687,0.0774193548,2.813
1507542384.0816,1568.55,1571.685,1572.825,1574.99,1570.665,1573.179,2.529,0,43.144,16.687,0,2.787
1507542384.09343,789.016,1746.026,787.86,1608.245,1593.904,1556.328,2.552,0.052,43.144,16.687,0.1193548387,2.813
1507542384.10509,1567.886,1575.464,1569.176,1573.454,1571.96,1700.302,2.545,0,43.144,16.687,0,2.761
1507542384.11681,1575.306,1572.667,1573.493,1568.394,1572.353,1573.808,2.516,0.029,43.144,16.687,0.064516129,2.787
1507542384.12848,1559.259,1561.039,1557.638,1565.584,1550.842,1556.829,2.51,0.003,43.144,16.687,0.0483870968,2.813
1507542384.14018,1726.146,1584.111,1609.603,1586.308,1600.513,1590.157,2.535,0,43.144,16.687,0,2.787
1507542384.15224,1572.628,1572.314,1573.297,1792.54,1734.521,1589.675,2.532,0.045,43.144,16.687,0.1096774194,2.826
1507542384.16396,1557.175,1561.233,1558.294,1557.985,1556.174,1557.792,2.561,0,43.144,16.687,0,2.8
1507542384.17557,1591.686,1586.788,1593.379,1587.268,1593.863,1592.008,2.535,0.042,43.144,16.687,0.0935483871,2.865
1507542384.1872,1611.5,1572.825,1452.221,1575.661,1544.181,1572.157,2.529,0,43.144,16.687,0.0161290323,2.774
1507542384.19902,1557.484,1851.844,1720.575,1699.154,1627.592,1573.651,2.542,0,43.144,16.687,0,2.813
1507542384.21068,1590.157,1585.988,1592.532,1590.84,1594.227,1859.672,2.532,0.039,43.144,16.687,0.0935483871,2.8
1507542384.22244,1571.018,1573.139,1569.02,1574.281,1571.489,1570.195,2.535,0,43.144,16.687,0,2.813
1507542384.23426,1559.723,1573.336,1573.808,1575.464,1572.51,1573.966,2.571,0.045,43.144,16.687,0.1129032258,2.8
1507542384.24598,1591.686,1745.59,788.107,1606.357,1592.008,1557.792,2.561,0,43.144,16.687,0,2.8
1507542384.25769,1571.175,1574.833,1569.02,1575.937,1575.621,1719.588,2.571,0.019,43.144,16.687,0.0322580645,2.787
1507542384.26933,1574.833,1573.139,1574.163,1574.99,1573.021,1573.651,2.545,0.016,43.144,16.687,0.0677419355,2.787
1507542384.28091,1557.291,1561.853,1558.912,1558.603,1556.983,1558.448,2.539,0,43.144,16.687,0,2.813
1507542384.29265,1726.714,1583.952,1602.551,1586.628,1594.186,1592.371,2.539,0.045,43.144,16.687,0.1129032258,2.8
1507542384.30435,1572.667,1572.353,1581.443,1804.157,786.412,1580.927,2.545,0,43.144,16.687,0,2.8
1507542384.31601,1557.947,1562.474,1558.448,1559.259,1557.484,1558.294,2.526,0.039,43.144,16.687,0.0838709677,2.839
1507542384.32766,1592.532,1587.629,1594.227,1589.313,1593.702,1592.532,2.535,0,43.144,16.687,0.0322580645,2.787
1507542384.33926,1576.766,1575.148,1570.195,1576.134,1574.163,1572.982,2.555,0,43.144,16.687,0,2.813
1507542384.35092,1558.14,1747.433,783.777,1607.218,1557.947,1573.139,2.542,0.035,43.144,16.687,0.0967741935,2.787
1507542384.36266,1590.68,1587.789,783.777,1588.31,1595.925,1756.85,2.548,0,43.144,16.687,0,2.826
1507542384.37425,1572.314,1574.833,783.777,1575.779,1573.139,1572.825,2.565,0.045,43.144,16.687,0.1129032258,2.8
1507542384.38589,1576.608,1570.508,783.777,1575.819,1573.336,1574.478,2.516,0,43.144,16.687,0,2.8
1507542384.39752,1752.739,1599.984,1632.575,1558.41,1556.829,1555.02,2.513,0.016,43.144,16.687,0.0290322581,2.787
1507542384.40917,1572.825,1579.3,1573.651,1814.041,792.894,1576.45,2.523,0.016,43.144,16.687,0.064516129,2.787
1507542384.42076,1572.825,1573.651,1573.493,1575.937,1573.139,1574.635,2.526,0,43.144,16.687,0,2.826
1507542384.43252,1560.845,1557.947,1561.194,1559.259,1557.792,1559.259,2.558,0.048,43.144,16.687,0.1161290323,2.8
1507542384.4442,1575.779,1592.693,1594.388,1589.474,1596.249,1593.863,2.542,0,43.144,16.687,0,2.8
1507542384.45591,1576.806,1827.053,786.904,1679.513,1608.41,1572.667,2.539,0.035,43.144,16.687,0.0838709677,2.826
1507542384.46761,1556.02,1562.823,1558.255,1558.294,1557.137,1773.24,2.552,0,43.144,16.687,0.0322580645,2.774
1507542384.47923,1592.371,1588.471,1596.087,1586.468,1596.087,1593.379,2.568,0,43.144,16.687,0,2.813
1507542384.49083,1575.266,1575.937,1570.351,1579.776,1574.478,1574.635,2.555,0.032,43.144,16.687,0.0967741935,2.8
1507542384.5026,784.481,1627.087,1656.518,1575.464,1573.651,1574.163,2.565,0,43.144,16.687,0,2.826
1507542384.51426,784.481,1592.169,1594.712,1893.42,788.522,1630.46,2.542,0.052,43.144,16.687,0.1161290323,2.8
1507542384.52609,784.481,1575.819,1571.018,1577.636,1573.611,1573.966,2.503,0,43.144,16.687,0,2.8
1507542384.53775,784.481,1574.793,1576.134,1577.122,1575.503,1573.966,2.523,0.013,43.144,16.687,0.0225806452,2.852
1507542384.54944,1666.832,1589.313,1597.587,1556.482,1559.066,1560.226,2.529,0.019,43.144,16.687,0.0709677419,2.774
1507542384.56115,1571.018,1576.806,1571.842,1729.705,1659.095,1575.621,2.539,0,43.144,16.687,0,2.813
1507542384.57286,1578.111,1574.281,1575.148,1577.122,1569.372,1576.134,2.565,0.048,43.144,16.687,0.1161290323,2.8
1507542384.58447,1559.917,1564.144,1560.845,1560.187,1563.949,1559.917,2.558,0,43.144,16.687,0,2.826
1507542384.59606,1576.45,1588.992,1596.087,1589.675,1592.371,1594.55,2.574,0.032,43.144,16.687,0.0741935484,2.8
1507542384.60782,1577.439,1742.158,787.121,1607.383,1575.819,1574.123,2.51,0,43.144,16.687,0.035483871,2.813
1507542384.6195,1558.294,1565.272,1562.474,1561.659,1561.039,1695.673,2.571,0,43.144,16.687,0,2.8
1507542384.63113,1594.388,1588.832,1595.399,1589.514,1595.885,1594.55,2.574,0.039,43.144,16.687,0.1064516129,2.8
1507542384.64279,1570.665,1577.439,1572.353,1577.953,1575.661,1574.951,2.526,0,43.144,16.687,0,2.826
1507542384.65444,1708.799,1571.175,1591.686,1578.586,1574.478,1577.122,2.535,0.042,43.144,16.687,0.1064516129,2.8
1507542384.66615,1594.388,1591.323,1599.821,1811.586,1738.548,1593.056,2.529,0,43.144,16.687,0,2.8
1507542384.67779,1564.961,1576.292,1571.528,1577.597,1574.951,1578.586,2.532,0.013,43.144,16.687,0.0193548387,2.826
1507542384.68944,1588.31,1576.964,1577.28,1579.141,1576.648,1573.808,2.535,0.023,43.144,16.687,0.0741935484,2.774
1507542384.70103,1594.873,1562.357,1564.299,1560.381,1559.569,1564.299,2.532,0,43.144,16.687,0,2.813
1507542384.71278,1570.547,1816.397,791.976,1669.043,1597.79,1596.776,2.532,0.052,43.144,16.687,0.1193548387,2.826
1507542384.72447,1582.08,1576.648,1579.101,1578.626,1578.27,1785.722,2.535,0,43.144,16.687,0,2.8
1507542384.73602,1561.853,1565.233,1559.878,1556.675,1562.202,1559.878,2.503,0.035,43.144,16.687,0.0774193548,2.8
1507542384.74762,1594.227,1583.314,1599.658,1596.776,1597.587,1246.672,2.568,0,43.478,16.687,0.0419354839,2.839
1507542384.75962,785.342,1694.942,1721.376,1586.268,1573.651,2181.201,2.558,0,43.478,16.687,0,2.826
1507542384.77145,785.342,1566.403,1562.318,1561.039,785.225,1688.8,2.532,0.042,43.478,16.687,0.1096774194,2.813
1507542384.78319,785.342,1579.934,1599.658,1593.217,785.225,1589.153,2.529,0,43.478,16.687,0,2.813
1507542384.79483,785.342,1591.686,1577.439,1581.125,785.225,1584.111,2.555,0.045,43.478,16.687,0.1,2.8
1507542384.80644,1694.166,1566.559,1574.478,1579.101,785.225,1578.626,2.548,0,43.478,16.687,0.0064516129,2.826
1507542384.81806,1597.1,1585.628,1598.805,1776.846,1706.296,1591.001,2.539,0.01,43.478,16.687,0.0064516129,2.8
1507542384.82962,1574.951,1586.308,1574.793,1576.45,1576.964,1584.43,2.542,0.023,43.478,16.687,0.0774193548,2.839
1507542384.84118,1580.45,1577.953,1579.101,1584.43,1577.953,1578.468,2.532,0,43.478,16.687,0,2.8
1507542384.8528,1600.879,1566.091,1563.483,1559.259,1560.691,1562.978,2.523,0.048,43.478,16.687,0.1193548387,2.8
1507542384.86439,1575.779,1726.098,1741.772,1592.532,1598.48,1598.967,2.552,0,43.478,16.687,0,2.826
1507542384.876,1581.284,1579.101,1579.101,1581.443,789.719,1703.386,2.532,0.032,43.478,16.687,0.0741935484,2.813
1507542384.88753,1562.978,1567.573,1552.947,1562.823,1561.543,1562.512,2.584,0,43.478,16.687,0.035483871,2.8
1507542384.89927,1595.075,1591.686,1604.8,1590.157,1601.165,1598.48,2.558,0,43.478,16.687,0,2.852
1507542384.9109,1713.126,1584.949,1588.832,1584.271,1570.861,1571.999,2.532,0.032,43.478,16.687,0.1032258065,2.787
1507542384.9226,1563.794,1568.394,1564.922,1770.994,1693.391,1564.922,2.561,0,43.478,16.687,0,2.8
1507542384.93414,1594.227,1593.016,1598.48,1586.108,1600.676,1599.658,2.529,0.042,43.478,16.687,0.1129032258,2.839
1507542384.94573,1578.586,1574.635,1576.292,1588.31,1578.626,1572.667,2.519,0,43.478,16.687,0,2.8
1507542384.95728,1565.272,1586.468,1582.438,1583.274,1569.529,1585.628,2.526,0.016,43.478,16.687,0.0290322581,2.813
1507542384.96886,1599.658,1737.683,1757.292,1602.388,1603.246,1565.117,2.565,0.016,43.478,16.687,0.064516129,2.839
1507542384.98043,1578.111,1581.125,1571.999,1581.284,1579.3,1700.302,2.584,0,43.478,16.687,0,2.787
1507542384.99197,1577.122,1581.125,1588.471,1583.115,1580.252,1577.439,2.561,0.048,43.478,16.687,0.1161290323,2.8
1507542385.00355,1568.707,1567.886,1566.559,1565.272,1563.328,1567.222,2.513,0,43.478,16.687,0,2.839
1507542385.01513,1684.64,1576.766,1578.111,1590.358,1602.388,1602.429,2.513,0.035,43.478,16.687,0.0935483871,2.813
1507542385.02671,1582.597,1587.148,1582.955,1709.403,1665.552,1590.318,2.494,0,43.478,16.687,0.0161290323,2.8
1507542385.03827,1563.483,1565.935,1565.74,1592.371,1565.078,1564.961,2.574,0,43.478,16.687,0,2.865
1507542385.04983,1600.513,1598.805,1602.919,1597.1,1603.94,1601.205,2.558,0.029,43.478,16.687,0.0838709677,2.8
1507542385.06138,1580.609,1582.119,1569.999,1579.26,1580.291,1580.927,2.539,0,43.478,16.687,0,2.826
1507542385.07311,787.692,1726.098,789.066,1589.474,1579.458,1581.602,2.542,0.048,43.478,16.687,0.1161290323,2.813
1507542385.08472,787.692,1594.914,789.066,1596.938,792.135,1707.454,2.539,0,43.478,16.687,0,2.813
1507542385.09627,787.692,1583.433,1571.999,1575.819,1570.508,1578.943,2.535,0.029,43.478,16.687,0.064516129,2.826
1507542385.10781,1522.986,1574.635,1585.628,1591.686,1585.628,1575.306,2.51,0.006,43.478,16.687,0.0451612903,2.826
1507542385.11943,1687.894,1599.333,1604.308,1567.378,1565.117,1562.318,2.577,0,43.478,16.687,0,2.787
1507542385.13104,1580.252,1582.756,1577.913,1758.52,1681.623,1582.955,2.526,0.042,43.478,16.687,0.1032258065,2.826
1507542385.14268,1582.637,1575.464,1581.96,1583.752,1584.949,1577.122,2.552,0,43.478,16.687,0,2.813
1507542385.15421,1558.757,1570.195,1567.222,1567.105,1559.259,1565.117,2.532,0.048,43.478,16.687,0.1096774194,2.813
1507542385.16575,1583.792,1602.592,1603.45,1596.249,1609.274,1607.711,2.529,0,43.478,16.687,0,2.839
1507542385.17733,1585.269,1726.477,1738.5,1596.776,1581.761,1582.597,2.597,0.013,43.478,16.687,0.0225806452,2.826
1507542385.18893,1564.455,1571.018,1567.261,1567.222,787.318,1681.398,2.523,0.019,43.478,16.687,0.0677419355,2.813
1507542385.20048,1598.317,1597.79,1603.736,1598.317,787.318,1601.898,2.516,0,43.478,16.687,0,2.852
1507542385.2121,1582.756,1583.792,1579.458,1584.75,787.318,1583.115,2.516,0.052,43.478,16.687,0.1161290323,2.813
1507542385.2237,1675.8,1574.281,1586.428,1578.309,787.318,1583.115,2.561,0,43.478,16.687,0,2.839
1507542385.23527,1601.205,1596.249,1602.592,1754.205,1684.64,1607.218,2.535,0.035,43.478,16.687,0.0903225806,2.813
1507542385.24681,1581.92,1584.63,1579.934,1584.949,1583.314,1583.433,2.529,0,43.478,16.687,0.0225806452,2.826
1507542385.25835,1585.309,1583.274,1585.948,1578.626,1582.916,1584.311,2.548,0,43.478,16.687,0,2.813
1507542385.27005,1607.218,1572.353,1568.238,1575.109,1568.081,1566.247,2.532,0.029,43.478,16.687,0.0903225806,2.813
1507542385.28168,1581.125,1749.473,796.427,1612.243,1613.111,1602.062,2.532,0,43.478,16.687,0,2.839
1507542385.29342,1587.108,1580.133,1579.3,1583.752,1584.271,1752.934,2.532,0.048,43.478,16.687,0.1161290323,2.839
1507542385.30499,1566.247,1576.766,1574.951,1571.842,1568.199,1568.55,2.574,0,43.478,16.687,0,2.826
1507542385.31653,1604.308,1599.862,1606.192,1599.821,1595.237,1603.777,2.548,0.026,43.478,16.687,0.0516129032,2.852
1507542385.32811,793.184,1606.151,1628.645,1582.796,1593.217,1583.912,2.526,0.006,43.478,16.687,0.0516129032,2.826
1507542385.33972,1566.754,1573.808,1575.306,1816.66,788.522,1574.478,2.523,0,43.478,16.687,0,2.813
1507542385.35128,1603.736,1599.658,1606.316,1600.513,788.522,1605.127,2.516,0.039,43.478,16.687,0.1096774194,2.852
1507542385.3629,1582.796,1584.111,1581.483,1576.964,788.522,1584.79,2.529,0,43.478,16.687,0,2.852
1507542385.37444,1570.547,1579.617,1586.268,1597.424,788.522,1579.974,2.51,0.039,43.478,16.687,0.1,2.826
1507542385.38602,1604.759,1812.055,794.747,1663.878,1617.091,1568.042,2.548,0,43.478,16.687,0.0064516129,2.839
1507542385.39761,1582.119,1585.628,1575.464,1583.792,1585.109,1785.469,2.516,0.01,43.478,16.687,0.0129032258,2.813
1507542385.40916,1581.801,1581.92,1593.54,1588.792,1578.468,1579.617,2.513,0.026,43.478,16.687,0.0741935484,2.813
1507542385.42074,1578.428,1581.125,1571.332,1575.306,1570.979,1578.626,2.516,0,43.478,16.687,0,2.852
1507542385.43251,798.337,1673.171,1696.267,1589.474,1615.016,1606.151,2.526,0.048,43.478,16.687,0.1161290323,2.813
1507542385.44413,1585.628,1587.148,1593.54,1587.148,793.064,1659.664,2.545,0,43.478,16.687,0,2.826
1507542385.45571,1572.667,1576.766,1572.785,1575.464,1572.982,1568.707,2.526,0.035,43.478,16.687,0.0741935484,2.852
1507542385.46726,1606.849,1601.205,1608.945,1602.062,1608.41,1597.952,2.545,0,43.478,16.687,0.035483871,2.865
1507542385.47889,1650.175,1582.478,1589.313,1582.279,1586.788,1601.368,2.555,0,43.478,16.687,0,2.826
1507542385.49057,1584.271,1583.115,1574.123,1728.944,1648.748,1580.768,2.555,0.039,43.478,16.687,0.1,2.813
1507542385.5022,1604.472,1601.858,1608.945,1601.695,1615.68,1607.547,2.552,0,43.478,16.687,0,2.826
1507542385.51377,1587.108,1588.15,1575.937,1589.996,1587.789,1587.829,2.548,0.045,43.478,16.687,0.1129032258,2.839
1507542385.52532,1580.808,1588.992,1597.79,1591.686,1578.943,1588.952,2.555,0,43.478,16.687,0,2.826
1507542385.5369,1606.849,1766.816,796.437,1626.708,1611.665,1573.021,2.548,0.016,43.478,16.687,0.0322580645,2.826
1507542385.54848,1587.309,1589.474,1583.593,1589.996,1588.15,1748.064,2.548,0.019,43.478,16.687,0.0612903226,2.813
1507542385.56003,1592.33,1589.153,1591.525,1592.854,1589.474,1594.227,2.561,0,43.478,16.687,0,2.826
1507542385.57156,1572.353,1578.784,1575.148,1574.478,1572.353,1572.157,2.526,0.048,43.478,16.687,0.1129032258,2.826
1507542385.58323,798.256,1616.053,1648.92,1597.262,1611.665,1611.17,2.558,0,43.478,16.687,0,2.852
1507542385.59484,798.256,1588.11,1592.008,1874.298,794.958,1608.945,2.59,0.042,43.478,16.687,0.0935483871,2.826
1507542385.60639,1572.353,1587.829,1576.608,1574.32,1572.982,1577.083,2.539,0,43.478,16.687,0.0161290323,2.852
1507542385.61859,1606.316,1601.531,1609.809,1605.455,1603.94,1600.513,2.548,0,43.478,16.687,0,2.839
1507542385.63072,796.095,1737.155,1758.471,1609.644,1597.424,1599.17,2.542,0.042,43.478,16.687,0.1096774194,2.839
1507542385.64317,1576.292,1583.752,1570.038,1576.095,791.557,1843.92,2.548,0,43.478,16.687,0,2.877
1507542385.65515,1578.784,1604.472,1617.798,1605.332,791.557,1609.274,2.523,0.042,43.478,16.687,0.0838709677,2.89
1507542385.66746,1609.438,1592.532,1599.821,1576.766,791.557,1592.169,2.539,0,43.478,16.687,0.0516129032,2.813
1507542385.68001,1573.139,1577.953,1576.134,1593.217,791.557,1624.608,2.532,0,43.478,16.687,0,2.839
1507542385.69185,1610.304,1611.706,1612.904,1607.218,791.557,1616.925,2.574,0.052,43.478,16.687,0.1161290323,2.839
1507542385.70392,1576.608,1580.768,1557.33,1521.329,1576.134,1592.008,2.565,0,43.478,16.687,0,2.813
1507542385.71679,1596.614,1593.379,1615.348,1660.365,1592.169,1580.291,2.532,0.019,43.478,16.687,0.035483871,2.839
1507542385.72872,1609.603,1605.987,1612.904,1607.054,1612.574,1613.939,2.532,0.023,43.478,16.687,0.0741935484,2.839
1507542385.74058,1533.081,1593.904,1588.11,1594.025,1592.33,1589.313,2.535,0,43.478,16.687,0,2.865
1507542385.75316,1645.858,1609.274,1629.7,1582.637,1519.896,1540.023,2.565,0.045,43.478,16.687,0.1032258065,2.839
1507542385.76552,1609.768,1606.849,1612.739,1603.572,1678.035,1649.439,2.5,0,43.478,16.687,0.0064516129,2.839
1507542385.77996,1520.079,1450.413,1440.088,1557.137,1592.895,1593.863,2.548,0,43.813,16.687,0,2.865
1507542385.79389,1642.764,1733.279,1760.143,1615.348,792.265,1565.584,2.523,0.045,43.813,16.687,0.1064516129,2.852
1507542385.80609,1565.935,1624.104,1618.131,1610.633,792.265,1645.298,2.565,0,43.813,16.687,0.0193548387,2.877
1507542385.81882,1628.139,1589.153,1602.062,1596.938,1560.574,1569.372,2.561,0,43.813,16.687,0,2.865
1507542385.83129,1578.943,1588.31,1588.15,1581.96,1611.83,1605.291,2.542,0.048,43.813,16.687,0.1129032258,2.865
1507542385.84326,1614.311,1604.636,1612.036,1607.875,1615.887,1613.939,2.558,0,43.813,16.687,0,2.852
1507542385.85513,1602.919,1584.111,1561.194,1588.992,1537.84,1593.904,2.535,0.032,43.813,16.687,0.0677419355,2.839
1507542385.86792,1578.111,1594.388,1617.091,1584.111,1637.547,1588.631,2.529,0.01,43.813,16.687,0.0580645161,2.813
1507542385.87984,1608.04,1608.903,1614.104,1613.442,1613.608,1613.07,2.565,0,43.813,16.687,0,2.852
1507542385.89169,1580.133,1582.796,1559.607,1597.1,1594.55,1595.925,2.519,0.045,43.813,16.687,0.1096774194,2.826
1507542385.90468,1595.399,1596.411,1617.424,1667.981,1600.187,1545.774,2.558,0,43.813,16.687,0,2.826
1507542385.91676,1616.219,1609.974,1616.717,1606.849,1616.551,1653.949,2.587,0.01,43.813,16.687,0.0258064516,2.839
1507542385.92871,1567.066,1572.157,1548.476,1599.821,1593.863,1600.024,2.542,0.019,43.813,16.687,0.0774193548,2.852
1507542385.94123,1605.865,1609.48,1631.136,1582.756,1553.753,1544.446,2.532,0,43.813,16.687,0,2.852
1507542385.95377,1620.549,1609.438,1617.59,1610.675,1660.059,1657.478,2.558,0.045,43.813,16.687,0.1032258065,2.852
1507542385.96562,1589.835,1597.262,1588.832,1598.114,1596.249,1595.925,2.529,0,43.813,16.687,0.0096774194,2.852
1507542385.97787,1592.371,1583.952,1584.949,1562.668,1552.488,1596.735,2.539,0,43.813,16.687,0,2.852
1507542385.99035,1613.401,1614.311,1613.235,1631.136,1648.704,1659.139,2.548,0.042,43.813,16.687,0.1064516129,2.839
1507542386.00225,1590.519,1597.1,1594.59,1597.952,1592.693,1595.561,2.558,0,43.813,16.687,0,2.852
1507542386.01407,1563.133,1582.478,1553.753,1600.187,1600.024,1598.114,2.571,0.039,43.813,16.687,0.0903225806,2.839
1507542386.02688,1635.419,1619.339,1649.612,1652.906,1634.314,1615.182,2.519,0,43.813,16.687,0.0387096774,2.839
1507542386.03896,1591.162,1596.938,1592.209,1598.805,1599.658,1596.249,2.558,0,43.813,16.687,0,2.852
1507542386.0509,1503.155,1563.988,1538.78,1599.496,1597.1,1600.839,2.558,0.048,43.813,16.687,0.1096774194,2.839
1507542386.06352,1712.52,1636.269,1669.618,1616.717,1619.339,1589.474,2.558,0,43.813,16.687,0,2.852
1507542386.07559,1595.439,1599.658,1593.217,1602.062,1596.776,1620.757,2.555,0.032,43.813,16.687,0.064516129,2.852
1507542386.08751,1601.165,1596.452,1598.967,1601.205,1597.1,1603.246,2.532,0.01,43.813,16.687,0.0548387097,2.826
1507542386.09934,1614.146,1609.274,1599.17,1560.536,1614.643,1581.602,2.516,0,43.813,16.687,0,2.826
1507542386.11234,1601.205,1601.042,1617.424,1651.648,1601.898,1650.131,2.529,0.052,43.813,16.687,0.1096774194,2.813
1507542386.12417,1597.587,1596.938,1597.952,1606.316,1595.723,1598.642,2.532,0,43.813,16.687,0,2.852
1507542386.13605,1581.92,1583.593,1562.512,1537.201,1600.879,1583.473,2.539,0.016,43.813,16.687,0.0290322581,2.839
1507542386.14887,1635.589,1629.025,1654.34,1683.693,1614.809,1599.984,2.552,0.023,43.813,16.687,0.0838709677,2.826
1507542386.16076,1601.205,1597.262,1600.146,1597.465,1600.676,1599.821,2.555,0,43.813,16.687,0,2.865
1507542386.17274,1543.196,1590.519,1606.151,1588.471,1583.792,1583.633,2.568,0.048,43.813,16.687,0.1129032258,2.839
1507542386.1854,1681.443,1642.592,1614.809,1603.613,1598.317,1571.646,2.558,0,43.813,16.687,0.0096774194,2.839
1507542386.19753,1599.13,1594.712,1598.48,1601.695,1600.676,1629.404,2.51,0.003,43.813,16.687,0,2.865
1507542386.20956,1568.394,1593.904,1585.788,1584.47,1583.792,1584.43,2.542,0.035,43.813,16.687,0.0935483871,2.852
1507542386.22165,1646.935,1604.636,1598.967,1568.707,1565.779,1613.07,2.594,0,43.813,16.687,0,2.852
1507542386.2343,1602.021,1598.967,1601.205,1639.339,1635.589,1678.214,2.519,0.042,43.813,16.687,0.0967741935,2.839
1507542386.24617,1582.955,1591.001,1584.79,1582.279,1585.109,1583.792,2.51,0,43.813,16.687,0.0258064516,2.865
1507542386.25827,1578.111,1564.922,1585.788,1562.978,1568.707,1621.635,2.529,0,43.813,16.687,0,2.865
1507542386.271,1629.193,1639.339,1614.146,1645.643,1634.017,1604.8,2.548,0.045,43.813,16.687,0.1096774194,2.852
1507542386.28298,1581.96,1591.042,1587.309,1587.629,1584.949,1586.628,2.542,0,43.813,16.687,0,2.865
1507542386.29487,1545.433,1555.059,1527.497,1613.235,1622.471,1621.091,2.487,0.042,43.813,16.687,0.0709677419,2.865
1507542386.30746,1663.526,1650.867,1681.039,1606.849,1607.383,1553.945,2.542,0.006,43.813,16.687,0.0580645161,2.852
1507542386.3195,1586.308,1592.895,1587.469,1584.111,1585.788,1638.955,2.535,0,43.813,16.687,0,2.877
1507542386.33132,1577.122,1615.845,1622.304,1619.881,1614.643,1620.924,2.523,0.042,43.813,16.687,0.1096774194,2.877
1507542386.34436,1634.187,1626.54,1656.344,1607.177,1526.274,1542.402,2.545,0,43.813,16.687,0,2.852
1507542386.3567,1586.268,1594.388,1586.948,1588.15,1668.688,1652.515,2.523,0.013,43.813,16.687,0.0225806452,2.89
1507542386.3686,1621.091,1599.658,1617.632,1613.773,1623.895,1617.091,2.539,0.023,43.813,16.687,0.0806451613,2.839
1507542386.38079,1627.045,1595.561,1604.104,1539.571,1576.292,1556.02,2.548,0,43.813,16.687,0,2.877
1507542386.39341,1586.468,1596.614,1587.309,1668.511,1615.182,1632.237,2.523,0.048,43.813,16.687,0.1032258065,2.839
1507542386.40528,1620.048,1620.382,1627.423,1618.131,1623.895,1628.476,2.539,0,43.813,16.687,0.0064516129,2.839
1507542386.41725,1604.104,1604.595,1605.496,1560.536,1602.755,1603.409,2.513,0.003,43.813,16.687,0,2.839
1507542386.43,1589.996,1608.945,1630.418,1640.964,1587.99,1594.914,2.532,0.035,43.813,16.687,0.1032258065,2.852
1507542386.44192,1621.467,1617.59,1621.969,1619.006,1628.308,1623.183,2.529,0,43.813,16.687,0,2.852
1507542386.45391,1565.428,1512.878,1593.863,1562.668,1568.042,1603.777,2.51,0.042,43.813,16.687,0.0935483871,2.839
1507542386.46722,1636.142,1697.183,1604.8,1634.144,1624.776,1591.001,2.548,0.003,43.813,16.687,0.0516129032,2.865
1507542386.47907,1621.76,1618.506,1625.153,1619.881,1626.035,1622.848,2.535,0,43.813,16.687,0,2.865
1507542386.49088,1590.479,1571.332,1557.291,1603.246,1604.431,1601.898,2.516,0.045,43.813,16.687,0.1096774194,2.865
1507542386.50338,1607.218,1627.971,1631.348,1593.863,1536.713,1550.88,2.565,0,43.813,16.687,0,2.865
1507542386.51569,1623.183,1620.382,1639.51,1617.59,1685.588,1667.185,2.555,0.029,43.813,16.687,0.0516129032,2.865
1507542386.52755,1593.54,1604.963,1601.531,1609.274,1587.629,1604.472,2.548,0.01,43.813,16.687,0.0612903226,2.865
1507542386.53968,1600.35,1594.186,1592.209,1566.442,1548.819,1573.139,2.581,0,43.813,16.687,0,2.839
1507542386.55235,1627.76,1621.467,1622.136,1636.823,1671.481,1637.931,2.555,0.048,43.813,16.687,0.1129032258,2.877
1507542386.56428,1604.104,1606.316,1605.127,1615.845,1605.824,1611.5,2.552,0,43.813,16.687,0,2.839
1507542386.57619,1592.008,1590.519,1578.27,1543.688,1550.078,1602.062,2.555,0.016,43.813,16.687,0.0258064516,2.852
1507542386.58877,1623.392,1625.489,1636.312,1676.515,1670.195,1633.975,2.587,0.023,43.813,16.687,0.0838709677,2.89
1507542386.60064,1602.919,1606.521,1606.849,1608.081,1605.824,1602.919,2.532,0,43.813,16.687,0,2.852
1507542386.61265,1585.149,1586.108,1559.917,1607.875,1602.388,1609.768,2.545,0.048,43.813,16.687,0.1096774194,2.865
1507542386.62528,1623.015,1624.272,1659.271,1627.76,1624.608,1586.428,2.577,0,43.813,16.687,0.0161290323,2.865
1507542386.63744,1613.939,1613.566,1604.104,1604.636,1611.005,1646.03,2.542,0,43.813,16.687,0,2.852
1507542386.64938,1532.147,1604.308,1595.399,1612.739,1606.521,1603.572,2.561,0.032,43.813,16.687,0.0967741935,2.877
1507542386.66186,1692.434,1635.972,1667.229,1618.298,1562.978,1585.468,2.555,0,43.813,16.687,0,2.852
1507542386.6742,1601.205,1606.151,1601.898,1614.974,1671.703,1652.906,2.535,0.042,43.813,16.687,0.0935483871,2.89
1507542386.68606,1612.036,1607.013,1608.903,1609.438,1610.304,1605.127,2.555,0,43.813,16.687,0.0322580645,2.813
1507542386.69785,1628.645,1578.943,1558.294,1590.519,1603.94,1595.561,2.532,0,43.813,16.687,0,2.813
1507542386.71064,1604.636,1650.738,1673.705,1637.888,1632.533,1629.573,2.558,0.045,43.813,16.687,0.1096774194,2.839
