t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,pv,Tc,Vpz,Vms
1507542328.04763,1197.232,1269.258,578.036,1228.704,569.543,1193.983,2.548,0.052,25.084,16.687,0.1193548387,1.729
1507542328.05946,1096.168,1236.407,578.036,1181.583,569.543,1181.938,2.535,0,25.084,16.687,0,1.729
1507542328.07126,1273.548,1191.88,578.036,1203.162,569.543,1206.762,2.542,0.01,25.084,16.687,0.0225806452,1.729
1507542328.08313,1218.023,1208.315,578.036,1195.231,569.543,1192.173,2.552,0.026,25.084,16.687,0.0870967742,1.729
1507542328.09494,1198.943,1193.327,578.036,1193.893,569.543,1187.829,2.516,0,25.084,16.687,0,1.729
1507542328.10674,1183.072,1186.038,578.036,1181.184,569.543,1187.852,2.552,0.052,25.084,16.687,0.1258064516,1.729
1507542328.11856,1206.462,1202.702,578.036,1206.184,569.543,1208.408,2.506,0,25.084,16.687,0,1.742
1507542328.13034,1192.173,1193.417,578.036,1193.87,569.543,1191.88,2.494,0.026,25.084,16.687,0.0548387097,1.742
1507542328.14221,1191.428,1194.731,578.036,1195.708,569.543,1194.754,2.535,0.01,25.084,16.687,0.0677419355,1.742
1507542328.15402,1186.619,1183.895,578.036,1181.184,1176.743,1182.782,2.535,0,25.084,16.687,0,1.729
1507542328.16584,1207.828,1200.018,578.036,1206.855,1212.717,1208.315,2.532,0.048,25.084,16.687,0.1225806452,1.729
1507542328.17792,1189.896,1198.943,578.036,1195.322,1195.981,1208.315,2.503,0,25.084,16.687,0,1.755
1507542328.18984,1189.896,1050.853,578.036,1129.688,1176.281,1058.651,2.526,0.032,25.084,16.687,0.0677419355,1.768
1507542328.20178,595.404,1375.272,595.241,1258.065,1176.281,1254.278,2.526,0.006,25.084,16.687,0.0580645161,1.794
1507542328.21375,595.404,1203.853,595.241,1258.065,1176.281,1254.703,2.51,0,25.084,16.687,0,1.742
1507542328.22566,595.404,1195.503,595.241,1067.923,577.235,1244.601,2.526,0.048,25.084,16.687,0.1225806452,1.781
1507542328.23749,595.404,1195.503,595.241,1267.749,577.235,1194.55,2.487,0,25.084,16.687,0,1.742
1507542328.24935,595.404,1078.357,595.241,1265.199,577.235,1196.458,2.555,0.039,25.084,16.687,0.0806451613,1.755
1507542328.26123,595.404,1271.078,575.308,1219.416,577.235,1185.211,2.506,0,25.084,16.687,0.0483870968,1.755
1507542328.27316,595.404,1273.884,575.308,1205.884,577.235,1208.989,2.548,0,25.084,16.687,0,1.794
1507542328.28506,391.715,1213.794,575.308,1197.118,577.235,1194.936,2.539,0.048,25.084,16.687,0.1193548387,1.755
1507542328.29688,391.715,1197.301,575.308,1198.373,577.235,1197.232,2.568,0,25.084,16.687,0,1.742
1507542328.3087,391.715,1188.502,575.308,1186.53,577.235,1186.239,2.506,0.045,25.084,16.687,0.1,1.755
1507542328.3205,391.715,1205.976,575.308,1206.068,577.235,1210.547,2.539,0,25.084,16.687,0.0290322581,1.781
1507542328.33237,391.715,1197.323,575.308,1198.373,577.235,1192.377,2.503,0,25.084,16.687,0,1.755
1507542328.34419,391.715,1197.62,575.308,1198.669,577.235,1200.476,2.519,0.035,25.084,16.687,0.1096774194,1.755
1507542328.35599,391.715,1186.978,575.308,1187.739,577.235,1187.56,2.548,0,25.084,16.687,0,1.755
1507542328.36778,391.715,1206.948,575.308,1207.527,1213.021,1209.663,2.526,0.048,25.084,16.687,0.1161290323,1.768
1507542328.37958,391.715,1200.591,575.308,1198.464,1195.981,1197.802,2.526,0,25.084,16.687,0.0064516129,1.768
1507542328.39141,391.715,1199.218,575.308,1200.385,1198.647,1198.852,2.532,0.01,25.084,16.687,0.0096774194,1.742
1507542328.40325,391.715,1189.828,1188.48,1183.072,1187,1198.852,2.51,0.026,25.084,16.687,0.0935483871,1.794
1507542328.41514,391.715,1208.106,1213.794,1213.279,1213.676,1083.501,2.526,0,25.084,16.687,0,1.768
1507542328.42702,1202.197,1195.14,1195.14,1199.058,1213.676,1262.204,2.513,0.052,25.084,16.687,0.1225806452,1.781
1507542328.43887,1199.241,1201.714,1199.606,1199.058,1213.676,1266.243,2.5,0,25.084,16.687,0,1.742
1507542328.45078,1189.334,1201.714,1189.716,1093.52,582.709,1211.55,2.545,0.016,25.084,16.687,0.0290322581,1.755
1507542328.46273,1198.487,1050.572,1189.716,1241.727,582.709,1185.3,2.51,0.016,25.084,16.687,0.0838709677,1.742
1507542328.47481,1210.547,1230.001,1189.716,1249.495,582.709,1215.341,2.513,0,25.084,16.687,0,1.768
1507542328.48668,1210.547,1265.199,578.658,1241.702,582.709,1197.802,2.532,0.055,25.084,16.687,0.1258064516,1.755
1507542328.49858,1210.547,1270.437,578.658,1203.968,582.709,1199.995,2.516,0,25.084,16.687,0,1.768
1507542328.51042,582.413,1219.322,578.658,1187.919,582.709,1188.884,2.542,0.026,25.084,16.687,0.0419354839,1.781
1507542328.52234,582.413,1209.082,578.658,1211.34,582.709,1210.547,2.51,0.019,25.084,16.687,0.0741935484,1.755
1507542328.53417,582.413,1199.812,578.658,1200.682,582.709,1201.646,2.574,0,25.084,16.687,0,1.781
1507542328.54597,582.413,1200.66,578.658,1196.822,582.709,1198.852,2.577,0.048,25.084,16.687,0.1290322581,1.755
1507542328.56793,582.413,1208.896,578.658,1215.858,582.709,1211.736,2.519,0.023,25.084,16.687,0.0806451613,1.755
1507542328.5797,582.413,1205.606,578.658,1198.076,582.709,1201.737,2.532,0,25.084,16.687,0.0096774194,1.768
1507542328.5914,582.413,1201.256,578.658,1200.293,1197.232,1200.385,2.545,0.003,25.084,16.687,0.0032258065,1.755
1507542328.60313,582.413,1192.738,578.658,1191.338,1191.519,1175.358,2.523,0.029,25.084,16.687,0.0935483871,1.781
1507542328.61505,582.413,1210.058,578.658,1215.365,1216.54,1175.358,2.532,0,25.084,16.687,0,1.768
1507542328.62686,582.413,1200.774,1197.597,1215.365,1216.54,1174.634,2.516,0.052,25.084,16.687,0.1225806452,1.781
1507542328.63872,582.413,1202.403,1202.702,1053.81,1216.54,1254.903,2.494,0,25.084,16.687,0,1.742
1507542328.65067,1190.391,1202.403,1191.135,1256.708,584.067,1203.07,2.506,0.013,25.084,16.687,0.0322580645,1.781
1507542328.66252,1216.14,1058.063,1191.135,1252.505,584.067,1191.248,2.513,0.019,25.084,16.687,0.0806451613,1.755
1507542328.67451,1199.058,1257.009,1191.135,1277.79,584.067,1215.153,2.523,0,25.084,16.687,0,1.781
1507542328.68622,1199.058,1267.953,587.564,1213.208,584.067,1200.201,2.526,0.058,25.084,16.687,0.1258064516,1.768
1507542328.69791,1119.317,1250.215,587.564,1200.476,584.067,1201.737,2.565,0,25.084,16.687,0,1.729
1507542328.7096,1283.264,1194.459,587.564,1195.026,584.067,1190.842,2.51,0.032,25.084,16.687,0.0709677419,1.768
1507542328.72121,1215.646,1211.153,587.564,1209.593,584.067,1215.952,2.535,0.006,25.084,16.687,0.0516129032,1.768
1507542328.73284,1200.476,1201.714,587.564,1204.037,584.067,1200.293,2.532,0,25.084,16.687,0,1.781
1507542328.7445,1203.761,1203.093,587.564,1204.429,584.067,1198.852,2.555,0.042,25.084,16.687,0.1129032258,1.768
1507542328.75605,1190.391,1193.304,587.564,1191.609,584.067,1195.503,2.526,0,25.084,16.687,0,1.755
1507542328.7676,1216.54,1211.246,587.564,1211.923,584.067,1215.458,2.494,0.048,25.084,16.687,0.1161290323,1.781
1507542328.77914,1199.218,1203.277,587.564,1203.669,584.067,1200.568,2.574,0,25.084,16.687,0,1.755
1507542328.79069,1204.821,1197.985,587.564,1203.646,1205.976,1200.568,2.526,0.013,25.084,16.687,0.0258064516,1.755
1507542328.80251,1190.774,1198.647,587.564,1192.761,1190.752,1070.831,2.545,0.019,25.084,16.687,0.0806451613,1.755
1507542328.81669,1216.634,1212.624,587.564,1192.761,1190.752,1276.365,2.535,0,25.418,16.687,0,1.781
1507542328.8288,1194.459,1197.027,1197.232,877.139,604.088,1605.66,2.506,0.039,25.418,16.687,0.0870967742,1.755
1507542328.84083,1207.341,1203.945,1204.914,1205.976,1205.491,1205.006,2.529,0.003,25.418,16.687,0.0451612903,1.781
1507542328.8526,1192.851,1199.515,1192.354,1193.327,1191.135,1205.006,2.506,0,25.418,16.687,0,1.768
1507542328.86442,1219.913,1212.53,1217.74,1213.208,1191.135,1107.417,2.526,0.042,25.418,16.687,0.1096774194,1.781
1507542328.87611,1201.531,1204.245,1201.829,1213.208,1191.135,1278.128,2.574,0,25.418,16.687,0,1.755
1507542328.88789,1204.521,1203.162,1202.978,1075.26,582.052,1246.573,2.516,0.045,25.418,16.687,0.1096774194,1.742
1507542328.89963,1192.467,1203.162,1202.978,1278.439,582.052,1203.554,2.526,0,25.418,16.687,0.0161290323,1.781
1507542328.91145,1214.075,1098.503,1202.978,1278.777,582.052,1193.327,2.519,0.003,25.418,16.687,0,1.755
1507542328.92332,1214.075,1254.603,581.551,1221.097,582.052,1217.835,2.523,0.032,25.418,16.687,0.1032258065,1.768
1507542328.93536,1214.075,1253.978,581.551,1203.277,582.052,1202.013,2.555,0,25.418,16.687,0,1.768
1507542328.94714,583.206,1240.478,581.551,1206.253,582.052,1204.429,2.519,0.048,25.418,16.687,0.1193548387,1.768
1507542328.95906,583.206,1195.208,581.551,1193.236,582.052,1193.123,2.529,0,25.418,16.687,0,1.768
1507542328.97066,583.206,1213.794,581.551,1214.872,582.052,1214.004,2.503,0.013,25.418,16.687,0.0225806452,1.794
1507542328.98234,583.206,1204.637,581.551,1204.821,582.052,1206.554,2.539,0.023,25.418,16.687,0.0806451613,1.755
1507542328.99391,583.206,1204.129,581.551,1204.521,582.052,1204.037,2.552,0,25.418,16.687,0,1.781
1507542329.00548,583.206,1193.983,581.551,1195.413,582.052,1193.327,2.526,0.052,25.418,16.687,0.1258064516,1.781
1507542329.01709,583.206,1216.069,581.551,1213.887,582.052,1218.731,2.561,0,25.418,16.687,0,1.768
1507542329.0287,583.206,1205.098,581.551,1201.256,1199.126,1203.254,2.535,0.039,25.418,16.687,0.0903225806,1.755
1507542329.04024,583.206,1200.293,581.551,1208.315,1207.828,1204.544,2.529,0,25.418,16.687,0.0322580645,1.781
1507542329.05179,583.206,1201.439,581.551,1196.549,1193.983,1204.544,2.523,0,25.418,16.687,0,1.768
1507542329.06358,583.206,1206.67,1219.109,1212.998,1193.983,1114.499,2.516,0.032,25.418,16.687,0.1032258065,1.806
1507542329.07531,583.206,1212.016,1201.439,1212.998,1193.983,1275.924,2.581,0,25.418,16.687,0,1.755
1507542329.08703,1211.06,1206.277,1205.884,1086.007,584.865,1245.216,2.542,0.045,25.418,16.687,0.1193548387,1.755
1507542329.09878,1193.779,1206.277,1205.884,1277.479,584.865,1206.068,2.516,0,25.418,16.687,0,1.768
1507542329.11051,1193.779,1104.481,1089.883,1262.609,584.865,1193.893,2.532,0.016,25.418,16.687,0.0258064516,1.768
1507542329.12228,1193.779,1282.714,1264.335,1215.858,584.865,1219.511,2.539,0.023,25.418,16.687,0.0838709677,1.781
1507542329.13395,584.795,1260.737,1280.938,1207.55,584.865,1204.337,2.568,0,25.418,16.687,0,1.768
1507542329.14569,584.795,1204.798,1204.937,1205.976,584.865,1205.398,2.532,0.055,25.418,16.687,0.1290322581,1.781
1507542329.15733,584.795,1195.708,1196.731,1195.208,584.865,1193.983,2.555,0,25.418,16.687,0,1.768
1507542329.16896,584.795,1216.445,1219.227,1214.59,584.865,1219.913,2.545,0.035,25.418,16.687,0.0774193548,1.768
1507542329.18053,584.795,1205.098,1202.105,1206.462,584.865,1203.369,2.568,0.003,25.418,16.687,0.0451612903,1.781
1507542329.19224,584.795,1206.67,1202.702,1207.156,584.865,1205.699,2.568,0,25.418,16.687,0,1.768
1507542329.20389,584.795,1196.458,1198.852,1194.822,584.865,1195.117,2.552,0.042,25.418,16.687,0.1096774194,1.794
1507542329.2155,584.795,1215.458,1219.7,1206.948,584.865,1181.383,2.539,0,25.418,16.687,0,1.781
1507542329.22711,584.795,1204.729,1202.22,1214.989,1205.676,1237.72,2.519,0.048,25.418,16.687,0.1193548387,1.768
1507542329.23869,584.795,1206.068,1202.886,1206.161,1204.245,1237.72,2.526,0,25.418,16.687,0,1.794
1507542329.25038,584.795,1196.845,1199.126,1195.231,1204.245,1105.141,2.552,0.013,25.418,16.687,0.0225806452,1.768
1507542329.26222,584.795,1214.778,1219.015,1195.231,1204.245,1270.539,2.523,0.026,25.418,16.687,0.0806451613,1.781
1507542329.27419,1204.521,1205.214,1201.737,1065.175,1204.245,1261.774,2.542,0,25.418,16.687,0,1.768
1507542329.28598,1207.249,1205.214,1207.156,1253.453,393.95,1209.291,2.535,0.052,25.418,16.687,0.1258064516,1.768
1507542329.2978,1193.417,1059.239,1207.156,1254.503,393.95,1209.291,2.532,0,25.418,16.687,0,1.768
1507542329.30957,1150.827,1264.869,1089.071,1272.261,393.95,1195.594,2.552,0.026,25.418,16.687,0.0451612903,1.781
1507542329.32147,1150.827,1261.141,1260.838,1218.023,393.95,1214.778,2.539,0.013,25.418,16.687,0.0709677419,1.781
1507542329.33356,1150.827,1274.735,1256.281,1204.337,393.95,1205.976,2.523,0,25.418,16.687,0,1.794
1507542329.34535,600.915,1214.168,1231.614,1208.896,393.95,1207.156,2.535,0.055,25.418,16.687,0.1258064516,1.742
1507542329.35695,600.915,1197.802,1198.281,1195.799,393.95,1196.072,2.568,0,25.418,16.687,0,1.768
1507542329.36861,600.915,1215.271,1219.322,1215.153,393.95,1216.257,2.503,0.035,25.418,16.687,0.0838709677,1.794
1507542329.38018,600.915,1205.098,1201.347,1205.791,393.95,1206.762,2.542,0,25.418,16.687,0.0387096774,1.768
1507542329.39176,600.915,1206.855,1207.341,1207.55,393.95,1206.068,2.497,0,25.418,16.687,0,1.794
1507542329.4034,1193.711,1193.145,1195.685,1194.936,393.95,1195.026,2.581,0.035,25.418,16.687,0.1032258065,1.755
1507542329.41498,1220.599,1219.794,1220.812,1216.634,393.95,1219.015,2.51,0,25.418,16.687,0,1.768
1507542329.42655,1203.853,1205.214,1200.866,1206.277,1212.904,1205.306,2.523,0.052,25.418,16.687,0.1225806452,1.781
1507542329.43813,1204.729,1206.277,1207.04,1207.133,1204.521,1205.306,2.506,0,25.418,16.687,0,1.755
1507542329.44986,1196.936,1194.165,1197.711,1196.094,1196.458,1064.814,2.532,0.016,25.418,16.687,0.0322580645,1.768
1507542329.46162,1219.511,1219.724,1219.393,1215.834,1196.458,1272.055,2.519,0.016,25.418,16.687,0.0709677419,1.781
1507542329.47352,1205.491,1205.583,1202.22,1215.834,1196.458,1264.538,2.542,0,25.418,16.687,0,1.768
1507542329.48527,1207.341,1207.341,1208.222,1312.908,580.002,1258.165,2.526,0.048,25.418,16.687,0.1290322581,1.768
1507542329.49723,1194.845,1207.341,1208.222,1312.908,580.002,1206.948,2.539,0,25.418,16.687,0,1.768
1507542329.5091,1219.511,1060.972,1208.222,1208.71,580.002,1196.458,2.561,0.029,25.418,16.687,0.0612903226,1.755
1507542329.52108,1205.491,1253.228,1208.222,1270.103,580.002,1218.92,2.535,0.013,25.418,16.687,0.0612903226,1.768
1507542329.53303,1184.452,1255.228,392.218,1229.496,580.002,1206.67,2.503,0,25.418,16.687,0,1.768
1507542329.54514,1184.452,1236.917,392.218,1207.249,580.002,1206.277,2.506,0.058,25.418,16.687,0.1258064516,1.794
1507542329.55702,1127.319,1244.084,392.218,1197.688,580.002,1196.822,2.552,0,25.418,16.687,0,1.768
1507542329.56884,1269.565,1216.657,392.218,1216.257,580.002,1218.731,2.532,0.035,25.418,16.687,0.0741935484,1.768
1507542329.58048,1257.763,1207.712,392.218,1207.156,580.002,1206.554,2.548,0,25.418,16.687,0.0516129032,1.768
1507542329.59231,1206.462,1207.341,392.218,1210.058,580.002,1207.55,2.535,0,25.418,16.687,0,1.755
1507542329.60393,1197.118,1197.802,392.218,1195.594,580.002,1196.253,2.555,0.045,25.418,16.687,0.1193548387,1.781
1507542329.61562,1221.405,1217.929,392.218,1217.74,580.002,1219.629,2.545,0,25.418,16.687,0,1.781
1507542329.62733,1204.06,1206.462,392.218,1206.462,1205.398,1206.948,2.548,0.048,25.418,16.687,0.1129032258,1.742
1507542329.63897,1208.408,1207.063,392.218,1208.617,1205.121,1207.527,2.542,0,25.418,16.687,0.0129032258,1.768
1507542329.65068,1196.344,1200.179,392.218,1198.943,1198.373,1197.597,2.526,0.003,25.418,16.687,0.0064516129,1.768
1507542329.66239,1221.618,1216.445,392.218,1217.034,1221.689,1220.007,2.535,0.029,25.418,16.687,0.0935483871,1.794
1507542329.6741,1205.884,1208.222,1204.729,1207.434,1205.791,1220.007,2.59,0,25.418,16.687,0,1.768
1507542329.68588,1208.106,1208.408,1208.71,1210.058,1206.554,1070.358,2.526,0.055,25.418,16.687,0.1322580645,1.781
1507542329.69773,1197.232,1198.19,1196.822,1196.754,1206.554,1265.505,2.477,0,25.418,16.687,0,1.781
1507542329.70975,1220.197,1218.519,1223.305,1218.519,1206.554,1265.097,2.523,0.023,25.418,16.687,0.035483871,1.781
1507542329.72168,1207.434,1207.249,1203.945,1218.519,1206.554,1249.271,2.542,0.023,25.418,16.687,0.0838709677,1.768
1507542329.73367,1210.571,1208.594,1208.408,1076.972,392.282,1230.314,2.51,0,25.418,16.687,0,1.755
1507542329.74557,1195.89,1208.594,1208.408,1259.45,392.282,1206.762,2.503,0.052,25.418,16.687,0.1290322581,1.768
1507542329.75739,1221.784,1072.036,1208.408,1269.462,392.282,1199.423,2.516,0,25.418,16.687,0,1.755
1507542329.76934,1221.784,1260.939,575.419,1261.344,392.282,1221.405,2.523,0.023,25.418,16.687,0.0516129032,1.768
1507542329.78119,1221.784,1269.13,575.419,1213.091,392.282,1206.554,2.558,0.019,25.418,16.687,0.0741935484,1.781
1507542329.79325,1221.784,1259.248,575.419,1209.779,392.282,1209.384,2.506,0,25.418,16.687,0,1.781
1507542329.80502,394.748,1228.2,575.419,1198.281,392.282,1197.118,2.565,0.052,25.418,16.687,0.1290322581,1.768
1507542329.81698,394.748,1218.613,575.419,1219.322,392.282,1223.305,2.494,0,25.418,16.687,0,1.768
1507542329.82868,394.748,1208.037,575.419,1208.199,392.282,1205.884,2.529,0.035,25.418,16.687,0.0741935484,1.768
1507542329.84044,394.748,1208.989,575.419,1210.477,392.282,1209.291,2.532,0.006,25.418,16.687,0.0548387097,1.768
1507542329.85211,394.748,1200.866,575.419,1197.506,392.282,1198.555,2.523,0,25.753,16.687,0,1.768
1507542329.86457,394.748,1218.023,575.419,1219.913,392.282,1221.998,2.494,0.052,25.753,16.687,0.1290322581,1.806
1507542329.87714,394.748,1208.408,575.419,1208.594,1206.462,1205.006,2.548,0,25.753,16.687,0,1.781
1507542329.88904,394.748,1208.408,575.419,1210.454,1209.384,1211.643,2.513,0.029,25.753,16.687,0.0612903226,1.781
1507542329.90076,394.748,1202.495,575.419,1200.591,1199.515,1199.515,2.574,0.01,25.753,16.687,0.0677419355,1.781
1507542329.9127,394.748,1219.038,1223.876,1218.92,1223.495,1223.091,2.506,0,25.753,16.687,0,1.781
1507542329.9244,394.748,1210.151,1206.577,1210.64,1208.315,1206.948,2.548,0.052,25.753,16.687,0.1225806452,1.755
1507542329.93613,394.748,1209.872,1208.222,1207.341,1207.921,1210.85,2.519,0,25.753,16.687,0,1.768
1507542329.94784,1198.464,1201.256,1201.233,1202.702,1199.332,1198.19,2.539,0.042,25.753,16.687,0.0903225806,1.832
1507542329.95967,1222.378,1219.913,1224.996,1220.504,1225.401,1224.59,2.529,0,25.753,16.687,0.035483871,1.781
1507542329.9713,1209.291,1209.291,1205.491,1209.663,1208.106,1199.423,2.506,0,25.753,16.687,0,1.806
1507542329.9832,1212.133,1209.082,1207.55,1210.571,1208.896,1199.423,2.558,0.042,25.753,16.687,0.1064516129,1.781
1507542329.99502,1194.55,1204.153,1204.037,1210.571,1208.896,1166.121,2.545,0,25.753,16.687,0,1.781
1507542330.00677,1228.392,1219.109,1224.495,1060.435,1208.896,1263.7,2.523,0.045,25.753,16.687,0.1129032258,1.755
1507542330.01863,1208.222,1219.109,1207.341,1264.97,588.608,1222.093,2.555,0,25.753,16.687,0.0064516129,1.781
1507542330.03043,1211.526,1063.752,1207.341,1262.533,588.608,1209.965,2.506,0,25.753,16.687,0,1.768
1507542330.04246,1199.721,1238.451,1207.341,1256.582,588.608,1211.13,2.526,0.032,25.753,16.687,0.0967741935,1.794
1507542330.05426,1199.721,1308.43,581.009,1242.56,588.608,1199.812,2.519,0,25.753,16.687,0,1.781
1507542330.06628,1199.721,1308.43,581.009,1221.5,588.608,1224.59,2.516,0.052,25.753,16.687,0.1193548387,1.806
1507542330.07811,581.89,1259.45,581.009,1210.943,588.608,1208.803,2.506,0,25.753,16.687,0,1.781
1507542330.08995,581.89,1213.091,581.009,1213.396,588.608,1211.526,2.558,0.006,25.753,16.687,0.0193548387,1.781
1507542330.10208,581.89,1196.163,581.009,1192.851,588.608,1197.05,2.568,0.029,25.753,16.687,0.0935483871,1.806
1507542330.1138,581.89,1225.807,581.009,1228.488,588.608,1228.896,2.577,0,25.753,16.687,0,1.794
1507542330.12545,581.89,1213.091,581.009,1212.904,588.608,1210.361,2.532,0.055,25.753,16.687,0.1258064516,1.794
1507542330.13708,581.89,1211.526,581.009,1213.115,588.608,1210.361,2.532,0,25.753,16.687,0,1.768
1507542330.14871,581.89,1200.11,581.009,1200.179,588.608,1202.105,2.545,0.026,25.753,16.687,0.064516129,1.794
1507542330.16032,581.89,1222.9,581.009,1222.805,1226.692,1225.712,2.526,0.01,25.753,16.687,0.0548387097,1.819
1507542330.17189,581.89,1213.583,581.009,1211.923,1209.965,1210.151,2.535,0,25.753,16.687,0,1.768
1507542330.18359,581.89,1212.904,581.009,1209.291,1207.341,1211.037,2.516,0.042,25.753,16.687,0.1129032258,1.781
1507542330.19515,581.89,1197.985,1202.312,1204.798,1205.606,1203.093,2.532,0,25.753,16.687,0,1.845
1507542330.20671,581.89,1227.003,1226.285,1222.9,1226.883,1203.093,2.51,0.048,25.753,16.687,0.1129032258,1.781
1507542330.21844,1211.62,1212.811,1209.291,1213.981,1211.037,1121.332,2.548,0,25.753,16.687,0.0032258065,1.806
1507542330.23011,1212.133,1212.203,1208.989,1213.981,1211.037,1284.338,2.545,0.006,25.753,16.687,0.0064516129,1.768
1507542330.24181,1203.554,1205.121,1207.249,1073.572,1113.512,1254.077,2.523,0.026,25.753,16.687,0.0903225806,1.781
1507542330.25359,1220.907,1216.634,1225.378,1273.909,1274.529,1202.403,2.542,0,25.753,16.687,0,1.768
1507542330.26544,1212.016,1216.634,1225.378,1266.014,1265.403,1227.194,2.535,0.052,25.753,16.687,0.1225806452,1.781
1507542330.27732,1218.424,1111.27,1225.378,1260.939,1211.526,1211.34,2.529,0,25.753,16.687,0,1.781
1507542330.28908,1218.424,1277.142,588.327,1231.518,1213.396,1213.794,2.542,0.023,25.753,16.687,0.0451612903,1.781
1507542330.30082,1111.113,1259.98,588.327,1194.097,1201.921,1202.128,2.474,0.016,25.753,16.687,0.0709677419,1.781
1507542330.31266,1267.11,1223.995,588.327,1228.584,1227.817,1226.883,2.542,0,25.753,16.687,0,1.794
1507542330.32422,1274.322,1214.192,588.327,1213.794,1208.106,1212.133,2.516,0.048,25.753,16.687,0.1225806452,1.806
1507542330.33576,1215.247,1213.489,588.327,1219.227,1212.624,1213.091,2.503,0,25.753,16.687,0,1.781
1507542330.34731,1202.312,1204.129,588.327,1203.646,1205.676,1202.587,2.542,0.042,25.753,16.687,0.0967741935,1.781
1507542330.35891,1226.596,1224.305,588.327,1222.9,1230.314,1228.704,2.529,0,25.753,16.687,0.0322580645,1.819
1507542330.37072,1210.454,1213.676,588.327,1214.168,1211.83,1211.643,2.577,0,25.753,16.687,0,1.768
1507542330.38237,1217.646,1215.177,588.327,1216.069,1213.606,1215.271,2.523,0.032,25.753,16.687,0.1,1.781
1507542330.39397,1198.647,1205.398,588.327,1203.738,1202.978,1202.978,2.542,0,25.753,16.687,0,1.794
1507542330.40561,1232.024,1218.92,588.327,1224.495,1225.592,1227.481,2.526,0.052,25.753,16.687,0.1225806452,1.781
1507542330.41722,1212.53,1219.511,588.327,1215.177,1213.396,1227.481,2.535,0,25.753,16.687,0,1.819
1507542330.42886,1216.046,1214.379,1214.684,1215.74,1216.845,1079.448,2.51,0.023,25.753,16.687,0.0483870968,1.781
1507542330.4406,1203.761,1206.554,1205.583,1204.06,1216.845,1282.27,2.548,0.016,25.753,16.687,0.064516129,1.794
1507542330.45252,1228.2,1223.9,1229.112,1204.06,1216.845,1267.749,2.548,0,25.753,16.687,0,1.768
1507542330.46423,1212.413,1214.778,1206.369,1082.401,1216.845,1272.158,2.529,0.045,25.753,16.687,0.1258064516,1.781
1507542330.47622,1216.845,1216.046,1220.718,1274.219,399.222,1210.85,2.535,0,25.753,16.687,0,1.781
1507542330.48805,1201.049,1216.046,1220.718,1243.15,399.222,1216.445,2.539,0.032,25.753,16.687,0.0709677419,1.781
1507542330.49986,1232.121,1093.216,1220.718,1271.515,399.222,1205.514,2.51,0.01,25.753,16.687,0.0483870968,1.781
1507542330.5116,1232.121,1278.777,585.137,1252.505,399.222,1228.896,2.545,0,25.753,16.687,0,1.794
1507542330.52348,1232.121,1270.642,585.137,1216.54,399.222,1210.664,2.552,0.045,25.753,16.687,0.1161290323,1.794
1507542330.53515,587.547,1254.703,585.137,1217.528,399.222,1214.966,2.565,0,25.753,16.687,0,1.768
1507542330.54677,587.547,1208.222,585.137,1205.214,399.222,1209.779,2.539,0.052,25.753,16.687,0.1064516129,1.806
1507542330.55833,587.547,1224.781,585.137,1225.282,399.222,1228.392,2.513,0,25.753,16.687,0.0129032258,1.781
1507542330.56986,587.547,1215.764,585.137,1217.151,399.222,1214.567,2.542,0.006,25.753,16.687,0.0064516129,1.781
1507542330.58147,587.547,1217.528,585.137,1215.952,399.222,1217.034,2.539,0.026,25.753,16.687,0.0870967742,1.832
1507542330.59314,587.547,1204.129,585.137,1207.04,399.222,1204.937,2.532,0,25.753,16.687,0,1.806
1507542330.6047,587.547,1229.52,585.137,1226.692,399.222,1222.093,2.545,0.052,25.753,16.687,0.1258064516,1.781
1507542330.61641,587.547,1215.153,585.137,1216.046,1215.153,1222.687,2.542,0,25.753,16.687,0,1.768
1507542330.62798,587.547,1217.434,585.137,1218.637,1215.764,1216.54,2.503,0.032,25.753,16.687,0.0741935484,1.781
1507542330.63954,587.547,1208.222,585.137,1205.976,1205.884,1206.855,2.552,0.003,25.753,16.687,0.0451612903,1.819
1507542330.65109,587.547,1225.903,1230.819,1222.401,1229.905,1206.855,2.552,0,25.753,16.687,0,1.794
1507542330.66291,587.547,1217.528,1213.887,1215.952,1215.858,1126.048,2.584,0.035,25.753,16.687,0.1064516129,1.781
1507542330.67457,1217.222,1217.623,1217.434,1224.59,1215.858,1279.74,2.561,0,25.753,16.687,0,1.781
1507542330.68621,1206.762,1207.921,1206.369,1224.59,1123.675,1267.749,2.565,0.048,25.753,16.687,0.1161290323,1.794
1507542330.69798,1228.104,1207.921,1231.735,1119.895,1266.473,1202.61,2.565,0,25.753,16.687,0.0064516129,1.794
1507542330.70983,1217.222,1080.301,1231.735,1257.034,1257.864,1234.563,2.513,0,25.753,16.687,0.0032258065,1.781
1507542330.72168,1220.22,1255.88,1231.735,1274.296,1227.481,1216.54,2.597,0.029,25.753,16.687,0.0935483871,1.806
1507542330.73348,1220.22,1271.284,585.639,1245.34,1222.71,1218.141,2.506,0,25.753,16.687,0,1.794
1507542330.7453,1220.22,1279.089,585.639,1203.254,1206.647,1206.647,2.552,0.052,25.753,16.687,0.1225806452,1.806
1507542330.757,588.718,1251.359,585.639,1232.845,1232.242,1229.809,2.535,0,25.753,16.687,0,1.794
