t,dr,fdr,cra,crb,pv,T,Vpz
1504007465.194780, 0.674, 0.748, 1.511, 1.502, 112, 17.062, 0.77666015625 
1504007466.114839, 0.645, 0.203, 1.560, 1.511, 18, 17.062, 0.77021484375 
1504007467.034800, 0.709, 0.029, 1.518, 1.511, 126, 17.062, 0.7798828125 
1504007467.954859, 0.203, 0.106, 1.518, 1.502, 19, 17.062, 0.75732421875 
1504007468.875110, 0.648, 0.735, 1.476, 1.470, 19, 17.062, 0.77021484375 
1504007469.794731, 0.664, 0.709, 1.492, 1.502, 102, 17.062, 0.75732421875 
1504007470.714841, 0.738, 0.709, 1.473, 1.470, 20, 17.062, 0.77666015625 
1504007471.634823, 0.780, 0.728, 1.550, 1.534, 18, 17.062, 0.7798828125 
1504007472.554848, 0.184, 0.193, 1.492, 1.492, 21, 17.062, 0.77021484375 
1504007473.474759, 0.677, 0.757, 1.540, 1.534, 128, 17.062, 0.7798828125 
1504007474.394843, 0.976, 0.200, 1.605, 1.627, 22, 17.062, 0.79921875 
1504007475.314866, 0.725, 0.754, 1.518, 1.511, 62, 17.062, 0.7541015625 
1504007476.234870, 0.719, 0.651, 1.563, 1.560, 23, 17.062, 0.7541015625 
1504007477.154781, 0.677, 0.738, 1.511, 1.502, 62, 17.062, 0.73798828125 
1504007478.075167, 0.032, 0.026, 1.550, 1.547, 24, 17.062, 0.72509765625 
1504007479.004811, 0.171, 0.677, 1.476, 1.473, 24, 17.062, 0.734765625 
1504007479.924809, 0.777, 0.780, 1.605, 1.624, 64, 17.062, 0.75087890625 
1504007480.845271, 0.148, 0.677, 1.476, 1.473, 25, 17.062, 0.7669921875 
1504007481.764866, 0.780, 0.761, 1.518, 1.511, 98, 17.062, 0.75087890625 
1504007482.684857, 0.664, 0.709, 1.476, 1.473, 26, 17.062, 0.7541015625 
1504007483.604779, 0.812, 0.777, 1.550, 1.553, 0, 17.062, 0.77021484375 
1504007484.524862, 0.013, 0.203, 1.492, 1.470, 27, 17.062, 0.75087890625 
1504007485.444775, 0.735, 0.058, 1.540, 1.511, 80, 17.062, 0.7798828125 
1504007486.364874, 0.648, 0.648, 1.470, 1.457, 28, 17.062, 0.73798828125 
1504007487.284786, 0.006, 0.090, 1.492, 1.492, 4, 17.062, 0.7669921875 
1504007488.204923, 0.661, 0.751, 1.627, 1.647, 29, 17.125, 0.786328125 
1504007489.124794, 0.738, 0.090, 1.492, 1.476, 29, 17.062, 0.75087890625 
1504007490.044783, 0.699, 0.767, 1.473, 1.492, 122, 17.062, 0.734765625 
1504007490.964816, 0.822, 0.738, 1.476, 1.476, 30, 17.062, 0.78955078125 
1504007491.914784, 0.738, 0.783, 1.508, 1.502, 87, 17.062, 0.78955078125 
1504007492.834812, 0.203, 0.719, 1.502, 1.534, 31, 17.062, 0.82822265625 
1504007493.754779, 0.780, 0.819, 1.502, 1.511, 57, 17.125, 0.812109375 
1504007494.674863, 0.035, 0.815, 1.476, 1.473, 32, 17.125, 0.7798828125 
1504007495.594818, 0.013, 0.026, 1.511, 1.511, 51, 17.062, 0.786328125 
1504007496.514868, 0.032, 0.812, 1.476, 1.470, 33, 17.125, 0.77666015625 
1504007497.434789, 0.799, 0.032, 1.502, 1.492, 40, 17.062, 0.7798828125 
1504007498.354832, 0.184, 0.032, 1.579, 1.563, 34, 17.062, 0.812109375 
1504007499.274821, 0.074, 0.686, 1.492, 1.476, 34, 17.062, 0.79921875 
1504007500.194830, 0.770, 0.802, 1.518, 1.534, 18, 17.125, 0.80244140625 
1504007501.114862, 0.715, 0.632, 1.647, 1.560, 0, 17.125, 0.82177734375 
1504007502.034905, 0.151, 0.197, 1.540, 1.534, 75, 17.062, 0.77666015625 
1504007502.954873, 0.635, 0.728, 1.502, 1.473, 1, 17.125, 0.7798828125 
1504007503.874800, 0.151, 0.648, 1.534, 1.534, 68, 17.125, 0.7798828125 
1504007504.794877, 0.728, 0.677, 1.492, 1.476, 2, 17.125, 0.77021484375 
1504007505.744829, 0.625, 0.725, 1.502, 1.511, 118, 17.125, 0.77666015625 
1504007506.664827, 1.470, 0.770, 1.624, 1.563, 3, 17.125, 0.812109375 
1504007507.584807, 0.187, 0.693, 1.540, 1.518, 49, 17.125, 0.812109375 
1504007508.504900, 0.032, 0.738, 1.511, 1.502, 4, 17.125, 0.7669921875 
1504007509.424831, 0.052, 0.693, 1.479, 1.473, 29, 17.125, 0.812109375 
1504007510.361365, 0.677, 0.738, 0.854, 1.647, 0, 17.125, 0.837890625 
1504007511.284775, 0.709, 0.029, 1.492, 1.492, 5, 17.125, 0.7798828125 
1504007512.204801, 0.016, 0.677, 1.560, 1.518, 87, 17.125, 0.77666015625 
1504007513.124873, 0.735, 0.635, 1.502, 1.476, 6, 17.125, 0.7798828125 
1504007514.044814, 0.780, 0.683, 1.511, 1.511, 95, 17.125, 0.77666015625 
1504007514.964830, 0.677, 0.738, 1.511, 1.508, 7, 17.125, 0.8185546875 
1504007515.884826, 0.180, 0.683, 1.540, 1.534, 37, 17.125, 0.82177734375 
1504007516.804875, 0.013, 0.116, 1.476, 1.473, 8, 17.125, 0.79921875 
1504007517.724846, 0.719, 0.055, 1.492, 1.489, 65, 17.125, 0.812109375 
1504007518.644931, 0.728, 0.058, 1.492, 1.492, 9, 17.125, 0.80244140625 
1504007519.564839, 0.735, 0.751, 1.534, 1.534, 101, 17.125, 0.812109375 
1504007520.494884, 0.129, 0.812, 1.637, 1.644, 128, 17.125, 0.837890625 
1504007521.414847, 0.677, 0.193, 1.476, 1.476, 10, 17.125, 0.78955078125 
1504007522.334838, 0.171, 0.677, 1.502, 1.511, 118, 17.125, 0.79921875 
1504007523.254847, 0.193, 0.184, 1.502, 1.473, 11, 17.125, 0.79921875 
1504007524.174835, 0.738, 0.686, 1.550, 1.534, 88, 17.125, 0.812109375 
1504007525.094821, 0.735, 0.709, 1.563, 1.560, 12, 17.125, 0.837890625 
1504007526.014831, 0.645, 0.757, 1.502, 1.511, 36, 17.125, 0.812109375 
1504007526.934841, 0.651, 0.203, 1.605, 1.576, 13, 17.125, 0.85078125 
1504007527.854821, 0.200, 0.709, 1.550, 1.534, 117, 17.125, 0.8314453125 
1504007528.774876, 0.151, 0.058, 1.563, 1.560, 14, 17.125, 0.82177734375 
1504007529.694865, 0.680, 0.812, 1.492, 1.476, 40, 17.125, 0.8185546875 
1504007530.624854, 0.035, 0.770, 1.579, 1.602, 0, 17.125, 0.85078125 
1504007531.544796, 0.090, 0.161, 1.473, 1.457, 15, 17.125, 0.786328125 
1504007532.464779, 0.200, 0.661, 1.502, 1.511, 31, 17.125, 0.82177734375 
1504007533.385032, 0.667, 0.139, 1.563, 1.563, 16, 17.125, 0.8314453125 
1504007534.304817, 0.767, 0.709, 1.518, 1.511, 128, 17.125, 0.812109375 
1504007535.224845, 0.693, 0.754, 1.563, 1.553, 17, 17.125, 0.812109375 
1504007536.144783, 0.751, 0.767, 1.550, 1.534, 58, 17.125, 0.82177734375 
1504007537.064854, 0.812, 0.151, 1.576, 1.576, 18, 17.125, 0.837890625 
1504007537.984763, 0.715, 0.812, 1.511, 1.511, 93, 17.125, 0.8314453125 
1504007538.904883, 0.119, 0.119, 1.470, 1.473, 19, 17.125, 0.80244140625 
1504007539.824803, 0.151, 0.651, 1.476, 1.470, 121, 17.125, 0.8185546875 
1504007540.744869, 0.161, 0.055, 1.553, 1.534, 0, 17.125, 0.837890625 
1504007541.664758, 0.081, 0.148, 1.502, 1.492, 20, 17.125, 0.837890625 
1504007542.584761, 0.693, 0.738, 1.502, 1.534, 0, 17.125, 0.85400390625 
1504007543.504980, 0.725, 0.035, 1.563, 1.560, 21, 17.125, 0.837890625 
1504007544.424791, 0.693, 0.728, 1.508, 1.511, 49, 17.125, 0.8185546875 
1504007545.344822, 0.081, 0.151, 1.508, 1.492, 22, 17.125, 0.80244140625 
1504007546.264826, 0.751, 0.767, 1.492, 1.502, 65, 17.125, 0.812109375 
1504007547.184826, 0.725, 0.686, 1.624, 1.627, 23, 17.125, 0.85078125 
1504007548.104851, 0.806, 0.790, 1.518, 1.502, 61, 17.125, 0.825 
1504007549.024907, 0.748, 0.632, 1.534, 1.492, 24, 17.125, 0.8314453125 
1504007549.944823, 0.029, 0.132, 1.502, 1.492, 35, 17.125, 0.82177734375 
1504007550.865165, 0.090, 0.790, 1.624, 1.627, 0, 17.125, 0.85400390625 
1504007551.784659, 0.006, 0.677, 1.470, 1.492, 25, 17.125, 0.82177734375 
1504007552.704706, 0.699, 0.735, 1.534, 1.508, 111, 17.125, 0.85400390625 
1504007553.624919, 0.751, 0.751, 1.560, 1.547, 26, 17.125, 0.85400390625 
1504007554.544876, 0.770, 0.764, 1.540, 1.540, 31, 17.125, 0.837890625 
1504007555.464989, 0.777, 0.032, 1.476, 1.489, 27, 17.125, 0.812109375 
1504007556.384864, 0.780, 0.738, 1.511, 1.492, 80, 17.125, 0.8314453125 
1504007557.304955, 0.016, 0.110, 1.473, 1.470, 28, 17.125, 0.82822265625 
1504007558.224890, 0.754, 0.100, 1.502, 1.489, 54, 17.125, 0.812109375 
1504007559.144881, 0.035, 0.822, 1.489, 1.492, 29, 17.125, 0.82177734375 
1504007560.064819, 0.052, 0.039, 1.502, 1.492, 16, 17.125, 0.812109375 
1504007560.986141, 0.699, 0.725, 1.492, 1.492, 0, 17.125, 0.837890625 
1504007561.914887, 0.725, 0.045, 1.511, 1.502, 30, 17.125, 0.837890625 
1504007562.834833, 0.686, 0.770, 1.553, 1.547, 115, 17.125, 0.8572265625 
1504007563.764906, 0.203, 0.645, 1.547, 1.502, 31, 17.125, 0.8314453125 
1504007564.684887, 0.664, 0.780, 1.511, 1.508, 8, 17.125, 0.85078125 
1504007565.604889, 0.709, 0.699, 1.576, 1.560, 32, 17.125, 0.837890625 
1504007566.524849, 0.751, 0.802, 1.544, 1.553, 0, 17.125, 0.85400390625 
1504007567.444877, 0.754, 0.786, 1.560, 1.560, 33, 17.125, 0.837890625 
1504007568.364795, 0.016, 0.000, 1.511, 1.511, 23, 17.125, 0.82822265625 
1504007569.284870, 0.693, 0.006, 1.502, 1.508, 34, 17.125, 0.812109375 
1504007570.204819, 0.709, 0.822, 1.502, 1.511, 89, 17.125, 0.82822265625 
1504007571.124868, 0.151, 0.103, 1.544, 1.560, 128, 17.125, 0.82177734375 
1504007572.044827, 0.715, 0.709, 1.476, 1.473, 0, 17.125, 0.812109375 
1504007572.964825, 0.135, 0.625, 1.502, 1.511, 18, 17.125, 0.82822265625 
1504007573.904909, 0.006, 0.110, 1.579, 1.647, 1, 17.125, 0.837890625 
1504007574.824822, 0.168, 0.664, 1.518, 1.550, 34, 17.125, 0.837890625 
1504007575.744845, 0.161, 0.203, 1.511, 1.553, 2, 17.125, 0.79921875 
1504007576.664832, 0.161, 0.661, 1.511, 1.511, 0, 17.125, 0.812109375 
1504007577.584845, 0.651, 0.748, 0.854, 1.647, 3, 17.125, 0.8701171875 
1504007578.504999, 0.719, 0.815, 1.511, 1.492, 74, 17.125, 0.82177734375 
1504007579.424833, 0.171, 0.151, 1.627, 1.560, 4, 17.125, 0.82177734375 
1504007580.344816, 0.748, 0.100, 1.473, 1.476, 85, 17.125, 0.79921875 
1504007581.264881, 0.090, 0.013, 1.553, 1.544, 0, 17.125, 0.8314453125 
1504007582.184782, 0.709, 0.193, 1.476, 1.473, 5, 17.125, 0.812109375 
1504007583.104821, 0.161, 0.645, 1.553, 1.550, 91, 17.125, 0.82822265625 
1504007584.044862, 0.767, 0.686, 1.611, 1.624, 6, 17.125, 0.85400390625 
1504007584.965018, 0.161, 0.651, 1.547, 1.518, 95, 17.125, 0.8314453125 
1504007585.884837, 0.651, 0.151, 1.540, 1.544, 7, 17.125, 0.812109375 
1504007586.804858, 0.802, 0.728, 1.534, 1.534, 128, 17.125, 0.82822265625 
1504007587.724922, 0.893, 0.651, 1.502, 1.511, 8, 17.125, 0.812109375 
1504007588.644825, 0.200, 0.709, 1.550, 1.511, 114, 17.125, 0.8314453125 
1504007589.564837, 0.110, 0.100, 1.518, 1.476, 9, 17.125, 0.812109375 
1504007590.484799, 0.664, 0.780, 1.511, 1.518, 21, 17.125, 0.8185546875 
1504007591.404938, 0.187, 0.693, 1.502, 1.502, 10, 17.125, 0.8185546875 
1504007592.324841, 0.819, 0.097, 1.476, 1.473, 10, 17.125, 0.80244140625 
1504007593.244841, 0.032, 0.757, 0.854, 1.644, 83, 17.125, 0.87978515625 
1504007594.164846, 0.777, 0.693, 1.605, 1.560, 11, 17.125, 0.85400390625 
1504007595.084767, 0.719, 0.693, 1.511, 1.534, 113, 17.125, 0.837890625 
1504007596.004853, 0.645, 0.831, 1.470, 1.473, 12, 17.125, 0.837890625 
1504007596.924801, 0.699, 0.712, 1.540, 1.553, 128, 17.125, 0.8572265625 
1504007597.844834, 0.851, 0.790, 1.534, 1.502, 13, 17.125, 0.825 
1504007598.764787, 0.751, 0.738, 1.547, 1.511, 104, 17.125, 0.837890625 
1504007599.684841, 0.751, 0.648, 1.560, 1.582, 14, 17.125, 0.85078125 
1504007600.604811, 0.006, 0.048, 1.518, 1.492, 73, 17.125, 0.82822265625 
1504007601.525351, 0.151, 0.106, 1.560, 1.563, 15, 17.125, 0.837890625 
1504007602.455014, 0.097, 0.119, 1.479, 1.473, 15, 17.125, 0.7798828125 
1504007603.374799, 0.802, 0.738, 1.647, 1.637, 42, 17.125, 0.8572265625 
1504007604.294847, 0.090, 0.132, 1.476, 1.473, 16, 17.125, 0.812109375 
1504007605.214789, 0.738, 0.725, 1.553, 1.560, 46, 17.125, 0.8185546875 
1504007606.134831, 0.110, 0.090, 1.492, 1.502, 17, 17.125, 0.812109375 
1504007607.054848, 0.632, 0.728, 1.534, 1.547, 128, 17.125, 0.812109375 
1504007607.974861, 0.812, 0.751, 1.492, 1.492, 18, 17.125, 0.7798828125 
1504007608.894802, 0.777, 0.715, 1.511, 1.502, 1, 17.125, 0.8185546875 
1504007609.814915, 0.767, 0.738, 1.547, 1.534, 19, 17.125, 0.8314453125 
1504007610.734785, 0.651, 0.761, 1.553, 1.540, 37, 17.125, 0.837890625 
1504007611.654908, 0.184, 0.068, 1.605, 1.627, 20, 17.125, 0.85400390625 
1504007612.574801, 0.709, 0.780, 1.476, 1.470, 20, 17.125, 0.812109375 
1504007613.494777, 0.722, 0.751, 1.595, 1.605, 97, 17.125, 0.85400390625 
1504007614.414832, 0.767, 0.735, 1.576, 1.560, 21, 17.125, 0.82822265625 
1504007615.334837, 0.699, 0.728, 1.544, 1.534, 64, 17.125, 0.837890625 
1504007616.254935, 0.064, 0.132, 1.492, 1.492, 22, 17.125, 0.8314453125 
1504007617.174862, 0.680, 0.738, 1.534, 1.534, 128, 17.125, 0.812109375 
1504007618.094895, 0.074, 0.180, 1.492, 1.492, 23, 17.125, 0.78955078125 
1504007619.015397, 0.738, 0.751, 1.560, 1.560, 52, 17.125, 0.82177734375 
1504007619.944922, 0.712, 0.032, 1.502, 1.476, 24, 17.125, 0.78955078125 
1504007620.864852, 0.754, 0.132, 1.476, 1.476, 29, 17.125, 0.7798828125 
1504007621.784842, 0.116, 0.081, 1.624, 1.627, 25, 17.125, 0.8185546875 
1504007622.704854, 0.068, 0.132, 1.476, 1.473, 25, 17.125, 0.79921875 
1504007623.624803, 0.029, 0.806, 1.647, 1.647, 62, 17.125, 0.837890625 
1504007624.544812, 0.802, 0.090, 1.473, 1.476, 26, 17.125, 0.7798828125 
1504007625.464893, 0.648, 0.751, 1.550, 1.553, 125, 17.125, 0.80244140625 
1504007626.384848, 0.735, 0.203, 1.579, 1.605, 27, 17.125, 0.82177734375 
1504007627.304813, 0.712, 0.754, 1.492, 1.518, 0, 17.125, 0.786328125 
1504007628.224853, 0.922, 0.728, 1.605, 1.579, 28, 17.125, 0.85078125 
1504007629.144837, 0.715, 0.026, 1.534, 1.492, 67, 17.125, 0.82177734375 
1504007630.064839, 0.767, 0.116, 1.576, 1.598, 29, 17.125, 0.812109375 
1504007630.984784, 0.712, 0.026, 1.553, 1.534, 31, 17.125, 0.82177734375 
1504007631.904859, 0.812, 0.790, 1.605, 1.560, 30, 17.125, 0.80244140625 
1504007632.824798, 0.184, 0.193, 1.473, 1.470, 30, 17.125, 0.7669921875 
1504007633.744797, 0.032, 0.802, 1.647, 1.644, 85, 17.125, 0.80244140625 
1504007634.664841, 0.686, 0.674, 1.492, 1.473, 31, 17.125, 0.77666015625 
1504007635.584837, 0.738, 0.754, 1.534, 1.502, 65, 17.125, 0.7541015625 
1504007636.505049, 0.786, 0.203, 1.602, 1.560, 32, 17.125, 0.8185546875 
1504007637.424815, 0.764, 0.812, 1.492, 1.508, 128, 17.125, 0.7798828125 
1504007638.344849, 0.180, 0.686, 1.492, 1.470, 33, 17.125, 0.786328125 
1504007639.264787, 0.029, 0.812, 1.576, 1.547, 109, 17.125, 0.77021484375 
1504007640.184845, 0.677, 0.667, 1.492, 1.470, 34, 17.125, 0.7798828125 
1504007641.104814, 0.677, 0.802, 1.534, 1.518, 34, 17.125, 0.77021484375 
1504007642.024894, 0.786, 0.770, 1.553, 1.563, 0, 17.125, 0.75087890625 
1504007642.944822, 0.180, 0.683, 1.473, 1.473, 0, 17.125, 0.7798828125 
1504007643.864783, 0.654, 0.635, 1.579, 1.576, 101, 17.125, 0.77021484375 
1504007644.784833, 0.667, 0.168, 1.627, 1.624, 1, 17.125, 0.80244140625 
1504007645.704814, 0.142, 0.625, 1.511, 1.511, 11, 17.125, 0.73798828125 
1504007646.624862, 0.203, 0.203, 1.563, 1.595, 2, 17.125, 0.80244140625 
1504007647.544835, 0.171, 0.677, 1.518, 1.502, 0, 17.125, 0.7541015625 
1504007648.464872, 0.770, 0.132, 1.476, 1.473, 3, 17.125, 0.74765625 
1504007649.384818, 0.003, 0.748, 1.508, 1.492, 52, 17.125, 0.7798828125 
1504007650.305385, 0.735, 0.648, 1.637, 1.637, 4, 17.125, 0.82177734375 
1504007651.224864, 0.664, 0.780, 1.492, 1.476, 123, 17.125, 0.77666015625 
1504007652.144863, 0.667, 0.151, 1.605, 1.605, 5, 17.125, 0.8185546875 
1504007653.064830, 0.058, 0.058, 1.476, 1.473, 5, 17.125, 0.79921875 
1504007653.984841, 0.635, 0.722, 1.605, 1.605, 1, 17.125, 0.80244140625 
1504007654.904872, 0.032, 0.686, 1.492, 1.473, 6, 17.125, 0.79921875 
1504007655.824865, 0.677, 0.645, 1.553, 1.553, 114, 17.125, 0.786328125 
1504007656.744829, 0.667, 0.161, 1.479, 1.473, 7, 17.125, 0.7541015625 
1504007657.664882, 0.197, 0.699, 1.560, 1.534, 128, 17.125, 0.79921875 
1504007658.584870, 0.883, 0.751, 1.518, 1.534, 8, 17.125, 0.8314453125 
1504007659.504809, 0.677, 0.725, 1.553, 1.534, 3, 17.125, 0.7798828125 
1504007660.424853, 0.683, 0.664, 1.627, 1.644, 9, 17.125, 0.812109375 
1504007661.344848, 0.738, 0.110, 1.492, 1.473, 12, 17.125, 0.7798828125 
1504007662.264855, 0.003, 0.767, 1.576, 1.576, 10, 17.125, 0.7541015625 
1504007663.184808, 0.686, 0.770, 1.511, 1.476, 10, 17.125, 0.734765625 
1504007664.104817, 0.074, 0.819, 1.647, 0.851, 54, 17.125, 0.75087890625 
1504007665.024806, 0.161, 0.171, 1.492, 1.470, 11, 17.125, 0.7154296875 
1504007665.944780, 0.699, 0.761, 1.511, 1.508, 88, 17.125, 0.708984375 
1504007666.864817, 0.161, 0.725, 1.473, 1.473, 12, 17.125, 0.68642578125 
1504007667.784824, 0.068, 0.728, 1.550, 1.553, 128, 17.125, 0.6767578125 
1504007668.704880, 0.754, 0.751, 1.473, 1.457, 13, 17.125, 0.6767578125 
1504007669.634896, 0.635, 0.738, 1.547, 1.534, 1, 17.125, 0.6638671875 
1504007670.554891, 0.032, 0.110, 1.502, 1.470, 14, 17.125, 0.20302734375 
1504007671.474824, 0.738, 0.738, 1.534, 1.502, 8, 17.125, 0.6638671875 
1504007672.394874, 0.790, 0.799, 1.547, 1.544, 15, 17.125, 0.631640625 
1504007673.314868, 0.168, 0.106, 1.473, 1.473, 15, 17.125, 0.20302734375 
1504007674.234633, 0.715, 0.016, 1.627, 1.637, 109, 17.125, 0.64775390625 
1504007675.154681, 0.667, 0.709, 1.473, 1.476, 16, 17.125, 0.7154296875 
1504007676.074495, 0.677, 0.709, 1.502, 1.502, 62, 17.125, 0.69287109375 
1504007676.994576, 0.013, 0.097, 1.473, 1.473, 17, 17.125, 0.64775390625 
1504007677.914531, 0.667, 0.735, 1.534, 1.534, 128, 17.125, 0.66708984375 
1504007678.834853, 0.877, 0.699, 1.502, 1.508, 18, 17.125, 0.69287109375 
1504007679.754859, 0.006, 0.761, 1.534, 1.502, 41, 17.125, 0.68642578125 
1504007680.674840, 0.026, 0.029, 1.492, 1.476, 19, 17.125, 0.64775390625 
1504007681.594880, 0.045, 0.142, 1.508, 1.492, 65, 17.125, 0.68642578125 
1504007682.514878, 0.045, 0.029, 1.476, 1.470, 20, 17.125, 0.64775390625 
1504007683.434837, 0.770, 0.026, 1.502, 1.511, 20, 17.125, 0.69931640625 
1504007684.354851, 0.032, 0.777, 1.644, 1.605, 35, 17.125, 0.708984375 
1504007685.274832, 0.719, 0.180, 1.637, 1.624, 21, 17.125, 0.7154296875 
1504007686.194817, 0.748, 0.738, 1.544, 1.534, 118, 17.125, 0.6767578125 
1504007687.114806, 1.028, 0.812, 1.560, 1.544, 22, 17.125, 0.7798828125 
1504007688.035016, 0.754, 0.802, 1.534, 1.534, 128, 17.187, 0.7798828125 
1504007688.954846, 0.635, 0.728, 1.492, 1.492, 23, 17.125, 0.77021484375 
1504007689.874819, 0.812, 0.812, 1.511, 1.511, 20, 17.125, 0.7541015625 
1504007690.794883, 0.029, 0.026, 1.647, 1.637, 24, 17.125, 0.77021484375 
1504007691.714805, 0.751, 0.790, 1.553, 1.560, 103, 17.125, 0.71865234375 
1504007692.634878, 0.751, 0.203, 1.560, 1.534, 25, 17.125, 0.72509765625 
1504007693.554834, 0.026, 0.203, 1.473, 1.473, 25, 17.125, 0.734765625 
1504007694.474867, 0.184, 0.026, 1.647, 1.611, 26, 17.125, 0.75087890625 
1504007695.394841, 0.161, 0.026, 1.647, 1.644, 26, 17.125, 0.74765625 
1504007696.314821, 0.735, 0.777, 1.563, 1.534, 28, 17.125, 0.68642578125 
1504007697.234874, 0.812, 0.013, 1.534, 1.511, 27, 17.125, 0.6767578125 
1504007698.154813, 0.728, 0.799, 1.553, 1.511, 128, 17.125, 0.68642578125 
1504007699.074923, 0.828, 0.754, 1.502, 1.518, 28, 17.125, 0.734765625 
1504007699.994799, 0.751, 0.780, 1.534, 1.553, 96, 17.125, 0.708984375 
1504007700.914918, 0.645, 0.193, 1.627, 1.627, 29, 17.125, 0.73798828125 
1504007701.835040, 0.058, 0.006, 1.576, 1.511, 5, 17.125, 0.7283203125 
1504007702.754881, 0.625, 0.735, 1.502, 1.511, 30, 17.125, 0.69931640625 
1504007703.674781, 0.048, 0.200, 1.492, 1.473, 30, 17.125, 0.68642578125 
1504007704.594858, 0.058, 0.029, 1.605, 1.605, 101, 17.187, 0.72509765625 
1504007705.514887, 0.725, 0.780, 1.492, 1.473, 31, 17.125, 0.734765625 
1504007706.434862, 0.029, 0.799, 1.518, 1.508, 126, 17.125, 0.734765625 
1504007707.354842, 0.757, 0.812, 1.479, 1.476, 32, 17.187, 0.78955078125 
1504007708.274836, 0.780, 0.812, 1.511, 1.511, 128, 17.187, 0.812109375 
1504007709.194853, 0.081, 0.184, 1.502, 1.540, 33, 17.187, 0.8185546875 
1504007710.114852, 0.719, 0.032, 1.550, 1.502, 107, 17.125, 0.812109375 
1504007711.035068, 0.854, 0.648, 1.595, 1.576, 34, 17.187, 0.85400390625 
1504007711.954937, 0.738, 0.058, 1.502, 1.502, 4, 17.187, 0.837890625 
1504007712.874852, 0.119, 0.110, 1.492, 1.502, 0, 17.125, 0.85078125 
1504007713.794801, 0.193, 0.719, 1.492, 1.473, 0, 17.187, 0.82177734375 
1504007714.714835, 0.013, 0.683, 1.637, 1.647, 26, 17.125, 0.8830078125 
1504007715.634841, 0.135, 0.648, 1.605, 1.605, 1, 17.187, 0.8765625 
