t,dr,fdr,cra,crb,pv,T,Vpz
1504175942.242345, 1.647, 1.647, 0.203, 0.628, 0, 0.000, 1.02802734375 
1504175942.347420, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175942.449461, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175942.551080, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175942.652653, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175942.754183, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175942.855687, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175942.957273, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175943.058887, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175943.160473, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175943.262566, 0.725, 1.647, 0.632, 0.632, 0, 0.000, 0.928125 
1504175943.364660, 1.647, 1.647, 0.203, 0.203, 0, 0.000, 1.018359375 
1504175943.466544, 1.647, 1.647, 0.732, 0.732, 0, 0.000, 1.02802734375 
1504175943.568277, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175943.669918, 1.647, 1.647, 0.751, 0.757, 0, 0.000, 1.02802734375 
1504175943.771530, 1.647, 1.647, 0.757, 0.757, 0, 0.000, 1.02802734375 
1504175943.873113, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175943.974707, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175944.076368, 1.647, 1.647, 0.651, 0.654, 0, 0.000, 0.9345703125 
1504175944.178233, 1.647, 1.647, 0.203, 0.632, 0, 0.000, 1.02802734375 
1504175944.287915, 1.647, 1.647, 0.754, 0.757, 0, 0.000, 1.02802734375 
1504175944.389939, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175944.491733, 1.647, 1.647, 0.773, 0.799, 0, 0.000, 1.02802734375 
1504175944.593413, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175944.695078, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175944.796694, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175944.898406, 0.738, 1.647, 0.648, 0.651, 0, 0.000, 0.9345703125 
1504175945.000101, 1.647, 1.647, 0.203, 0.203, 0, 0.000, 1.02802734375 
1504175945.101754, 1.647, 1.647, 0.732, 0.732, 0, 0.000, 1.02802734375 
1504175945.203428, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175945.305042, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175945.406999, 1.647, 1.647, 0.773, 0.799, 0, 0.000, 1.02802734375 
1504175945.508979, 1.647, 1.647, 0.777, 0.773, 0, 0.000, 1.02802734375 
1504175945.610603, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175945.712202, 1.647, 1.647, 0.777, 0.799, 0, 0.000, 1.02802734375 
1504175945.813794, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175945.915386, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175946.016950, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175946.118733, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175946.220264, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175946.321820, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.456640625 
1504175946.423716, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175946.525511, 1.647, 1.647, 0.799, 0.799, 0, 0.000, 1.02802734375 
1504175946.627140, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175946.728802, 0.151, 1.647, 0.651, 0.651, 0, 0.000, 0.941015625 
1504175946.830292, 1.647, 1.647, 0.203, 0.203, 0, 0.000, 1.02802734375 
1504175946.931880, 1.647, 1.647, 0.732, 0.732, 0, 0.000, 1.02802734375 
1504175947.033418, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175947.134974, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.02802734375 
1504175947.236518, 1.647, 1.647, 0.773, 0.773, 0, 0.000, 1.456640625 
1504175947.338871, 1.647, 1.647, 0.799, 0.773, 0, 0.000, 1.456640625 
