t,dr,fdr,cra,crb,pv,T,Vpz
1504003550.144786, 0.003, 0.003, 1.470, 1.492, 64, 17.250, 0.7283203125 
1504003551.064752, 0.003, 0.003, 1.473, 1.476, 64, 17.312, 0.7283203125 
1504003551.984756, 0.003, 0.003, 1.473, 1.502, 64, 17.312, 0.73798828125 
1504003552.904804, 0.003, 0.003, 1.457, 1.476, 64, 17.250, 0.75087890625 
1504003553.824781, 0.003, 0.003, 1.470, 1.476, 64, 17.312, 0.75087890625 
1504003554.744802, 0.003, 0.003, 1.457, 1.476, 64, 17.250, 0.7541015625 
1504003555.664738, 0.003, 0.003, 1.473, 1.457, 64, 17.250, 0.7541015625 
1504003556.584709, 0.003, 0.003, 1.457, 1.492, 64, 17.250, 0.7541015625 
1504003557.504877, 0.003, 0.003, 1.457, 1.476, 64, 17.250, 0.75732421875 
1504003558.424755, 0.003, 0.003, 1.470, 1.473, 64, 17.250, 0.7669921875 
1504003559.344811, 0.003, 0.003, 1.470, 1.473, 64, 17.250, 0.77021484375 
1504003560.264808, 0.003, 0.003, 1.028, 1.492, 64, 17.312, 0.77666015625 
1504003561.184770, 0.003, 0.003, 1.470, 1.492, 64, 17.250, 0.77666015625 
1504003562.104805, 0.003, 0.003, 1.473, 1.473, 64, 17.250, 0.77666015625 
1504003563.034770, 0.003, 0.003, 1.470, 1.492, 64, 17.250, 0.7798828125 
1504003563.954909, 0.003, 0.003, 1.457, 1.473, 64, 17.250, 0.786328125 
1504003564.874607, 0.003, 0.003, 1.473, 1.476, 64, 17.250, 0.812109375 
1504003565.794552, 0.003, 0.003, 1.473, 1.476, 64, 17.250, 0.82177734375 
1504003566.714506, 0.003, 0.003, 1.473, 1.473, 64, 17.250, 0.8314453125 
1504003567.634470, 0.003, 0.003, 1.457, 1.473, 64, 17.250, 0.84111328125 
1504003568.554782, 0.003, 0.003, 1.470, 1.470, 64, 17.250, 0.85400390625 
1504003569.474768, 0.003, 0.003, 1.470, 1.492, 64, 17.250, 0.85400390625 
1504003570.394769, 0.003, 0.003, 1.457, 1.473, 64, 17.250, 0.8572265625 
1504003571.314767, 0.003, 0.003, 1.473, 1.473, 64, 17.250, 0.8701171875 
1504003572.234723, 0.003, 0.003, 1.473, 1.479, 64, 17.312, 0.87978515625 
1504003573.154849, 0.003, 0.003, 1.457, 1.492, 64, 17.250, 0.8830078125 
1504003574.074821, 0.003, 0.003, 1.473, 1.473, 64, 17.250, 0.8830078125 
1504003574.994753, 0.003, 0.003, 1.470, 1.476, 64, 17.250, 0.89267578125 
1504003575.914728, 0.003, 0.003, 1.473, 1.479, 64, 17.250, 0.89267578125 
1504003576.834744, 0.003, 0.003, 1.473, 1.470, 64, 17.312, 0.89267578125 
1504003577.754751, 0.003, 0.003, 1.470, 1.473, 64, 17.250, 0.89912109375 
1504003578.674730, 0.003, 0.003, 1.473, 1.476, 64, 17.312, 0.89267578125 
1504003579.594789, 0.003, 0.003, 1.470, 1.492, 64, 17.312, 0.89912109375 
1504003580.514877, 0.003, 0.003, 1.473, 1.473, 64, 17.312, 0.89267578125 
1504003581.434948, 0.003, 0.003, 1.457, 1.473, 64, 17.250, 0.889453125 
1504003582.354786, 0.003, 0.003, 1.473, 1.502, 64, 17.312, 0.8830078125 
1504003583.274762, 0.003, 0.003, 1.457, 1.457, 64, 17.312, 0.86044921875 
1504003584.194744, 0.003, 0.003, 1.457, 1.473, 64, 17.312, 0.85078125 
1504003585.114743, 0.003, 0.003, 1.450, 1.476, 64, 17.312, 0.82822265625 
1504003586.034736, 0.003, 0.003, 1.457, 1.492, 64, 17.312, 0.786328125 
1504003586.954786, 0.003, 0.003, 1.473, 1.473, 64, 17.312, 0.7541015625 
1504003587.874826, 0.003, 0.003, 1.473, 1.473, 64, 17.312, 0.734765625 
1504003588.794770, 0.003, 0.003, 1.470, 1.473, 64, 17.312, 0.7154296875 
