t,dr,fdr,cra,crb,pv,T,Vpz
1504179684.545530, 0.068, 0.722, 0.000, 0.000, 8, 0.000, 0.8185546875 
1504179684.647186, 0.751, 0.722, 0.000, 0.000, 8, 0.000, 0.8185546875 
1504179684.757268, 0.045, 0.722, 0.000, 0.000, 8, 0.000, 0.82177734375 
1504179684.858968, 0.045, 0.722, 0.000, 0.000, 8, 0.000, 0.8185546875 
1504179684.960699, 0.045, 0.722, 0.000, 0.006, 8, 0.000, 0.8185546875 
1504179685.062274, 0.045, 0.722, 0.000, 0.000, 8, 0.000, 0.812109375 
1504179685.163857, 0.090, 0.719, 0.000, 0.006, 8, 0.000, 0.79921875 
1504179685.265397, 0.632, 0.719, 0.000, 0.000, 8, 0.000, 0.79921875 
1504179685.366898, 0.052, 0.715, 0.000, 0.000, 8, 0.000, 0.7734375 
1504179685.468725, 0.029, 0.715, 0.000, 0.000, 8, 0.000, 0.7734375 
1504179685.570407, 0.151, 0.715, 0.000, 0.000, 8, 0.000, 0.7734375 
1504179685.672063, 0.203, 0.722, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179685.774165, 0.013, 0.722, 0.000, 0.003, 16, 0.000, 0.7734375 
1504179685.876342, 0.777, 0.722, 0.000, 0.003, 16, 0.000, 0.7734375 
1504179685.978519, 0.686, 0.722, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179686.080015, 0.006, 0.725, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179686.181327, 0.738, 0.725, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179686.282547, 0.780, 0.728, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179686.383748, 0.751, 0.735, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179686.484867, 0.751, 0.735, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179686.585972, 0.799, 0.735, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179686.687317, 0.735, 0.735, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179686.788855, 0.751, 0.735, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179686.890122, 0.738, 0.738, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179686.991458, 0.728, 0.738, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179687.092600, 0.822, 0.738, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179687.193674, 0.735, 0.738, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179687.294771, 0.822, 0.738, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179687.395825, 0.799, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179687.496942, 0.812, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179687.598096, 0.799, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179687.699239, 0.683, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179687.802375, 0.773, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179687.904161, 0.773, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179688.005763, 0.006, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179688.107367, 0.822, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179688.208902, 0.725, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179688.310413, 0.773, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179688.411954, 0.799, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179688.513503, 0.812, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179688.615005, 0.751, 0.751, 0.000, 0.000, 16, 0.000, 0.7734375 
1504179688.716592, 0.722, 0.751, 0.000, 0.000, 24, 0.000, 0.7734375 
1504179688.818694, 0.777, 0.751, 0.000, 0.000, 24, 0.000, 0.7734375 
1504179688.920739, 0.822, 0.773, 0.000, 0.000, 24, 0.000, 0.7734375 
1504179689.022369, 0.822, 0.773, 0.000, 0.000, 24, 0.000, 0.7734375 
1504179689.123884, 0.822, 0.777, 0.000, 0.000, 24, 0.000, 0.7734375 
1504179689.225443, 0.026, 0.780, 0.000, 0.000, 24, 0.000, 0.7734375 
1504179689.326950, 0.058, 0.799, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179689.428556, 0.013, 0.799, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179689.530136, 0.151, 0.799, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179689.631730, 0.119, 0.799, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179689.733689, 0.110, 0.799, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179689.835879, 0.116, 0.812, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179689.937723, 0.100, 0.812, 0.000, 0.000, 24, 0.000, 0.7734375 
1504179690.039369, 0.006, 0.812, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179690.141065, 0.780, 0.819, 0.000, 0.000, 24, 0.000, 0.812109375 
1504179690.242576, 0.799, 0.819, 0.000, 0.000, 24, 0.000, 0.812109375 
1504179690.344136, 0.735, 0.819, 0.000, 0.000, 24, 0.000, 0.812109375 
1504179690.445653, 0.738, 0.822, 0.000, 0.000, 24, 0.000, 0.812109375 
1504179690.547167, 0.728, 0.822, 0.000, 0.000, 24, 0.000, 0.812109375 
1504179690.648691, 0.722, 0.822, 0.000, 0.006, 24, 0.000, 0.79921875 
1504179690.750560, 0.738, 0.822, 0.000, 0.006, 24, 0.000, 0.79921875 
1504179690.852729, 0.799, 0.822, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179690.954599, 0.799, 0.822, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179691.056249, 0.026, 0.822, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179691.157779, 0.074, 0.822, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179691.259309, 0.058, 0.822, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179691.360979, 0.029, 0.822, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179691.462719, 0.132, 0.822, 0.000, 0.000, 24, 0.000, 0.79921875 
1504179691.564337, 0.068, 0.822, 0.000, 0.000, 24, 0.000, 0.7734375 
1504179691.665880, 0.100, 0.822, 0.000, 0.000, 24, 0.000, 0.7734375 
1504179691.770537, 0.103, 0.822, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179691.872696, 0.103, 0.000, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179691.974549, 0.110, 0.003, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179692.076146, 0.203, 0.006, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179692.177785, 0.132, 0.013, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179692.279346, 0.203, 0.026, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179692.380935, 0.132, 0.026, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179692.482505, 0.029, 0.026, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179692.584008, 0.799, 0.026, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179692.685525, 0.677, 0.029, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179692.790489, 0.751, 0.029, 0.000, 0.000, 32, 0.000, 0.7734375 
1504179692.892555, 0.064, 0.029, 0.000, 0.000, 32, 0.000, 0.734765625 
1504179692.994387, 0.106, 0.029, 0.000, 0.000, 32, 0.000, 0.734765625 
1504179693.095963, 0.651, 0.029, 0.000, 0.000, 32, 0.000, 0.7283203125 
1504179693.197480, 0.645, 0.032, 0.000, 0.000, 32, 0.000, 0.7283203125 
1504179693.298978, 0.203, 0.032, 0.000, 0.000, 32, 0.000, 0.7283203125 
1504179693.400572, 0.203, 0.052, 0.000, 0.000, 32, 0.000, 0.7283203125 
1504179693.502205, 0.032, 0.052, 0.000, 0.000, 32, 0.000, 0.7283203125 
1504179693.603798, 0.719, 0.052, 0.000, 0.000, 32, 0.000, 0.7283203125 
1504179693.705536, 0.667, 0.052, 0.000, 0.000, 32, 0.000, 0.7283203125 
1504179693.807657, 0.667, 0.052, 0.000, 0.000, 32, 0.000, 0.72509765625 
1504179693.909831, 0.777, 0.052, 0.000, 0.000, 32, 0.000, 0.721875 
1504179694.011772, 0.026, 0.052, 0.000, 0.000, 32, 0.000, 0.721875 
1504179694.113354, 0.645, 0.055, 0.000, 0.000, 32, 0.000, 0.721875 
1504179694.214919, 0.193, 0.055, 0.000, 0.000, 32, 0.000, 0.721875 
1504179694.316448, 0.667, 0.055, 0.000, 0.000, 32, 0.000, 0.721875 
1504179694.418024, 0.203, 0.055, 0.000, 0.000, 32, 0.000, 0.721875 
1504179694.519584, 0.151, 0.058, 0.000, 0.000, 32, 0.000, 0.68642578125 
1504179694.621227, 0.058, 0.058, 0.000, 0.000, 32, 0.000, 0.68642578125 
1504179694.722738, 0.751, 0.058, 0.000, 0.000, 32, 0.000, 0.6767578125 
1504179694.830550, 0.738, 0.055, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179694.932695, 0.026, 0.058, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179695.034488, 0.151, 0.058, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179695.136151, 0.203, 0.058, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179695.237719, 0.151, 0.058, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179695.339301, 0.116, 0.064, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179695.440950, 0.132, 0.068, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179695.542523, 0.722, 0.074, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179695.644054, 0.151, 0.100, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179695.745559, 0.029, 0.100, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179695.847195, 0.193, 0.100, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179695.950803, 0.677, 0.103, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179696.052639, 0.058, 0.106, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179696.154274, 0.052, 0.106, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179696.255865, 0.100, 0.106, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179696.357465, 0.667, 0.110, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179696.459032, 0.058, 0.110, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179696.560668, 0.780, 0.110, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179696.662215, 0.058, 0.110, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179696.763872, 0.203, 0.110, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179696.865830, 0.064, 0.110, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179696.967926, 0.064, 0.110, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179697.069806, 0.203, 0.110, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179697.171483, 0.799, 0.116, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179697.273034, 0.193, 0.116, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179697.374810, 0.103, 0.116, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179697.476471, 0.203, 0.116, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179697.578009, 0.203, 0.116, 0.000, 0.000, 40, 0.000, 0.6767578125 
1504179697.679519, 0.029, 0.116, 0.000, 0.000, 40, 0.000, 0.721875 
1504179697.781152, 0.026, 0.116, 0.000, 0.000, 40, 0.000, 0.721875 
1504179697.890633, 0.058, 0.116, 0.000, 0.000, 48, 0.000, 0.721875 
1504179697.992704, 0.151, 0.116, 0.000, 0.000, 48, 0.000, 0.72509765625 
1504179698.094519, 0.200, 0.116, 0.000, 0.000, 48, 0.000, 0.72509765625 
1504179698.196085, 0.203, 0.119, 0.000, 0.000, 48, 0.000, 0.7283203125 
1504179698.297659, 0.151, 0.119, 0.000, 0.000, 48, 0.000, 0.7283203125 
1504179698.399244, 0.135, 0.132, 0.000, 0.000, 48, 0.000, 0.7283203125 
1504179698.500924, 0.193, 0.132, 0.000, 0.000, 48, 0.000, 0.7283203125 
1504179698.602464, 0.100, 0.132, 0.000, 0.000, 48, 0.000, 0.7283203125 
1504179698.704027, 0.203, 0.135, 0.000, 0.000, 48, 0.000, 0.7283203125 
1504179698.805530, 0.132, 0.135, 0.000, 0.000, 48, 0.000, 0.7283203125 
1504179698.907059, 0.132, 0.151, 0.000, 0.000, 48, 0.000, 0.734765625 
1504179699.009230, 0.132, 0.151, 0.000, 0.000, 48, 0.000, 0.734765625 
1504179699.111083, 0.106, 0.151, 0.000, 0.000, 48, 0.000, 0.734765625 
1504179699.212683, 0.132, 0.151, 0.000, 0.000, 48, 0.000, 0.734765625 
1504179699.314271, 0.151, 0.151, 0.000, 0.000, 48, 0.000, 0.734765625 
1504179699.415825, 0.203, 0.151, 0.000, 0.000, 48, 0.000, 0.734765625 
1504179699.517417, 0.203, 0.151, 0.000, 0.000, 48, 0.000, 0.7734375 
1504179699.618968, 0.100, 0.151, 0.000, 0.000, 48, 0.000, 0.7734375 
1504179699.720626, 0.151, 0.151, 0.000, 0.003, 48, 0.000, 0.7734375 
1504179699.822160, 0.119, 0.151, 0.003, 0.006, 48, 0.000, 0.7734375 
1504179699.923892, 0.151, 0.193, 0.000, 0.000, 48, 0.000, 0.7734375 
1504179700.026065, 0.648, 0.193, 0.000, 0.000, 48, 0.000, 0.7734375 
1504179700.127947, 0.203, 0.193, 0.003, 0.000, 48, 0.000, 0.7734375 
1504179700.229542, 0.151, 0.193, 0.003, 0.000, 48, 0.000, 0.7734375 
1504179700.331210, 0.110, 0.193, 0.000, 0.000, 48, 0.000, 0.7734375 
1504179700.432729, 0.151, 0.200, 0.000, 0.000, 48, 0.000, 0.79921875 
1504179700.534332, 0.645, 0.200, 0.000, 0.000, 48, 0.000, 0.7734375 
1504179700.635910, 0.119, 0.200, 0.000, 0.000, 48, 0.000, 0.7734375 
1504179700.737495, 0.203, 0.200, 0.000, 0.003, 48, 0.000, 0.7734375 
1504179700.839032, 0.132, 0.200, 0.000, 0.000, 48, 0.000, 0.79921875 
1504179700.941224, 0.200, 0.200, 0.000, 0.003, 56, 0.000, 0.7734375 
1504179701.043444, 0.728, 0.203, 0.006, 0.010, 56, 0.000, 0.7734375 
1504179701.145317, 0.203, 0.203, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179701.246928, 0.725, 0.203, 0.003, 0.006, 56, 0.000, 0.7734375 
1504179701.348466, 0.203, 0.203, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179701.450059, 0.203, 0.203, 0.000, 0.003, 56, 0.000, 0.79921875 
1504179701.551778, 0.151, 0.203, 0.000, 0.000, 56, 0.000, 0.79921875 
1504179701.653337, 0.645, 0.203, 0.000, 0.000, 56, 0.000, 0.812109375 
1504179701.754890, 0.203, 0.203, 0.000, 0.006, 56, 0.000, 0.79921875 
1504179701.856443, 0.203, 0.203, 0.000, 0.010, 56, 0.000, 0.7734375 
1504179701.959720, 0.854, 0.203, 0.006, 0.006, 56, 0.000, 0.7734375 
1504179702.068372, 0.728, 0.203, 0.000, 0.006, 56, 0.000, 0.7734375 
1504179702.170135, 0.648, 0.203, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179702.271851, 0.722, 0.203, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179702.373446, 0.203, 0.203, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179702.475094, 0.200, 0.203, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179702.576613, 0.667, 0.203, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179702.678186, 0.728, 0.203, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179702.779880, 0.648, 0.203, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179702.881530, 0.667, 0.645, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179702.983135, 0.203, 0.645, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179703.085326, 0.151, 0.645, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179703.187103, 0.151, 0.645, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179703.288917, 0.151, 0.645, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179703.390638, 0.203, 0.648, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179703.492444, 0.722, 0.648, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179703.594106, 0.854, 0.648, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179703.695705, 0.728, 0.648, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179703.797238, 0.677, 0.648, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179703.898754, 0.203, 0.648, 0.000, 0.000, 56, 0.000, 0.7734375 
1504179704.000475, 0.728, 0.648, 0.000, 0.000, 64, 0.000, 0.7734375 
1504179704.102380, 0.722, 0.648, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179704.204212, 0.735, 0.648, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179704.305819, 0.838, 0.648, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179704.407428, 0.735, 0.651, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179704.509128, 0.851, 0.654, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179704.610802, 0.773, 0.667, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179704.712342, 0.851, 0.667, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179704.813908, 0.667, 0.667, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179704.915448, 0.773, 0.677, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179705.017225, 0.728, 0.677, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179705.118958, 0.854, 0.677, 0.000, 0.003, 64, 0.000, 0.79921875 
1504179705.221021, 0.773, 0.677, 0.000, 0.000, 64, 0.000, 0.812109375 
1504179705.322647, 0.773, 0.677, 0.000, 0.000, 64, 0.000, 0.812109375 
1504179705.424301, 0.203, 0.677, 0.000, 0.000, 64, 0.000, 0.812109375 
1504179705.525889, 0.677, 0.677, 0.000, 0.000, 64, 0.000, 0.812109375 
1504179705.627430, 0.722, 0.680, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179705.728990, 0.203, 0.686, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179705.830604, 0.203, 0.686, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179705.932108, 0.722, 0.683, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179706.033698, 0.648, 0.686, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179706.135231, 0.203, 0.722, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179706.237147, 0.132, 0.686, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179706.338797, 0.648, 0.722, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179706.440467, 0.677, 0.722, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179706.542067, 0.735, 0.722, 0.000, 0.000, 64, 0.000, 0.79921875 
1504179706.643623, 0.203, 0.722, 0.000, 0.000, 64, 0.000, 0.7734375 
1504179706.745183, 0.822, 0.722, 0.000, 0.000, 64, 0.000, 0.7734375 
1504179706.846720, 0.667, 0.722, 0.000, 0.000, 64, 0.000, 0.7734375 
1504179706.948256, 0.812, 0.722, 0.000, 0.000, 64, 0.000, 0.7734375 
1504179707.049811, 0.677, 0.722, 0.000, 0.000, 64, 0.000, 0.7734375 
1504179707.151492, 0.799, 0.722, 0.000, 0.000, 72, 0.000, 0.7734375 
1504179707.253412, 0.822, 0.722, 0.000, 0.000, 72, 0.000, 0.7734375 
1504179707.355104, 0.883, 0.728, 0.000, 0.000, 72, 0.000, 0.7734375 
1504179707.456783, 0.935, 0.728, 0.000, 0.000, 72, 0.000, 0.7734375 
1504179707.558374, 0.799, 0.728, 0.000, 0.000, 72, 0.000, 0.7734375 
1504179707.659960, 0.728, 0.735, 0.000, 0.003, 72, 0.000, 0.79921875 
1504179707.761590, 0.651, 0.735, 0.000, 0.003, 72, 0.000, 0.79921875 
1504179707.863100, 0.667, 0.735, 0.000, 0.003, 72, 0.000, 0.812109375 
1504179707.964600, 0.683, 0.735, 0.003, 0.010, 72, 0.000, 0.812109375 
1504179708.066133, 0.799, 0.773, 0.000, 0.006, 72, 0.000, 0.812109375 
1504179708.167658, 0.851, 0.773, 0.000, 0.003, 72, 0.000, 0.812109375 
1504179708.269579, 0.854, 0.773, 0.000, 0.006, 72, 0.000, 0.8185546875 
1504179708.371420, 0.831, 0.773, 0.000, 0.006, 72, 0.000, 0.82177734375 
1504179708.473121, 0.854, 0.773, 0.000, 0.006, 72, 0.000, 0.82177734375 
1504179708.574761, 0.773, 0.773, 0.000, 0.000, 72, 0.000, 0.82177734375 
1504179708.676385, 0.735, 0.773, 0.000, 0.003, 72, 0.000, 0.82177734375 
1504179708.778071, 0.773, 0.773, 0.000, 0.003, 72, 0.000, 0.82177734375 
1504179708.879639, 0.735, 0.773, 0.000, 0.003, 72, 0.000, 0.82177734375 
1504179708.981255, 0.893, 0.773, 0.003, 0.006, 72, 0.000, 0.82177734375 
1504179709.082811, 0.925, 0.773, 0.000, 0.003, 72, 0.000, 0.82177734375 
1504179709.184559, 0.799, 0.773, 0.000, 0.006, 72, 0.000, 0.82177734375 
1504179709.286719, 0.822, 0.799, 0.003, 0.010, 72, 0.000, 0.82177734375 
1504179709.388467, 0.203, 0.799, 0.003, 0.006, 72, 0.000, 0.82177734375 
1504179709.490153, 0.132, 0.799, 0.000, 0.006, 72, 0.000, 0.82177734375 
1504179709.591827, 0.203, 0.799, 0.000, 0.006, 72, 0.000, 0.82177734375 
1504179709.693378, 0.812, 0.799, 0.000, 0.003, 72, 0.000, 0.82177734375 
1504179709.794973, 1.028, 0.799, 0.000, 0.006, 72, 0.000, 0.82177734375 
1504179709.896571, 0.883, 0.799, 0.000, 0.003, 72, 0.000, 0.82177734375 
1504179709.998144, 0.935, 0.799, 0.003, 0.006, 72, 0.000, 0.82177734375 
1504179710.099823, 0.851, 0.799, 0.003, 0.006, 72, 0.000, 0.82177734375 
1504179710.201491, 0.677, 0.799, 0.006, 0.013, 80, 0.000, 0.8314453125 
1504179710.303427, 0.735, 0.799, 0.003, 0.006, 80, 0.000, 0.8314453125 
1504179710.405124, 0.854, 0.812, 0.013, 0.013, 80, 0.000, 0.837890625 
1504179710.506819, 0.941, 0.812, 0.006, 0.010, 80, 0.000, 0.8314453125 
1504179710.608436, 1.028, 0.819, 0.003, 0.006, 80, 0.000, 0.837890625 
1504179710.710002, 0.854, 0.822, 0.000, 0.003, 80, 0.000, 0.8314453125 
1504179710.811614, 0.854, 0.822, 0.003, 0.006, 80, 0.000, 0.8314453125 
1504179710.913142, 0.883, 0.822, 0.006, 0.010, 80, 0.000, 0.837890625 
1504179711.014662, 0.976, 0.822, 0.003, 0.006, 80, 0.000, 0.837890625 
1504179711.116192, 0.880, 0.822, 0.006, 0.013, 80, 0.000, 0.837890625 
1504179711.217728, 0.838, 0.822, 0.000, 0.003, 80, 0.000, 0.837890625 
1504179711.319649, 0.854, 0.822, 0.000, 0.003, 80, 0.000, 0.837890625 
1504179711.421503, 0.944, 0.822, 0.000, 0.006, 80, 0.000, 0.837890625 
