t,dr,fdr,cra,crb,pv,T,Vpz
1504008117.164806, 0.645, 0.751, 1.476, 1.492, 128, 17.125, 0.79921875 
1504008118.084837, 0.780, 0.725, 1.563, 1.518, 8, 17.125, 0.80244140625 
1504008119.004861, 0.709, 0.699, 1.511, 1.511, 67, 17.125, 0.80244140625 
1504008119.924869, 0.148, 0.097, 1.476, 1.473, 8, 17.125, 0.7798828125 
1504008120.844812, 0.029, 0.100, 1.473, 1.470, 48, 17.125, 0.7798828125 
1504008121.764873, 0.632, 0.738, 1.502, 1.492, 8, 17.125, 0.77666015625 
1504008122.684798, 0.625, 0.735, 1.511, 1.502, 8, 17.125, 0.7798828125 
1504008123.604803, 0.802, 0.738, 1.627, 1.637, 111, 17.125, 0.812109375 
1504008124.524793, 0.203, 0.738, 1.473, 1.473, 8, 17.125, 0.78955078125 
1504008125.444828, 0.780, 0.677, 1.547, 1.534, 0, 17.125, 0.7798828125 
1504008126.364851, 0.645, 0.667, 1.479, 1.473, 8, 17.125, 0.7541015625 
1504008127.284829, 0.177, 0.677, 1.511, 1.511, 128, 17.125, 0.7669921875 
1504008128.204877, 0.106, 0.168, 1.492, 1.473, 8, 17.125, 0.75087890625 
1504008129.124877, 0.622, 0.719, 1.534, 1.534, 29, 17.125, 0.7541015625 
1504008130.044829, 0.802, 0.058, 1.550, 1.563, 8, 17.125, 0.77666015625 
1504008130.964810, 0.693, 0.728, 1.511, 1.502, 82, 17.125, 0.734765625 
1504008131.884855, 0.667, 0.142, 1.563, 1.595, 8, 17.125, 0.786328125 
1504008132.804885, 0.032, 0.119, 1.492, 1.473, 8, 17.125, 0.75087890625 
1504008133.724797, 0.786, 0.735, 1.647, 1.647, 59, 17.125, 0.78955078125 
1504008134.645045, 0.097, 0.161, 1.647, 1.637, 8, 17.125, 0.7798828125 
1504008135.564856, 0.767, 0.709, 1.511, 1.508, 50, 17.125, 0.73798828125 
1504008136.484837, 0.728, 0.029, 1.492, 1.473, 8, 17.125, 0.708984375 
1504008137.404832, 0.648, 0.754, 1.550, 1.511, 128, 17.125, 0.75087890625 
1504008138.324831, 0.828, 0.728, 1.518, 1.540, 8, 17.125, 0.77666015625 
1504008139.244780, 0.770, 0.735, 1.534, 1.511, 50, 17.125, 0.75087890625 
1504008140.164865, 0.722, 0.148, 1.624, 1.624, 8, 17.125, 0.7798828125 
1504008141.084788, 0.725, 0.055, 1.502, 1.502, 47, 17.125, 0.734765625 
1504008142.004903, 0.677, 0.799, 1.492, 1.479, 8, 17.125, 0.734765625 
1504008142.924785, 0.754, 0.110, 1.473, 1.470, 8, 17.125, 0.7541015625 
1504008143.844795, 0.651, 0.751, 1.637, 1.637, 57, 17.125, 0.7798828125 
1504008144.764831, 0.081, 0.129, 1.473, 1.476, 8, 17.125, 0.75087890625 
1504008145.684791, 0.197, 0.703, 1.534, 1.502, 127, 17.125, 0.7283203125 
1504008146.604880, 0.873, 0.677, 1.563, 1.563, 8, 17.125, 0.7798828125 
1504008147.524799, 0.197, 0.703, 1.511, 1.534, 0, 17.125, 0.7798828125 
1504008148.444821, 0.677, 0.203, 1.576, 1.576, 8, 17.125, 0.786328125 
1504008149.364775, 0.709, 0.029, 1.492, 1.457, 74, 17.125, 0.7798828125 
1504008150.284841, 0.645, 0.184, 1.492, 1.473, 8, 17.125, 0.7669921875 
1504008151.204809, 0.064, 0.161, 1.470, 1.492, 121, 17.125, 0.7798828125 
1504008152.124871, 0.693, 0.168, 1.576, 1.576, 16, 17.125, 0.8185546875 
1504008153.044788, 0.780, 0.677, 1.473, 1.473, 16, 17.125, 0.79921875 
1504008153.994799, 0.725, 0.686, 1.502, 1.492, 69, 17.125, 0.7798828125 
1504008154.914875, 0.677, 0.667, 1.644, 1.605, 16, 17.125, 0.79921875 
1504008155.834803, 0.622, 0.719, 1.553, 1.550, 74, 17.187, 0.77021484375 
1504008156.754856, 0.039, 0.151, 1.473, 1.473, 16, 17.125, 0.7541015625 
1504008157.674886, 0.632, 0.728, 1.534, 1.502, 0, 17.125, 0.77666015625 
1504008158.594845, 0.142, 0.048, 1.605, 1.624, 16, 17.125, 0.812109375 
1504008159.514831, 0.715, 0.790, 1.518, 1.534, 70, 17.125, 0.77666015625 
1504008160.434856, 0.819, 0.058, 1.492, 1.470, 16, 17.125, 0.75087890625 
1504008161.354804, 0.074, 0.116, 1.492, 1.479, 20, 17.125, 0.7798828125 
1504008162.284891, 0.738, 0.116, 1.647, 1.637, 16, 17.187, 0.812109375 
1504008163.204822, 0.728, 0.780, 1.544, 1.553, 16, 17.125, 0.77021484375 
1504008164.124818, 0.058, 0.802, 0.854, 1.602, 124, 17.187, 0.77666015625 
1504008165.044808, 0.883, 0.812, 1.560, 1.605, 16, 17.125, 0.8314453125 
1504008165.964881, 0.625, 0.735, 1.511, 1.511, 87, 17.125, 0.77666015625 
1504008166.884887, 0.013, 0.203, 1.479, 1.476, 16, 17.187, 0.7798828125 
1504008167.804882, 0.757, 0.709, 1.534, 1.511, 55, 17.187, 0.77666015625 
1504008168.724860, 0.654, 0.780, 1.595, 1.595, 16, 17.187, 0.78955078125 
1504008169.644856, 0.725, 0.802, 1.511, 1.511, 117, 17.187, 0.80244140625 
1504008170.564859, 0.780, 0.119, 1.627, 1.579, 16, 17.187, 0.812109375 
1504008171.484834, 0.648, 0.761, 1.553, 1.511, 83, 17.125, 0.77021484375 
1504008172.404872, 0.699, 0.116, 1.644, 1.637, 16, 17.187, 0.7798828125 
1504008173.324811, 0.055, 0.135, 1.502, 1.473, 16, 17.187, 0.7798828125 
1504008174.244825, 0.151, 0.761, 1.576, 1.563, 51, 17.187, 0.78955078125 
1504008175.164824, 0.203, 0.193, 1.647, 1.644, 16, 17.125, 0.80244140625 
1504008176.084796, 0.622, 0.709, 1.550, 1.550, 122, 17.187, 0.75087890625 
1504008177.004876, 0.799, 0.854, 1.476, 1.479, 16, 17.187, 0.7798828125 
1504008177.924825, 0.645, 0.715, 1.518, 1.518, 2, 17.187, 0.77021484375 
1504008178.844867, 0.880, 0.822, 1.518, 1.544, 16, 17.187, 0.82177734375 
1504008179.764803, 0.026, 0.751, 1.553, 1.511, 74, 17.187, 0.7798828125 
1504008180.684887, 0.135, 0.203, 1.473, 1.473, 16, 17.187, 0.75087890625 
1504008181.604796, 0.097, 0.100, 1.534, 1.511, 19, 17.187, 0.79921875 
1504008182.524838, 0.097, 0.081, 1.576, 1.563, 16, 17.187, 0.812109375 
1504008183.444783, 0.815, 0.161, 1.492, 1.473, 16, 17.187, 0.77666015625 
1504008184.364811, 0.184, 0.693, 1.534, 1.511, 94, 17.187, 0.75087890625 
1504008185.284846, 0.709, 0.799, 1.473, 1.476, 16, 17.187, 0.786328125 
1504008186.204840, 0.200, 0.709, 1.534, 1.511, 94, 17.187, 0.7798828125 
1504008187.125050, 0.770, 0.780, 1.479, 1.508, 24, 17.187, 0.812109375 
1504008188.044791, 0.715, 0.754, 1.560, 1.550, 55, 17.187, 0.7798828125 
1504008188.964817, 0.851, 0.686, 1.560, 1.502, 24, 17.187, 0.80244140625 
1504008189.884818, 0.699, 0.786, 1.540, 1.534, 72, 17.187, 0.78955078125 
1504008190.804888, 0.709, 0.754, 1.624, 1.605, 24, 17.187, 0.837890625 
1504008191.724811, 0.712, 0.815, 1.540, 1.534, 34, 17.187, 0.79921875 
1504008192.644840, 0.693, 0.780, 1.492, 1.502, 24, 17.187, 0.7541015625 
1504008193.564826, 0.735, 0.699, 1.473, 1.473, 24, 17.187, 0.812109375 
1504008194.484839, 0.064, 0.786, 1.576, 1.576, 25, 17.187, 0.80244140625 
1504008195.404851, 0.161, 0.074, 1.595, 1.602, 24, 17.187, 0.812109375 
1504008196.324798, 0.715, 0.770, 1.550, 1.502, 118, 17.187, 0.7669921875 
1504008197.244824, 0.728, 0.677, 1.476, 1.473, 24, 17.187, 0.7798828125 
1504008198.164824, 0.709, 0.751, 1.511, 1.518, 56, 17.187, 0.7798828125 
1504008199.084874, 0.151, 0.203, 1.576, 1.563, 24, 17.187, 0.77666015625 
1504008200.004838, 0.722, 0.802, 1.534, 1.534, 37, 17.187, 0.7798828125 
1504008200.924858, 0.035, 0.090, 1.647, 1.605, 24, 17.187, 0.79921875 
1504008201.844809, 0.751, 0.799, 1.540, 1.544, 32, 17.187, 0.77021484375 
1504008202.764848, 0.171, 0.132, 1.579, 1.560, 24, 17.187, 0.77666015625 
1504008203.684842, 0.055, 0.090, 1.502, 1.470, 24, 17.187, 0.7541015625 
1504008204.604841, 0.026, 0.819, 1.579, 1.560, 42, 17.187, 0.77021484375 
1504008205.524833, 0.032, 0.184, 1.473, 1.470, 24, 17.187, 0.7541015625 
1504008206.444773, 0.699, 0.738, 1.534, 1.540, 114, 17.187, 0.75732421875 
1504008207.364871, 0.132, 0.184, 1.473, 1.457, 24, 17.187, 0.7798828125 
1504008208.284845, 0.699, 0.770, 1.544, 1.553, 74, 17.187, 0.7798828125 
1504008209.204866, 0.026, 0.029, 1.647, 1.647, 24, 17.187, 0.80244140625 
1504008210.124837, 0.677, 0.802, 1.502, 1.502, 78, 17.187, 0.7798828125 
1504008211.044814, 0.110, 0.151, 1.473, 1.473, 24, 17.187, 0.7669921875 
1504008211.964810, 0.132, 0.119, 1.511, 1.502, 125, 17.187, 0.78955078125 
1504008212.884846, 0.786, 0.203, 1.473, 1.473, 24, 17.187, 0.78955078125 
1504008213.804825, 0.802, 0.029, 1.511, 1.508, 24, 17.187, 0.80244140625 
1504008214.724781, 0.074, 0.790, 1.576, 1.576, 126, 17.187, 0.786328125 
1504008215.644819, 0.090, 0.171, 1.473, 1.473, 24, 17.187, 0.77021484375 
1504008216.564784, 0.799, 0.738, 1.502, 1.511, 15, 17.187, 0.7669921875 
1504008217.485098, 0.058, 0.677, 1.473, 1.473, 24, 17.187, 0.7798828125 
1504008218.404845, 0.735, 0.767, 1.553, 1.534, 30, 17.187, 0.786328125 
1504008219.324819, 0.686, 0.657, 1.502, 1.473, 24, 17.187, 0.7541015625 
1504008220.244837, 0.735, 0.780, 1.553, 1.511, 22, 17.187, 0.7798828125 
1504008221.164850, 0.148, 0.135, 1.647, 1.647, 32, 17.187, 0.8314453125 
1504008222.084813, 0.802, 0.802, 1.560, 1.534, 17, 17.187, 0.77666015625 
1504008223.004911, 0.168, 0.026, 1.605, 1.627, 32, 17.187, 0.786328125 
1504008223.924828, 0.151, 0.667, 1.502, 1.476, 32, 17.187, 0.7798828125 
1504008224.844795, 0.693, 0.780, 1.492, 1.473, 24, 17.187, 0.77666015625 
1504008225.764838, 0.686, 0.058, 1.647, 1.644, 32, 17.187, 0.79921875 
1504008226.684812, 0.761, 0.802, 1.508, 1.502, 97, 17.187, 0.73798828125 
1504008227.604884, 0.931, 0.831, 1.544, 1.511, 32, 17.187, 0.80244140625 
1504008228.524823, 0.751, 0.812, 1.560, 1.553, 14, 17.187, 0.77666015625 
1504008229.444839, 0.003, 0.119, 1.534, 1.534, 32, 17.187, 0.75087890625 
1504008230.364782, 0.709, 0.016, 1.576, 1.540, 77, 17.187, 0.7669921875 
1504008231.284889, 0.686, 0.648, 1.624, 1.627, 32, 17.187, 0.8185546875 
1504008232.204834, 0.699, 0.822, 1.518, 1.518, 7, 17.187, 0.75087890625 
1504008233.124870, 0.819, 0.799, 1.637, 1.637, 32, 17.187, 0.7798828125 
1504008234.044802, 0.068, 0.683, 1.492, 1.473, 32, 17.187, 0.7798828125 
1504008234.964836, 0.699, 0.081, 1.579, 1.576, 53, 17.187, 0.7798828125 
1504008235.884854, 0.751, 0.135, 1.476, 1.470, 32, 17.187, 0.77666015625 
1504008236.804969, 0.754, 0.802, 1.518, 1.544, 73, 17.187, 0.77021484375 
1504008237.725088, 0.184, 0.193, 1.476, 1.470, 32, 17.187, 0.80244140625 
1504008238.654881, 0.780, 0.802, 1.518, 1.511, 21, 17.187, 0.79921875 
1504008239.574858, 0.822, 0.184, 1.492, 1.476, 32, 17.187, 0.7798828125 
1504008240.494885, 0.016, 0.068, 1.553, 1.492, 12, 17.187, 0.7798828125 
1504008241.414874, 0.812, 0.683, 1.605, 1.605, 32, 17.187, 0.80244140625 
1504008242.334801, 0.029, 0.058, 1.502, 1.492, 99, 17.187, 0.7798828125 
1504008243.254859, 0.081, 0.074, 1.492, 1.473, 32, 17.187, 0.7541015625 
1504008244.174808, 0.032, 0.699, 1.476, 1.473, 32, 17.187, 0.7798828125 
1504008245.094821, 0.751, 0.777, 1.473, 1.457, 46, 17.187, 0.77666015625 
1504008246.014863, 0.812, 0.667, 1.576, 1.605, 32, 17.187, 0.8314453125 
1504008246.934819, 0.735, 0.802, 1.511, 1.508, 50, 17.187, 0.7798828125 
1504008247.854854, 0.667, 0.667, 1.579, 1.576, 32, 17.187, 0.786328125 
1504008248.774789, 0.052, 0.048, 1.560, 1.540, 79, 17.187, 0.79921875 
1504008249.694819, 0.651, 0.090, 1.518, 1.518, 32, 17.187, 0.7798828125 
1504008250.614836, 0.719, 0.032, 1.508, 1.511, 72, 17.250, 0.78955078125 
1504008251.534848, 0.081, 0.184, 1.473, 1.457, 32, 17.250, 0.7798828125 
1504008252.454808, 0.754, 0.100, 1.511, 1.502, 106, 17.250, 0.79921875 
1504008253.374853, 0.651, 0.135, 1.476, 1.476, 32, 17.250, 0.7798828125 
1504008254.294780, 0.058, 0.039, 1.511, 1.502, 32, 17.250, 0.7798828125 
1504008255.214803, 0.651, 0.068, 1.579, 1.550, 32, 17.187, 0.79921875 
1504008256.134842, 0.738, 0.677, 1.637, 1.605, 40, 17.250, 0.79921875 
1504008257.054773, 0.119, 0.039, 1.502, 1.502, 116, 17.250, 0.75087890625 
1504008257.974843, 0.203, 0.097, 1.502, 1.476, 40, 17.187, 0.7541015625 
1504008258.894768, 0.184, 0.064, 1.511, 1.518, 79, 17.250, 0.75087890625 
1504008259.814831, 0.828, 0.683, 1.476, 1.476, 40, 17.250, 0.75087890625 
1504008260.734781, 0.135, 0.058, 1.553, 1.534, 65, 17.250, 0.77666015625 
1504008261.654838, 0.802, 0.709, 1.624, 1.605, 40, 17.250, 0.7798828125 
1504008262.574827, 0.081, 0.064, 1.508, 1.479, 92, 17.250, 0.7669921875 
1504008263.494838, 0.748, 0.193, 1.595, 1.579, 40, 17.250, 0.82177734375 
1504008264.414861, 0.106, 0.748, 1.476, 1.473, 33, 17.250, 0.7798828125 
1504008266.164837, 0.180, 0.161, 1.476, 1.470, 40, 17.250, 0.7541015625 
1504008267.084898, 0.006, 0.013, 1.511, 1.534, 56, 17.250, 0.7541015625 
1504008268.004851, 0.119, 0.770, 1.647, 1.624, 40, 17.250, 0.812109375 
1504008268.924784, 0.064, 0.039, 1.560, 1.550, 0, 17.250, 0.80244140625 
1504008269.844822, 0.013, 0.132, 1.476, 1.470, 40, 17.250, 0.786328125 
1504008270.764839, 0.799, 0.074, 1.508, 1.502, 39, 17.250, 0.79921875 
1504008271.684866, 0.738, 0.119, 1.492, 1.492, 40, 17.250, 0.7798828125 
1504008272.604826, 0.132, 0.161, 1.502, 1.476, 127, 17.250, 0.7541015625 
1504008273.524871, 0.180, 0.203, 1.502, 1.511, 128, 17.250, 0.7798828125 
1504008274.444793, 0.090, 0.719, 1.476, 1.476, 40, 17.250, 0.7541015625 
1504008275.368062, 0.090, 0.029, 1.518, 1.502, 100, 17.250, 0.75732421875 
1504008276.294787, 0.203, 0.709, 1.476, 1.476, 40, 17.250, 0.79921875 
1504008277.214837, 0.171, 0.058, 1.550, 1.534, 41, 17.250, 0.7798828125 
1504008278.134846, 0.013, 0.203, 1.473, 1.470, 40, 17.250, 0.7798828125 
1504008279.054828, 0.081, 0.045, 1.534, 1.534, 0, 17.250, 0.7798828125 
1504008279.974833, 0.119, 0.161, 1.553, 1.560, 40, 17.250, 0.79921875 
1504008280.894782, 0.090, 0.058, 1.492, 1.502, 55, 17.250, 0.77666015625 
1504008281.814863, 0.799, 0.139, 1.492, 1.473, 40, 17.250, 0.7798828125 
1504008282.734788, 0.058, 0.161, 1.550, 1.540, 27, 17.250, 0.7798828125 
1504008283.654860, 0.719, 0.029, 1.560, 1.511, 40, 17.250, 0.7541015625 
1504008284.574965, 0.686, 0.632, 1.492, 1.492, 40, 17.250, 0.7541015625 
1504008285.494775, 0.203, 0.110, 1.647, 1.647, 87, 17.250, 0.80244140625 
1504008286.414834, 0.751, 0.754, 1.492, 1.470, 40, 17.250, 0.786328125 
1504008287.334803, 0.161, 0.055, 1.518, 1.502, 11, 17.250, 0.77666015625 
1504008288.254832, 0.132, 0.068, 1.647, 1.576, 40, 17.250, 0.7798828125 
1504008289.174788, 0.790, 0.055, 1.502, 1.508, 128, 17.250, 0.7798828125 
1504008290.094834, 0.802, 0.693, 1.605, 1.605, 48, 17.250, 0.77666015625 
1504008291.015035, 0.058, 0.110, 1.563, 1.553, 95, 17.250, 0.7798828125 
1504008291.934852, 0.203, 0.193, 1.511, 1.502, 48, 17.250, 0.7798828125 
1504008292.854819, 0.074, 0.645, 1.511, 1.502, 79, 17.250, 0.77021484375 
1504008293.774863, 0.777, 0.645, 1.605, 1.550, 48, 17.250, 0.7798828125 
1504008294.694806, 0.648, 0.770, 1.470, 1.470, 48, 17.250, 0.79921875 
1504008295.614755, 0.802, 0.132, 1.637, 1.647, 23, 17.250, 0.82177734375 
1504008296.534846, 0.110, 0.645, 1.637, 1.627, 48, 17.250, 0.8314453125 
1504008297.454786, 0.006, 0.110, 1.508, 1.502, 51, 17.250, 0.79921875 
1504008298.374818, 0.058, 0.074, 1.502, 1.492, 48, 17.250, 0.7798828125 
1504008299.294764, 0.667, 0.103, 1.502, 1.502, 128, 17.250, 0.79921875 
1504008300.214881, 0.770, 0.812, 1.473, 1.476, 48, 17.250, 0.7798828125 
1504008301.134807, 0.058, 0.116, 1.560, 1.573, 4, 17.250, 0.812109375 
1504008302.054852, 0.854, 0.168, 1.647, 1.637, 48, 17.250, 0.80244140625 
1504008302.974780, 0.151, 0.116, 1.511, 1.502, 54, 17.250, 0.77021484375 
1504008303.894868, 0.799, 0.055, 1.476, 1.473, 48, 17.250, 0.74765625 
1504008304.814887, 0.184, 0.693, 1.473, 1.473, 48, 17.250, 0.75087890625 
1504008305.734819, 0.161, 0.116, 1.637, 1.611, 87, 17.250, 0.79921875 
1504008306.654845, 0.664, 0.667, 1.470, 1.473, 48, 17.250, 0.73798828125 
1504008307.574821, 0.048, 0.090, 1.534, 1.547, 89, 17.250, 0.77021484375 
1504008308.494830, 0.667, 0.735, 1.534, 1.518, 48, 17.250, 0.75732421875 
1504008309.414800, 0.068, 0.090, 1.508, 1.502, 128, 17.250, 0.77021484375 
1504008310.334851, 0.857, 0.754, 1.534, 1.502, 48, 17.250, 0.74765625 
1504008311.254794, 0.119, 0.097, 1.560, 1.518, 88, 17.250, 0.7541015625 
1504008312.174864, 0.135, 0.148, 1.476, 1.473, 48, 17.250, 0.71865234375 
1504008313.094785, 0.790, 0.081, 1.511, 1.511, 83, 17.250, 0.77021484375 
1504008314.014957, 0.013, 0.132, 1.492, 1.470, 48, 17.250, 0.73798828125 
1504008314.934791, 0.171, 0.100, 1.492, 1.476, 48, 17.250, 0.75087890625 
1504008315.854799, 0.677, 0.106, 1.595, 1.605, 100, 17.250, 0.786328125 
1504008316.774838, 0.648, 0.635, 1.473, 1.473, 48, 17.250, 0.7541015625 
1504008317.694773, 0.068, 0.106, 1.534, 1.547, 106, 17.250, 0.77666015625 
1504008318.614837, 0.802, 0.780, 1.476, 1.476, 48, 17.250, 0.786328125 
1504008319.534851, 0.106, 0.081, 1.534, 1.502, 0, 17.250, 0.77021484375 
1504008320.454852, 0.780, 0.013, 1.502, 1.502, 48, 17.250, 0.77666015625 
1504008321.374799, 0.132, 0.110, 1.534, 1.518, 122, 17.250, 0.77666015625 
1504008322.294854, 0.728, 0.709, 1.560, 1.544, 48, 17.250, 0.7798828125 
1504008323.214838, 0.119, 0.203, 1.560, 1.476, 30, 17.250, 0.77666015625 
1504008324.134895, 0.851, 0.151, 1.576, 1.576, 56, 17.250, 0.80244140625 
1504008325.054793, 0.090, 0.135, 1.540, 1.502, 56, 17.250, 0.7798828125 
1504008325.974822, 0.664, 0.161, 1.627, 1.576, 58, 17.250, 0.79921875 
1504008326.894810, 0.715, 0.203, 1.627, 1.560, 56, 17.250, 0.80244140625 
1504008327.814809, 0.119, 0.132, 1.511, 1.511, 111, 17.250, 0.75732421875 
1504008328.734833, 0.090, 0.135, 1.502, 1.492, 56, 17.250, 0.7541015625 
1504008329.654836, 0.106, 0.148, 1.511, 1.511, 0, 17.250, 0.7541015625 
1504008330.574842, 0.081, 0.006, 1.624, 1.627, 56, 17.250, 0.7798828125 
1504008331.494807, 0.648, 0.180, 1.508, 1.518, 45, 17.250, 0.77021484375 
1504008332.414889, 0.777, 0.132, 1.502, 1.502, 56, 17.250, 0.7798828125 
1504008333.334781, 0.116, 0.106, 1.511, 1.492, 113, 17.250, 0.7541015625 
1504008334.254883, 0.851, 0.780, 1.605, 1.605, 56, 17.250, 0.82822265625 
1504008335.174865, 0.651, 0.648, 1.502, 1.502, 56, 17.250, 0.79921875 
1504008336.094808, 0.003, 0.132, 1.473, 1.479, 107, 17.250, 0.7798828125 
1504008337.014846, 0.780, 0.686, 1.637, 1.605, 56, 17.250, 0.80244140625 
1504008337.934782, 0.032, 0.135, 1.553, 1.560, 41, 17.250, 0.79921875 
1504008338.854844, 0.193, 0.735, 1.476, 1.492, 56, 17.250, 0.7798828125 
1504008339.774826, 0.135, 0.132, 1.511, 1.502, 128, 17.250, 0.77021484375 
1504008340.694842, 0.883, 0.812, 1.489, 1.473, 56, 17.250, 0.78955078125 
1504008341.614814, 0.058, 0.135, 1.502, 1.492, 0, 17.250, 0.8185546875 
1504008342.535078, 0.090, 0.812, 1.576, 1.576, 56, 17.250, 0.812109375 
1504008343.454676, 0.097, 0.151, 1.502, 1.502, 83, 17.250, 0.812109375 
1504008344.374618, 0.058, 0.116, 1.502, 1.508, 56, 17.250, 0.79921875 
1504008345.294555, 0.645, 0.667, 1.479, 1.502, 56, 17.250, 0.77021484375 
1504008346.214578, 0.667, 0.184, 1.595, 1.605, 63, 17.250, 0.812109375 
1504008347.134548, 0.854, 0.725, 1.627, 1.605, 56, 17.250, 0.812109375 
1504008348.054582, 0.132, 0.151, 1.547, 1.560, 53, 17.250, 0.7798828125 
1504008348.974845, 0.151, 0.055, 1.476, 1.473, 56, 17.312, 0.7734375 
1504008349.894804, 0.200, 0.161, 1.560, 1.511, 128, 17.250, 0.77666015625 
1504008350.814889, 0.735, 0.648, 1.508, 1.534, 56, 17.250, 0.80244140625 
1504008351.734810, 0.026, 0.135, 1.534, 1.540, 63, 17.250, 0.80244140625 
1504008352.654854, 0.003, 0.110, 1.508, 1.476, 56, 17.250, 0.77021484375 
1504008353.574814, 0.193, 0.193, 1.544, 1.553, 112, 17.250, 0.7798828125 
1504008354.494861, 0.735, 0.709, 1.511, 1.502, 56, 17.250, 0.75732421875 
1504008355.414827, 0.767, 0.699, 1.473, 1.473, 56, 17.312, 0.77666015625 
1504008356.334777, 0.090, 0.148, 1.502, 1.476, 102, 17.250, 0.7541015625 
1504008357.254834, 0.799, 0.699, 1.476, 1.476, 56, 17.312, 0.77021484375 
1504008358.174831, 0.184, 0.151, 1.518, 1.492, 74, 17.250, 0.7798828125 
1504008359.094844, 0.132, 0.180, 1.492, 1.473, 64, 17.312, 0.75087890625 
1504008360.014905, 0.180, 0.203, 1.563, 1.502, 0, 17.250, 0.7541015625 
1504008360.934856, 0.132, 0.203, 1.489, 1.470, 64, 17.312, 0.7798828125 
1504008361.854831, 0.648, 0.203, 1.560, 1.534, 69, 17.250, 0.7798828125 
1504008362.774849, 0.754, 0.677, 1.547, 1.544, 64, 17.312, 0.7798828125 
1504008363.694808, 0.667, 0.664, 1.540, 1.547, 2, 17.312, 0.78955078125 
1504008364.624828, 0.728, 0.068, 1.502, 1.511, 64, 17.312, 0.7798828125 
1504008365.544844, 0.052, 0.667, 1.508, 1.502, 64, 17.312, 0.79921875 
1504008366.464822, 0.184, 0.203, 1.511, 1.492, 92, 17.312, 0.7798828125 
1504008367.384841, 0.799, 0.790, 1.476, 1.476, 64, 17.312, 0.80244140625 
1504008368.304836, 0.664, 0.200, 1.508, 1.508, 85, 17.312, 0.78955078125 
1504008369.224848, 0.058, 0.686, 1.492, 1.473, 64, 17.312, 0.812109375 
