t,spd0,spd1,spd2,spd3,spd4,spd5,Vcr,adc0,dc,T,Vpz,Vms
1509364103.761114, 549.775, 555.287, 3.140, 3.140, 3.140, 3.140, 2.619, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364103.773067, 551.998, 549.170, 3.140, 3.140, 3.140, 3.140, 2.587, 0.042, 20.000, 17.000, 0.106451612903, 1.381 
1509364103.784903, 551.998, 549.170, 3.140, 3.140, 3.140, 3.140, 2.616, 0.003, 20.000, 17.000, 0.0774193548387, 1.355 
1509364103.796860, 560.581, 559.907, 3.140, 3.140, 3.140, 3.140, 2.613, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364103.808688, 560.581, 559.907, 3.140, 3.140, 3.140, 3.140, 2.600, 0.052, 20.000, 17.000, 0.158064516129, 1.368 
1509364103.820610, 549.045, 546.091, 3.140, 3.140, 3.140, 3.140, 2.639, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364103.832594, 549.045, 546.091, 3.140, 3.140, 3.140, 3.140, 2.613, 0.055, 20.000, 17.000, 0.141935483871, 1.368 
1509364103.844428, 549.045, 546.091, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 20.000, 17.000, 0.0677419354839, 1.368 
1509364103.856563, 550.236, 553.713, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364103.868609, 550.236, 553.713, 3.140, 3.140, 3.140, 3.140, 2.619, 0.058, 20.000, 17.000, 0.177419354839, 1.381 
1509364103.880446, 547.526, 546.484, 3.140, 3.140, 3.140, 3.140, 2.642, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364103.892390, 547.526, 546.484, 3.140, 3.140, 3.140, 3.140, 2.606, 0.058, 20.000, 17.000, 0.161290322581, 1.368 
1509364103.904311, 556.815, 557.768, 3.140, 3.140, 3.140, 3.140, 2.606, 0.003, 20.000, 17.000, 0.0677419354839, 1.368 
1509364103.916370, 556.815, 557.768, 3.140, 3.140, 3.140, 3.140, 2.619, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364103.928251, 544.720, 557.768, 3.140, 3.140, 3.140, 3.140, 2.597, 0.058, 20.000, 17.000, 0.170967741935, 1.368 
1509364103.940356, 544.720, 545.991, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364103.952234, 544.720, 545.991, 3.140, 3.140, 3.140, 3.140, 2.597, 0.065, 20.000, 17.000, 0.170967741935, 1.368 
1509364103.964090, 550.077, 548.969, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 20.000, 17.000, 0.0516129032258, 1.381 
1509364103.976038, 550.077, 548.969, 3.140, 3.140, 3.140, 3.140, 2.645, 0.006, 20.000, 17.000, 0.0, 1.368 
1509364103.987921, 545.773, 543.341, 3.140, 3.140, 3.140, 3.140, 2.603, 0.052, 20.000, 17.000, 0.170967741935, 1.381 
1509364103.999881, 545.773, 543.341, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.011818, 554.201, 549.367, 3.140, 3.140, 3.140, 3.140, 2.606, 0.061, 20.000, 17.000, 0.170967741935, 1.368 
1509364104.024111, 554.201, 549.367, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 20.000, 17.000, 0.0548387096774, 1.368 
1509364104.036153, 554.201, 549.367, 3.140, 3.140, 3.140, 3.140, 2.606, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.048027, 544.342, 550.945, 3.140, 3.140, 3.140, 3.140, 2.590, 0.055, 20.000, 17.000, 0.167741935484, 1.368 
1509364104.059918, 544.342, 550.945, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.071770, 545.418, 546.570, 3.140, 3.140, 3.140, 3.140, 2.639, 0.065, 20.000, 17.000, 0.177419354839, 1.355 
1509364104.083587, 545.418, 546.570, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 20.000, 17.000, 0.0322580645161, 1.368 
1509364104.095443, 544.682, 533.731, 3.140, 3.140, 3.140, 3.140, 2.642, 0.013, 20.000, 17.000, 0.0129032258065, 1.368 
1509364104.107680, 544.682, 533.731, 3.140, 3.140, 3.140, 3.140, 2.642, 0.045, 20.000, 17.000, 0.154838709677, 1.355 
1509364104.119516, 551.104, 533.731, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.131587, 551.104, 561.968, 3.140, 3.140, 3.140, 3.140, 2.619, 0.061, 20.000, 17.000, 0.183870967742, 1.368 
1509364104.143425, 551.104, 561.968, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 20.000, 17.000, 0.0193548387097, 1.368 
1509364104.155269, 543.360, 542.414, 3.140, 3.140, 3.140, 3.140, 2.665, 0.019, 20.000, 17.000, 0.0322580645161, 1.355 
1509364104.167220, 543.360, 542.414, 3.140, 3.140, 3.140, 3.140, 2.629, 0.035, 20.000, 17.000, 0.145161290323, 1.355 
1509364104.179116, 543.402, 544.310, 3.140, 3.140, 3.140, 3.140, 2.639, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.190989, 543.402, 544.310, 3.140, 3.140, 3.140, 3.140, 2.565, 0.068, 20.000, 17.000, 0.196774193548, 1.368 
1509364104.202857, 539.895, 544.310, 3.140, 3.140, 3.140, 3.140, 2.603, 0.000, 20.000, 17.000, 0.00645161290323, 1.355 
1509364104.215043, 539.895, 540.035, 3.140, 3.140, 3.140, 3.140, 2.645, 0.029, 20.000, 17.000, 0.0516129032258, 1.355 
1509364104.226975, 539.895, 540.035, 3.140, 3.140, 3.140, 3.140, 2.613, 0.032, 20.000, 17.000, 0.141935483871, 1.368 
1509364104.239000, 551.795, 551.307, 3.140, 3.140, 3.140, 3.140, 2.655, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.250869, 551.795, 551.307, 3.140, 3.140, 3.140, 3.140, 2.645, 0.071, 20.000, 17.000, 0.196774193548, 1.381 
1509364104.262742, 540.095, 539.372, 3.140, 3.140, 3.140, 3.140, 2.629, 0.000, 20.000, 17.000, 0.00967741935484, 1.368 
1509364104.274642, 540.095, 539.372, 3.140, 3.140, 3.140, 3.140, 2.629, 0.032, 20.000, 17.000, 0.0774193548387, 1.368 
1509364104.286759, 541.419, 541.401, 3.140, 3.140, 3.140, 3.140, 2.648, 0.016, 20.000, 17.000, 0.122580645161, 1.368 
1509364104.298826, 541.419, 541.401, 3.140, 3.140, 3.140, 3.140, 2.655, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.310767, 541.419, 541.401, 3.140, 3.140, 3.140, 3.140, 2.594, 0.071, 20.000, 17.000, 0.193548387097, 1.368 
1509364104.322578, 538.984, 538.486, 3.140, 3.140, 3.140, 3.140, 2.629, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.334463, 538.984, 538.486, 3.140, 3.140, 3.140, 3.140, 2.616, 0.035, 20.000, 17.000, 0.0838709677419, 1.355 
1509364104.346314, 547.926, 548.562, 3.140, 3.140, 3.140, 3.140, 2.616, 0.019, 20.000, 17.000, 0.11935483871, 1.368 
1509364104.358311, 547.926, 548.562, 3.140, 3.140, 3.140, 3.140, 2.626, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.370133, 537.075, 534.760, 3.140, 3.140, 3.140, 3.140, 2.571, 0.055, 20.000, 17.000, 0.177419354839, 1.355 
1509364104.382229, 537.075, 534.760, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.394041, 537.075, 534.760, 3.140, 3.140, 3.140, 3.140, 2.648, 0.042, 20.000, 17.000, 0.1, 1.368 
1509364104.406128, 538.638, 541.499, 3.140, 3.140, 3.140, 3.140, 2.619, 0.016, 20.000, 17.000, 0.109677419355, 1.381 
1509364104.418127, 538.638, 541.499, 3.140, 3.140, 3.140, 3.140, 2.603, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.430020, 536.635, 534.683, 3.140, 3.140, 3.140, 3.140, 2.597, 0.065, 20.000, 17.000, 0.183870967742, 1.368 
1509364104.441929, 536.635, 534.683, 3.140, 3.140, 3.140, 3.140, 2.639, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.453849, 545.040, 542.044, 3.140, 3.140, 3.140, 3.140, 2.616, 0.042, 20.000, 17.000, 0.116129032258, 1.368 
1509364104.465909, 545.040, 542.044, 3.140, 3.140, 3.140, 3.140, 2.613, 0.016, 20.000, 17.000, 0.103225806452, 1.355 
1509364104.477921, 545.040, 542.044, 3.140, 3.140, 3.140, 3.140, 2.619, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.489761, 534.833, 538.984, 3.140, 3.140, 3.140, 3.140, 2.661, 0.061, 20.000, 17.000, 0.183870967742, 1.342 
1509364104.501654, 534.833, 538.984, 3.140, 3.140, 3.140, 3.140, 2.639, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.513554, 536.173, 536.653, 3.140, 3.140, 3.140, 3.140, 2.632, 0.052, 20.000, 17.000, 0.135483870968, 1.342 
1509364104.525472, 536.173, 536.653, 3.140, 3.140, 3.140, 3.140, 2.645, 0.003, 20.000, 17.000, 0.0870967741935, 1.355 
1509364104.537422, 533.201, 536.653, 3.140, 3.140, 3.140, 3.140, 2.610, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.549533, 533.201, 530.826, 3.140, 3.140, 3.140, 3.140, 2.619, 0.065, 20.000, 17.000, 0.177419354839, 1.355 
1509364104.561391, 533.201, 530.826, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.573357, 541.830, 544.267, 3.140, 3.140, 3.140, 3.140, 2.603, 0.052, 20.000, 17.000, 0.141935483871, 1.368 
1509364104.585199, 541.830, 544.267, 3.140, 3.140, 3.140, 3.140, 2.603, 0.000, 20.000, 17.000, 0.0741935483871, 1.368 
1509364104.597235, 532.236, 531.818, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.609070, 532.236, 531.818, 3.140, 3.140, 3.140, 3.140, 2.642, 0.048, 20.000, 17.000, 0.170967741935, 1.368 
1509364104.621208, 533.540, 531.818, 3.140, 3.140, 3.140, 3.140, 2.639, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.633031, 533.540, 532.443, 3.140, 3.140, 3.140, 3.140, 2.600, 0.061, 20.000, 17.000, 0.164516129032, 1.355 
1509364104.644949, 533.540, 532.443, 3.140, 3.140, 3.140, 3.140, 2.658, 0.000, 20.000, 17.000, 0.058064516129, 1.355 
1509364104.657376, 530.093, 530.504, 3.140, 3.140, 3.140, 3.140, 2.629, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.669371, 530.093, 530.504, 3.140, 3.140, 3.140, 3.140, 2.629, 0.055, 20.000, 17.000, 0.174193548387, 1.355 
1509364104.681228, 539.882, 539.803, 3.140, 3.140, 3.140, 3.140, 2.603, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.693128, 539.882, 539.803, 3.140, 3.140, 3.140, 3.140, 2.635, 0.058, 20.000, 17.000, 0.154838709677, 1.355 
1509364104.704986, 524.585, 539.803, 3.140, 3.140, 3.140, 3.140, 2.648, 0.000, 20.000, 17.000, 0.0645161290323, 1.355 
1509364104.717466, 524.585, 528.618, 3.140, 3.140, 3.140, 3.140, 2.606, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.729451, 524.585, 528.618, 3.140, 3.140, 3.140, 3.140, 2.655, 0.058, 20.000, 17.000, 0.170967741935, 1.342 
1509364104.741318, 535.443, 531.651, 3.140, 3.140, 3.140, 3.140, 2.648, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.753188, 535.443, 531.651, 3.140, 3.140, 3.140, 3.140, 2.645, 0.058, 20.000, 17.000, 0.154838709677, 1.355 
1509364104.765090, 528.002, 527.090, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 20.000, 17.000, 0.0677419354839, 1.355 
1509364104.777033, 528.002, 527.090, 3.140, 3.140, 3.140, 3.140, 2.610, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.788899, 531.917, 527.090, 3.140, 3.140, 3.140, 3.140, 2.574, 0.052, 20.000, 17.000, 0.161290322581, 1.355 
1509364104.800961, 531.917, 537.479, 3.140, 3.140, 3.140, 3.140, 2.568, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364104.812925, 531.917, 537.479, 3.140, 3.140, 3.140, 3.140, 2.610, 0.061, 20.000, 17.000, 0.164516129032, 1.355 
1509364104.824728, 530.992, 526.446, 3.140, 3.140, 3.140, 3.140, 2.610, 0.000, 20.000, 17.000, 0.0451612903226, 1.355 
1509364104.836706, 530.992, 526.446, 3.140, 3.140, 3.140, 3.140, 2.635, 0.003, 20.000, 17.000, 0.0, 1.355 
1509364104.848683, 528.485, 524.052, 3.140, 3.140, 3.140, 3.140, 2.655, 0.045, 20.000, 17.000, 0.167741935484, 1.355 
1509364104.860900, 528.485, 524.052, 3.140, 3.140, 3.140, 3.140, 2.594, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.872706, 528.485, 524.052, 3.140, 3.140, 3.140, 3.140, 2.610, 0.065, 20.000, 17.000, 0.170967741935, 1.355 
1509364104.884547, 522.412, 528.303, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 20.000, 17.000, 0.0354838709677, 1.368 
1509364104.896507, 522.412, 528.303, 3.140, 3.140, 3.140, 3.140, 2.665, 0.006, 20.000, 17.000, 0.00322580645161, 1.342 
1509364104.908426, 537.598, 536.191, 3.140, 3.140, 3.140, 3.140, 2.629, 0.042, 20.000, 17.000, 0.151612903226, 1.355 
1509364104.920296, 537.598, 536.191, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 20.000, 17.000, 0.0, 1.342 
1509364104.932141, 516.973, 536.191, 3.140, 3.140, 3.140, 3.140, 2.623, 0.052, 20.000, 17.000, 0.170967741935, 1.355 
1509364104.944243, 516.973, 522.920, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 20.000, 17.000, 0.0258064516129, 1.342 
1509364104.956224, 516.973, 522.920, 3.140, 3.140, 3.140, 3.140, 2.619, 0.013, 20.000, 17.000, 0.0225806451613, 1.355 
1509364104.968059, 533.030, 526.596, 3.140, 3.140, 3.140, 3.140, 2.648, 0.042, 20.000, 17.000, 0.148387096774, 1.355 
1509364104.979885, 533.030, 526.596, 3.140, 3.140, 3.140, 3.140, 2.606, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364104.991742, 522.629, 521.628, 3.140, 3.140, 3.140, 3.140, 2.613, 0.068, 20.000, 17.000, 0.190322580645, 1.342 
1509364105.003608, 522.629, 521.628, 3.140, 3.140, 3.140, 3.140, 2.648, 0.000, 20.000, 17.000, 0.00322580645161, 1.355 
1509364105.015521, 522.629, 521.628, 3.140, 3.140, 3.140, 3.140, 2.645, 0.026, 20.000, 17.000, 0.058064516129, 1.355 
1509364105.027405, 531.746, 531.445, 3.140, 3.140, 3.140, 3.140, 2.642, 0.026, 20.000, 17.000, 0.125806451613, 1.355 
1509364105.039294, 531.746, 531.445, 3.140, 3.140, 3.140, 3.140, 2.600, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.051107, 521.814, 522.646, 3.140, 3.140, 3.140, 3.140, 2.629, 0.068, 20.000, 17.000, 0.190322580645, 1.355 
1509364105.063028, 521.814, 522.646, 3.140, 3.140, 3.140, 3.140, 2.606, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.074888, 518.690, 522.646, 3.140, 3.140, 3.140, 3.140, 2.584, 0.032, 20.000, 17.000, 0.0774193548387, 1.368 
1509364105.087010, 518.690, 523.947, 3.140, 3.140, 3.140, 3.140, 2.626, 0.019, 20.000, 17.000, 0.116129032258, 1.368 
1509364105.098818, 518.690, 523.947, 3.140, 3.140, 3.140, 3.140, 2.606, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.110764, 526.297, 519.118, 3.140, 3.140, 3.140, 3.140, 2.626, 0.065, 20.000, 17.000, 0.183870967742, 1.355 
1509364105.122652, 526.297, 519.118, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.134527, 530.017, 532.236, 3.140, 3.140, 3.140, 3.140, 2.658, 0.045, 20.000, 17.000, 0.116129032258, 1.355 
1509364105.146578, 530.017, 532.236, 3.140, 3.140, 3.140, 3.140, 2.635, 0.016, 20.000, 17.000, 0.103225806452, 1.355 
1509364105.158558, 530.017, 532.236, 3.140, 3.140, 3.140, 3.140, 2.652, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364105.170425, 519.697, 519.642, 3.140, 3.140, 3.140, 3.140, 2.606, 0.061, 20.000, 17.000, 0.18064516129, 1.368 
1509364105.182329, 519.697, 519.642, 3.140, 3.140, 3.140, 3.140, 2.626, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364105.194197, 522.481, 522.468, 3.140, 3.140, 3.140, 3.140, 2.635, 0.052, 20.000, 17.000, 0.132258064516, 1.355 
1509364105.206242, 522.481, 522.468, 3.140, 3.140, 3.140, 3.140, 2.648, 0.010, 20.000, 17.000, 0.0903225806452, 1.355 
1509364105.218150, 517.351, 522.468, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.230288, 517.351, 518.011, 3.140, 3.140, 3.140, 3.140, 2.619, 0.058, 20.000, 17.000, 0.183870967742, 1.368 
1509364105.242192, 517.351, 518.011, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364105.254151, 529.959, 529.192, 3.140, 3.140, 3.140, 3.140, 2.658, 0.052, 20.000, 17.000, 0.135483870968, 1.355 
1509364105.266125, 529.959, 529.192, 3.140, 3.140, 3.140, 3.140, 2.632, 0.003, 20.000, 17.000, 0.0838709677419, 1.355 
1509364105.278097, 517.296, 517.922, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.289949, 517.296, 517.922, 3.140, 3.140, 3.140, 3.140, 2.600, 0.058, 20.000, 17.000, 0.170967741935, 1.381 
1509364105.301902, 517.296, 517.922, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.313760, 521.883, 520.613, 3.140, 3.140, 3.140, 3.140, 2.626, 0.055, 20.000, 17.000, 0.151612903226, 1.368 
1509364105.325730, 521.883, 520.613, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 20.000, 17.000, 0.0709677419355, 1.355 
1509364105.337707, 517.436, 517.117, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.349662, 517.436, 517.117, 3.140, 3.140, 3.140, 3.140, 2.639, 0.055, 20.000, 17.000, 0.167741935484, 1.368 
1509364105.361503, 517.564, 517.117, 3.140, 3.140, 3.140, 3.140, 2.600, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364105.373803, 517.564, 527.130, 3.140, 3.140, 3.140, 3.140, 2.594, 0.055, 20.000, 17.000, 0.161290322581, 1.355 
1509364105.385650, 517.564, 527.130, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 20.000, 17.000, 0.0645161290323, 1.355 
1509364105.397661, 525.967, 517.062, 3.140, 3.140, 3.140, 3.140, 2.642, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.409519, 525.967, 517.062, 3.140, 3.140, 3.140, 3.140, 2.642, 0.048, 20.000, 17.000, 0.164516129032, 1.368 
1509364105.421467, 518.960, 512.718, 3.140, 3.140, 3.140, 3.140, 2.606, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364105.433568, 518.960, 512.718, 3.140, 3.140, 3.140, 3.140, 2.645, 0.065, 20.000, 17.000, 0.161290322581, 1.355 
1509364105.445481, 518.960, 512.718, 3.140, 3.140, 3.140, 3.140, 2.610, 0.000, 20.000, 17.000, 0.0516129032258, 1.355 
1509364105.457415, 515.816, 521.304, 3.140, 3.140, 3.140, 3.140, 2.603, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364105.469381, 515.816, 521.304, 3.140, 3.140, 3.140, 3.140, 2.619, 0.048, 20.000, 17.000, 0.161290322581, 1.355 
1509364105.481210, 525.431, 526.169, 3.140, 3.140, 3.140, 3.140, 2.606, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.493077, 525.431, 526.169, 3.140, 3.140, 3.140, 3.140, 2.603, 0.065, 20.000, 17.000, 0.174193548387, 1.355 
1509364105.504909, 525.431, 526.169, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 20.000, 17.000, 0.0354838709677, 1.355 
1509364105.517344, 511.613, 514.879, 3.140, 3.140, 3.140, 3.140, 2.658, 0.003, 20.000, 17.000, 0.0, 1.355 
1509364105.529272, 511.613, 514.879, 3.140, 3.140, 3.140, 3.140, 2.597, 0.048, 20.000, 17.000, 0.158064516129, 1.355 
1509364105.541138, 520.799, 518.472, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.553026, 520.799, 518.472, 3.140, 3.140, 3.140, 3.140, 2.635, 0.061, 20.000, 17.000, 0.174193548387, 1.355 
1509364105.564927, 507.785, 518.472, 3.140, 3.140, 3.140, 3.140, 2.639, 0.000, 20.000, 17.000, 0.0322580645161, 1.355 
1509364105.583771, 507.785, 513.559, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.595904, 532.259, 525.010, 3.140, 3.140, 3.140, 3.140, 2.616, 0.035, 20.000, 17.000, 0.0645161290323, 1.355 
1509364105.607845, 532.259, 525.010, 3.140, 3.140, 3.140, 3.140, 2.600, 0.029, 20.000, 17.000, 0.125806451613, 1.355 
1509364105.619704, 532.259, 525.010, 3.140, 3.140, 3.140, 3.140, 2.619, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.631525, 514.879, 514.740, 3.140, 3.140, 3.140, 3.140, 2.600, 0.061, 20.000, 17.000, 0.190322580645, 1.342 
1509364105.643434, 514.879, 514.740, 3.140, 3.140, 3.140, 3.140, 2.597, 0.000, 20.000, 17.000, 0.0, 1.368 
1509364105.655297, 516.544, 516.867, 3.140, 3.140, 3.140, 3.140, 2.665, 0.042, 20.000, 17.000, 0.1, 1.342 
1509364105.667217, 516.544, 516.867, 3.140, 3.140, 3.140, 3.140, 2.584, 0.013, 20.000, 17.000, 0.106451612903, 1.355 
1509364105.679051, 516.544, 516.867, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.690892, 513.349, 512.434, 3.140, 3.140, 3.140, 3.140, 2.642, 0.061, 20.000, 17.000, 0.183870967742, 1.355 
1509364105.702790, 513.349, 512.434, 3.140, 3.140, 3.140, 3.140, 2.668, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.714635, 523.250, 523.834, 3.140, 3.140, 3.140, 3.140, 2.629, 0.052, 20.000, 17.000, 0.132258064516, 1.355 
1509364105.726534, 523.250, 523.834, 3.140, 3.140, 3.140, 3.140, 2.587, 0.003, 20.000, 17.000, 0.0838709677419, 1.355 
1509364105.738398, 511.733, 523.834, 3.140, 3.140, 3.140, 3.140, 2.587, 0.000, 20.000, 17.000, 0.0, 1.355 
1509364105.750654, 511.733, 512.734, 3.140, 3.140, 3.140, 3.140, 2.642, 0.058, 20.000, 17.000, 0.18064516129, 1.355 
1509364105.762537, 511.733, 512.734, 3.140, 3.140, 3.140, 3.140, 2.629, 0.000, 22.000, 17.000, 0.0, 1.355 
1509364105.774379, 517.922, 515.854, 3.140, 3.140, 3.140, 3.140, 2.642, 0.055, 22.000, 17.000, 0.141935483871, 1.355 
1509364105.786307, 517.922, 515.854, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 22.000, 17.000, 0.0709677419355, 1.368 
1509364105.798203, 512.505, 505.716, 3.140, 3.140, 3.140, 3.140, 2.690, 0.000, 22.000, 17.000, 0.0, 1.355 
1509364105.810291, 512.505, 505.716, 3.140, 3.140, 3.140, 3.140, 2.600, 0.058, 22.000, 17.000, 0.170967741935, 1.368 
1509364105.822172, 512.505, 505.716, 3.140, 3.140, 3.140, 3.140, 2.600, 0.000, 22.000, 17.000, 0.0, 1.355 
1509364105.833994, 520.743, 528.947, 3.140, 3.140, 3.140, 3.140, 2.632, 0.058, 22.000, 17.000, 0.158064516129, 1.368 
1509364105.846134, 520.743, 528.947, 3.140, 3.140, 3.140, 3.140, 2.652, 0.000, 22.000, 17.000, 0.058064516129, 1.355 
1509364105.858015, 513.630, 512.384, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 22.000, 17.000, 0.0, 1.368 
1509364105.869980, 513.630, 512.384, 3.140, 3.140, 3.140, 3.140, 2.590, 0.052, 22.000, 17.000, 0.164516129032, 1.368 
1509364105.881833, 513.630, 512.384, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 22.000, 17.000, 0.0, 1.368 
1509364105.893771, 514.984, 515.321, 3.140, 3.140, 3.140, 3.140, 2.623, 0.058, 22.000, 17.000, 0.164516129032, 1.368 
1509364105.905670, 514.984, 515.321, 3.140, 3.140, 3.140, 3.140, 2.626, 0.000, 22.000, 17.000, 0.0612903225806, 1.355 
1509364105.918034, 512.680, 511.738, 3.140, 3.140, 3.140, 3.140, 2.606, 0.000, 22.000, 17.000, 0.0, 1.368 
1509364105.929946, 512.680, 511.738, 3.140, 3.140, 3.140, 3.140, 2.652, 0.055, 22.000, 17.000, 0.164516129032, 1.368 
1509364105.941890, 518.943, 511.738, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 22.000, 17.000, 0.0, 1.381 
1509364105.953974, 518.943, 523.668, 3.140, 3.140, 3.140, 3.140, 2.645, 0.061, 22.000, 17.000, 0.167741935484, 1.381 
1509364105.965855, 518.943, 523.668, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 22.000, 17.000, 0.0483870967742, 1.368 
1509364105.977757, 517.615, 513.312, 3.140, 3.140, 3.140, 3.140, 2.626, 0.003, 22.000, 17.000, 0.0, 1.368 
1509364105.989682, 517.615, 513.312, 3.140, 3.140, 3.140, 3.140, 2.619, 0.042, 22.000, 17.000, 0.158064516129, 1.381 
1509364106.001508, 516.332, 515.625, 3.140, 3.140, 3.140, 3.140, 2.600, 0.000, 22.000, 17.000, 0.0, 1.368 
1509364106.013811, 516.332, 515.625, 3.140, 3.140, 3.140, 3.140, 2.626, 0.065, 22.000, 17.000, 0.170967741935, 1.368 
1509364106.025778, 516.332, 515.625, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 22.000, 17.000, 0.0483870967742, 1.368 
1509364106.037854, 513.437, 514.420, 3.140, 3.140, 3.140, 3.140, 2.613, 0.000, 22.000, 17.000, 0.0, 1.381 
1509364106.049753, 513.437, 514.420, 3.140, 3.140, 3.140, 3.140, 2.606, 0.048, 22.000, 17.000, 0.161290322581, 1.368 
1509364106.061606, 524.752, 525.541, 3.140, 3.140, 3.140, 3.140, 2.626, 0.000, 22.000, 17.000, 0.0, 1.381 
1509364106.073486, 524.752, 525.541, 3.140, 3.140, 3.140, 3.140, 2.613, 0.065, 22.000, 17.000, 0.177419354839, 1.381 
1509364106.085335, 524.752, 525.541, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 22.000, 17.000, 0.0290322580645, 1.381 
1509364106.097312, 515.110, 515.182, 3.140, 3.140, 3.140, 3.140, 2.648, 0.013, 22.000, 17.000, 0.0129032258065, 1.381 
