t,spd0,spd1,spd2,spd3,spd4,spd5,Vcr,adc0,dc,T,Vpz,Vms
1509362973.199824, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.542, 0.000, 0.000, 0.000, 0.0, 0.000 
1509362973.211354, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.577, 0.077, 30.000, 0.000, 0.222580645161, 0.000 
1509362973.222813, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.558, 0.000, 30.000, 0.000, 0.0, 0.142 
1509362973.234170, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.590, 0.055, 30.000, 0.000, 0.154838709677, 0.000 
1509362973.245473, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.603, 0.000, 30.000, 0.000, 0.0354838709677, 0.129 
1509362973.256830, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.532, 0.013, 30.000, 0.000, 0.0225806451613, 0.181 
1509362973.268148, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.542, 0.032, 30.000, 0.000, 0.125806451613, 0.077 
1509362973.279453, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.558, 0.000, 30.000, 0.000, 0.0, 0.181 
1509362973.290780, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.571, 0.058, 30.000, 0.000, 0.183870967742, 0.129 
1509362973.302066, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.571, 0.000, 30.000, 0.000, 0.0, 0.168 
1509362973.313330, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.606, 0.065, 30.000, 0.000, 0.183870967742, 0.194 
1509362973.324590, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.600, 0.000, 30.000, 0.000, 0.00322580645161, 0.194 
1509362973.335858, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.590, 0.035, 30.000, 0.000, 0.0870967741935, 0.219 
1509362973.347163, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.571, 0.010, 30.000, 0.000, 0.0903225806452, 0.232 
1509362973.358411, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.594, 0.000, 30.000, 0.000, 0.0, 0.258 
1509362973.369673, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.561, 0.048, 30.000, 0.000, 0.158064516129, 0.271 
1509362973.380925, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.581, 0.000, 30.000, 0.000, 0.0, 0.284 
1509362973.392166, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.603, 0.068, 30.000, 0.000, 0.203225806452, 0.297 
1509362973.403418, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.600, 0.000, 30.000, 0.000, 0.0, 0.323 
1509362973.414656, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.584, 0.052, 30.000, 0.000, 0.145161290323, 0.335 
1509362973.425912, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.574, 0.000, 30.000, 0.000, 0.041935483871, 0.348 
1509362973.437207, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.597, 0.010, 30.000, 0.000, 0.0161290322581, 0.374 
1509362973.448461, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.565, 0.029, 30.000, 0.000, 0.125806451613, 0.374 
1509362973.459701, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 30.000, 0.000, 0.0, 0.387 
1509362973.470940, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.594, 0.058, 30.000, 0.000, 0.18064516129, 0.413 
1509362973.482180, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.581, 0.000, 30.000, 0.000, 0.0, 0.426 
1509362973.493414, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.606, 0.065, 30.000, 0.000, 0.187096774194, 0.439 
1509362973.504661, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.606, 0.000, 30.000, 0.000, 0.0, 0.452 
1509362973.515905, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.613, 0.039, 30.000, 0.000, 0.0935483870968, 0.465 
1509362973.527173, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.584, 0.003, 30.000, 0.000, 0.0838709677419, 0.490 
1509362973.538418, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.565, 0.000, 30.000, 0.000, 0.0, 0.490 
1509362973.549654, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.587, 0.045, 30.000, 0.000, 0.151612903226, 0.503 
1509362973.560898, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.574, 0.000, 30.000, 0.000, 0.0, 0.529 
1509362973.572148, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.584, 0.065, 30.000, 0.000, 0.2, 0.542 
1509362973.583393, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.565, 0.000, 30.000, 0.000, 0.0, 0.542 
1509362973.594642, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.568, 0.052, 30.000, 0.000, 0.151612903226, 0.555 
1509362973.605890, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.571, 0.000, 30.000, 0.000, 0.0387096774194, 0.581 
1509362973.617320, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.571, 0.010, 30.000, 0.000, 0.0225806451613, 0.581 
1509362973.628744, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.539, 0.032, 30.000, 0.000, 0.129032258065, 0.594 
1509362973.640066, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.603, 0.000, 30.000, 0.000, 0.0, 0.619 
1509362973.651333, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.600, 0.061, 30.000, 0.000, 0.187096774194, 0.619 
1509362973.662593, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.626, 0.000, 30.000, 0.000, 0.0, 0.632 
1509362973.673844, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.597, 0.065, 30.000, 0.000, 0.18064516129, 0.658 
1509362973.685095, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 30.000, 0.000, 0.00322580645161, 0.658 
1509362973.696523, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.606, 0.032, 30.000, 0.000, 0.0774193548387, 0.671 
1509362973.707787, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.600, 0.013, 30.000, 0.000, 0.0967741935484, 0.684 
1509362973.719038, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.613, 0.000, 30.000, 0.000, 0.0, 0.697 
1509362973.730293, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.600, 0.048, 30.000, 0.000, 0.161290322581, 0.710 
1509362973.741537, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.610, 0.000, 30.000, 0.000, 0.0, 0.710 
1509362973.752779, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.539, 0.065, 30.000, 0.000, 0.203225806452, 0.723 
1509362973.764022, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 30.000, 0.000, 0.0, 0.748 
1509362973.775268, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.610, 0.045, 30.000, 0.000, 0.138709677419, 0.748 
1509362973.786570, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.639, 0.000, 30.000, 0.000, 0.0483870967742, 0.761 
1509362973.797825, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.639, 0.006, 30.000, 0.000, 0.00645161290323, 0.774 
1509362973.809078, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.652, 0.032, 30.000, 0.000, 0.129032258065, 0.787 
1509362973.820325, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.619, 0.000, 30.000, 0.000, 0.0, 0.787 
1509362973.831580, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.594, 0.058, 30.000, 0.000, 0.187096774194, 0.800 
1509362973.842826, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.642, 0.000, 30.000, 0.000, 0.0, 0.813 
1509362973.854111, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.626, 0.065, 30.000, 0.000, 0.18064516129, 0.813 
1509362973.865372, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 30.000, 0.000, 0.00645161290323, 0.839 
1509362973.876660, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.623, 0.029, 30.000, 0.000, 0.0806451612903, 0.839 
1509362973.887904, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.581, 0.013, 30.000, 0.000, 0.0935483870968, 0.852 
1509362973.899150, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.671, 0.000, 30.000, 0.000, 0.0, 0.865 
1509362973.910399, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.610, 0.048, 30.000, 0.000, 0.158064516129, 0.865 
1509362973.921688, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.658, 0.000, 30.000, 0.000, 0.0, 0.877 
1509362973.932996, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.610, 0.068, 30.000, 0.000, 0.203225806452, 0.890 
1509362973.944273, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 30.000, 0.000, 0.0, 0.890 
1509362973.955537, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.613, 0.045, 30.000, 0.000, 0.129032258065, 0.903 
1509362973.967428, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.665, 0.003, 30.000, 0.000, 0.0838709677419, 0.916 
1509362973.979206, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 30.000, 0.000, 0.0, 0.929 
1509362973.990975, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.619, 0.048, 30.000, 0.000, 0.170967741935, 0.929 
1509362974.002762, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.642, 0.000, 30.000, 0.000, 0.0, 0.942 
1509362974.014518, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.597, 0.061, 30.000, 0.000, 0.170967741935, 0.942 
1509362974.026364, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.648, 0.000, 30.000, 0.000, 0.0387096774194, 0.955 
1509362974.038138, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.642, 0.006, 30.000, 0.000, 0.00322580645161, 0.968 
1509362974.050075, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.658, 0.042, 30.000, 0.000, 0.154838709677, 0.968 
1509362974.061896, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 30.000, 0.000, 0.0, 0.981 
1509362974.073751, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.613, 0.065, 30.000, 0.000, 0.187096774194, 0.994 
1509362974.085560, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.648, 0.000, 30.000, 0.000, 0.00645161290323, 1.006 
1509362974.097447, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.661, 0.019, 30.000, 0.000, 0.0483870967742, 1.019 
1509362974.109230, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.619, 0.029, 30.000, 0.000, 0.132258064516, 1.032 
1509362974.121040, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.658, 0.000, 30.000, 0.000, 0.0, 1.032 
1509362974.132809, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.674, 0.065, 30.000, 0.000, 0.196774193548, 1.058 
1509362974.144709, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.626, 0.000, 30.000, 15.875, 0.0, 1.071 
1509362974.156611, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.623, 0.039, 30.000, 15.875, 0.0935483870968, 1.071 
1509362974.168426, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.658, 0.016, 30.000, 15.875, 0.109677419355, 1.097 
1509362974.180204, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.648, 0.000, 30.000, 15.875, 0.0, 1.097 
1509362974.191963, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.632, 0.058, 30.000, 15.875, 0.183870967742, 1.110 
1509362974.203727, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.600, 0.000, 30.000, 15.875, 0.0, 1.123 
1509362974.215499, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.655, 0.055, 30.000, 15.875, 0.145161290323, 1.123 
1509362974.227331, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.677, 0.000, 30.000, 15.875, 0.0677419354839, 1.110 
1509362974.239095, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 30.000, 15.875, 0.0, 1.135 
1509362974.250906, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.635, 0.048, 30.000, 15.875, 0.164516129032, 1.148 
1509362974.262714, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.642, 0.000, 30.000, 15.875, 0.0, 1.174 
1509362974.274523, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.626, 0.065, 30.000, 15.875, 0.177419354839, 1.174 
1509362974.286347, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.642, 0.000, 30.000, 15.875, 0.0290322580645, 1.174 
1509362974.298120, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.623, 0.013, 30.000, 15.875, 0.0161290322581, 1.187 
1509362974.309887, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.626, 0.029, 30.000, 15.875, 0.141935483871, 1.187 
1509362974.321801, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.613, 0.000, 30.000, 15.875, 0.0, 1.187 
1509362974.333602, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.623, 0.074, 30.000, 15.875, 0.2, 1.200 
1509362974.345423, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.661, 0.000, 30.000, 15.875, 0.00322580645161, 1.200 
1509362974.357338, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.623, 0.026, 30.000, 15.875, 0.0677419354839, 1.213 
1509362974.369158, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.655, 0.026, 30.000, 15.875, 0.122580645161, 1.213 
1509362974.380950, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 30.000, 15.875, 0.0, 1.226 
1509362974.392738, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.665, 0.061, 30.000, 15.875, 0.190322580645, 1.226 
1509362974.404514, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.619, 0.000, 30.000, 15.875, 0.0, 1.239 
1509362974.416329, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.590, 0.045, 30.000, 15.875, 0.125806451613, 1.239 
1509362974.428093, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.658, 0.006, 30.000, 15.875, 0.0870967741935, 1.239 
1509362974.439920, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.661, 0.000, 30.000, 15.875, 0.0, 1.239 
1509362974.451711, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.658, 0.058, 30.000, 15.875, 0.174193548387, 1.252 
1509362974.463479, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 30.000, 15.875, 0.0, 1.265 
1509362974.475252, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.655, 0.061, 30.000, 15.875, 0.164516129032, 1.277 
1509362974.487251, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.690, 0.000, 30.000, 15.875, 0.0548387096774, 1.277 
1509362974.499098, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.677, 0.000, 30.000, 15.875, 0.0, 1.290 
1509362974.510912, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.600, 0.052, 30.000, 15.875, 0.167741935484, 1.290 
1509362974.522785, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.610, 0.000, 30.000, 15.875, 0.0, 1.303 
1509362974.534580, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.668, 0.065, 30.000, 15.875, 0.183870967742, 1.290 
1509362974.546473, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 30.000, 15.875, 0.0193548387097, 1.316 
1509362974.558243, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.626, 0.013, 30.000, 15.875, 0.0322580645161, 1.316 
1509362974.570034, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.635, 0.032, 30.000, 15.875, 0.138709677419, 1.329 
1509362974.581798, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.655, 0.000, 30.000, 15.875, 0.0, 1.329 
1509362974.593561, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.632, 0.065, 30.000, 15.875, 0.196774193548, 1.329 
1509362974.605329, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 30.000, 15.875, 0.0, 1.329 
1509362974.617222, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.655, 0.042, 30.000, 15.875, 0.0935483870968, 1.342 
1509362974.628996, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.639, 0.016, 30.000, 15.875, 0.109677419355, 1.342 
1509362974.640789, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 30.000, 15.875, 0.0, 1.355 
1509362974.652705, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.687, 0.058, 30.000, 15.875, 0.187096774194, 1.355 
1509362974.664555, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 30.000, 15.875, 0.0, 1.368 
1509362974.676433, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.642, 0.048, 30.000, 15.875, 0.135483870968, 1.381 
1509362974.688234, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.629, 0.010, 30.000, 15.875, 0.0935483870968, 1.368 
1509362974.700064, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.610, 0.000, 30.000, 15.875, 0.0, 1.381 
1509362974.711856, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.648, 0.055, 30.000, 15.875, 0.170967741935, 1.381 
1509362974.723658, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.655, 0.000, 30.000, 15.875, 0.0, 1.394 
1509362974.735440, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.645, 0.061, 30.000, 15.875, 0.164516129032, 1.368 
1509362974.747345, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 30.000, 15.875, 0.0387096774194, 1.394 
1509362974.759444, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 30.000, 15.875, 0.0, 1.394 
1509362974.771261, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.642, 0.048, 30.000, 15.875, 0.164516129032, 1.394 
1509362974.783057, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 30.000, 15.875, 0.0, 1.394 
1509362974.794823, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.665, 0.065, 30.000, 15.875, 0.187096774194, 1.406 
1509362974.806728, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 30.000, 15.875, 0.0193548387097, 1.406 
1509362974.818526, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.648, 0.013, 30.000, 15.875, 0.0322580645161, 1.419 
1509362974.830346, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.639, 0.035, 30.000, 15.875, 0.138709677419, 1.419 
1509362974.842127, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.629, 0.000, 30.000, 15.875, 0.0, 1.432 
1509362974.853945, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.652, 0.065, 30.000, 15.875, 0.196774193548, 1.432 
1509362974.865784, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.671, 0.000, 30.000, 15.875, 0.0, 1.432 
1509362974.877662, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.674, 0.035, 30.000, 15.875, 0.0870967741935, 1.445 
1509362974.889487, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.665, 0.023, 30.000, 15.875, 0.116129032258, 1.445 
1509362974.901267, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 30.000, 15.875, 0.0, 1.445 
1509362974.913043, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.626, 0.061, 30.000, 15.875, 0.187096774194, 1.471 
1509362974.925222, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.661, 0.000, 30.000, 15.875, 0.0, 1.458 
1509362974.937220, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.652, 0.042, 30.000, 15.875, 0.109677419355, 1.484 
1509362974.949039, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.645, 0.010, 30.000, 15.875, 0.0967741935484, 1.445 
1509362974.960818, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.606, 0.000, 30.000, 15.875, 0.0, 1.484 
1509362974.972877, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.665, 0.065, 30.000, 15.875, 0.187096774194, 1.471 
1509362974.984719, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 30.000, 15.875, 0.0, 1.471 
1509362974.996599, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.694, 0.052, 30.000, 15.875, 0.138709677419, 1.484 
1509362975.008375, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.681, 0.000, 30.000, 15.875, 0.0774193548387, 1.484 
1509362975.020195, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.629, 0.000, 30.000, 15.875, 0.0, 1.484 
1509362975.031980, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.665, 0.052, 30.000, 15.875, 0.167741935484, 1.510 
1509362975.043742, 0.000, 0.000, 3.140, 3.140, 3.140, 3.140, 2.626, 0.000, 30.000, 15.875, 0.0, 1.497 
1509362975.055544, 363.284, 0.000, 3.140, 3.140, 3.140, 3.140, 2.626, 0.061, 30.000, 15.875, 0.174193548387, 1.497 
1509362975.067421, 363.284, 0.000, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 30.000, 15.875, 0.0322580645161, 1.497 
1509362975.079197, 363.284, 0.000, 3.140, 3.140, 3.140, 3.140, 2.626, 0.006, 30.000, 15.875, 0.0129032258065, 1.523 
1509362975.090988, 378.616, 379.227, 3.140, 3.140, 3.140, 3.140, 2.681, 0.039, 30.000, 15.875, 0.148387096774, 1.510 
1509362975.102793, 378.616, 379.227, 3.140, 3.140, 3.140, 3.140, 2.639, 0.000, 30.000, 15.875, 0.0, 1.535 
1509362975.114581, 378.616, 379.227, 3.140, 3.140, 3.140, 3.140, 2.674, 0.065, 30.000, 15.875, 0.193548387097, 1.510 
1509362975.126415, 403.650, 405.252, 3.140, 3.140, 3.140, 3.140, 2.655, 0.000, 30.000, 15.875, 0.00967741935484, 1.535 
1509362975.138236, 403.650, 405.252, 3.140, 3.140, 3.140, 3.140, 2.626, 0.032, 30.000, 15.875, 0.0709677419355, 1.535 
1509362975.150010, 403.650, 405.252, 3.140, 3.140, 3.140, 3.140, 2.623, 0.023, 30.000, 15.875, 0.11935483871, 1.535 
1509362975.161783, 411.804, 411.602, 3.140, 3.140, 3.140, 3.140, 2.677, 0.000, 30.000, 15.875, 0.0, 1.535 
1509362975.173763, 411.804, 411.602, 3.140, 3.140, 3.140, 3.140, 2.684, 0.065, 30.000, 15.875, 0.196774193548, 1.548 
1509362975.185563, 411.804, 411.602, 3.140, 3.140, 3.140, 3.140, 2.632, 0.000, 30.000, 15.875, 0.0, 1.548 
1509362975.197411, 431.830, 434.631, 3.140, 3.140, 3.140, 3.140, 2.677, 0.042, 30.000, 15.875, 0.116129032258, 1.548 
1509362975.209218, 431.830, 434.631, 3.140, 3.140, 3.140, 3.140, 2.632, 0.010, 20.000, 15.875, 0.0967741935484, 1.548 
1509362975.221078, 431.830, 434.631, 3.140, 3.140, 3.140, 3.140, 2.677, 0.000, 20.000, 15.875, 0.0, 1.561 
1509362975.232868, 443.970, 444.406, 3.140, 3.140, 3.140, 3.140, 2.658, 0.058, 20.000, 15.875, 0.177419354839, 1.548 
1509362975.244679, 443.970, 444.406, 3.140, 3.140, 3.140, 3.140, 2.616, 0.000, 20.000, 15.875, 0.0, 1.535 
1509362975.256560, 443.970, 444.406, 3.140, 3.140, 3.140, 3.140, 2.658, 0.055, 20.000, 15.875, 0.154838709677, 1.548 
1509362975.268346, 466.431, 467.916, 3.140, 3.140, 3.140, 3.140, 2.668, 0.000, 20.000, 15.875, 0.0612903225806, 1.535 
1509362975.280165, 466.431, 467.916, 3.140, 3.140, 3.140, 3.140, 2.668, 0.000, 20.000, 15.875, 0.0, 1.523 
1509362975.291988, 469.190, 467.916, 3.140, 3.140, 3.140, 3.140, 2.648, 0.042, 20.000, 15.875, 0.161290322581, 1.523 
1509362975.304028, 469.190, 470.942, 3.140, 3.140, 3.140, 3.140, 2.661, 0.000, 20.000, 15.875, 0.0, 1.523 
1509362975.315846, 469.190, 470.942, 3.140, 3.140, 3.140, 3.140, 2.652, 0.061, 20.000, 15.875, 0.170967741935, 1.535 
1509362975.327750, 486.304, 486.635, 3.140, 3.140, 3.140, 3.140, 2.635, 0.000, 20.000, 15.875, 0.041935483871, 1.535 
1509362975.339595, 486.304, 486.635, 3.140, 3.140, 3.140, 3.140, 2.632, 0.006, 20.000, 15.875, 0.00967741935484, 1.523 
1509362975.351567, 486.304, 486.635, 3.140, 3.140, 3.140, 3.140, 2.629, 0.039, 20.000, 15.875, 0.154838709677, 1.523 
1509362975.363409, 493.517, 493.242, 3.140, 3.140, 3.140, 3.140, 2.645, 0.000, 20.000, 15.875, 0.0, 1.535 
1509362975.375255, 493.517, 493.242, 3.140, 3.140, 3.140, 3.140, 2.668, 0.068, 20.000, 15.875, 0.187096774194, 1.497 
1509362975.387166, 512.943, 514.247, 3.140, 3.140, 3.140, 3.140, 2.623, 0.000, 20.000, 15.875, 0.0161290322581, 1.523 
1509362975.398978, 512.943, 514.247, 3.140, 3.140, 3.140, 3.140, 2.642, 0.023, 20.000, 15.875, 0.0483870967742, 1.497 
1509362975.410769, 512.943, 514.247, 3.140, 3.140, 3.140, 3.140, 2.619, 0.029, 20.000, 15.875, 0.129032258065, 1.510 
1509362975.422583, 505.139, 513.119, 3.140, 3.140, 3.140, 3.140, 2.677, 0.000, 20.000, 15.875, 0.0, 1.510 
1509362975.434392, 505.139, 513.119, 3.140, 3.140, 3.140, 3.140, 2.700, 0.068, 20.000, 15.875, 0.196774193548, 1.510 
1509362975.446243, 534.129, 526.962, 3.140, 3.140, 3.140, 3.140, 2.603, 0.000, 20.000, 15.875, 0.0, 1.497 
1509362975.458069, 534.129, 526.962, 3.140, 3.140, 3.140, 3.140, 2.655, 0.039, 20.000, 15.875, 0.0935483870968, 1.497 
