1505139666.99,1
1505139666.99,0
1505139667.03,0
1505139667.03,1
1505139667.36,1
1505139667.36,0
1505139667.39,0
1505139667.39,1
1505139667.68,1
1505139667.68,0
1505139667.71,0
1505139667.71,1
1505139667.96,1
1505139667.96,0
1505139667.99,0
1505139667.99,1
1505139668.23,1
1505139668.23,0
1505139668.26,0
1505139668.26,1
1505139668.49,1
1505139668.49,0
1505139668.51,0
1505139668.51,1
1505139668.74,1
1505139668.74,0
1505139668.76,0
1505139668.76,1
1505139668.96,1
1505139668.96,0
1505139668.99,0
1505139668.99,1
1505139669.19,1
1505139669.19,0
1505139669.21,0
1505139669.21,1
1505139669.41,1
1505139669.41,0
1505139669.43,0
1505139669.43,1
1505139669.62,1
1505139669.62,0
1505139669.64,0
1505139669.64,1
1505139669.82,1
1505139669.82,0
1505139669.84,0
1505139669.84,1
1505139670.02,1
1505139670.02,0
1505139670.04,0
1505139670.04,1
1505139670.21,1
1505139670.21,0
1505139670.23,0
1505139670.23,1
1505139670.4,1
1505139670.4,0
1505139670.42,0
1505139670.42,1
1505139670.58,1
1505139670.58,0
1505139670.6,0
1505139670.6,1
1505139670.77,1
1505139670.77,0
1505139670.78,0
1505139670.78,1
1505139670.95,1
1505139670.95,0
1505139670.96,0
1505139670.96,1
1505139671.12,1
1505139671.12,0
1505139671.14,0
1505139671.14,1
1505139671.29,1
1505139671.29,0
1505139671.31,0
1505139671.31,1
1505139671.46,1
1505139671.46,0
1505139671.48,0
1505139671.48,1
1505139671.63,1
1505139671.63,0
1505139671.64,0
1505139671.64,1
1505139671.79,1
1505139671.79,0
1505139671.8,0
1505139671.8,1
1505139671.95,1
1505139671.95,0
1505139671.96,0
1505139671.96,1
1505139672.11,1
1505139672.11,0
1505139672.12,0
1505139672.12,1
1505139672.26,1
1505139672.26,0
1505139672.28,0
1505139672.28,1
1505139672.42,1
1505139672.42,0
1505139672.43,0
1505139672.43,1
1505139672.57,1
1505139672.57,0
1505139672.58,0
1505139672.58,1
1505139672.72,1
1505139672.72,0
1505139672.73,0
1505139672.73,1
1505139672.86,1
1505139672.86,0
1505139672.88,0
1505139672.88,1
1505139673.01,1
1505139673.01,0
1505139673.02,0
1505139673.02,1
1505139673.15,1
1505139673.15,0
1505139673.16,0
1505139673.16,1
1505139673.29,1
1505139673.29,0
1505139673.3,0
1505139673.3,1
1505139673.43,1
1505139673.43,0
1505139673.44,0
1505139673.44,1
1505139673.57,1
1505139673.57,0
1505139673.58,0
1505139673.58,1
1505139673.7,1
1505139673.7,0
1505139673.72,0
1505139673.72,1
1505139673.84,1
1505139673.84,0
1505139673.85,0
1505139673.85,1
1505139673.97,1
1505139673.97,0
1505139673.98,0
1505139673.98,1
1505139674.09,1
1505139674.09,0
1505139674.11,0
1505139674.11,1
1505139674.22,1
1505139674.22,0
1505139674.24,0
1505139674.24,1
1505139674.35,1
1505139674.35,0
1505139674.36,0
1505139674.36,1
1505139674.47,1
1505139674.47,0
1505139674.48,0
1505139674.48,1
1505139674.6,1
1505139674.6,0
1505139674.61,0
1505139674.61,1
1505139674.72,1
1505139674.72,0
1505139674.73,0
1505139674.73,1
1505139674.84,1
1505139674.84,0
1505139674.85,0
1505139674.85,1
1505139674.96,1
1505139674.96,0
1505139674.97,0
1505139674.97,1
1505139675.08,1
1505139675.08,0
1505139675.09,0
1505139675.09,1
1505139675.2,1
1505139675.2,0
1505139675.21,0
1505139675.21,1
1505139675.32,1
1505139675.32,0
1505139675.33,0
1505139675.33,1
1505139675.44,1
1505139675.44,0
1505139675.45,0
1505139675.45,1
1505139675.55,1
1505139675.55,0
1505139675.56,0
1505139675.56,1
1505139675.67,1
1505139675.67,0
1505139675.68,0
1505139675.68,1
1505139675.78,1
1505139675.78,0
1505139675.79,0
1505139675.79,1
1505139675.89,1
1505139675.89,0
1505139675.9,0
1505139675.9,1
1505139676.0,1
1505139676.0,0
1505139676.01,0
1505139676.01,1
1505139676.11,1
1505139676.11,0
1505139676.12,0
1505139676.12,1
1505139676.21,1
1505139676.21,0
1505139676.22,0
1505139676.22,1
1505139676.32,1
1505139676.32,0
1505139676.32,0
1505139676.32,1
1505139676.42,1
1505139676.42,0
1505139676.43,0
1505139676.43,1
1505139676.52,1
1505139676.52,0
1505139676.53,0
1505139676.53,1
1505139676.62,1
1505139676.62,0
1505139676.63,0
1505139676.63,1
1505139676.72,1
1505139676.72,0
1505139676.73,0
1505139676.73,1
1505139676.82,1
1505139676.82,0
1505139676.83,0
1505139676.83,1
1505139676.92,1
1505139676.92,0
1505139676.93,0
1505139676.93,1
1505139677.02,1
1505139677.02,0
1505139677.03,0
1505139677.03,1
1505139677.12,1
1505139677.12,0
1505139677.13,0
1505139677.13,1
1505139677.22,1
1505139677.22,0
1505139677.23,0
1505139677.23,1
1505139677.32,1
1505139677.32,0
1505139677.33,0
1505139677.33,1
1505139677.42,1
1505139677.42,0
1505139677.43,0
1505139677.43,1
1505139677.51,1
1505139677.51,0
1505139677.52,0
1505139677.52,1
1505139677.61,1
1505139677.61,0
1505139677.62,0
1505139677.62,1
1505139677.71,1
1505139677.71,0
1505139677.72,0
1505139677.72,1
1505139677.8,1
1505139677.8,0
1505139677.81,0
1505139677.81,1
1505139677.9,1
1505139677.9,0
1505139677.91,0
1505139677.91,1
1505139678.0,1
1505139678.0,0
1505139678.01,0
1505139678.01,1
1505139678.09,1
1505139678.09,0
1505139678.1,0
1505139678.1,1
1505139678.19,1
1505139678.19,0
1505139678.2,0
1505139678.2,1
1505139678.29,1
1505139678.29,0
1505139678.3,0
1505139678.3,1
1505139678.38,1
1505139678.38,0
1505139678.39,0
1505139678.39,1
1505139678.48,1
1505139678.48,0
1505139678.49,0
1505139678.49,1
1505139678.57,1
1505139678.57,0
1505139678.58,0
1505139678.58,1
1505139678.67,1
1505139678.67,0
1505139678.68,0
1505139678.68,1
1505139678.76,1
1505139678.76,0
1505139678.77,0
1505139678.77,1
1505139678.85,1
1505139678.85,0
1505139678.86,0
1505139678.86,1
1505139678.95,1
1505139678.95,0
1505139678.96,0
1505139678.96,1
1505139679.04,1
1505139679.04,0
1505139679.05,0
1505139679.05,1
1505139679.14,1
1505139679.14,0
1505139679.15,0
1505139679.15,1
1505139679.23,1
1505139679.23,0
1505139679.24,0
1505139679.24,1
1505139679.32,1
1505139679.32,0
1505139679.33,0
1505139679.33,1
1505139679.41,1
1505139679.41,0
1505139679.42,0
1505139679.42,1
1505139679.5,1
1505139679.5,0
1505139679.51,0
1505139679.51,1
1505139679.59,1
1505139679.59,0
1505139679.6,0
1505139679.6,1
1505139679.68,1
1505139679.68,0
1505139679.69,0
1505139679.69,1
1505139679.77,1
1505139679.77,0
1505139679.78,0
1505139679.78,1
1505139679.86,1
1505139679.86,0
1505139679.87,0
1505139679.87,1
1505139679.94,1
1505139679.94,0
1505139679.95,0
1505139679.95,1
1505139680.03,1
1505139680.03,0
1505139680.04,0
1505139680.04,1
1505139680.12,1
1505139680.12,0
1505139680.13,0
1505139680.13,1
1505139680.21,1
1505139680.21,0
1505139680.22,0
1505139680.22,1
1505139680.29,1
1505139680.29,0
1505139680.3,0
1505139680.3,1
1505139680.38,1
1505139680.38,0
1505139680.39,0
1505139680.39,1
1505139680.47,1
1505139680.47,0
1505139680.47,0
1505139680.47,1
1505139680.55,1
1505139680.55,0
1505139680.56,0
1505139680.56,1
1505139680.64,1
1505139680.64,0
1505139680.64,0
1505139680.64,1
1505139680.72,1
1505139680.72,0
1505139680.73,0
1505139680.73,1
1505139680.8,1
1505139680.8,0
1505139680.81,0
1505139680.81,1
1505139680.89,1
1505139680.89,0
1505139680.9,0
1505139680.9,1
1505139680.97,1
1505139680.97,0
1505139680.98,0
1505139680.98,1
1505139681.06,1
1505139681.06,0
1505139681.06,0
1505139681.06,1
1505139681.14,1
1505139681.14,0
1505139681.15,0
1505139681.15,1
1505139681.22,1
1505139681.22,0
1505139681.23,0
1505139681.23,1
1505139681.3,1
1505139681.3,0
1505139681.31,0
1505139681.31,1
1505139681.39,1
1505139681.39,0
1505139681.39,0
1505139681.39,1
1505139681.47,1
1505139681.47,0
1505139681.48,0
1505139681.48,1
1505139681.55,1
1505139681.55,0
1505139681.56,0
1505139681.56,1
1505139681.63,1
1505139681.63,0
1505139681.64,0
1505139681.64,1
1505139681.71,1
1505139681.71,0
1505139681.72,0
1505139681.72,1
1505139681.79,1
1505139681.79,0
1505139681.8,0
1505139681.8,1
1505139681.87,1
1505139681.87,0
1505139681.88,0
1505139681.88,1
1505139681.95,1
1505139681.95,0
1505139681.96,0
1505139681.96,1
1505139682.03,1
1505139682.03,0
1505139682.03,0
1505139682.03,1
1505139682.1,1
1505139682.1,0
1505139682.11,0
1505139682.11,1
1505139682.18,1
1505139682.18,0
1505139682.19,0
1505139682.19,1
1505139682.26,1
1505139682.26,0
1505139682.27,0
1505139682.27,1
1505139682.34,1
1505139682.34,0
1505139682.34,0
1505139682.34,1
1505139682.41,1
1505139682.41,0
1505139682.42,0
1505139682.42,1
1505139682.49,1
1505139682.49,0
1505139682.5,0
1505139682.5,1
1505139682.57,1
1505139682.57,0
1505139682.58,0
1505139682.58,1
1505139682.64,1
1505139682.64,0
1505139682.65,0
1505139682.65,1
1505139682.72,1
1505139682.72,0
1505139682.73,0
1505139682.73,1
1505139682.8,1
1505139682.8,0
1505139682.8,0
1505139682.8,1
1505139682.87,1
1505139682.87,0
1505139682.88,0
1505139682.88,1
1505139682.94,1
1505139682.94,0
1505139682.95,0
1505139682.95,1
1505139683.02,1
1505139683.02,0
1505139683.02,0
1505139683.02,1
1505139683.09,1
1505139683.09,0
1505139683.1,0
1505139683.1,1
1505139683.16,1
1505139683.16,0
1505139683.17,0
1505139683.17,1
1505139683.24,1
1505139683.24,0
1505139683.24,0
1505139683.24,1
1505139683.31,1
1505139683.31,0
1505139683.32,0
1505139683.32,1
1505139683.38,1
1505139683.38,0
1505139683.39,0
1505139683.39,1
1505139683.45,1
1505139683.45,0
1505139683.46,0
1505139683.46,1
1505139683.53,1
1505139683.53,0
