Time/s, Dynamo Reading/V, HES Reading/V, Potentiometer Value/7-bitFiltered Dynamo Reading/V, 14:42 15-03-2017
1489588972.802970, 0.006, 0.696, 0, -144.899543359 
1489588972.903407, 0.006, 0.696, 0, -144.899543359 
1489588973.003838, 0.006, 0.696, 0, -144.899543359 
1489588973.104274, 0.006, 0.696, 0, -144.899543359 
1489588973.204708, 0.006, 0.696, 0, -144.899543359 
1489588973.305167, 0.006, 0.696, 0, -144.899543359 
1489588973.405605, 0.006, 0.696, 0, -144.899543359 
1489588973.506044, 0.006, 0.696, 0, -144.899543359 
1489588973.606481, 0.006, 0.696, 0, -144.899543359 
1489588973.706917, 0.006, 0.696, 0, -144.899543359 
1489588973.807350, 0.006, 0.696, 0, -144.899543359 
1489588973.907786, 0.006, 0.696, 0, -144.899543359 
1489588974.008218, 0.006, 0.696, 0, -144.899543359 
1489588974.108654, 0.006, 0.696, 0, -144.899543359 
1489588974.209086, 0.006, 0.696, 0, -144.899543359 
1489588974.309518, 0.006, 0.696, 0, -144.899543359 
1489588974.409950, 0.006, 0.696, 0, -144.899543359 
1489588974.510389, 0.006, 0.696, 0, -144.899543359 
1489588974.610825, 0.006, 0.696, 0, -144.899543359 
1489588974.711374, 0.006, 0.696, 0, -144.899543359 
1489588974.811812, 0.006, 0.696, 0, -144.899543359 
1489588974.912275, 0.006, 0.696, 0, -144.899543359 
1489588975.012704, 0.006, 0.696, 0, -144.899543359 
1489588975.113137, 0.006, 0.696, 0, -144.899543359 
1489588975.213578, 0.006, 0.696, 0, -144.899543359 
1489588975.313997, 0.006, 0.696, 0, -144.899543359 
1489588975.414440, 0.006, 0.696, 0, -144.899543359 
1489588975.514879, 0.006, 0.696, 0, -144.899543359 
1489588975.615312, 0.006, 0.696, 0, -144.899543359 
1489588975.715747, 0.006, 0.696, 0, -144.899543359 
1489588975.816178, 0.006, 0.696, 0, -144.899543359 
1489588975.916614, 0.006, 0.696, 0, -144.899543359 
1489588976.017045, 0.006, 0.696, 0, -144.899543359 
1489588976.117482, 0.006, 0.696, 0, -144.899543359 
1489588976.217927, 0.006, 0.696, 0, -144.899543359 
1489588976.318346, 0.006, 0.696, 0, -144.899543359 
1489588976.418781, 0.006, 0.696, 0, -144.899543359 
1489588976.519212, 0.006, 0.699, 0, -144.899543359 
1489588976.619644, 0.006, 0.696, 0, -144.899543359 
1489588976.720077, 0.006, 0.696, 0, -144.899543359 
1489588976.820509, 0.006, 0.696, 0, -144.899543359 
1489588976.920941, 0.006, 0.696, 0, -144.899543359 
1489588977.021372, 0.006, 0.696, 0, -144.899543359 
1489588977.121805, 0.006, 0.696, 0, -144.899543359 
1489588977.222238, 0.006, 0.696, 0, -144.899543359 
1489588977.322696, 0.006, 0.696, 0, -144.899543359 
1489588977.423130, 0.006, 0.696, 0, -144.899543359 
1489588977.523567, 0.006, 0.696, 0, -144.899543359 
1489588977.624038, 0.006, 0.696, 0, -144.899543359 
1489588977.724473, 0.006, 0.696, 0, -144.899543359 
1489588977.824906, 0.006, 0.696, 0, -144.899543359 
1489588977.925341, 0.006, 0.696, 0, -144.899543359 
1489588978.025773, 0.006, 0.696, 0, -144.899543359 
1489588978.126208, 0.006, 0.696, 0, -144.899543359 
1489588978.226669, 0.006, 0.696, 0, -144.899543359 
1489588978.327091, 0.006, 0.696, 0, -144.899543359 
1489588978.427529, 0.006, 0.703, 0, -144.899543359 
1489588978.527966, 0.006, 0.696, 32, -144.899543359 
1489588978.628473, 0.006, 0.696, 32, -144.899543359 
1489588978.728914, 0.006, 0.696, 32, -144.899543359 
1489588978.829348, 0.006, 0.696, 32, -144.899543359 
1489588978.929782, 0.006, 0.696, 32, -144.899543359 
1489588979.030213, 0.006, 0.696, 32, -144.899543359 
1489588979.130646, 0.006, 0.696, 32, -144.899543359 
1489588979.231079, 0.006, 0.696, 32, -144.899543359 
1489588979.331503, 0.006, 0.696, 32, -144.899543359 
1489588979.431940, 0.006, 0.696, 32, -144.899543359 
1489588979.532377, 0.006, 0.696, 32, -144.899543359 
1489588979.632814, 0.006, 0.696, 32, -144.899543359 
1489588979.733247, 0.277, 2.659, 32, -58.9063644531 
1489588979.833684, 0.725, 2.427, 32, 83.3918720703 
1489588979.934116, 1.144, 2.340, 32, 216.476553711 
1489588980.034554, 1.054, 2.462, 32, 187.812160742 
1489588980.134989, 0.880, 2.494, 32, 132.530831445 
1489588980.235451, 1.225, 2.320, 32, 242.069761719 
1489588980.335883, 1.018, 2.330, 32, 176.551149219 
1489588980.436381, 1.118, 2.382, 32, 208.286727148 
1489588980.536822, 1.096, 2.452, 32, 201.120628906 
1489588980.637262, 0.941, 2.417, 32, 151.981669531 
1489588980.737697, 1.134, 2.423, 32, 213.40536875 
1489588980.838133, 0.999, 2.417, 32, 170.408779297 
1489588980.938566, 0.996, 2.394, 32, 169.385050977 
1489588981.039004, 1.018, 2.433, 32, 176.551149219 
1489588981.139451, 1.176, 2.452, 32, 226.713836914 
1489588981.239885, 1.267, 2.465, 32, 255.378229883 
1489588981.340311, 1.083, 2.462, 32, 197.025715625 
1489588981.440736, 1.057, 2.314, 32, 188.835889062 
