Time/s, Dynamo Reading/V, HES Reading/V, Potentiometer Value/7-bitFiltered Dynamo Reading/V, 14:22 15-03-2017
1489587781.931731, 0.003, 0.709, 0, -145.92327168 
1489587782.031987, 0.003, 0.709, 0, -145.92327168 
1489587782.132244, 0.003, 0.709, 0, -145.92327168 
1489587782.232495, 0.003, 0.709, 0, -145.92327168 
1489587782.332744, 0.003, 0.709, 0, -145.92327168 
1489587782.433003, 0.003, 0.709, 0, -145.92327168 
1489587782.533261, 0.003, 0.709, 0, -145.92327168 
1489587782.633537, 0.003, 0.709, 0, -145.92327168 
1489587782.733811, 0.003, 0.709, 0, -145.92327168 
1489587782.834085, 0.003, 0.709, 0, -145.92327168 
1489587782.934360, 0.003, 0.709, 0, -145.92327168 
1489587783.034634, 0.003, 0.709, 0, -145.92327168 
1489587783.134907, 0.003, 0.709, 0, -145.92327168 
1489587783.235178, 0.003, 0.709, 0, -145.92327168 
1489587783.335475, 0.006, 0.696, 0, -144.899543359 
1489587783.435949, 0.006, 0.696, 0, -144.899543359 
1489587783.536383, 0.006, 0.696, 0, -144.899543359 
1489587783.636822, 0.006, 0.696, 0, -144.899543359 
1489587783.737303, 0.006, 0.696, 0, -144.899543359 
1489587783.837762, 0.006, 0.696, 0, -144.899543359 
1489587783.938195, 0.006, 0.696, 0, -144.899543359 
1489587784.038631, 0.006, 0.696, 0, -144.899543359 
1489587784.139061, 0.006, 0.696, 0, -144.899543359 
1489587784.239492, 0.006, 0.696, 0, -144.899543359 
1489587784.339935, 0.006, 0.696, 0, -144.899543359 
1489587784.440367, 0.006, 0.696, 0, -144.899543359 
1489587784.540797, 0.006, 0.696, 0, -144.899543359 
1489587784.641228, 0.006, 0.696, 0, -144.899543359 
1489587784.741661, 0.006, 0.696, 0, -144.899543359 
1489587784.842092, 0.006, 0.696, 0, -144.899543359 
1489587784.942522, 0.006, 0.696, 0, -144.899543359 
1489587785.042953, 0.006, 0.696, 0, -144.899543359 
1489587785.143469, 0.006, 0.696, 0, -144.899543359 
1489587785.243900, 0.006, 0.696, 0, -144.899543359 
1489587785.344329, 0.006, 0.696, 0, -144.899543359 
1489587785.444762, 0.006, 0.696, 0, -144.899543359 
1489587785.545192, 0.006, 0.696, 0, -144.899543359 
1489587785.645622, 0.006, 0.696, 0, -144.899543359 
1489587785.746052, 0.006, 0.696, 0, -144.899543359 
1489587785.846484, 0.006, 0.696, 0, -144.899543359 
1489587785.946914, 0.006, 0.696, 0, -144.899543359 
1489587786.047345, 0.006, 0.696, 0, -144.899543359 
1489587786.147773, 0.006, 0.696, 0, -144.899543359 
1489587786.248207, 0.006, 0.696, 0, -144.899543359 
1489587786.348666, 0.006, 0.696, 0, -144.899543359 
1489587786.449239, 0.006, 0.696, 0, -144.899543359 
1489587786.549678, 0.006, 0.696, 0, -144.899543359 
1489587786.650106, 0.006, 0.696, 0, -144.899543359 
1489587786.750539, 0.006, 0.696, 0, -144.899543359 
1489587786.850973, 0.006, 0.699, 0, -144.899543359 
1489587786.951405, 0.006, 0.696, 0, -144.899543359 
1489587787.051834, 0.006, 0.696, 0, -144.899543359 
1489587787.152266, 0.006, 0.696, 0, -144.899543359 
1489587787.252696, 0.006, 0.696, 0, -144.899543359 
1489587787.353126, 0.006, 0.696, 0, -144.899543359 
1489587787.453595, 0.006, 0.696, 0, -144.899543359 
1489587787.554030, 0.006, 0.696, 0, -144.899543359 
1489587787.654461, 0.006, 0.696, 0, -144.899543359 
1489587787.754895, 0.006, 0.696, 0, -144.899543359 
1489587787.855326, 0.006, 0.699, 0, -144.899543359 
1489587787.955761, 0.006, 0.696, 0, -144.899543359 
1489587788.056191, 0.006, 0.696, 0, -144.899543359 
1489587788.156625, 0.006, 0.696, 0, -144.899543359 
1489587788.257056, 0.006, 0.696, 0, -144.899543359 
1489587788.357507, 0.006, 0.696, 0, -144.899543359 
1489587788.457940, 0.006, 0.696, 0, -144.899543359 
1489587788.558372, 0.006, 0.696, 0, -144.899543359 
1489587788.658805, 0.006, 0.696, 0, -144.899543359 
1489587788.759236, 0.006, 0.696, 0, -144.899543359 
1489587788.859668, 0.006, 0.696, 0, -144.899543359 
1489587788.960100, 0.006, 0.699, 0, -144.899543359 
1489587789.060530, 0.006, 0.696, 0, -144.899543359 
1489587789.160962, 0.006, 0.696, 0, -144.899543359 
1489587789.261395, 0.006, 0.699, 0, -144.899543359 
1489587789.361828, 0.006, 0.696, 0, -144.899543359 
1489587789.462258, 0.006, 0.696, 0, -144.899543359 
1489587789.562690, 0.006, 0.696, 0, -144.899543359 
1489587789.663122, 0.006, 0.696, 0, -144.899543359 
1489587789.763626, 0.006, 0.696, 0, -144.899543359 
1489587789.864060, 0.006, 0.696, 0, -144.899543359 
1489587789.964495, 0.006, 0.696, 0, -144.899543359 
1489587790.064924, 0.006, 0.696, 0, -144.899543359 
1489587790.165359, 0.006, 0.696, 0, -144.899543359 
1489587790.265801, 0.006, 0.696, 0, -144.899543359 
1489587790.366237, 0.006, 0.696, 0, -144.899543359 
1489587790.466668, 0.006, 0.696, 0, -144.899543359 
1489587790.567099, 0.006, 0.696, 0, -144.899543359 
1489587790.667529, 0.006, 0.696, 0, -144.899543359 
1489587790.767963, 0.006, 0.696, 0, -144.899543359 
1489587790.868394, 0.006, 0.696, 0, -144.899543359 
1489587790.968828, 0.006, 0.696, 0, -144.899543359 
1489587791.069260, 0.006, 0.696, 0, -144.899543359 
1489587791.169696, 0.006, 0.696, 0, -144.899543359 
1489587791.270144, 0.006, 0.696, 0, -144.899543359 
1489587791.370576, 0.006, 0.696, 0, -144.899543359 
1489587791.471008, 0.006, 0.696, 0, -144.899543359 
1489587791.571441, 0.006, 0.696, 0, -144.899543359 
1489587791.671875, 0.006, 0.696, 0, -144.899543359 
1489587791.772307, 0.006, 0.696, 0, -144.899543359 
1489587791.872740, 0.006, 0.696, 0, -144.899543359 
1489587791.973171, 0.006, 0.696, 0, -144.899543359 
1489587792.073672, 0.006, 0.696, 0, -144.899543359 
1489587792.174102, 0.006, 0.696, 0, -144.899543359 
1489587792.274533, 0.006, 0.696, 0, -144.899543359 
1489587792.374964, 0.006, 0.696, 0, -144.899543359 
1489587792.475409, 0.006, 0.696, 0, -144.899543359 
1489587792.575854, 0.006, 0.696, 0, -144.899543359 
1489587792.676294, 0.006, 0.696, 0, -144.899543359 
1489587792.776727, 0.006, 0.696, 0, -144.899543359 
1489587792.877161, 0.006, 0.699, 0, -144.899543359 
1489587792.977592, 0.006, 0.696, 0, -144.899543359 
1489587793.078023, 0.006, 0.696, 0, -144.899543359 
1489587793.178454, 0.006, 0.696, 0, -144.899543359 
1489587793.278917, 0.006, 0.696, 0, -144.899543359 
1489587793.379353, 0.006, 0.696, 0, -144.899543359 
1489587793.479786, 0.006, 0.696, 0, -144.899543359 
1489587793.580222, 0.006, 0.696, 0, -144.899543359 
1489587793.680655, 0.006, 0.696, 0, -144.899543359 
1489587793.781087, 0.006, 0.696, 0, -144.899543359 
1489587793.881518, 0.006, 0.696, 0, -144.899543359 
1489587793.981950, 0.006, 0.696, 0, -144.899543359 
1489587794.082382, 0.006, 0.696, 0, -144.899543359 
1489587794.182814, 0.006, 0.696, 0, -144.899543359 
1489587794.283252, 0.006, 0.696, 0, -144.899543359 
1489587794.383800, 0.006, 0.696, 0, -144.899543359 
1489587794.484237, 0.006, 0.696, 0, -144.899543359 
1489587794.584674, 0.006, 0.696, 0, -144.899543359 
1489587794.685106, 0.006, 0.696, 0, -144.899543359 
1489587794.785536, 0.006, 0.696, 0, -144.899543359 
1489587794.885965, 0.006, 0.696, 0, -144.899543359 
1489587794.986402, 0.006, 0.696, 0, -144.899543359 
1489587795.086834, 0.006, 0.696, 0, -144.899543359 
1489587795.187280, 0.006, 0.696, 0, -144.899543359 
1489587795.287730, 0.006, 0.696, 0, -144.899543359 
1489587795.388165, 0.006, 0.696, 0, -144.899543359 
1489587795.488600, 0.006, 0.696, 0, -144.899543359 
1489587795.589032, 0.006, 0.696, 0, -144.899543359 
1489587795.689463, 0.006, 0.696, 0, -144.899543359 
1489587795.789897, 0.006, 0.696, 0, -144.899543359 
1489587795.890327, 0.006, 0.696, 0, -144.899543359 
1489587795.990758, 0.006, 0.696, 0, -144.899543359 
1489587796.091189, 0.006, 0.696, 0, -144.899543359 
1489587796.191621, 0.006, 0.696, 0, -144.899543359 
1489587796.292057, 0.006, 0.696, 0, -144.899543359 
1489587796.392491, 0.006, 0.696, 0, -144.899543359 
1489587796.492926, 0.006, 0.696, 0, -144.899543359 
1489587796.593425, 0.006, 0.696, 0, -144.899543359 
1489587796.693860, 0.006, 0.696, 0, -144.899543359 
1489587796.794296, 0.006, 0.696, 0, -144.899543359 
1489587796.894729, 0.006, 0.696, 0, -144.899543359 
1489587796.995163, 0.006, 0.696, 0, -144.899543359 
1489587797.095599, 0.006, 0.699, 0, -144.899543359 
1489587797.196029, 0.006, 0.696, 0, -144.899543359 
1489587797.296472, 0.006, 0.696, 0, -144.899543359 
1489587797.396902, 0.006, 0.696, 0, -144.899543359 
1489587797.497336, 0.006, 0.696, 0, -144.899543359 
1489587797.597768, 0.006, 0.696, 0, -144.899543359 
1489587797.698201, 0.006, 0.696, 0, -144.899543359 
1489587797.798632, 0.006, 0.696, 0, -144.899543359 
1489587797.899064, 0.006, 0.696, 0, -144.899543359 
1489587797.999496, 0.006, 0.696, 0, -144.899543359 
1489587798.099932, 0.006, 0.696, 0, -144.899543359 
1489587798.200367, 0.006, 0.696, 0, -144.899543359 
1489587798.300803, 0.006, 0.696, 0, -144.899543359 
1489587798.401235, 0.006, 0.696, 0, -144.899543359 
1489587798.501667, 0.006, 0.696, 0, -144.899543359 
1489587798.602099, 0.006, 0.696, 0, -144.899543359 
1489587798.702533, 0.006, 0.696, 8, -144.899543359 
1489587798.803039, 0.006, 0.696, 8, -144.899543359 
1489587798.903544, 0.006, 0.696, 8, -144.899543359 
1489587799.003980, 0.006, 0.696, 8, -144.899543359 
1489587799.104417, 0.006, 0.696, 8, -144.899543359 
1489587799.204850, 0.006, 0.696, 8, -144.899543359 
1489587799.305394, 0.006, 0.696, 8, -144.899543359 
1489587799.405834, 0.006, 0.696, 8, -144.899543359 
1489587799.506270, 0.006, 0.696, 8, -144.899543359 
1489587799.606722, 0.006, 0.696, 8, -144.899543359 
1489587799.707159, 0.006, 0.696, 8, -144.899543359 
1489587799.807590, 0.006, 0.696, 8, -144.899543359 
1489587799.908023, 0.006, 0.696, 8, -144.899543359 
1489587800.008454, 0.006, 0.696, 8, -144.899543359 
1489587800.108886, 0.006, 0.696, 8, -144.899543359 
1489587800.209324, 0.006, 0.696, 8, -144.899543359 
1489587800.309763, 0.006, 0.696, 8, -144.899543359 
1489587800.410198, 0.006, 0.696, 8, -144.899543359 
1489587800.510631, 0.006, 0.696, 8, -144.899543359 
1489587800.611062, 0.006, 0.696, 8, -144.899543359 
1489587800.711492, 0.006, 0.696, 8, -144.899543359 
1489587800.811926, 0.006, 0.696, 8, -144.899543359 
1489587800.912356, 0.006, 0.696, 8, -144.899543359 
1489587801.012790, 0.006, 0.696, 8, -144.899543359 
1489587801.113224, 0.006, 0.696, 8, -144.899543359 
1489587801.213647, 0.006, 0.696, 8, -144.899543359 
1489587801.314070, 0.006, 0.696, 8, -144.899543359 
1489587801.414502, 0.006, 0.696, 8, -144.899543359 
1489587801.514940, 0.006, 0.696, 8, -144.899543359 
1489587801.615372, 0.006, 0.699, 8, -144.899543359 
1489587801.715808, 0.006, 0.696, 8, -144.899543359 
1489587801.816241, 0.006, 0.696, 8, -144.899543359 
1489587801.916676, 0.006, 0.696, 8, -144.899543359 
1489587802.017107, 0.006, 0.696, 8, -144.899543359 
1489587802.117539, 0.006, 0.696, 8, -144.899543359 
1489587802.217975, 0.006, 0.696, 8, -144.899543359 
1489587802.318516, 0.006, 0.696, 8, -144.899543359 
1489587802.418957, 0.006, 0.696, 8, -144.899543359 
1489587802.519391, 0.081, 2.414, 8, -121.353791992 
1489587802.619824, 0.074, 2.391, 8, -123.401248633 
1489587802.720255, 0.032, 2.243, 8, -136.709716797 
1489587802.820686, 0.032, 2.227, 8, -136.709716797 
1489587802.921120, 0.064, 2.282, 8, -126.472433594 
1489587803.021553, 0.058, 2.330, 8, -128.519890234 
1489587803.122000, 0.058, 2.346, 8, -128.519890234 
1489587803.222426, 0.055, 2.327, 8, -129.543618555 
1489587803.322851, 0.055, 2.314, 8, -129.543618555 
1489587803.423292, 0.042, 2.262, 8, -133.638531836 
1489587803.523740, 0.029, 2.237, 8, -137.733445117 
1489587803.624176, 0.029, 2.227, 8, -137.733445117 
1489587803.724613, 0.032, 2.220, 8, -136.709716797 
1489587803.825049, 0.035, 2.230, 8, -135.685988477 
1489587803.925484, 0.032, 2.230, 8, -136.709716797 
1489587804.025918, 0.032, 2.246, 8, -136.709716797 
1489587804.126352, 0.032, 2.246, 8, -136.709716797 
1489587804.226781, 0.061, 2.256, 8, -127.496161914 
1489587804.327207, 0.061, 2.340, 8, -127.496161914 
1489587804.427647, 0.064, 2.333, 8, -126.472433594 
1489587804.528080, 0.055, 2.324, 8, -129.543618555 
1489587804.628519, 0.052, 2.314, 8, -130.567346875 
1489587804.728950, 0.032, 2.201, 8, -136.709716797 
1489587804.829389, 0.029, 2.217, 8, -137.733445117 
1489587804.929822, 0.035, 2.217, 8, -135.685988477 
1489587805.030253, 0.029, 2.237, 8, -137.733445117 
1489587805.130713, 0.032, 2.230, 8, -136.709716797 
1489587805.231139, 0.052, 2.253, 8, -130.567346875 
