Time/s, Dynamo Reading/V, HES Reading/V, Potentiometer Value/7-bitFiltered Dynamo Reading/V, 14:29 15-03-2017
1489588226.946521, 0.006, 0.696, 0, -144.899543359 
1489588227.046953, 0.006, 0.696, 0, -144.899543359 
1489588227.147385, 0.006, 0.696, 0, -144.899543359 
1489588227.247814, 0.006, 0.696, 0, -144.899543359 
1489588227.348249, 0.006, 0.696, 0, -144.899543359 
1489588227.448681, 0.006, 0.696, 0, -144.899543359 
1489588227.549113, 0.006, 0.696, 0, -144.899543359 
1489588227.649544, 0.006, 0.696, 0, -144.899543359 
1489588227.749980, 0.006, 0.696, 0, -144.899543359 
1489588227.850410, 0.006, 0.696, 0, -144.899543359 
1489588227.950843, 0.006, 0.696, 24, -144.899543359 
1489588228.051358, 0.006, 0.696, 24, -144.899543359 
1489588228.151805, 0.006, 0.696, 24, -144.899543359 
1489588228.252238, 0.006, 0.696, 24, -144.899543359 
1489588228.352670, 0.006, 0.696, 24, -144.899543359 
1489588228.453106, 0.006, 0.696, 24, -144.899543359 
1489588228.553602, 0.006, 0.696, 24, -144.899543359 
1489588228.654036, 0.006, 0.696, 24, -144.899543359 
1489588228.754469, 0.006, 0.696, 24, -144.899543359 
1489588228.855027, 0.006, 0.696, 24, -144.899543359 
1489588228.955470, 0.006, 0.696, 24, -144.899543359 
1489588229.055901, 0.006, 0.696, 24, -144.899543359 
1489588229.156338, 0.006, 0.696, 24, -144.899543359 
1489588229.256770, 0.006, 0.696, 24, -144.899543359 
1489588229.357201, 0.006, 0.696, 24, -144.899543359 
1489588229.457633, 0.006, 0.696, 24, -144.899543359 
1489588229.558068, 0.006, 0.696, 24, -144.899543359 
1489588229.658498, 0.006, 0.696, 24, -144.899543359 
1489588229.758934, 0.006, 0.696, 24, -144.899543359 
1489588229.859395, 0.006, 0.696, 24, -144.899543359 
1489588229.959826, 0.006, 0.696, 24, -144.899543359 
1489588230.060254, 0.006, 0.696, 24, -144.899543359 
1489588230.160684, 0.006, 0.696, 24, -144.899543359 
1489588230.261116, 0.006, 0.696, 24, -144.899543359 
1489588230.361549, 0.006, 0.696, 24, -144.899543359 
1489588230.461981, 0.006, 0.696, 24, -144.899543359 
1489588230.562413, 0.006, 0.699, 24, -144.899543359 
1489588230.662845, 0.006, 0.696, 24, -144.899543359 
1489588230.763281, 0.006, 0.696, 24, -144.899543359 
1489588230.863711, 0.006, 0.696, 24, -144.899543359 
1489588230.964147, 0.006, 0.696, 24, -144.899543359 
1489588231.064578, 0.006, 0.696, 24, -144.899543359 
1489588231.165013, 0.316, 2.672, 24, -46.6216246094 
1489588231.265446, 0.558, 2.536, 24, 30.1579994141 
1489588231.365885, 1.083, 2.362, 24, 197.025715625 
1489588231.466319, 0.973, 2.449, 24, 162.218952734 
1489588231.566751, 0.880, 2.340, 24, 132.530831445 
1489588231.667183, 0.802, 2.295, 24, 107.961351758 
1489588231.767616, 1.109, 2.295, 24, 205.215542188 
1489588231.868080, 0.844, 2.346, 24, 121.269819922 
1489588231.968514, 0.980, 2.391, 24, 164.266409375 
1489588232.068947, 0.960, 2.452, 24, 158.124039453 
1489588232.169377, 1.051, 2.401, 24, 186.788432422 
1489588232.269809, 0.854, 2.291, 24, 124.341004883 
1489588232.370244, 0.867, 2.307, 24, 128.435918164 
1489588232.470712, 0.964, 2.278, 24, 159.147767773 
1489588232.571145, 0.938, 2.365, 24, 150.957941211 
1489588232.671578, 0.841, 2.423, 24, 120.246091602 
1489588232.772010, 0.944, 2.295, 24, 153.005397852 
1489588232.872441, 0.844, 2.278, 24, 121.269819922 
1489588232.972872, 0.935, 2.398, 24, 149.934212891 
1489588233.073308, 0.735, 2.401, 24, 86.4630570312 
1489588233.173743, 0.696, 2.179, 24, 74.1783171875 
1489588233.274186, 0.599, 1.885, 24, 43.4664675781 
1489588233.374678, 0.006, 1.160, 24, -144.899543359 
1489588233.475119, 0.006, 0.696, 24, -144.899543359 
1489588233.575553, 0.006, 0.735, 24, -144.899543359 
1489588233.675986, 0.006, 0.967, 24, -144.899543359 
1489588233.776431, 0.006, 0.931, 24, -144.899543359 
1489588233.876865, 0.006, 0.918, 24, -144.899543359 
1489588233.977294, 0.006, 1.015, 24, -144.899543359 
1489588234.077731, 0.006, 0.999, 24, -144.899543359 
1489588234.178163, 0.006, 0.983, 24, -144.899543359 
1489588234.278599, 0.006, 0.970, 24, -144.899543359 
1489588234.379027, 0.006, 0.957, 24, -144.899543359 
1489588234.479489, 0.006, 0.944, 24, -144.899543359 
1489588234.579923, 0.006, 0.931, 24, -144.899543359 
1489588234.680359, 0.006, 0.918, 24, -144.899543359 
1489588234.780804, 0.006, 0.912, 24, -144.899543359 
1489588234.881236, 0.006, 0.902, 24, -144.899543359 
1489588234.981667, 0.006, 0.893, 24, -144.899543359 
1489588235.082099, 0.006, 0.886, 24, -144.899543359 
