Time/s, Dynamo Reading/V, HES Reading/V, Potentiometer Value/7-bitFiltered Dynamo Reading/V, 14:29 15-03-2017
1489588197.326233, 0.003, 0.709, 0, -145.92327168 
1489588197.426608, 0.003, 0.709, 0, -145.92327168 
1489588197.526915, 0.003, 0.709, 0, -145.92327168 
1489588197.627203, 0.003, 0.709, 0, -145.92327168 
1489588197.727479, 0.003, 0.709, 0, -145.92327168 
1489588197.827755, 0.003, 0.709, 0, -145.92327168 
1489588197.928028, 0.003, 0.709, 0, -145.92327168 
1489588198.028304, 0.003, 0.709, 0, -145.92327168 
1489588198.128577, 0.003, 0.709, 0, -145.92327168 
1489588198.228842, 0.003, 0.709, 0, -145.92327168 
1489588198.329122, 0.003, 0.709, 0, -145.92327168 
1489588198.429397, 0.003, 0.709, 0, -145.92327168 
1489588198.529671, 0.003, 0.709, 0, -145.92327168 
1489588198.629945, 0.003, 0.709, 0, -145.92327168 
1489588198.730218, 0.003, 0.709, 0, -145.92327168 
1489588198.830491, 0.003, 0.709, 0, -145.92327168 
1489588198.930764, 0.003, 0.709, 0, -145.92327168 
1489588199.031038, 0.003, 0.709, 0, -145.92327168 
1489588199.131312, 0.003, 0.709, 0, -145.92327168 
1489588199.231588, 0.003, 0.709, 0, -145.92327168 
1489588199.331933, 0.003, 0.709, 0, -145.92327168 
1489588199.432213, 0.003, 0.709, 0, -145.92327168 
1489588199.532489, 0.003, 0.709, 0, -145.92327168 
1489588199.632763, 0.003, 0.709, 0, -145.92327168 
1489588199.733036, 0.003, 0.709, 0, -145.92327168 
1489588199.833343, 0.003, 0.709, 0, -145.92327168 
1489588199.933615, 0.003, 0.709, 0, -145.92327168 
1489588200.033887, 0.003, 0.709, 0, -145.92327168 
1489588200.134158, 0.003, 0.709, 0, -145.92327168 
1489588200.234426, 0.003, 0.709, 0, -145.92327168 
1489588200.334691, 0.003, 0.709, 0, -145.92327168 
1489588200.434965, 0.003, 0.709, 0, -145.92327168 
1489588200.535237, 0.003, 0.709, 0, -145.92327168 
1489588200.635510, 0.003, 0.709, 0, -145.92327168 
1489588200.735781, 0.003, 0.709, 0, -145.92327168 
1489588200.836055, 0.003, 0.709, 0, -145.92327168 
1489588200.936326, 0.003, 0.709, 0, -145.92327168 
1489588201.036601, 0.003, 0.709, 0, -145.92327168 
1489588201.136871, 0.003, 0.709, 0, -145.92327168 
1489588201.237267, 0.003, 0.709, 0, -145.92327168 
1489588201.337547, 0.003, 0.709, 0, -145.92327168 
1489588201.437826, 0.003, 0.709, 0, -145.92327168 
1489588201.538108, 0.003, 0.709, 0, -145.92327168 
1489588201.638380, 0.003, 0.709, 0, -145.92327168 
1489588201.738655, 0.003, 0.709, 0, -145.92327168 
1489588201.838927, 0.003, 0.709, 0, -145.92327168 
1489588201.939200, 0.003, 0.709, 0, -145.92327168 
1489588202.039473, 0.003, 0.709, 0, -145.92327168 
1489588202.139746, 0.003, 0.709, 0, -145.92327168 
1489588202.240014, 0.003, 0.709, 0, -145.92327168 
1489588202.340291, 0.003, 0.709, 0, -145.92327168 
1489588202.440584, 0.003, 0.709, 0, -145.92327168 
1489588202.540859, 0.003, 0.709, 0, -145.92327168 
1489588202.641133, 0.003, 0.709, 0, -145.92327168 
1489588202.741407, 0.003, 0.709, 0, -145.92327168 
1489588202.841680, 0.003, 0.709, 0, -145.92327168 
1489588202.941953, 0.003, 0.709, 0, -145.92327168 
1489588203.042226, 0.003, 0.709, 0, -145.92327168 
1489588203.142499, 0.003, 0.709, 0, -145.92327168 
1489588203.242775, 0.003, 0.709, 0, -145.92327168 
1489588203.343059, 0.006, 0.696, 0, -144.899543359 
1489588203.443556, 0.006, 0.696, 0, -144.899543359 
1489588203.543991, 0.006, 0.696, 0, -144.899543359 
1489588203.644423, 0.006, 0.696, 0, -144.899543359 
1489588203.744857, 0.006, 0.696, 0, -144.899543359 
1489588203.845288, 0.006, 0.696, 0, -144.899543359 
1489588203.945722, 0.006, 0.696, 0, -144.899543359 
1489588204.046152, 0.006, 0.696, 0, -144.899543359 
1489588204.146584, 0.006, 0.696, 0, -144.899543359 
1489588204.247011, 0.006, 0.696, 0, -144.899543359 
1489588204.347463, 0.006, 0.696, 0, -144.899543359 
1489588204.447900, 0.006, 0.696, 0, -144.899543359 
1489588204.548333, 0.006, 0.699, 0, -144.899543359 
1489588204.648763, 0.006, 0.696, 0, -144.899543359 
1489588204.749196, 0.006, 0.696, 0, -144.899543359 
1489588204.849628, 0.006, 0.696, 0, -144.899543359 
1489588204.950063, 0.006, 0.696, 0, -144.899543359 
1489588205.050492, 0.006, 0.696, 0, -144.899543359 
1489588205.151060, 0.006, 0.696, 0, -144.899543359 
1489588205.251521, 0.006, 0.696, 0, -144.899543359 
1489588205.351969, 0.006, 0.696, 0, -144.899543359 
1489588205.452403, 0.006, 0.696, 0, -144.899543359 
1489588205.552834, 0.006, 0.696, 0, -144.899543359 
1489588205.653266, 0.006, 0.696, 0, -144.899543359 
1489588205.753699, 0.006, 0.696, 0, -144.899543359 
1489588205.854130, 0.006, 0.696, 0, -144.899543359 
1489588205.954561, 0.006, 0.696, 0, -144.899543359 
1489588206.054990, 0.006, 0.696, 0, -144.899543359 
1489588206.155423, 0.006, 0.696, 0, -144.899543359 
1489588206.255851, 0.006, 0.696, 0, -144.899543359 
1489588206.356307, 0.006, 0.696, 0, -144.899543359 
1489588206.456740, 0.006, 0.696, 0, -144.899543359 
1489588206.557175, 0.006, 0.696, 0, -144.899543359 
1489588206.657604, 0.006, 0.696, 0, -144.899543359 
1489588206.758038, 0.006, 0.696, 0, -144.899543359 
1489588206.858467, 0.006, 0.696, 0, -144.899543359 
1489588206.958902, 0.006, 0.696, 0, -144.899543359 
1489588207.059330, 0.006, 0.696, 0, -144.899543359 
1489588207.159763, 0.006, 0.696, 0, -144.899543359 
1489588207.260205, 0.006, 0.696, 0, -144.899543359 
1489588207.360638, 0.006, 0.696, 0, -144.899543359 
1489588207.461075, 0.006, 0.696, 0, -144.899543359 
1489588207.561505, 0.006, 0.696, 0, -144.899543359 
1489588207.661936, 0.006, 0.696, 0, -144.899543359 
1489588207.762367, 0.006, 0.696, 0, -144.899543359 
1489588207.862802, 0.006, 0.696, 0, -144.899543359 
1489588207.963235, 0.006, 0.696, 0, -144.899543359 
1489588208.063664, 0.006, 0.696, 0, -144.899543359 
1489588208.164094, 0.006, 0.696, 0, -144.899543359 
1489588208.264525, 0.006, 0.696, 0, -144.899543359 
1489588208.364963, 0.006, 0.696, 0, -144.899543359 
1489588208.465394, 0.006, 0.696, 0, -144.899543359 
1489588208.565823, 0.006, 0.696, 0, -144.899543359 
1489588208.666245, 0.006, 0.696, 0, -144.899543359 
1489588208.766717, 0.006, 0.696, 0, -144.899543359 
1489588208.867149, 0.006, 0.696, 0, -144.899543359 
1489588208.967581, 0.006, 0.696, 0, -144.899543359 
1489588209.068014, 0.006, 0.696, 0, -144.899543359 
1489588209.168443, 0.006, 0.696, 0, -144.899543359 
1489588209.268885, 0.006, 0.696, 0, -144.899543359 
1489588209.369356, 0.006, 0.696, 0, -144.899543359 
1489588209.469795, 0.006, 0.696, 0, -144.899543359 
1489588209.570226, 0.006, 0.696, 0, -144.899543359 
1489588209.670658, 0.006, 0.696, 0, -144.899543359 
1489588209.771088, 0.006, 0.696, 0, -144.899543359 
1489588209.871505, 0.006, 0.696, 0, -144.899543359 
1489588209.971974, 0.006, 0.696, 0, -144.899543359 
1489588210.072408, 0.006, 0.696, 0, -144.899543359 
1489588210.172853, 0.006, 0.696, 0, -144.899543359 
1489588210.273291, 0.006, 0.696, 0, -144.899543359 
1489588210.373724, 0.006, 0.696, 0, -144.899543359 
1489588210.474183, 0.006, 0.696, 0, -144.899543359 
1489588210.574620, 0.006, 0.696, 0, -144.899543359 
1489588210.675054, 0.006, 0.696, 0, -144.899543359 
1489588210.775485, 0.006, 0.696, 0, -144.899543359 
1489588210.875918, 0.006, 0.696, 0, -144.899543359 
1489588210.976351, 0.006, 0.696, 0, -144.899543359 
1489588211.076785, 0.006, 0.696, 0, -144.899543359 
1489588211.177216, 0.006, 0.696, 0, -144.899543359 
1489588211.277647, 0.006, 0.696, 0, -144.899543359 
1489588211.378128, 0.006, 0.696, 0, -144.899543359 
1489588211.478564, 0.006, 0.696, 0, -144.899543359 
1489588211.578993, 0.006, 0.696, 0, -144.899543359 
1489588211.679425, 0.006, 0.696, 0, -144.899543359 
1489588211.779855, 0.006, 0.696, 0, -144.899543359 
1489588211.880286, 0.006, 0.696, 0, -144.899543359 
1489588211.980716, 0.006, 0.696, 0, -144.899543359 
1489588212.081147, 0.006, 0.696, 0, -144.899543359 
1489588212.181608, 0.006, 0.696, 0, -144.899543359 
1489588212.282031, 0.006, 0.696, 0, -144.899543359 
1489588212.382483, 0.006, 0.696, 0, -144.899543359 
1489588212.482918, 0.006, 0.696, 0, -144.899543359 
1489588212.583442, 0.006, 0.696, 0, -144.899543359 
1489588212.683876, 0.006, 0.696, 0, -144.899543359 
1489588212.784311, 0.006, 0.696, 0, -144.899543359 
1489588212.884741, 0.006, 0.696, 0, -144.899543359 
1489588212.985173, 0.006, 0.696, 0, -144.899543359 
1489588213.085731, 0.006, 0.696, 0, -144.899543359 
1489588213.186165, 0.006, 0.696, 0, -144.899543359 
1489588213.286604, 0.006, 0.696, 0, -144.899543359 
1489588213.387037, 0.006, 0.699, 0, -144.899543359 
1489588213.487472, 0.006, 0.696, 0, -144.899543359 
1489588213.587903, 0.006, 0.696, 0, -144.899543359 
1489588213.688338, 0.006, 0.696, 0, -144.899543359 
1489588213.788770, 0.006, 0.696, 0, -144.899543359 
1489588213.889202, 0.006, 0.696, 0, -144.899543359 
1489588213.989634, 0.006, 0.696, 0, -144.899543359 
1489588214.090089, 0.006, 0.699, 0, -144.899543359 
1489588214.190519, 0.006, 0.696, 0, -144.899543359 
1489588214.290954, 0.006, 0.696, 0, -144.899543359 
1489588214.391390, 0.006, 0.696, 0, -144.899543359 
1489588214.491823, 0.006, 0.696, 0, -144.899543359 
1489588214.592257, 0.006, 0.696, 0, -144.899543359 
1489588214.692687, 0.006, 0.696, 0, -144.899543359 
1489588214.793117, 0.006, 0.696, 0, -144.899543359 
1489588214.893574, 0.006, 0.696, 0, -144.899543359 
1489588214.994025, 0.006, 0.696, 0, -144.899543359 
1489588215.094475, 0.006, 0.696, 0, -144.899543359 
1489588215.194892, 0.006, 0.696, 0, -144.899543359 
1489588215.295330, 0.006, 0.696, 0, -144.899543359 
1489588215.395757, 0.006, 0.696, 0, -144.899543359 
1489588215.496188, 0.006, 0.696, 0, -144.899543359 
1489588215.596620, 0.006, 0.696, 0, -144.899543359 
1489588215.697051, 0.006, 0.696, 0, -144.899543359 
1489588215.797479, 0.006, 0.696, 0, -144.899543359 
1489588215.897907, 0.006, 0.696, 0, -144.899543359 
1489588215.998374, 0.006, 0.699, 0, -144.899543359 
1489588216.098810, 0.006, 0.696, 0, -144.899543359 
1489588216.199226, 0.006, 0.696, 0, -144.899543359 
1489588216.299664, 0.006, 0.696, 0, -144.899543359 
1489588216.400093, 0.006, 0.696, 0, -144.899543359 
1489588216.500526, 0.006, 0.696, 0, -144.899543359 
1489588216.600958, 0.006, 0.696, 0, -144.899543359 
1489588216.701390, 0.006, 0.696, 0, -144.899543359 
1489588216.801820, 0.006, 0.696, 0, -144.899543359 
1489588216.902249, 0.006, 0.696, 0, -144.899543359 
1489588217.002680, 0.006, 0.696, 0, -144.899543359 
1489588217.103126, 0.006, 0.696, 0, -144.899543359 
1489588217.203585, 0.006, 0.696, 0, -144.899543359 
1489588217.304024, 0.006, 0.696, 0, -144.899543359 
1489588217.404461, 0.006, 0.696, 0, -144.899543359 
1489588217.504895, 0.006, 0.696, 0, -144.899543359 
1489588217.605326, 0.006, 0.696, 0, -144.899543359 
1489588217.705760, 0.006, 0.696, 0, -144.899543359 
1489588217.806190, 0.006, 0.696, 0, -144.899543359 
1489588217.906735, 0.006, 0.696, 0, -144.899543359 
1489588218.007316, 0.006, 0.696, 0, -144.899543359 
1489588218.107759, 0.006, 0.696, 0, -144.899543359 
1489588218.208185, 0.006, 0.696, 0, -144.899543359 
1489588218.308626, 0.006, 0.696, 0, -144.899543359 
1489588218.409058, 0.006, 0.696, 0, -144.899543359 
1489588218.509517, 0.006, 0.696, 0, -144.899543359 
1489588218.609956, 0.006, 0.696, 0, -144.899543359 
1489588218.710387, 0.006, 0.696, 0, -144.899543359 
1489588218.810817, 0.006, 0.696, 0, -144.899543359 
1489588218.911246, 0.006, 0.696, 0, -144.899543359 
1489588219.011689, 0.006, 0.696, 0, -144.899543359 
1489588219.112119, 0.006, 0.703, 0, -144.899543359 
1489588219.212538, 0.006, 0.696, 0, -144.899543359 
1489588219.312976, 0.006, 0.696, 0, -144.899543359 
1489588219.413507, 0.006, 0.696, 0, -144.899543359 
1489588219.513940, 0.006, 0.696, 0, -144.899543359 
1489588219.614373, 0.006, 0.696, 0, -144.899543359 
1489588219.714805, 0.006, 0.696, 0, -144.899543359 
1489588219.815234, 0.006, 0.696, 0, -144.899543359 
1489588219.915668, 0.006, 0.696, 0, -144.899543359 
1489588220.016130, 0.006, 0.696, 0, -144.899543359 
1489588220.116560, 0.006, 0.696, 0, -144.899543359 
1489588220.216987, 0.006, 0.696, 0, -144.899543359 
1489588220.317411, 0.006, 0.696, 0, -144.899543359 
1489588220.417847, 0.006, 0.696, 0, -144.899543359 
1489588220.518277, 0.006, 0.696, 0, -144.899543359 
1489588220.618713, 0.006, 0.696, 0, -144.899543359 
1489588220.719145, 0.006, 0.696, 0, -144.899543359 
1489588220.819574, 0.006, 0.696, 0, -144.899543359 
1489588220.920004, 0.006, 0.696, 0, -144.899543359 
1489588221.020553, 0.006, 0.696, 0, -144.899543359 
1489588221.120989, 0.006, 0.696, 0, -144.899543359 
1489588221.221414, 0.006, 0.696, 0, -144.899543359 
1489588221.321837, 0.006, 0.696, 0, -144.899543359 
1489588221.422271, 0.006, 0.696, 0, -144.899543359 
1489588221.522704, 0.006, 0.696, 0, -144.899543359 
1489588221.623135, 0.006, 0.696, 0, -144.899543359 
1489588221.723632, 0.006, 0.696, 0, -144.899543359 
1489588221.824066, 0.006, 0.696, 0, -144.899543359 
1489588221.924511, 0.006, 0.696, 0, -144.899543359 
1489588222.024955, 0.006, 0.696, 0, -144.899543359 
1489588222.125387, 0.006, 0.696, 0, -144.899543359 
1489588222.225811, 0.006, 0.696, 0, -144.899543359 
1489588222.326234, 0.006, 0.696, 0, -144.899543359 
1489588222.426667, 0.006, 0.696, 0, -144.899543359 
1489588222.527096, 0.006, 0.696, 0, -144.899543359 
1489588222.627527, 0.006, 0.696, 0, -144.899543359 
1489588222.727957, 0.006, 0.696, 0, -144.899543359 
1489588222.828394, 0.006, 0.696, 0, -144.899543359 
1489588222.928824, 0.006, 0.696, 0, -144.899543359 
1489588223.029255, 0.006, 0.696, 0, -144.899543359 
1489588223.129685, 0.006, 0.696, 0, -144.899543359 
1489588223.230120, 0.006, 0.696, 0, -144.899543359 
1489588223.330722, 0.006, 0.696, 0, -144.899543359 
1489588223.431165, 0.006, 0.696, 0, -144.899543359 
1489588223.531599, 0.006, 0.696, 0, -144.899543359 
1489588223.632033, 0.006, 0.696, 0, -144.899543359 
1489588223.732466, 0.006, 0.696, 0, -144.899543359 
1489588223.832898, 0.006, 0.696, 0, -144.899543359 
1489588223.933392, 0.006, 0.696, 0, -144.899543359 
1489588224.033824, 0.006, 0.696, 0, -144.899543359 
1489588224.134251, 0.006, 0.696, 0, -144.899543359 
1489588224.234678, 0.006, 0.696, 0, -144.899543359 
1489588224.335106, 0.006, 0.696, 0, -144.899543359 
1489588224.435542, 0.006, 0.696, 0, -144.899543359 
1489588224.535971, 0.006, 0.696, 0, -144.899543359 
1489588224.636406, 0.006, 0.696, 0, -144.899543359 
1489588224.736835, 0.006, 0.696, 0, -144.899543359 
1489588224.837268, 0.006, 0.696, 0, -144.899543359 
1489588224.937727, 0.006, 0.696, 0, -144.899543359 
1489588225.038156, 0.006, 0.696, 0, -144.899543359 
1489588225.138585, 0.006, 0.696, 0, -144.899543359 
1489588225.239013, 0.006, 0.696, 0, -144.899543359 
1489588225.339440, 0.006, 0.696, 0, -144.899543359 
1489588225.439872, 0.006, 0.696, 0, -144.899543359 
1489588225.540302, 0.006, 0.696, 0, -144.899543359 
1489588225.640734, 0.006, 0.696, 0, -144.899543359 
1489588225.741166, 0.006, 0.696, 0, -144.899543359 
1489588225.841597, 0.006, 0.696, 0, -144.899543359 
1489588225.942027, 0.006, 0.696, 0, -144.899543359 
1489588226.042457, 0.006, 0.696, 0, -144.899543359 
1489588226.142885, 0.006, 0.696, 0, -144.899543359 
1489588226.243317, 0.006, 0.696, 0, -144.899543359 
1489588226.343747, 0.006, 0.696, 0, -144.899543359 
1489588226.444210, 0.006, 0.696, 0, -144.899543359 
1489588226.544649, 0.006, 0.696, 0, -144.899543359 
1489588226.645081, 0.006, 0.696, 0, -144.899543359 
1489588226.745574, 0.006, 0.696, 0, -144.899543359 
1489588226.846042, 0.006, 0.696, 0, -144.899543359 
