Time/s, Dynamo Reading/V, HES Reading/V, Potentiometer Value/7-bitFiltered Dynamo Reading/V, 14:27 15-03-2017
1489588066.543714, 0.003, 0.709, 16, -145.92327168 
1489588066.643988, 0.003, 0.709, 16, -145.92327168 
1489588066.744261, 0.003, 0.709, 16, -145.92327168 
1489588066.844535, 0.003, 0.709, 16, -145.92327168 
1489588066.944810, 0.003, 0.709, 16, -145.92327168 
1489588067.045084, 0.003, 0.709, 16, -145.92327168 
1489588067.145358, 0.003, 0.709, 16, -145.92327168 
1489588067.245623, 0.003, 0.709, 16, -145.92327168 
1489588067.345916, 0.003, 0.709, 16, -145.92327168 
1489588067.446200, 0.003, 0.709, 16, -145.92327168 
1489588067.546475, 0.003, 0.709, 16, -145.92327168 
1489588067.646750, 0.003, 0.709, 16, -145.92327168 
1489588067.747029, 0.003, 0.709, 16, -145.92327168 
1489588067.847305, 0.003, 0.709, 16, -145.92327168 
1489588067.947578, 0.003, 0.709, 16, -145.92327168 
1489588068.047852, 0.003, 0.709, 16, -145.92327168 
1489588068.148125, 0.003, 0.709, 16, -145.92327168 
1489588068.248396, 0.003, 0.709, 16, -145.92327168 
1489588068.348697, 0.006, 0.696, 16, -144.899543359 
1489588068.449135, 0.006, 0.696, 16, -144.899543359 
1489588068.549565, 0.006, 0.696, 16, -144.899543359 
1489588068.650032, 0.006, 0.696, 16, -144.899543359 
1489588068.750465, 0.006, 0.696, 16, -144.899543359 
1489588068.850898, 0.006, 0.696, 16, -144.899543359 
1489588068.951329, 0.006, 0.696, 16, -144.899543359 
1489588069.051759, 0.006, 0.696, 16, -144.899543359 
1489588069.152191, 0.006, 0.696, 16, -144.899543359 
1489588069.252622, 0.006, 0.696, 16, -144.899543359 
1489588069.353053, 0.006, 0.696, 16, -144.899543359 
1489588069.453548, 0.006, 0.696, 16, -144.899543359 
1489588069.553981, 0.006, 0.696, 16, -144.899543359 
1489588069.654417, 0.006, 0.696, 16, -144.899543359 
1489588069.754851, 0.006, 0.696, 16, -144.899543359 
1489588069.855286, 0.006, 0.696, 16, -144.899543359 
1489588069.955718, 0.006, 0.696, 16, -144.899543359 
1489588070.056165, 0.006, 0.696, 16, -144.899543359 
1489588070.156597, 0.006, 0.696, 16, -144.899543359 
1489588070.257170, 0.006, 0.696, 16, -144.899543359 
1489588070.357645, 0.006, 0.696, 16, -144.899543359 
1489588070.458086, 0.006, 0.696, 16, -144.899543359 
1489588070.558541, 0.006, 0.696, 16, -144.899543359 
1489588070.658979, 0.006, 0.696, 16, -144.899543359 
1489588070.759410, 0.006, 0.696, 16, -144.899543359 
1489588070.859848, 0.006, 0.696, 16, -144.899543359 
1489588070.960309, 0.006, 0.696, 16, -144.899543359 
1489588071.060740, 0.006, 0.696, 16, -144.899543359 
1489588071.161172, 0.006, 0.703, 16, -144.899543359 
1489588071.261602, 0.006, 0.696, 16, -144.899543359 
1489588071.362053, 0.006, 0.696, 16, -144.899543359 
1489588071.462484, 0.006, 0.696, 16, -144.899543359 
1489588071.562945, 0.006, 0.696, 16, -144.899543359 
1489588071.663472, 0.006, 0.696, 16, -144.899543359 
1489588071.763906, 0.006, 0.696, 16, -144.899543359 
1489588071.864364, 0.006, 0.696, 16, -144.899543359 
1489588071.964795, 0.006, 0.696, 16, -144.899543359 
1489588072.065225, 0.006, 0.696, 16, -144.899543359 
1489588072.165656, 0.006, 0.696, 16, -144.899543359 
1489588072.266090, 0.006, 0.696, 16, -144.899543359 
1489588072.366525, 0.006, 0.696, 16, -144.899543359 
1489588072.466962, 0.006, 0.696, 16, -144.899543359 
1489588072.567393, 0.006, 0.696, 16, -144.899543359 
1489588072.667827, 0.006, 0.696, 16, -144.899543359 
1489588072.768257, 0.006, 0.696, 16, -144.899543359 
1489588072.868700, 0.006, 0.696, 16, -144.899543359 
1489588072.969132, 0.006, 0.696, 16, -144.899543359 
1489588073.069561, 0.006, 0.696, 16, -144.899543359 
1489588073.169992, 0.006, 0.696, 16, -144.899543359 
1489588073.270422, 0.006, 0.696, 16, -144.899543359 
1489588073.370898, 0.006, 0.696, 16, -144.899543359 
1489588073.471339, 0.119, 2.562, 16, -109.069052148 
1489588073.571772, 0.786, 2.304, 16, 102.842710156 
1489588073.672206, 0.715, 2.382, 16, 80.3206871094 
1489588073.772639, 0.612, 2.253, 16, 47.5613808594 
1489588073.873088, 0.989, 2.330, 16, 167.337594336 
1489588073.973592, 0.867, 2.369, 16, 128.435918164 
1489588074.074025, 0.864, 2.324, 16, 127.412189844 
1489588074.174456, 0.973, 2.314, 16, 162.218952734 
1489588074.274890, 0.815, 2.330, 16, 112.056265039 
1489588074.375325, 0.806, 2.362, 16, 108.985080078 
1489588074.475761, 0.728, 2.243, 16, 84.4156003906 
1489588074.576190, 0.741, 2.227, 16, 88.5105136719 
1489588074.676626, 0.828, 2.240, 16, 116.15117832 
1489588074.777057, 0.980, 2.346, 16, 164.266409375 
1489588074.877486, 0.815, 2.246, 16, 112.056265039 
1489588074.977915, 0.831, 2.227, 16, 117.174906641 
1489588075.078347, 0.815, 2.217, 16, 112.056265039 
1489588075.178780, 0.741, 2.278, 16, 88.5105136719 
1489588075.279212, 0.825, 2.356, 16, 115.12745 
1489588075.379639, 0.719, 2.237, 16, 81.3444154297 
1489588075.480103, 0.880, 2.204, 16, 132.530831445 
1489588075.580539, 0.906, 2.259, 16, 140.720658008 
1489588075.680972, 0.902, 2.330, 16, 139.696929688 
1489588075.781408, 0.783, 2.227, 16, 101.818981836 
1489588075.881870, 0.748, 2.204, 16, 90.5579703125 
1489588075.982304, 0.725, 2.288, 16, 83.3918720703 
1489588076.082736, 0.790, 2.356, 16, 103.866438477 
1489588076.183169, 0.848, 2.375, 16, 122.293548242 
1489588076.283643, 0.780, 2.124, 16, 100.795253516 
1489588076.384080, 0.648, 2.114, 16, 58.8223923828 
1489588076.484515, 0.052, 1.412, 16, -130.567346875 
1489588076.584950, 0.006, 0.777, 16, -144.899543359 
1489588076.685387, 0.006, 0.690, 16, -144.899543359 
1489588076.785822, 0.006, 0.957, 16, -144.899543359 
1489588076.886250, 0.006, 0.947, 16, -144.899543359 
1489588076.986681, 0.006, 0.915, 16, -144.899543359 
1489588077.087112, 0.006, 1.018, 16, -144.899543359 
1489588077.187546, 0.006, 1.002, 16, -144.899543359 
1489588077.287980, 0.006, 0.989, 16, -144.899543359 
1489588077.388440, 0.006, 0.973, 16, -144.899543359 
1489588077.488875, 0.006, 0.960, 16, -144.899543359 
1489588077.589311, 0.006, 0.941, 16, -144.899543359 
1489588077.689742, 0.006, 0.938, 16, -144.899543359 
1489588077.790174, 0.006, 0.925, 16, -144.899543359 
