1486392357.65,1,0,0
1486392357.96,2,190.454934345,0
1486392357.99,3,2197.97517261,0
1486392358.3,4,197.288566639,0
1486392358.4,5,570.857819795,0
1486392358.59,6,321.264560895,0
1486392359.19,7,99.6790121654,0
1486392359.19,8,29101.2433393,0
1486392359.79,9,100.926473487,0
1486392359.87,10,696.040307803,0
1486392360.38,11,118.29022113,0
1486392360.49,12,563.100167033,0
1486392360.97,13,123.65164811,0
1486392361.56,14,101.584404215,0
1486392362.07,15,117.493847063,0
1486392362.11,16,1604.3555747,0
1486392362.15,17,1508.26674522,0
1486392362.18,18,1720.478284,0
1486392362.26,19,811.161390619,0
1486392362.29,20,1641.76013574,0
1486392362.33,21,1657.28196586,0
1486392362.45,22,515.631982779,0
1486392362.47,23,2653.93835986,0
1486392362.5,24,1780.57280308,0
1486392362.54,25,1803.47838849,0
1486392362.69,26,393.465929558,0
1486392362.73,27,1436.05925147,0
1486392362.76,28,1895.62346698,0
1486392362.83,29,954.952924582,0
1486392362.86,30,1925.67170494,0
1486392362.88,31,2321.44712606,0
1486392362.97,32,656.04753782,0
1486392362.98,33,11978.3594093,0
1486392363.04,34,1007.60542014,0
1486392363.07,35,2046.53331779,0
1486392363.13,36,1031.5648086,0
1486392363.16,37,1574.79911315,0
1486392363.18,38,3096.30600212,0
1486392363.21,39,2098.77281228,0
1486392363.24,40,2101.42882795,0
1486392363.35,41,551.030154641,0
1486392363.46,42,530.368426505,0
1486392363.5,43,1824.3769904,0
1486392363.57,44,800.117204669,0
1486392363.61,45,1681.04244331,0
1486392363.74,46,433.025221041,0
1486392363.77,47,2257.43338202,0
1486392363.82,48,1151.49442198,0
1486392363.83,49,6988.96598794,0
1486392363.9,50,898.206219025,0
1486392363.91,51,7336.77642774,0
1486392363.92,52,3725.04736643,0
1486392363.95,53,2509.31702386,0
1486392363.98,54,1912.46965075,0
1486392364,55,2592.24099741,0
1486392364.01,56,11698.4006093,0
1486392364.02,57,3383.30648825,0
1486392364.11,58,702.701466249,0
1486392364.11,59,16379.6320981,0
1486392364.13,60,4165.49433041,0
1486392364.15,61,2787.97504254,0
1486392364.16,62,8364.58936047,0
1486392364.18,63,2817.02410564,0
1486392364.19,64,4266.00010415,0
1486392364.2,65,8505.57209109,0
1486392364.21,66,4302.59633397,0
1486392364.24,67,2154.73100933,0
1486392364.25,68,4355.97936865,0
1486392364.26,69,8658.09406377,0
1486392364.29,70,1948.04885975,0
1486392364.31,71,2936.13055841,0
1486392364.32,72,17841.0163339,0
1486392364.34,73,2480.97074441,0
1486392364.34,74,20437.4220374,0
1486392364.39,75,1189.55077227,0
1486392364.4,76,18057.3108009,0
1486392364.4,77,8902.09004963,0
1486392364.42,78,4519.80726082,0
1486392364.43,79,4511.17882448,0
1486392364.46,80,2272.04230495,0
1486392364.5,81,1522.02589971,0
1486392364.5,82,9131.3071264,0
1486392364.55,83,1226.36566416,0
1486392364.56,84,6145.69006477,0
1486392364.57,85,4625.02587651,0
1486392364.58,86,9209.32324065,0
1486392364.59,87,4630.69038288,0
1486392364.61,88,3085.15045381,0
1486392364.65,89,1698.51614821,0
1486392364.67,90,2616.44433562,0
1486392364.7,91,2316.58921451,0
1486392364.77,92,845.105294288,0
1486392364.77,93,9265.22148916,0
1486392364.79,94,3100.2901476,0
1486392364.81,95,4668.5156339,0
1486392364.84,96,1691.47859842,0
1486392364.85,97,18807.6834775,0
1486392364.85,98,9268.01674398,0
1486392364.87,99,4670.02375297,0
1486392364.87,100,9283.42084388,0
1486392364.88,101,4674.73179639,0
1486392364.9,102,3104.95129562,0
1486392364.93,103,2327.03032828,0
1486392364.94,104,9358.72048743,0
1486392364.94,105,9357.65144881,0
1486392364.95,106,9296.41398094,0
1486392364.95,107,29542.0122611,0
1486392365,108,1214.84747673,0
1486392365.02,109,3118.82130484,0
1486392365.04,110,3121.27716321,0
1486392365.06,111,3118.82130484,0
1486392365.07,112,3745.71337123,0
1486392365.08,113,6245.6479199,0
1486392365.1,114,4706.24281884,0
1486392365.13,115,1568.98797211,0
1486392365.16,116,2358.88083697,0
1486392365.18,117,3160.37189923,0
1486392365.19,118,4768.705371,0
1486392365.21,119,3174.08655895,0
1486392365.22,120,9493.93494553,0
1486392365.23,121,4795.41064216,0
1486392365.24,122,9513.4130763,0
1486392365.24,123,6399.83333767,0
1486392365.25,124,19206.0018756,0
1486392365.25,125,52456.7769477,0
1486392365.25,126,30239.9409376,0
1486392365.25,127,19120.8278223,0
1486392365.27,128,4803.47125853,0
1486392365.27,129,19137.2060427,0
1486392365.3,130,1753.41214746,0
1486392365.31,131,19219.5198248,0
1486392365.31,132,19224.0300375,0
1486392365.32,133,4856.72503063,0
1486392365.35,134,2429.25064497,0
1486392365.36,135,4905.19340545,0
1486392365.38,136,3276.53787697,0
1486392365.4,137,3298.52629318,0
1486392365.41,138,4948.85219493,0
1486392365.41,139,10008.144649,0
1486392365.43,140,3323.19175693,0
1486392365.45,141,3999.73960029,0
1486392365.45,142,20346.055137,0
1486392365.47,143,3349.14145544,0
1486392365.47,144,10035.116374,0
1486392365.48,145,6733.88864533,0
1486392365.5,146,3372.72016139,0
1486392365.5,147,20428.9276808,0
1486392365.51,148,20154.174184,0
1486392365.51,149,20175.6834414,0
1486392365.52,150,5093.3659406,0
1486392365.53,151,10114.4127089,0
1486392365.53,152,9501.27580608,0
1486392365.54,153,11019.1454064,0
1486392365.55,154,10142.3795964,0
1486392365.55,155,6807.19053818,0
1486392365.56,156,20626.1015527,0
1486392365.56,157,20270.5377763,0
1486392365.56,158,20255.5015248,0
